SNP,Chr,Pos,Effect,SE,ERG11_ERG5_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00796949183144502,0.0768790909369011,0.917495920256951
9,1,27272,-0.047011785811538,0.0756843431924629,0.53489785450764
16,1,27843,-0.0750444222702899,0.0738260265688153,0.310085818787894
17,1,27848,-0.0750444222702899,0.0738260265688153,0.310085818787894
18,1,28495,-0.0241959244209103,0.0739239776059798,0.743628799915584
19,1,28975,-0.0500980042543837,0.0733925579670237,0.495305227575068
26,1,31435,-0.0459021734021008,0.0732056432723155,0.53104454930902
29,1,36146,-0.0805050476956351,0.0727426216878215,0.269172572296296
31,1,37409,-0.0201899375457494,0.0732548198390134,0.783007041789809
32,1,37478,-0.0422731171872341,0.0732911529482173,0.56445343321723
33,1,39144,-0.1278667042446,0.0726731061228309,0.0793626374617335
34,1,41499,-0.0686715359977288,0.0726967913800465,0.345494146624541
37,1,51248,-0.0460124591118271,0.0730574026552096,0.529224756598216
38,1,51462,-0.0483211767330307,0.0731523634437486,0.509328405332079
39,1,52124,-0.0867727376358384,0.0729523927886823,0.235064684699161
40,1,52667,-0.129729517380862,0.0726539198691191,0.0750253692262912
42,1,59265,-0.128171447586072,0.0726247739175013,0.0784545454418767
43,1,60165,-0.124129760577353,0.0725893098219926,0.08813938129623
44,1,62308,-0.159345929459723,0.0723135402876179,0.0282018152182041
45,1,62869,-0.184862173241895,0.0721320722196678,0.0107963182674408
49,1,66841,-0.12089834845773,0.0725495455254354,0.0965158878665678
50,1,66948,-0.133174451086499,0.0729377371259943,0.0687152732415739
51,1,68621,-0.0812045053966375,0.0729549094101751,0.266432308752437
52,1,69417,-0.123649986480925,0.07259162944871,0.0893800674664353
56,1,74327,-0.16226481161054,0.0727794496807126,0.0264064919141052
57,1,74572,-0.179306603247956,0.0724692718310791,0.0138213284385596
58,1,75211,-0.173710340788512,0.0723735481828364,0.0169037841227681
59,1,76030,-0.101069464782497,0.07276314370749,0.165702304421989
60,1,80108,-0.229861010240573,0.071911184887387,0.00151684462339057
61,1,81262,-0.190509221449816,0.0722084362289428,0.00870061979363123
62,1,81999,-0.178328036272008,0.0724761117513426,0.0143522973846373
63,1,82431,-0.140981600499877,0.0730566361980134,0.0544379171069563
64,1,83284,-0.150609180139821,0.0724645326924104,0.0383959334314746
65,1,83613,-0.101730216163424,0.0726971655764206,0.162580234755437
66,1,84112,-0.106500336983176,0.0726858680884207,0.143752684680248
68,1,84858,-0.0416725982608191,0.0730786741568014,0.56887569709986
69,1,85751,-0.105534457102581,0.0731976332376353,0.150252647947198
70,1,87445,-0.123690931322659,0.0732728685112749,0.0922778610958935
71,1,87467,-0.141242090538256,0.0735700748708695,0.0556849605971299
72,1,89070,-0.135515807001788,0.0731354992967092,0.0647251150713807
73,1,89616,-0.133766034799018,0.072747404729641,0.066788294768267
74,1,89679,-0.128732571627022,0.0727824232677984,0.0778022124452448
75,1,89880,-0.124331057514226,0.0728226963830635,0.0886433917217378
76,1,91472,-0.123012755316446,0.0733739853016094,0.0945222360358421
77,1,93789,-0.123545373377993,0.0726094166173225,0.0897285064043891
78,1,94351,-0.0953912155516689,0.072921904044624,0.191680916597259
79,1,99148,-0.106383320207919,0.0726863535270301,0.144194749028596
82,1,106800,-0.10640658447635,0.0727848972332058,0.144649435347873
83,1,107970,-0.108904896098634,0.0725574538554855,0.134263161409289
84,1,109000,-0.0983803400764469,0.0727286399368241,0.177015928855253
85,1,112549,0.0148485561859591,0.0728300640551588,0.838565159042097
86,1,112742,0.0320599155125634,0.0730982007884439,0.661229166256726
87,1,113050,0.0192224236607862,0.0729879386656219,0.792423398295534
88,1,113135,0.00176403350181289,0.0728091259859344,0.980684280435887
89,1,114076,0.0159515789977973,0.072804236226377,0.826696951522752
90,1,114628,0.0437115644488791,0.072956294535435,0.549459001836768
91,1,116283,0.0154571481505625,0.0733947518757799,0.833318657331645
93,1,127853,0.0333465249937396,0.0732411993613458,0.649175231561525
94,1,128302,0.048014069597763,0.0729365318075625,0.510774911129275
95,1,128704,0.0699076892759114,0.0729591191515487,0.338629715280429
96,1,128911,0.0691927953449447,0.0729691453319346,0.343652267799698
97,1,130267,0.0371717244266456,0.0730005834041559,0.610931841871215
98,1,130271,0.040508548391293,0.0730822655597901,0.57973343436443
99,1,130613,0.0460789186365649,0.0737565450746955,0.532543045940588
100,1,132012,0.0461816372742795,0.0735996338785878,0.530756188143482
101,1,133231,0.0181505033180512,0.0731117324471914,0.804079881293689
102,1,137074,0.0511224882430402,0.072963407434104,0.48397723946686
103,1,137304,0.0716084453370381,0.0729399952330156,0.326898068352192
104,1,139686,0.050276753737289,0.0730865174252493,0.491962883387404
105,1,149562,0.0528578828970845,0.0732483282718085,0.471002278716253
106,1,150447,0.0225870751622256,0.0741056738935897,0.760701537294941
108,1,154084,0.0767331575666802,0.0742321384885958,0.301987883436329
110,1,157269,0.0374936192961474,0.072967825658111,0.607686957422405
111,1,160054,0.00976144711074467,0.073686790186452,0.89468633200161
112,1,166222,0.0151266758888391,0.0731391706084903,0.836269333161606
