SNP,Chr,Pos,Effect,SE,RET2_SNA3_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0328344865073595,0.104213860031576,0.752895938363993
9,1,27272,0.0359434737776543,0.102645410188918,0.726419009696111
16,1,27843,0.0187452119901939,0.10022922198397,0.851749712719408
17,1,27848,0.0187452119901939,0.10022922198397,0.851749712719408
18,1,28495,0.0140047941772483,0.100233038942465,0.888959063478547
19,1,28975,0.00763203686314262,0.0995649628900474,0.93894235205346
26,1,31435,-0.0219629624557284,0.099295113734812,0.825073353384611
29,1,36146,-0.0218413061792984,0.0987831115799053,0.825139567398871
31,1,37409,-0.00585125315023255,0.099323606649976,0.953056330078433
32,1,37478,-0.0102872049813629,0.0994079699916606,0.91763704980123
33,1,39144,0.0410381637970451,0.0989317379201383,0.678530837094616
34,1,41499,-0.00172290742121806,0.0986813229635197,0.986080060740884
37,1,51248,-0.142571917945668,0.0988104471661232,0.149940165012507
38,1,51462,-0.13787984555521,0.0989640603338823,0.164426467318039
39,1,52124,-0.124754646883517,0.0988787007986407,0.207892032633491
40,1,52667,-0.140723501241324,0.0986586736462957,0.154646153909581
42,1,59265,-0.0356541511473395,0.0988744524155475,0.718613993330181
43,1,60165,-0.0505973779151589,0.0987812291086632,0.608819795409743
44,1,62308,0.00063107020510908,0.0987092477654591,0.994902592484508
45,1,62869,0.00325842872973109,0.0986967035629207,0.973681632020562
49,1,66841,0.00501560086452502,0.0987430099770281,0.959518010672562
50,1,66948,-0.0213192817618313,0.0993428904002649,0.830200777309601
51,1,68621,-0.116824040212327,0.0988849314451254,0.238233615465321
52,1,69417,-0.0559194552986537,0.0987731000889582,0.57165797794225
56,1,74327,0.10186276843116,0.099213200981241,0.305262034941079
57,1,74572,0.0911305493290332,0.0989779191646878,0.357827521875928
58,1,75211,0.106961557180446,0.0987520872295891,0.279489063109544
59,1,76030,0.0721154161739399,0.0988415509124217,0.466114733222531
60,1,80108,0.0199017828733171,0.0988869884460705,0.840612874735893
61,1,81262,0.0355814992400128,0.098837133523856,0.719061429636567
62,1,81999,-0.00635251648331714,0.0990961171998426,0.948923228008045
63,1,82431,-0.0435307465331669,0.0995388305191104,0.662143620539741
64,1,83284,0.0197945518368471,0.0988356514350444,0.8413789323207
65,1,83613,0.018994953533231,0.0988252036743597,0.847690128730472
66,1,84112,-0.000676477473501608,0.0988412600167904,0.994543123134812
68,1,84858,0.0657630839676303,0.0990584064640529,0.507199258644558
69,1,85751,0.0316771536534923,0.0995133554749056,0.75042998188981
70,1,87445,0.0311091368285885,0.0997242866394951,0.755261585693768
71,1,87467,0.0155685012696752,0.100256740384982,0.876684347147823
72,1,89070,0.0418442244377411,0.0996077722669894,0.674675323890614
73,1,89616,0.0490115952180911,0.099062353308168,0.621080851811754
74,1,89679,0.0341710751557196,0.0990925536732414,0.730420033716711
75,1,89880,0.0368490766240155,0.0991149519505731,0.710278821470288
76,1,91472,0.0499273497265711,0.0998348475081069,0.617316678656669
77,1,93789,0.0129603422857456,0.0988388594686025,0.895750347572083
78,1,94351,-0.0187063250057245,0.0990963977243853,0.850382371416202
79,1,99148,-0.0358068975700487,0.0988228914304864,0.717319246973989
82,1,106800,-0.0731953972166509,0.0988978898694975,0.459724707275083
83,1,107970,-0.0270623898390405,0.0986708528393008,0.784038072572541
84,1,109000,-0.0329327613681726,0.0988397342171695,0.739186000469501
85,1,112549,-0.125691205334451,0.0985164907605313,0.202851223782992
86,1,112742,-0.142386319364558,0.0988379594312818,0.15058306417293
87,1,113050,-0.136748255443647,0.0986932965219106,0.16674751740351
88,1,113135,-0.152386705833389,0.0983754687253334,0.12227017089231
89,1,114076,-0.0965727939669314,0.0985753346250874,0.327912483716902
90,1,114628,-0.0716330064631785,0.0988854975238888,0.469297856018848
91,1,116283,-0.0474924765544594,0.0994772593924646,0.633358224796147
93,1,127853,-0.0132447037812015,0.0993215932248414,0.893991225516458
94,1,128302,0.0509387538823105,0.0989054232306842,0.606857976135029
95,1,128704,0.0132772767394951,0.0990385447558604,0.893430175589011
96,1,128911,0.0606910068792359,0.0989993413252689,0.540241645857102
97,1,130267,0.0816816696352294,0.0989095766833748,0.409463043704445
98,1,130271,0.075277219272879,0.0990415733383725,0.44772796391101
99,1,130613,0.106168064019493,0.0998891718235635,0.28857264201999
100,1,132012,-0.0663311865980218,0.0997740708484864,0.506603622347983
101,1,133231,-0.0347144710592878,0.0991108541050139,0.726353215041718
102,1,137074,-0.0668537147730097,0.0989231198291751,0.499600689341569
103,1,137304,-0.111054948464649,0.0988449259599152,0.261977212878696
104,1,139686,-0.0778998971230475,0.099064902470189,0.432188772717057
105,1,149562,-0.0745817696744811,0.0992985158541007,0.453101036303435
106,1,150447,-0.0462873021381122,0.100449946663928,0.645226097435105
108,1,154084,-0.0543323898157947,0.100749091066635,0.590030761145894
110,1,157269,-0.0875830378530512,0.0988514605104067,0.376217186067937
111,1,160054,-0.072002407371656,0.0998279939540953,0.471224098861596
112,1,166222,-0.0744382311662898,0.0990834491942367,0.452991890095183
113,1,166416,-0.0706462728607646,0.0988898529133654,0.475455991940254
114,1,167326,-0.0729185071496167,0.0994479627051358,0.463903104489857
115,1,168836,-0.0619900934956261,0.0989970610684241,0.531600814510027
116,1,171200,-0.117205875933723,0.0990040238978539,0.237269162306767
117,1,171431,-0.140503456295601,0.0995391583723977,0.158966392700383
118,1,173339,-0.118840094153566,0.0988412340695384,0.230040361567736
119,1,173845,-0.114132781027827,0.0987746923453393,0.24867293756189
120,1,175121,-0.127191248844863,0.0985328173965414,0.197599887728173
121,1,175281,-0.12056736331363,0.0986405319559014,0.222413380776446
122,1,175315,-0.127770115335891,0.0985836527258694,0.195802292779805
123,1,175523,-0.120873614096544,0.0991693680064855,0.223711075718471
124,1,175541,-0.124518786100886,0.0987501019041732,0.208160168833374
125,1,175653,-0.131418503569573,0.0990387324732416,0.185386045204776
128,1,175856,-0.116747971308437,0.100733036575991,0.247246141667039
129,1,175876,-0.115962041021904,0.0991859810450372,0.243137137816519
130,1,175989,-0.116850566223505,0.0994671234804287,0.240880300352947
131,1,176001,-0.116654196459131,0.0999880853286415,0.24412678529485
133,1,177692,-0.121644024655492,0.0986056033330766,0.218157054925117
134,1,178191,-0.126050797643486,0.098688267202993,0.202349122104446
135,1,178224,-0.121644024655492,0.0986056033330766,0.218157054925117
136,1,178960,-0.121877442310047,0.0993957227762304,0.220946777627092
140,1,183802,-0.294087560166541,0.097582969510796,0.00276718293637453
141,1,183954,-0.262154898214137,0.0985671921675186,0.00817863947752279
142,1,184450,-0.242910830239144,0.0978276329692418,0.0134901475838337
144,1,184718,-0.292100840824541,0.0980135582471101,0.00308017263845978
145,1,185296,-0.257907383373895,0.0978598610432568,0.00877249365190957
146,1,185438,-0.247126339372162,0.0979433451734668,0.0120692218604645
147,1,185469,-0.246422761734401,0.0980922588809055,0.0124451427017311
148,1,185503,-0.234787079661827,0.097915041370782,0.0170097103452319
149,1,185705,-0.246108901145742,0.0989491948289488,0.0133355838220827
150,1,185749,-0.232777845209351,0.0990405388217871,0.0193066903422956
151,1,185806,-0.309011004001495,0.0985832029993605,0.00186560656207022
152,1,185879,-0.255782454666796,0.0995016754917537,0.0105604755599317
153,1,185916,-0.220688813770386,0.0996934286572139,0.0274899526735183
154,1,185941,-0.211883958047328,0.100187584636352,0.0351411725039089
155,1,185954,-0.223041699199446,0.100415449085309,0.0269721265616062
156,1,186055,-0.236127059739664,0.0982965197077081,0.0168131393054682
157,1,186896,-0.306828613675429,0.099388602560614,0.00218065774108478
161,1,190132,0.0219847603411026,0.0992154975180394,0.824764347942608
162,1,190148,0.0342789717707687,0.0992355518345732,0.729976611459168
163,1,190165,0.019365874007345,0.100009689241791,0.8465691674505
164,1,190169,0.0333933874684909,0.0998744666708468,0.738311308187308
165,1,190933,-0.0778599758977393,0.0989935293197021,0.432093039404665
166,1,192149,-0.0243671241961758,0.0998818604041043,0.807403946455898
168,1,192303,-0.0268135930471178,0.119075671053124,0.821968676897274
171,1,192795,-0.0159110957903785,0.0988890355406145,0.872265397669496
173,1,194187,-0.0572936389565674,0.0989276039438967,0.562859271105108
174,1,194867,-0.187575278558846,0.0984156384345689,0.0574687057829996
190,2,8314,0.0246555986457336,0.10058705368329,0.806508259282749
194,2,8498,-0.0359210715564162,0.100430091148882,0.720802249421394
195,2,8651,-0.0306526483057175,0.100529100159378,0.760611967132113
197,2,9812,-0.0201007827977215,0.101134081002193,0.842569760084782
198,2,9932,-0.0502172410283217,0.100705655210012,0.618333984723414
199,2,10135,-0.057170484267999,0.100309173338728,0.569079082042352
200,2,11616,-0.0229476853141066,0.100241356562619,0.819060299185584
201,2,12133,-0.0311190450592134,0.100633701553964,0.75732836788704
202,2,12194,-0.0297041785872101,0.101024153646576,0.768907437041999
203,2,12359,-0.0326557185228851,0.100726123064513,0.745976311761601
204,2,13061,-0.0393695090622355,0.100711907518963,0.696097989907376
205,2,14298,-0.0439048975567278,0.101024464036413,0.664120741206636
206,2,15222,-0.03454439001417,0.102020318454582,0.735110104126886
207,2,17986,-0.0146798932075269,0.100245752329574,0.883658390237095
208,2,19770,-0.0213557896243097,0.10093551045465,0.832557939868012
209,2,19836,-0.0369216074652856,0.100645404553005,0.713951890912606
210,2,19851,-0.0371808568555934,0.10093992237301,0.712835751716639
211,2,21595,-0.0615015466847135,0.100489037036254,0.540916898354927
212,2,22385,-0.0728771041457099,0.100562694903596,0.469120314007876
213,2,23441,-0.0958498788359838,0.101486776619191,0.34558223269265
214,2,24209,-0.0844345410462537,0.100677961069531,0.402227879737532
215,2,24341,-0.0777178985194198,0.100931855151862,0.441812696223443
216,2,26815,-0.0506396173913228,0.100859524111049,0.615923804262637
217,2,28209,-0.00220356696625379,0.100929412762911,0.982593702755117
221,2,41245,-0.0834663557768924,0.100444144624462,0.406550669687307
222,2,43214,-0.0870169516754915,0.102067384171382,0.394490199431301
223,2,47104,-0.0569956993149631,0.0992777580805639,0.566263454801516
224,2,50915,-0.0081802082692275,0.100299036244909,0.935044269170872
225,2,55834,-0.0190176819544682,0.0998313815574812,0.849028389461418
226,2,56422,-0.00314289297212234,0.100014860833619,0.974948953645962
227,2,57715,-0.0194209646801738,0.0996799483982121,0.845635604802594
228,2,59046,-0.012312023983836,0.100187443533859,0.902264226220573
229,2,59191,-0.015991288324703,0.0996122998401083,0.872551261119702
230,2,59383,0.00284206131158726,0.0996445091869066,0.977261934600449
231,2,59477,-0.0137553584491988,0.101141258447983,0.891897653543224
233,2,60471,-0.0180151438486668,0.099774222624961,0.856817275967235
