SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0266796330178393,0.0722284663869069,0.712067194224203
9,1,27272,-0.00959912818321795,0.0711556723123829,0.892765293080717
16,1,27843,0.000419319536797712,0.0694738909311709,0.995187693075025
17,1,27848,0.000419319536797712,0.0694738909311709,0.995187693075025
18,1,28495,0.00193490788651679,0.0694749430970016,0.97779717255951
19,1,28975,-0.0123045839494396,0.0690075111041449,0.858583463779776
26,1,31435,-0.0225274956095435,0.0688173322181141,0.7435956606273
29,1,36146,-0.0225194411126566,0.0684623805792193,0.742402439353649
31,1,37409,0.0689606854764736,0.0687451804434913,0.316482934217333
32,1,37478,0.0659282274971221,0.0688128651615458,0.33867815185383
33,1,39144,-0.0169267553770798,0.0685819394277442,0.805198211622683
34,1,41499,0.0763862001414917,0.0682766695805309,0.263997060886661
37,1,51248,0.0347742217142172,0.0686638006895083,0.612862665913986
38,1,51462,0.0370532635799798,0.068753604618375,0.590276035978055
39,1,52124,0.0454396831869773,0.0686461503691533,0.508441084052306
40,1,52667,0.0501955825174418,0.068526598367158,0.464350863854538
42,1,59265,0.075218847172689,0.0684270445617831,0.272405498948067
43,1,60165,0.0992723577369852,0.0682881581692177,0.146910394349326
44,1,62308,0.0893953071897279,0.0682512902996357,0.191116417672704
45,1,62869,0.0901103568811908,0.0682400123374737,0.187526465765796
49,1,66841,0.0753734222757922,0.068322908950182,0.270694432357985
50,1,66948,0.0702149079909114,0.0687591286241997,0.307872201021217
51,1,68621,0.0383118182021302,0.0686437883911749,0.577112796362559
52,1,69417,-0.0240769543864046,0.0684802758986366,0.725355819905466
56,1,74327,-0.0483528263682662,0.0688207280363746,0.482773701311851
57,1,74572,-0.0104794872707824,0.0686832150651118,0.878818939914788
58,1,75211,-0.0335801827920388,0.0685369719222778,0.62446854683655
59,1,76030,-0.0456228148203037,0.0685172569627772,0.505936264850483
60,1,80108,-0.132632997917202,0.0681795723801656,0.0525266794470637
61,1,81262,-0.159374386240308,0.0679910397745963,0.0196295999435245
62,1,81999,-0.0873131415256709,0.0685280860548341,0.203458366054771
63,1,82431,-0.0856808444266604,0.0688597768738468,0.214222062715354
64,1,83284,-0.0888049981692175,0.0683451925619663,0.194668432264462
65,1,83613,-0.085221515854624,0.0683505498674805,0.213286503898667
66,1,84112,-0.08840784953021,0.0683466511439228,0.196676595355348
68,1,84858,-0.100393100061763,0.0684936807537244,0.143612582673812
69,1,85751,-0.067712497585339,0.0688899668503642,0.326325917880969
70,1,87445,-0.0681597570017695,0.0690347467288262,0.324159408182964
71,1,87467,-0.0760381064036616,0.0693739511401795,0.273799125584956
72,1,89070,-0.0507629274673601,0.069004096945608,0.462431673731692
73,1,89616,-0.0408705152565666,0.068651024223987,0.551999491673121
74,1,89679,-0.0723295405335871,0.0685862212610398,0.292339491522276
75,1,89880,-0.0736637650913433,0.0685996323578628,0.283636139385423
76,1,91472,-0.0598263368518158,0.0691483371459839,0.387522996992214
77,1,93789,-0.0140019777353298,0.0685043854089695,0.83816235800954
78,1,94351,0.0074748602964926,0.0686875889125721,0.91340389550953
79,1,99148,0.0379297579479979,0.0684786877454477,0.58000383879784
82,1,106800,0.0615460932679274,0.0685225935354495,0.369698148489357
83,1,107970,0.0574809076278622,0.068329151942117,0.400785515322061
84,1,109000,-0.0113097136215751,0.0685155045658053,0.868984988475184
85,1,112549,-0.0409827409620958,0.0684058168091874,0.549482537356155
86,1,112742,-0.0786946042926,0.0685794434679865,0.25195398424274
87,1,113050,-0.0700996288184818,0.0684900959393623,0.306772270629798
88,1,113135,-0.0761306548540301,0.0682968416780729,0.265736301974444
89,1,114076,-0.0698458499001108,0.068315865990095,0.307293779628345
90,1,114628,-0.0472763685257938,0.0685438505387182,0.49082065814862
91,1,116283,-0.0196544412881655,0.0689635785334013,0.775813258169759
93,1,127853,0.0206288090273416,0.0688343388405823,0.764591717175454
94,1,128302,-0.027439589866202,0.068563105250572,0.689244471286578
95,1,128704,-0.018249936426616,0.0686400505482264,0.790487745949565
96,1,128911,-0.0171511578495839,0.068648451487412,0.802856088936835
97,1,130267,-0.00965938924716286,0.0686200514375629,0.888134874759795
98,1,130271,-0.0121991836014314,0.0687003544139636,0.859161830140184
99,1,130613,-0.00430716578403068,0.0693450735599303,0.950508741188267
100,1,132012,-0.0332043816925269,0.0691756883759605,0.631524152741657
101,1,133231,-0.0600860081025081,0.0686327616044842,0.381912860575823
102,1,137074,-0.0702200809514545,0.0685076423625363,0.306066803367178
103,1,137304,-0.0761711677275071,0.0685135170753939,0.266994321727206
104,1,139686,-0.0851935073247726,0.0685738039158671,0.21492761554152
105,1,149562,-0.0742462949983468,0.068766888052751,0.281021443390986
106,1,150447,-0.0806926618705734,0.0695118239328404,0.246488137352673
108,1,154084,-0.0936529767557562,0.0696814821096704,0.17980660588086
110,1,157269,-0.0608380008264617,0.0685151708752421,0.375172616824582
111,1,160054,-0.104125012943591,0.0690211826280359,0.132296778101835
112,1,166222,-0.126897387977557,0.0683985212899143,0.0643918446358306
113,1,166416,-0.112910708743576,0.0683278723662441,0.0993250655093368
114,1,167326,-0.0906670618665308,0.0688124171357457,0.188492957661464
115,1,168836,-0.0997776195727227,0.0684488163150249,0.145813183066493
116,1,171200,-0.0850296014512834,0.0686082322167954,0.21603931251539
117,1,171431,-0.0838747050687705,0.0690424172656451,0.225243426805745
118,1,173339,-0.075795626970461,0.0685299119031441,0.269469957968593
119,1,173845,-0.0809695566383467,0.0684561273283546,0.237686473493092
120,1,175121,-0.0197533483792385,0.068447572904224,0.773063828383532
121,1,175281,-0.0309584188332044,0.0684940158640918,0.651555799217991
122,1,175315,-0.035984176924193,0.0684654820668045,0.599509140896288
123,1,175523,-0.0421720275132013,0.0688437570742123,0.54055119860891
