SNP,Chr,Pos,Effect,SE,ERV25_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.11867029284624,0.129926333924549,0.361673491262484
9,1,27272,-0.124992131885994,0.127953437857645,0.329309220754109
16,1,27843,-0.0321471155327085,0.125083051232421,0.797323747111996
17,1,27848,-0.0321471155327085,0.125083051232421,0.797323747111996
18,1,28495,0.0161294865170446,0.125093833011278,0.89747926771686
19,1,28975,0.00313276035500407,0.124260466528025,0.97990071783159
26,1,31435,-0.023286065541148,0.123925155597285,0.851059663457462
29,1,36146,-0.0262797514315384,0.123284376429187,0.831322348540649
31,1,37409,0.0775789131881774,0.123890144989354,0.531594259035019
32,1,37478,0.0536549091841542,0.124032623472417,0.665578941701796
33,1,39144,0.0436702424390585,0.123477478015655,0.723797566560066
34,1,41499,0.030135290803513,0.123146347908976,0.806822238456068
37,1,51248,0.0384474061938531,0.123664075355489,0.756058641115484
38,1,51462,0.0444855620675586,0.123826082707666,0.71961658144942
39,1,52124,0.0275516824788888,0.123672311639295,0.823835804290855
40,1,52667,-0.0343393589913788,0.123469262989313,0.78108252947503
42,1,59265,0.111041793989888,0.12327890638477,0.36834260655437
43,1,60165,0.0741078775313444,0.123264138445096,0.548084668224869
44,1,62308,-0.00270103972068986,0.12319151377284,0.982519744623996
45,1,62869,-0.0484009284274897,0.12314918359671,0.694536936595463
49,1,66841,0.0215617393664378,0.123228833271187,0.861201032446371
50,1,66948,-0.00982209977673237,0.123989377632751,0.936904697143746
51,1,68621,-0.113583584639658,0.123506718044532,0.35838101944987
52,1,69417,-0.0720033387272548,0.123267671844268,0.559511427351012
56,1,74327,-0.0824897140770468,0.123927526303889,0.506083176419112
57,1,74572,-0.0674090463710645,0.123623080651147,0.585906133786119
58,1,75211,-0.0754289185812372,0.123384386873004,0.541372777756409
59,1,76030,-0.115468926558569,0.123296609054588,0.349649170946763
60,1,80108,-0.130898500523889,0.123223696199972,0.288833188120915
61,1,81262,-0.14686339750452,0.12312595992127,0.233752804577069
62,1,81999,-0.121093302152353,0.123507079246857,0.327532373547206
63,1,82431,-0.12683550190167,0.124077066426673,0.307371314304312
64,1,83284,-0.0959018579826024,0.123250702219975,0.437028947313716
65,1,83613,-0.0595986682684451,0.123301963336537,0.629143084750732
66,1,84112,-0.11762023649601,0.123197396962194,0.340367643327419
68,1,84858,-0.0113028714076377,0.123703039998273,0.927249624985695
69,1,85751,-0.0622680203049534,0.124168738877333,0.616346619211043
70,1,87445,-0.0526358394163946,0.124444007757979,0.672576122573121
71,1,87467,-0.1051482117537,0.125001955850055,0.400820731516947
72,1,89070,-0.0285262269138017,0.12433477155204,0.818666970258152
73,1,89616,0.00106120565444698,0.123675120143986,0.993158609850251
74,1,89679,-0.00957386238529641,0.123689744692665,0.938347417551558
75,1,89880,0.0208811281694417,0.123717142840069,0.86606541271394
76,1,91472,0.0134961090282823,0.12463842725789,0.913833452457095
77,1,93789,-0.0017414247941939,0.123356318453171,0.988744589310545
78,1,94351,0.00656017690328049,0.12368051246162,0.957728993831233
79,1,99148,0.0269936704373404,0.123347986223867,0.826899912905562
82,1,106800,0.0320782250721942,0.123510946504098,0.795231409509448
83,1,107970,0.0491288803267356,0.123129030286389,0.690132092541981
84,1,109000,0.0304212342757098,0.123363211330978,0.805361983260659
85,1,112549,-0.114292275239509,0.123083944877305,0.353745563094997
86,1,112742,-0.13035191528782,0.12351960359542,0.29200366258174
87,1,113050,-0.0732152477908071,0.123444682639815,0.553492900097075
88,1,113135,-0.106987459081124,0.123059919988647,0.385222840936498
89,1,114076,0.012088950992187,0.123189917326965,0.921882672247865
90,1,114628,0.0154980308249584,0.123500496013819,0.900207375883696
91,1,116283,-0.0372058082105134,0.124174374061952,0.764639179729511
93,1,127853,0.0228963424607121,0.123952944539099,0.85355628800031
94,1,128302,0.0229865010422427,0.123476728835717,0.852425757509973
95,1,128704,0.0360706763174765,0.123590797354609,0.770568411069219
96,1,128911,0.0595995344012488,0.123578681351107,0.629905909835198
97,1,130267,0.0975925763679281,0.1234515609209,0.429747116919736
98,1,130271,0.0993666365630937,0.123594336611712,0.421953049920528
99,1,130613,0.135021099731045,0.124656502877243,0.279483239607206
100,1,132012,-0.052839711272536,0.124566701606255,0.671687032715388
101,1,133231,-0.0262680497212109,0.123706397064125,0.831962878375916
102,1,137074,0.0509240002977041,0.1235086135987,0.680361526717376
103,1,137304,-0.00315293038036701,0.123581176216132,0.979660170947174
104,1,139686,0.0728149896587186,0.123682990655942,0.556423793769797
105,1,149562,0.0640658223665916,0.123979113114303,0.605656439027811
106,1,150447,0.062528309054864,0.125357555301645,0.618231185774354
108,1,154084,0.0565430335547766,0.125753144966923,0.653249503848115
110,1,157269,0.0247377199391645,0.123499156124158,0.841355999039159
111,1,160054,0.0502967735109375,0.12465084055286,0.686823797919847
112,1,166222,0.0694690226019863,0.123702174853477,0.574756608714306
113,1,166416,0.0631564610285718,0.123460421204046,0.609284221890549
114,1,167326,0.0512490627179605,0.124178048535443,0.680072357429092
115,1,168836,-0.0583119671892225,0.123580421453333,0.637322237717609
116,1,171200,-0.0456129413608495,0.123780711308303,0.71272284749004
117,1,171431,-0.0746771289511449,0.124514013206339,0.549058434371663
118,1,173339,-0.0606917830053974,0.123566422601438,0.623613365978395
119,1,173845,-0.0910284727854095,0.123411107849009,0.461245403813008
120,1,175121,-0.0994056167640497,0.123147692670035,0.420091077649832
121,1,175281,-0.116043187298758,0.123211357909937,0.346927780652326
122,1,175315,-0.110095466828077,0.123187940532159,0.372080881695997
123,1,175523,-0.100843368120208,0.123909803133353,0.416282407231274
124,1,175541,-0.113386108912052,0.123372306192781,0.358693632258676
125,1,175653,-0.106816064847587,0.123780185393416,0.388751066445398
128,1,175856,-0.0807686288023171,0.125882911676349,0.521538218675179
129,1,175876,-0.107165469107779,0.123894769664796,0.387641748196016
130,1,175989,-0.101037909503999,0.124263552861449,0.416712404461701
131,1,176001,-0.107065435134064,0.124898035523992,0.391903390442625
133,1,177692,-0.0876430462594099,0.123238978289233,0.477452653373555
134,1,178191,-0.0854402110056891,0.123365897147049,0.489031273905726
135,1,178224,-0.0876430462594099,0.123238978289233,0.477452653373555
136,1,178960,-0.0965592721230441,0.124205945303802,0.437436036096562
140,1,183802,-0.136058811185532,0.123129990508105,0.269911567574003
141,1,183954,-0.0923650777377119,0.124143430070417,0.457359905009006
142,1,184450,-0.039170627292878,0.123135279179169,0.750589214055367
144,1,184718,-0.104960048328115,0.123726594316235,0.39683327837917
145,1,185296,-0.053946444682659,0.123293801913977,0.661984559487426
146,1,185438,-0.0436341426166128,0.123311185672154,0.723659638704074
147,1,185469,-0.0471187283675923,0.123485584315033,0.703007908962191
148,1,185503,-0.0499928237056619,0.123162858090148,0.685055927733838
149,1,185705,-0.0763233828891222,0.12450217955517,0.540252255444707
150,1,185749,-0.0692073106906375,0.124513960842336,0.578686230796738
151,1,185806,-0.0843545597150858,0.124653938888477,0.499033186277514
152,1,185879,-0.0964064385104047,0.125232423903928,0.441921445227357
153,1,185916,-0.0227058253676665,0.125274667146269,0.856276675745836
154,1,185941,-0.00985332663341354,0.125825143122704,0.937626087955687
155,1,185954,-0.0284061065883193,0.126184646116894,0.822019765285835
156,1,186055,-0.0421886682786711,0.12365474665104,0.733170201257073
157,1,186896,-0.0115156925757394,0.125701251523556,0.927058600625893
161,1,190132,0.0852298432637768,0.123748896732703,0.491444241822752
162,1,190148,0.105376836486958,0.123742319935213,0.395022995470156
163,1,190165,0.0898778288259088,0.124729502131556,0.471643655012636
164,1,190169,0.0967426522063167,0.124559165748978,0.437867519659652
165,1,190933,-0.0978023892159645,0.123544969991434,0.4291057713147
166,1,192149,-0.0111841214378234,0.124664127044078,0.928565344942356
168,1,192303,0.0429551406549722,0.148602478954344,0.772704588949959
171,1,192795,-0.022845159639515,0.123414505862688,0.853249699049531
173,1,194187,-0.158648133714094,0.123233794148354,0.198806958053192
174,1,194867,-0.252482569452146,0.122721957531003,0.0403862749160567
190,2,8314,0.102106265471204,0.125428142141213,0.416158314471699
194,2,8498,0.0390354636902115,0.125344737780232,0.755661516964679
195,2,8651,0.0100377712599854,0.125478195019196,0.936285657443971
197,2,9812,-0.00507053020979487,0.126224616176835,0.967979752592559
198,2,9932,-0.000414886752176047,0.125727412829394,0.997368936764746
199,2,10135,0.00462291936789039,0.125245682285397,0.970576985962359
200,2,11616,0.0666301980625755,0.125062714854028,0.594525058031919
201,2,12133,0.0573252881746487,0.125573304573747,0.648305073539423
202,2,12194,0.063447255287099,0.126050861940556,0.61503464146996
203,2,12359,0.0532442868076151,0.125695472444376,0.672117367483405
204,2,13061,0.0531311052816694,0.12568635321266,0.672751316742928
205,2,14298,0.0424626441303486,0.126094511002179,0.73650358200067
206,2,15222,0.0802064252395266,0.127272990195188,0.528976668502444
207,2,17986,0.041469804232721,0.125093515307386,0.7404556912146
208,2,19770,0.0629452249355293,0.125933453085897,0.617506717695627
209,2,19836,0.0627359402957672,0.125587521550603,0.617710502299004
210,2,19851,0.0632878788270894,0.12595470103326,0.615653490381047
211,2,21595,0.0694800314405507,0.12542482724557,0.579958623589497
212,2,22385,0.126176125429687,0.125418393697681,0.315084651761403
213,2,23441,0.141451107298724,0.126594269691419,0.264601227451075
214,2,24209,0.162408492964742,0.125476311190081,0.196395508284014
215,2,24341,0.148743188976446,0.125822383995448,0.237934767140267
216,2,26815,0.204208099049994,0.125450169773852,0.104458945184263
217,2,28209,0.196377319860672,0.125528100193311,0.11861748865626
221,2,41245,0.127973821135971,0.125294326451814,0.307771248446481
222,2,43214,0.0703274638197291,0.127458750076107,0.581457488413703
223,2,47104,0.133449017672614,0.123755275281361,0.281622840463621
224,2,50915,0.136649635477634,0.124965392232249,0.2749200431108
225,2,55834,0.11344714172915,0.124452050822544,0.362615570186102
226,2,56422,0.14528112840865,0.124581461449778,0.244339593695841
227,2,57715,0.142991217152855,0.124176731989145,0.250300256165668
228,2,59046,0.133190160168247,0.124837975720732,0.286744223008143
229,2,59191,0.131155728784253,0.124127022481235,0.291405289194763
230,2,59383,0.125998218955688,0.124178011396444,0.310963801870874
231,2,59477,0.128377440569008,0.126045040466348,0.30913579769435
233,2,60471,0.0800435889228592,0.124453557827519,0.520537648666067
234,2,60478,0.0886327413424849,0.12457926960924,0.477271217184815
235,2,60786,0.12020166682514,0.124299030567363,0.334187977889514
236,2,61035,0.122381569711836,0.124284015804826,0.325449438328741
237,2,61071,0.112253420864646,0.123745866012506,0.364957580272988
238,2,61675,0.0887564010346882,0.124156844808944,0.475159898693076
240,2,62939,0.162370292962513,0.123730477237772,0.190274882119731
241,2,63527,0.161004279613847,0.124202221099614,0.195716366625929
242,2,63857,0.135632949798859,0.124317030104218,0.276006147079653
243,2,65527,0.0445282048137294,0.124093281066826,0.719937914730915
247,2,67976,0.0743808796019543,0.125841345670595,0.554852664788633
250,2,72389,0.0222356407696239,0.125121576318998,0.859050871725676
251,2,72392,-0.0793777498858754,0.125907145629152,0.528810251044737
252,2,73646,0.0719083857426429,0.123335846351891,0.560245988023163
253,2,74564,0.0790399961305225,0.12308105358688,0.521174163533606
254,2,74739,0.0798980391011316,0.123484660306961,0.518034296416222
257,2,80873,0.1059903975993,0.123724106023203,0.392209941611216
