SNP,Chr,Pos,Effect,SE,ERV25_UIP4_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0462922418033371,0.181144932155784,0.798444380766468
9,1,27272,0.079877617387726,0.178390396620214,0.654594873187461
16,1,27843,-0.119725341359773,0.174102493426783,0.492111189222978
17,1,27848,-0.119725341359773,0.174102493426783,0.492111189222978
18,1,28495,-0.107906302569029,0.174127202462595,0.535856327558568
19,1,28975,-0.0983645715131509,0.172978108474711,0.569953034309153
26,1,31435,-0.141071390968486,0.172435411978518,0.413845420689945
29,1,36146,-0.23778872415638,0.17124175181177,0.165825652681384
31,1,37409,-0.13238461743467,0.172493368716838,0.443311256496519
32,1,37478,-0.138696622853457,0.172627859330605,0.422259472437041
33,1,39144,-0.055974268656097,0.171971358319684,0.745006120594267
34,1,41499,-0.106484578979268,0.171426416259424,0.534890082054972
37,1,51248,-0.213792378434338,0.171873883467399,0.214365046573085
38,1,51462,-0.184428678280081,0.172204173990028,0.284906331822055
39,1,52124,-0.117545609204851,0.172136493396284,0.495141432782997
40,1,52667,-0.144473194684728,0.171802096925874,0.400957528286371
42,1,59265,-0.0471758082595877,0.171868997571794,0.783870945241715
43,1,60165,-0.0742901393610274,0.17171192874352,0.665537599765884
44,1,62308,-0.17070373074802,0.171327812624979,0.31975901791528
45,1,62869,-0.187689559340847,0.171255891676708,0.273843537453664
49,1,66841,-0.0833046901891597,0.171570570690291,0.627593261261285
50,1,66948,-0.135811916674765,0.172529791409631,0.431704978955033
51,1,68621,-0.261767140947092,0.171648846725172,0.128150648407823
52,1,69417,-0.207794899354637,0.171400997031022,0.226196118915755
56,1,74327,-0.0148427713513233,0.172699951181701,0.931558524658392
57,1,74572,0.0285914335195923,0.172235248355288,0.868250238482202
58,1,75211,0.043754303825885,0.171912216312809,0.79924562093613
59,1,76030,0.0320458828723106,0.171919528510541,0.852237788653879
60,1,80108,-0.0501407096195483,0.171866619650805,0.770655270915162
61,1,81262,-0.0185969998411168,0.171819505442727,0.913870242287067
62,1,81999,-0.0354922918546566,0.172231611477469,0.836852655008406
63,1,82431,-0.08788560047536,0.172994089307018,0.611751981334465
64,1,83284,0.00378057366037604,0.171797889521758,0.982455652628492
65,1,83613,0.0416717428707359,0.171764756848106,0.80844890572625
66,1,84112,0.0328343565988661,0.171789118513079,0.848532248046356
68,1,84858,0.11863301958095,0.172167126994883,0.491239844155665
69,1,85751,0.0286411623122941,0.172984284940747,0.868589437822341
70,1,87445,0.0362243360416066,0.173345970808167,0.834591163915652
71,1,87467,-0.00816936926919848,0.174263680394689,0.962635890734928
72,1,89070,0.0110610714764556,0.173172556885905,0.949107409389193
73,1,89616,0.0290858794350669,0.172235013825982,0.865993095473965
74,1,89679,0.0415419280072858,0.172249592024332,0.809561160820357
75,1,89880,0.0318203230140472,0.172299106447336,0.853585523580131
76,1,91472,0.132474813771628,0.173443170428089,0.445500344042243
77,1,93789,0.0901203845712675,0.171731033102106,0.600068077489555
78,1,94351,-0.0182980204172165,0.172247395991596,0.915459384704897
79,1,99148,0.0384342169622776,0.171785827882938,0.823094227509243
82,1,106800,0.140956198320349,0.171866073860626,0.412683259467198
83,1,107970,0.133750681301111,0.17137228527348,0.435638154866959
84,1,109000,0.21191436404924,0.171451756820026,0.217280412180328
85,1,112549,-0.049689623060096,0.171607474640227,0.772327489438925
86,1,112742,-0.0813020467495556,0.17224216617119,0.637202918653758
87,1,113050,-0.0372164250947086,0.171995256941727,0.828816128755125
88,1,113135,-0.0376178280031746,0.171556869579286,0.826563949723331
89,1,114076,0.0907863975542695,0.17150049376326,0.596884853566098
90,1,114628,0.111902288095897,0.171899441145635,0.515485953223555
91,1,116283,0.122590176122926,0.172836134940581,0.478615481793517
93,1,127853,0.0606703235764671,0.172607017947372,0.725427514731221
94,1,128302,0.13726866671072,0.171818831034424,0.424876812455875
95,1,128704,0.11325613633051,0.172039708704697,0.510765540436238
96,1,128911,0.19775781190204,0.17184228323289,0.250589360167845
97,1,130267,0.230130378870496,0.171646253757163,0.180871973835207
98,1,130271,0.233237053038359,0.171839146810549,0.175553461604119
99,1,130613,0.262139966885744,0.173336356340004,0.131347298792954
100,1,132012,-0.136387583332746,0.17337596235176,0.432009899943728
101,1,133231,-0.199671714352979,0.1719684457294,0.246387792422297
102,1,137074,-0.17966784611918,0.171785515636034,0.296329894201844
103,1,137304,-0.251347989897623,0.171590568232262,0.143862146621835
104,1,139686,-0.172664670257366,0.172092250762387,0.31639073868627
105,1,149562,-0.229919259627621,0.172296584250036,0.182920200870167
106,1,150447,-0.210747092508305,0.174286005368697,0.227394269734461
108,1,154084,-0.202505277124765,0.174854277824214,0.247590922382299
110,1,157269,-0.278371361959744,0.171367359620011,0.105180225301297
111,1,160054,-0.212585876214506,0.17327182545425,0.220680712074572
112,1,166222,-0.22101336390961,0.171954679719973,0.199530059426691
113,1,166416,-0.196520933593469,0.171688338707909,0.253134806976735
114,1,167326,-0.249370109677718,0.172474158744419,0.149109194718117
115,1,168836,-0.281711081818111,0.171510172286561,0.10137009148988
116,1,171200,-0.399481653242465,0.171106161659399,0.0201191733913989
117,1,171431,-0.505636292703661,0.171398639753736,0.00338913258131273
118,1,173339,-0.427422252251864,0.17063958804666,0.0127012593350836
119,1,173845,-0.443160022765131,0.17038176019655,0.00968664578694935
120,1,175121,-0.462733338011433,0.169889691280757,0.0067758727412756
121,1,175281,-0.459589920177266,0.170061276782894,0.00721462281684408
