SNP,Chr,Pos,Effect,SE,TPO1_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.138536794541065,0.111012726835273,0.212881592008584
9,1,27272,-0.113271041784053,0.109420543686139,0.301288867480278
16,1,27843,0.0536401625680869,0.106955551154829,0.616319049630375
17,1,27848,0.0536401625680869,0.106955551154829,0.616319049630375
18,1,28495,0.0807641211696221,0.106908995088685,0.450484355034111
19,1,28975,0.0654291275654772,0.106223108840698,0.538318245775894
26,1,31435,0.0565400341608188,0.105955865124709,0.593941181698692
29,1,36146,0.0420873975673964,0.105428222577956,0.689984091735044
31,1,37409,0.0674553077650346,0.105961374946837,0.524796185258338
32,1,37478,0.0451862299317591,0.106086065152156,0.67041162622645
33,1,39144,-0.023866367490644,0.105621462645792,0.821362260272212
34,1,41499,-0.0528472719527437,0.105298548043091,0.616064573108358
37,1,51248,-0.0853746694214543,0.105686827775015,0.419745105793818
38,1,51462,-0.0851987312824871,0.105830806371966,0.421334683231542
39,1,52124,-0.0740782929955367,0.105710965514357,0.483912813000799
40,1,52667,-0.146048258541935,0.105328482704248,0.166439442665129
42,1,59265,-0.157585502252695,0.105227914176565,0.135140272915434
43,1,60165,-0.126129995817235,0.105268042196264,0.231651027020156
44,1,62308,-0.0913710157106503,0.105253587243697,0.385927410352664
45,1,62869,-0.0984025347077415,0.105222378346954,0.350331553353872
49,1,66841,-0.0604563003328767,0.105353167978212,0.566438697155999
50,1,66948,-0.0822062741145093,0.105958863433869,0.438367666739768
51,1,68621,-0.1040913222579,0.105616663817498,0.325025201851756
52,1,69417,-0.109212804193045,0.105321599347409,0.30047084415873
56,1,74327,-0.138743523042,0.105804428107292,0.190601783518451
57,1,74572,-0.102846529103857,0.105637715312939,0.330932901688445
58,1,75211,-0.114870526588394,0.105409458623174,0.276564259614559
59,1,76030,-0.119648402189294,0.105394400894176,0.257043156991168
60,1,80108,-0.136983759156812,0.105309570019291,0.19418493257483
61,1,81262,-0.0915691097321422,0.105409135548038,0.385600463372123
62,1,81999,-0.181329642033772,0.105338243325634,0.0860537101220141
63,1,82431,-0.231267704320127,0.105564962804107,0.0291223904919574
64,1,83284,-0.170152054418088,0.10511739758318,0.106407933280148
65,1,83613,-0.145433615821102,0.105210801099334,0.167751458948371
66,1,84112,-0.119660909637792,0.105314388851282,0.256632917366362
68,1,84858,-0.0264070600293142,0.105795230366109,0.803037711209864
69,1,85751,-0.0545078346631094,0.106199831085416,0.608092441559571
70,1,87445,-0.00827392260246151,0.106463122525696,0.938097739905021
71,1,87467,-0.0654556976958062,0.106964657586317,0.540972962459955
72,1,89070,-0.078322919054854,0.106269831337575,0.461600162671097
73,1,89616,0.00990349038753063,0.105778132816603,0.925460070800424
74,1,89679,-0.0430693468658724,0.105768002678209,0.684103635148336
75,1,89880,-0.041694228309251,0.105796374996704,0.693746032872559
76,1,91472,-0.0248480279524821,0.106596919070931,0.815816775981675
77,1,93789,-0.0955912446278127,0.10538404854049,0.364985867081919
78,1,94351,-0.151116091266473,0.105478255558044,0.152835618499351
79,1,99148,-0.133215350984499,0.105268279145156,0.206532424688143
82,1,106800,-0.126498907755215,0.105434354324227,0.231026188497803
83,1,107970,-0.0527598139820686,0.105298672284141,0.616648795184931
84,1,109000,-0.0629250913468717,0.105468584020535,0.551140852073411
85,1,112549,-0.0399580870317642,0.105380837561809,0.704783724459043
86,1,112742,-0.0045589287032638,0.105812665226768,0.965658211689404
87,1,113050,-0.0280255115170326,0.105624403648727,0.790908759615965
88,1,113135,-0.0402729978949111,0.105344072312785,0.702469203166549
89,1,114076,-0.063133626427232,0.10531228255219,0.54923096505285
90,1,114628,0.00854399590123622,0.105631456183534,0.93557928091547
91,1,116283,0.0418630050527431,0.106196579735253,0.693669240610796
93,1,127853,0.0909087793322437,0.105911714191344,0.391284479829093
94,1,128302,0.148289121307833,0.105319612603704,0.160013621066553
95,1,128704,0.100986970756736,0.105583341214408,0.33949096824542
96,1,128911,0.143065195504357,0.105457217050578,0.175769456809209
97,1,130267,0.153063121737252,0.105367175765554,0.147205316726569
98,1,130271,0.154908926193348,0.105485347125062,0.142849474823667
99,1,130613,0.256227694418753,0.105921512419594,0.0160668154676717
100,1,132012,0.0952094297745744,0.106448605381948,0.37170830209799
101,1,133231,0.0543717289863011,0.105773362692612,0.607545725377761
102,1,137074,0.0864954072193409,0.105562117284723,0.413122934045091
103,1,137304,0.0794552525772527,0.105614548648021,0.452363892346536
104,1,139686,0.0723010033799134,0.105768105440136,0.494688613289654
105,1,149562,0.0501714228570851,0.106045923874258,0.636426876366021
106,1,150447,0.0883441593503772,0.107153082776765,0.410231111057412
108,1,154084,0.0869487833776923,0.10748798978884,0.419108171000077
110,1,157269,0.095374350348118,0.105512895880702,0.366658620419218
111,1,160054,0.114018113773207,0.106465738666423,0.284929362882704
112,1,166222,0.122644952044333,0.105648353716586,0.246475557996968
113,1,166416,0.128683717654973,0.105412660035392,0.222991119351793
114,1,167326,0.0772961012873825,0.106155520566629,0.467010492098706
115,1,168836,0.0708487334082633,0.105664501944703,0.502973404832027
116,1,171200,0.0667798431264981,0.105830438569588,0.528443696627604
117,1,171431,0.010235251855296,0.106549793537143,0.923526843833856
118,1,173339,-0.00968836421772562,0.105721316106715,0.927035578910479
119,1,173845,0.0213418198235903,0.105628828287987,0.839997612658325
120,1,175121,0.0325493354734361,0.105411255680476,0.757667806477449
121,1,175281,0.0354400832969706,0.105498238475444,0.737122804724416
122,1,175315,0.0381025423892202,0.105462388096687,0.718098548574468
123,1,175523,0.0486062961657578,0.106047988808839,0.646988460571222
124,1,175541,0.0368750592250464,0.105628375894001,0.72722100880864
125,1,175653,0.00396706068892216,0.105980698270432,0.97016178358182
128,1,175856,0.00314917506030288,0.107730394064584,0.976696077906257
129,1,175876,0.0223036145214197,0.10607289738074,0.833580715322137
130,1,175989,0.0206539550520114,0.106376522205403,0.846163099059108
131,1,176001,0.0115018972257289,0.106934773365155,0.914405886107766
133,1,177692,0.0394946070640682,0.105460937302304,0.708260847500574
134,1,178191,0.0241876242273001,0.105578771088433,0.81892734215148
135,1,178224,0.0394946070640682,0.105460937302304,0.708260847500574
136,1,178960,0.0134178269997104,0.106321953986851,0.899645485746853
140,1,183802,0.0216419212880188,0.105488878562673,0.837566681154361
141,1,183954,0.0227910497807069,0.106256278589151,0.830287783757258
142,1,184450,0.0394452677024286,0.10531187832074,0.708215100955282
144,1,184718,0.0435185766984903,0.105905949387521,0.681382577361517
145,1,185296,0.0468160290459356,0.1054524497804,0.657347909697524
146,1,185438,0.0500513235121867,0.105453222090044,0.635343796842725
147,1,185469,0.0404869969935941,0.105617123104597,0.70170033951075
148,1,185503,0.0274019884979478,0.105355783524728,0.794945968134991
149,1,185705,0.0312734894765071,0.106530484484391,0.769263788850035
150,1,185749,0.0424898113609529,0.106519483421984,0.690213687204678
151,1,185806,0.0298506331055152,0.106673921516138,0.779771331641963
152,1,185879,0.0264958939252516,0.107191994719953,0.804911344620037
153,1,185916,0.0656333487011769,0.107095556235111,0.540371149288744
154,1,185941,0.0557736507943452,0.107578337121129,0.604471345504692
155,1,185954,0.0733317766474596,0.107862987909401,0.497038436178149
156,1,186055,0.0481730318583217,0.105748367235077,0.648998017661111
157,1,186896,0.0393039940302435,0.107493311234429,0.714851757886117
161,1,190132,0.060864478657824,0.105864073269634,0.565704581417414
162,1,190148,0.0634492727370805,0.105891733151788,0.549430507619924
163,1,190165,0.0454714048316223,0.106732244437445,0.670343816467983
164,1,190169,0.0597556574351383,0.106579104740144,0.575378518288071
165,1,190933,-0.188725861164569,0.105283780531717,0.0739019286149975
166,1,192149,-0.048910261113753,0.106594766125123,0.646629309090159
168,1,192303,0.0272030171443012,0.127106621720003,0.830657125132538
171,1,192795,-0.103393203038529,0.105418115997364,0.327367229126242
173,1,194187,-0.0719828357914709,0.105579618726841,0.495820570804395
174,1,194867,-0.0936524281236891,0.105473895903664,0.375188142032767
190,2,8314,0.0245939204828554,0.107371468875561,0.818959187438676
194,2,8498,-0.0301797698042015,0.107210154101727,0.778491073823924
195,2,8651,-0.0277149977426907,0.107312441323192,0.796353265515749
197,2,9812,-0.0291742019203647,0.107949100599834,0.787119040262885
198,2,9932,-0.0450029214872345,0.107508084699153,0.675762801204379
199,2,10135,-0.0547665454126425,0.107083278462798,0.609363574801708
200,2,11616,-0.0436476947096289,0.106984023196116,0.683533275497808
201,2,12133,-0.033480074949416,0.107419873554104,0.75547162577922
202,2,12194,-0.0368047234201758,0.107832300020194,0.733069934672084
203,2,12359,-0.055057015214262,0.1074948295658,0.608843290988694
204,2,13061,-0.0737378633268928,0.107455202702265,0.493025127557285
205,2,14298,-0.0506243907850705,0.107832405394694,0.639021509988967
206,2,15222,-0.0681690865075737,0.108857464393339,0.531573167240968
207,2,17986,-0.0585085654172846,0.106963921790997,0.584728842891333
208,2,19770,-0.0430880851147584,0.107724688960384,0.689410685419325
209,2,19836,-0.0480283035086058,0.107422662328453,0.65507953383957
210,2,19851,-0.0386559330089595,0.107748038859459,0.719987400404472
211,2,21595,-0.0895749877549377,0.107216631527146,0.404025016498035
212,2,22385,-0.0921568711373772,0.10731209043781,0.391047777680953
213,2,23441,-0.0956872442347021,0.108347861638125,0.377757117210108
214,2,24209,-0.0873690572054386,0.107473804020012,0.416804110467839
215,2,24341,-0.0771843104849463,0.107750521646691,0.474264780799849
216,2,26815,-0.0642657559010882,0.107645259096639,0.550880571207989
217,2,28209,-0.0921111574499945,0.107624224865485,0.392656355644514
221,2,41245,-0.0845281243843108,0.107228239000724,0.431049733226814
222,2,43214,-0.155556853954159,0.108747856910196,0.153476466827156
223,2,47104,-0.016528487467637,0.106018532371703,0.876199486269568
224,2,50915,0.0533670815859045,0.10702619344709,0.618346604375086
225,2,55834,0.0102841316852124,0.106567750260397,0.923175675959051
226,2,56422,0.0390031384980832,0.106739495449235,0.715028005916992
227,2,57715,0.0420762325683441,0.106384184973353,0.692703906005077
228,2,59046,0.0424957168341649,0.106922119336464,0.691279172495972
229,2,59191,0.015578720865445,0.10633047116786,0.883600622791387
230,2,59383,0.0498803283819784,0.106331188779253,0.639285277424378
231,2,59477,0.0180167929217009,0.10796045896968,0.867557460786821
233,2,60471,0.0246142731550058,0.106499525409487,0.817354729189205
234,2,60478,0.0341524969952355,0.106613625962118,0.748900934815215
235,2,60786,0.0143098266693187,0.106451069454254,0.893142072002695
236,2,61035,0.00878433510463761,0.106445089814589,0.934276355905578
237,2,61071,0.0302529246958388,0.105950999780282,0.775400275149018
238,2,61675,0.0204285608580373,0.106262731744602,0.847660239085055
240,2,62939,0.0025856415424389,0.106084515994265,0.980568528694606
241,2,63527,0.0148903889075032,0.106479863498502,0.888864345794226
242,2,63857,-0.00716133261220653,0.106506900970085,0.946430139035233
243,2,65527,-0.0179056487546916,0.106152165691032,0.866145689762122
247,2,67976,0.0382851162843638,0.107666176648039,0.722359326317583
250,2,72389,0.0366845100552976,0.107003564835732,0.731927055819558
251,2,72392,-0.00607541440434534,0.107748612478193,0.955066941396227
252,2,73646,0.0634919189211473,0.105485916322012,0.547627428046926
253,2,74564,0.094825579122945,0.1052118181063,0.368052593374542
254,2,74739,0.164755394453579,0.105314697447594,0.118617246569585
257,2,80873,0.146103105143115,0.105645466487139,0.167552279294624
258,2,81501,0.175983480101349,0.105498635369923,0.0961803508914617
259,2,83526,0.112222105450917,0.105580506765241,0.288551376825136
260,2,83845,0.16202396314497,0.105497954126501,0.12548275525392
263,2,84447,0.169340325682709,0.106821706367643,0.113802344793189
264,2,87391,0.215060239094299,0.104758930441543,0.0408183602715669
265,2,87562,0.216417842889921,0.105019296421714,0.0400597048020801
266,2,87849,0.222944599762587,0.104970543216703,0.0343752695359195
267,2,87878,0.227880527705385,0.105397466471743,0.031281355675993
269,2,89785,0.198803924430092,0.10557594976663,0.0605167352156397
272,2,93721,0.123712637474881,0.10557934172671,0.242087525543347
273,2,93952,0.105336598017506,0.105332783137445,0.317977989658615
274,2,95085,0.142877784949599,0.105355003567557,0.17591645751521
276,2,107124,0.223579580675914,0.105009534446322,0.0339347120712678
277,2,111645,0.319903211560654,0.104369585445755,0.00234353853517347
278,2,111916,0.297632662496287,0.104808166645585,0.00477596498878951
279,2,111931,0.316388575382752,0.104816575006763,0.00272499910785449
280,2,111999,0.320243199524595,0.104397151037433,0.00232493279794877
281,2,114528,0.285140104549122,0.10530012208187,0.00710100468801039
282,2,116024,0.305107534372116,0.105397424293559,0.00402963209769422
286,2,120090,0.143330714293925,0.105945649912578,0.176962940749984
287,2,120291,0.15016719874526,0.107136936119832,0.161902006639454
288,2,120726,0.123215995556942,0.106612417695513,0.248570084029425
289,2,121716,0.107578475315884,0.106538869620328,0.313302881301857
290,2,123100,0.150730403445196,0.106538166956527,0.158008068532989
291,2,124677,0.144898253556506,0.106413525728734,0.174175946053461
