SNP,Chr,Pos,Effect,SE,MID2_RSN1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0577590680453628,0.15335561653822,0.706671280225385
9,1,27272,-0.0185923120557259,0.151079669689539,0.902127273353897
16,1,27843,0.0836431774946004,0.147441039615789,0.570871532399851
17,1,27848,0.0836431774946004,0.147441039615789,0.570871532399851
18,1,28495,0.0825903771390786,0.14744511038346,0.57573705341188
19,1,28975,0.0676544014652472,0.146480346307462,0.644461385443346
26,1,31435,0.0437501657607507,0.146117832606077,0.764798091091132
29,1,36146,-0.0458006107319255,0.145362406486666,0.752888003038894
31,1,37409,-0.00264530788892944,0.146168842009855,0.985571202611121
32,1,37478,-0.0180968672076043,0.146291391599807,0.901619850226848
33,1,39144,-0.0931532841122816,0.14554255723552,0.522560780663266
34,1,41499,-0.115233457249168,0.145093474361188,0.427611707437156
37,1,51248,-0.198485624398506,0.145458054767716,0.173261939844546
38,1,51462,-0.190451755441568,0.14568671938516,0.191972168205313
39,1,52124,-0.176970943077352,0.145536693185525,0.22480183038935
40,1,52667,-0.250180932838503,0.144997310691048,0.0853273781514535
42,1,59265,-0.0879086489204374,0.145458764481382,0.545996250713601
43,1,60165,-0.0903317558262197,0.145344523325439,0.534671230889614
44,1,62308,-0.160152516993931,0.145013776671215,0.270173967573386
45,1,62869,-0.111291032420607,0.145125007444256,0.443675396154404
49,1,66841,-0.0248032877387269,0.145308298676724,0.864561996408058
50,1,66948,-0.0628452833577066,0.146167838808388,0.667492261656303
51,1,68621,-0.215712994630877,0.145357304935476,0.138696227219002
52,1,69417,-0.171252435662563,0.145138091731079,0.238823560552852
56,1,74327,-0.132107110558842,0.146054398438573,0.366343923088436
57,1,74572,-0.0940831640944842,0.14574826062871,0.5190107453127
58,1,75211,-0.0725850303027766,0.145517141430801,0.618225739339687
59,1,76030,-0.0322916667930018,0.14555826892972,0.824561267464055
60,1,80108,-0.123504705089932,0.145385465296989,0.396179830852998
61,1,81262,-0.133598449131924,0.145305095129584,0.358496438003046
62,1,81999,-0.253764910470902,0.145207452410142,0.081402385027823
63,1,82431,-0.299949881706474,0.145652277245929,0.0401931449584486
64,1,83284,-0.18243765160191,0.145133895548843,0.209573875802725
65,1,83613,-0.14790589929994,0.145229130421394,0.30917049405669
66,1,84112,-0.171378905868623,0.145172077080133,0.238587305570856
68,1,84858,-0.0789985482252578,0.14580827815846,0.588299880716275
69,1,85751,-0.144321528845683,0.146266885994167,0.324465573708159
70,1,87445,-0.10295243542003,0.146675754228809,0.48320097350241
71,1,87467,-0.161778773125787,0.147294997425214,0.27280822242246
72,1,89070,-0.153074611770349,0.146396481688067,0.296453478377037
73,1,89616,-0.0688620363909499,0.145788194231709,0.636973839292156
74,1,89679,-0.0964630436328296,0.145762332312037,0.508542017356065
75,1,89880,-0.0872374137677408,0.145815774433967,0.550042488855205
76,1,91472,-0.0914394989597159,0.146891986916663,0.534018454307214
