SNP,Chr,Pos,Effect,SE,ERG11_ERV25_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0777877353970369,0.123664227893371,0.529740349340155
9,1,27272,-0.00894268519354946,0.121874388823579,0.941548278553042
16,1,27843,-0.00769255888649013,0.118991000351024,0.948490668223998
17,1,27848,-0.00769255888649013,0.118991000351024,0.948490668223998
18,1,28495,0.020294605378392,0.11898872867619,0.8646682082866
19,1,28975,-0.023065260398603,0.118191851658012,0.845386996458893
26,1,31435,0.0440019813255569,0.117861797778408,0.709122929285107
29,1,36146,-0.023524740883375,0.117270514745197,0.841125045752203
31,1,37409,-0.00111168592399735,0.117911285289283,0.99248285774504
32,1,37478,-0.00591580303005151,0.118012241367961,0.960048162245107
33,1,39144,-0.0823969786299046,0.117392250322522,0.48320745210581
34,1,41499,-0.184173298977473,0.116737450379634,0.115536875884278
37,1,51248,-0.126011186917278,0.117455598547833,0.284075307078762
38,1,51462,-0.107811072100336,0.117666626770308,0.360165635379982
39,1,52124,-0.174174746657825,0.117281115519852,0.138408513543779
40,1,52667,-0.179272282263004,0.117070184602094,0.126585201230802
42,1,59265,-0.165869314231133,0.117066716937278,0.157400370101982
43,1,60165,-0.112235607782119,0.117158219548558,0.338726868823155
44,1,62308,-0.0791782528676516,0.117105595745604,0.499402760016788
45,1,62869,-0.0534604499711817,0.117132125848249,0.648374780663375
49,1,66841,0.0693424734169324,0.117163785541475,0.554335104039255
50,1,66948,0.0365099373085851,0.117925296255,0.757046119406838
51,1,68621,-0.00753967641286657,0.117621115582018,0.948925782338199
52,1,69417,-0.0589434543990299,0.11726845776259,0.615533005128679
56,1,74327,0.0452025481845491,0.117930840420382,0.701730221155023
57,1,74572,0.0501037877463576,0.117611114550324,0.670358481829302
58,1,75211,0.0356848561193401,0.117411533278468,0.761360494977284
59,1,76030,-0.0160676926712557,0.117423780282016,0.891239160200008
60,1,80108,-0.0929850366724347,0.117294766047305,0.428457890445781
61,1,81262,-0.150997384897362,0.117079233335009,0.197998276611136
62,1,81999,-0.186904640874369,0.117219983510616,0.111724010323431
63,1,82431,-0.184126671838997,0.117791253705519,0.118910787775621
64,1,83284,-0.154303880170256,0.117050348642372,0.188268250192307
65,1,83613,-0.102486536656548,0.117198312908694,0.382456309706492
66,1,84112,-0.132432579193333,0.117126213281801,0.258956298814735
68,1,84858,0.000891296748714909,0.117669271474058,0.993960686408599
69,1,85751,-0.0388408813798924,0.118134845682871,0.742513701849799
70,1,87445,-0.0773867904370894,0.118331035928441,0.51354690795303
71,1,87467,-0.096920605729295,0.118910701754655,0.41558151965808
72,1,89070,-0.0245745277429591,0.118270385946628,0.835518545029573
73,1,89616,-0.0357398304544098,0.117625963701838,0.761426490378115
74,1,89679,-0.0134499231588296,0.117654063512001,0.909051070963431
75,1,89880,-0.0303084711818364,0.117674996203908,0.796895929820026
76,1,91472,0.00128025253308775,0.118559591096688,0.991390399996091
77,1,93789,-0.0286605873978693,0.117328200622961,0.807158171178911
78,1,94351,-0.0738411700797084,0.117581265060396,0.530409246486272
79,1,99148,-0.0407570539696828,0.117318062908968,0.728493012961061
82,1,106800,-0.00333210621090393,0.117496258499487,0.977391647725497
83,1,107970,-0.0444177646005336,0.117124435361099,0.704740877809702
84,1,109000,-0.05048284149775,0.117323983536412,0.667250344691401
85,1,112549,-0.00734140890620377,0.117221249911834,0.950097659333563
86,1,112742,0.0432427531450966,0.117656088250039,0.713440100949588
87,1,113050,0.114522114838231,0.117322394482669,0.329667630103248
88,1,113135,0.0746416074351225,0.117114035877846,0.524315723121643
89,1,114076,-0.0115499660481031,0.117179786685487,0.921538655204721
90,1,114628,0.0916378543571082,0.117376555211613,0.435492269861224
91,1,116283,0.114835658209159,0.117973022315092,0.331018056499942
93,1,127853,0.176828357258879,0.117535084281744,0.13335380468213
94,1,128302,0.220250515741102,0.116871935296517,0.0603125717665102
95,1,128704,0.211706441766478,0.117034118218767,0.0713126468236846
96,1,128911,0.228212384356728,0.116959286852205,0.0518225238170097
97,1,130267,0.0636842784580305,0.117483693233599,0.588112920002315
98,1,130271,0.0731142984731711,0.117607711483934,0.534553941197496
99,1,130613,0.123998900398308,0.118588207744271,0.296449257123858
100,1,132012,-0.0316438494637942,0.1185076429257,0.789610085153008
101,1,133231,-0.093623144479769,0.11757304755639,0.426394225904352
102,1,137074,-0.0174332549140609,0.117507571182024,0.882144507083681
103,1,137304,-0.0335084742444487,0.117538549556891,0.775746229366569
104,1,139686,-0.0138879356262913,0.117704240218159,0.906142606759933
105,1,149562,-0.058921011570003,0.117933400665297,0.617659150374728
106,1,150447,-0.060623489264917,0.119240050762362,0.611479567699756
108,1,154084,-0.0359494301575117,0.119636924606339,0.763982029810551
110,1,157269,-0.0444782943031182,0.117456774223431,0.70515465169807
111,1,160054,-0.0151629352885482,0.11859404404246,0.898335902759028
112,1,166222,-0.035877334456937,0.117704128935141,0.760690889392833
113,1,166416,-0.0155756798297786,0.117477703655479,0.894597821869282
114,1,167326,-0.0334067823800572,0.118134837122653,0.777507254066379
115,1,168836,0.0285314405268799,0.117578512699433,0.808410789395682
116,1,171200,0.0408673176207409,0.117744326012247,0.728734111280713
117,1,171431,-0.0220750075335621,0.118493800637002,0.852319084158506
118,1,173339,0.0172943596622738,0.117574490932748,0.88314275504685
119,1,173845,-0.0165529405827612,0.117477325087108,0.888026720416298
120,1,175121,0.00888224237455792,0.117246743918233,0.939655472331596
121,1,175281,-0.0193438413480192,0.117342838442576,0.869157248129373
122,1,175315,-0.00635880936233713,0.117309926851746,0.956802332779268
123,1,175523,0.00501290010827943,0.117974788022403,0.966131084427761
124,1,175541,-0.0128853872621686,0.117491608448905,0.912732855143535
125,1,175653,-0.0378262796289347,0.117848202180411,0.748419581763298
128,1,175856,-0.0197405464445174,0.119806605448984,0.869219250014653
129,1,175876,0.00152906357642141,0.1179750616573,0.989666305346054
130,1,175989,-0.0109585212787996,0.118310254294533,0.926253798293636
131,1,176001,-0.0267816172472834,0.118919633494608,0.821948016012947
133,1,177692,-0.0411155996496659,0.117290001928859,0.726137688499926
134,1,178191,-0.0283553495907456,0.117417195692125,0.809313794265961
135,1,178224,-0.0411155996496659,0.117290001928859,0.726137688499926
136,1,178960,-0.0543014765938075,0.118212029351605,0.646260851816277
140,1,183802,-0.135966193107193,0.117101788731329,0.24638819591813
141,1,183954,-0.137160774372726,0.117953649646698,0.245681456649971
142,1,184450,-0.122996107760732,0.116961554903411,0.293705046208166
144,1,184718,-0.0997647475124114,0.117690473894926,0.397186393866717
145,1,185296,-0.0722086993311603,0.117247442071729,0.53837993229353
146,1,185438,-0.0647745763950299,0.1172652849802,0.581040063990759
147,1,185469,-0.0708827795372811,0.117424673770505,0.546467593867899
148,1,185503,-0.11713355408366,0.117015437858606,0.317507934964359
149,1,185705,-0.113940663910173,0.118335770698736,0.336277384576331
150,1,185749,-0.119701551050895,0.118319658696852,0.312384342432424
151,1,185806,-0.0848051491054048,0.118563394000008,0.474913413652309
152,1,185879,-0.105731974823451,0.119089719816418,0.375234252925458
153,1,185916,-0.109734263517804,0.119025173650194,0.357188691351001
154,1,185941,-0.116220374767207,0.11952754411343,0.331551534913617
155,1,185954,-0.112154540181601,0.119888520793328,0.350175229551589
156,1,186055,-0.0958253668910119,0.117530732578159,0.415437899059828
157,1,186896,-0.100799463931627,0.119449612300231,0.39931578960469
161,1,190132,-0.0822620896923415,0.117709169468254,0.485100452246868
162,1,190148,-0.0881554288878126,0.117732636654127,0.454490565579523
163,1,190165,-0.094502664927648,0.118624910941656,0.42618915603389
164,1,190169,-0.0922815004091915,0.11848167724713,0.436579705338227
165,1,190933,-0.179762643341202,0.117232013849394,0.126074995413587
166,1,192149,-0.0781515907850697,0.118510463469101,0.51003754782213
168,1,192303,-0.203156327321648,0.140955146980896,0.150391081474708
171,1,192795,-0.0877100041848011,0.117306275819397,0.45513840440948
173,1,194187,-0.109442269438133,0.117351912242471,0.351664500793424
174,1,194867,-0.0935399720669191,0.117326866022044,0.42583619699966
190,2,8314,0.230092189762788,0.118791165663041,0.0535494504383811
194,2,8498,0.19983145964196,0.118770594856147,0.0933562882150052
195,2,8651,0.164547243242215,0.119035775781436,0.167743035927618
197,2,9812,0.140118776728161,0.119834880929165,0.243085662152875
198,2,9932,0.180964050408746,0.11920501175161,0.129886528828328
199,2,10135,0.208448445966314,0.118617778879477,0.0797314769130601
200,2,11616,0.192047759407236,0.118569266847938,0.106187695510825
201,2,12133,0.215498804687287,0.118930357020422,0.0708396964699367
202,2,12194,0.191798239748053,0.119508982768167,0.109413222713506
203,2,12359,0.231159843300391,0.118958949857953,0.0527878268968219
204,2,13061,0.214017206294016,0.119040941324793,0.0730559140767053
205,2,14298,0.237691062531424,0.119293006899228,0.0470861826545321
206,2,15222,0.204075268651873,0.120643782622839,0.0916139108818717
207,2,17986,0.16833014146796,0.118671329184888,0.156939710741878
208,2,19770,0.183627386951889,0.119432639664861,0.125067361158051
209,2,19836,0.216418535131364,0.118946207912865,0.0696873836143151
210,2,19851,0.207726322153933,0.119341491521695,0.0826243103298616
211,2,21595,0.197890737842405,0.11889188758416,0.0969079572394208
212,2,22385,0.164886697995616,0.119147690822967,0.1672680507886
213,2,23441,0.203675214141558,0.120142740664765,0.0909047105242685
214,2,24209,0.205371492621021,0.119137135235797,0.0856151045510666
215,2,24341,0.215218479572392,0.119372169020409,0.0722534713060242
216,2,26815,0.226200821227443,0.119170196087182,0.0584941141617398
217,2,28209,0.189154720455609,0.119393392702744,0.114021334401163
221,2,41245,0.109342415694891,0.11921555630872,0.359673237400722
222,2,43214,0.11679768021731,0.121133229452231,0.33560150309016
223,2,47104,0.130336610703865,0.117707056269952,0.268919712525617
224,2,50915,0.0673523615795176,0.11901583519882,0.571813888604607
225,2,55834,0.0429039198965617,0.118497609642208,0.717519582340949
226,2,56422,0.0735532436342536,0.118666941801013,0.535770080205342
227,2,57715,0.0980882877550411,0.118224894304474,0.407283034901731
228,2,59046,0.0634384632350048,0.118890820970189,0.593963890640045
229,2,59191,0.0816254115184515,0.118177926036843,0.490208435092301
230,2,59383,0.0677014600382105,0.118236916479563,0.567285783723441
231,2,59477,0.0801409469023738,0.119995879635035,0.504656716477479
233,2,60471,0.0645093568847946,0.118401359945065,0.586210155918073
234,2,60478,0.0719242797732725,0.118524494785436,0.544353484204637
235,2,60786,0.0376351092259918,0.118374365128374,0.750723803887905
236,2,61035,0.0462553089290245,0.118357171537565,0.696172546369121
237,2,61071,0.0274694041401795,0.117836672564993,0.815807824549878
238,2,61675,0.0272863813603516,0.11817608719693,0.817529392514855
240,2,62939,0.0648056765549179,0.117930291544015,0.582992494880796
241,2,63527,0.0725585961300267,0.118360598135956,0.540251264370715
242,2,63857,0.0577972016881059,0.118411180416425,0.625777839301589
243,2,65527,0.080315825927881,0.117983200665246,0.496482600137447
247,2,67976,0.108383507553672,0.11962207852069,0.365527745861841
250,2,72389,0.0634430624962833,0.118974633591595,0.594197034788024
251,2,72392,0.000373803674143858,0.119831866866743,0.99751284402268
252,2,73646,0.0869541076327895,0.11728380451387,0.458944426667163
253,2,74564,0.0953099696364991,0.117034726839365,0.415980099525654
254,2,74739,0.161870893267114,0.117213589672054,0.168155410652284
257,2,80873,0.159041619674763,0.117505693755827,0.17676832473364
258,2,81501,0.209970658740321,0.117259218928755,0.0742056303364872
259,2,83526,0.172889024846533,0.1172473006279,0.141220207086964
260,2,83845,0.20182183044189,0.117228495392802,0.0860161344745964
263,2,84447,0.236476341367937,0.118556374902059,0.0468516307111477
264,2,87391,0.317009899329907,0.115978898437557,0.00658526423621382
265,2,87562,0.322540917391091,0.116235503078834,0.00581588456769999
266,2,87849,0.31224086331972,0.116303909517507,0.00760196180375633
267,2,87878,0.288644657499059,0.116985661952884,0.0140855528425368
269,2,89785,0.269124580836958,0.117130662069411,0.0221664201595756
272,2,93721,0.196279772503205,0.117182174504254,0.0948204391845441
273,2,93952,0.168375132657523,0.116967608095759,0.150894449862572
274,2,95085,0.187086093271126,0.117051355882577,0.110865372920142
276,2,107124,0.235279975114191,0.116863551299445,0.0448429916017523
277,2,111645,0.20505765769066,0.117100330905597,0.0807924297637766
278,2,111916,0.194834262719268,0.117428070637481,0.0979677447683764
279,2,111931,0.202735847325575,0.117571189193207,0.0855170737977812
280,2,111999,0.218421651324201,0.117065518657941,0.062897607116005
