SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0688933483525247,0.0607594233069649,0.257618101419098
9,1,27272,-0.0751639632462466,0.0598222213181745,0.209781679860652
16,1,27843,0.0435454170907007,0.0584913629212618,0.457083854156262
17,1,27848,0.0435454170907007,0.0584913629212618,0.457083854156262
18,1,28495,0.0490328675713171,0.0584800081818025,0.402342475875191
19,1,28975,0.042502908806224,0.058102894827423,0.464952384058756
26,1,31435,0.0587348590057436,0.0579085384935632,0.311148900206962
29,1,36146,0.0106270752064147,0.0576910497772968,0.853957113562867
31,1,37409,0.0475381122716304,0.0579505552308146,0.412586175397745
32,1,37478,0.0407108560548823,0.0580151785319058,0.483311398386086
33,1,39144,-0.0235202496743354,0.0577771459229533,0.684191779125341
34,1,41499,0.00661626485564389,0.057629331825711,0.908663180353879
37,1,51248,0.027960777931682,0.0578565726933661,0.629198347171611
38,1,51462,0.0260562329005603,0.0579375937090223,0.653181675735374
39,1,52124,0.0257399219154575,0.0578594923513917,0.656686733450775
40,1,52667,0.00714926927147566,0.0577817029513304,0.90160031101039
42,1,59265,-0.0382457313557122,0.0577179204640357,0.507998785684169
43,1,60165,-0.0336948302434823,0.0576822905994273,0.559495760702191
44,1,62308,-0.0419320708486619,0.05760347524468,0.46713079025445
45,1,62869,-0.0481465707559715,0.0575824612574969,0.403645951608237
49,1,66841,0.000321531524962337,0.057666616573038,0.995554410884844
50,1,66948,-0.00815601884048731,0.0580189020313838,0.888285719862661
51,1,68621,0.00266780807804756,0.057863172823819,0.963252267231965
52,1,69417,-0.0255558333043254,0.0576941311591452,0.658070489303911
56,1,74327,-0.0511670903581246,0.0579635076944342,0.377973927383571
57,1,74572,-0.0270667798654175,0.057855028302468,0.640189153948887
58,1,75211,-0.0321958328563302,0.0577420425036621,0.577484325710063
59,1,76030,-0.028072510370745,0.0577481381082749,0.627183895389623
60,1,80108,-0.0896323318170097,0.0575564331051529,0.120296577270387
61,1,81262,-0.117669992858632,0.0573912549796218,0.0410721086017919
62,1,81999,-0.112514223340159,0.0575622898959211,0.0514132224391263
63,1,82431,-0.10184733979568,0.0578936871545661,0.0794075950426149
