SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.151701776255699,0.0980462679386494,0.122699759556844
9,1,27272,-0.209900832057345,0.0962545838091057,0.0298665282250685
16,1,27843,0.0870427311668942,0.0944945483643185,0.357606299946198
17,1,27848,0.0870427311668942,0.0944945483643185,0.357606299946198
18,1,28495,0.132391824359679,0.0943468032283682,0.161422326801772
19,1,28975,0.157580751614349,0.0936021552705779,0.093159260469753
26,1,31435,0.136787774640414,0.0934449894796477,0.144129734342678
29,1,36146,0.157024768187975,0.0928695738956997,0.0917558595038987
31,1,37409,0.171364089221913,0.0933043052501314,0.0671074197733771
32,1,37478,0.18503513353041,0.0933113483641069,0.048143633540916
33,1,39144,0.0474148383022173,0.0933673606784873,0.611889039050827
34,1,41499,0.111666690212122,0.0929525671288959,0.230428684298449
37,1,51248,0.0562636314635519,0.0934908946486187,0.547687813865552
38,1,51462,0.0592582919181684,0.0936125647103632,0.527132773195497
39,1,52124,0.08601522803303,0.0934267403636704,0.357851314676715
40,1,52667,0.0309541771138279,0.0933744004478215,0.740459003865295
42,1,59265,0.0548868677477738,0.0932960955146241,0.556701578799118
43,1,60165,0.0505755419671528,0.0932324335356659,0.587838960502445
44,1,62308,0.0393918824439513,0.0931451143802614,0.672619360540785
45,1,62869,0.0306422454980439,0.093142728712541,0.742364673773914
49,1,66841,-0.0196385848473001,0.0931950487941243,0.833222965961663
50,1,66948,-0.00536970784463212,0.0937724598115121,0.95436796151167
51,1,68621,-0.0122771157870658,0.0935165794609548,0.895626408372456
52,1,69417,0.0174312236592529,0.0932666716435279,0.851849074359915
56,1,74327,0.0343649604532515,0.0937662468685815,0.714214517824781
57,1,74572,0.0537928123403618,0.0934905711824194,0.56539940436583
58,1,75211,0.0119732177258701,0.0933617216492276,0.898027749074774
59,1,76030,0.0738044536220514,0.0932812216456806,0.42935637558319
60,1,80108,0.0303597852302224,0.0933278336347461,0.74514479918305
61,1,81262,-0.0113111977398924,0.0933045914796679,0.903578839785837
62,1,81999,-0.0283621608892909,0.0935222191138187,0.761865384968008
63,1,82431,-0.00359942104955224,0.0939769732930461,0.969469268279308
64,1,83284,0.00618511829031554,0.0932927303381954,0.947178134277713
65,1,83613,0.0212257196758499,0.093276189605202,0.820121810309265
66,1,84112,0.0234592195045168,0.0932849552943339,0.801590028679627
68,1,84858,0.0300438244059407,0.0935429468766342,0.748266484282395
69,1,85751,-0.0102846260488533,0.09393956080994,0.912882956396962
70,1,87445,0.00451090909693277,0.0941394345507534,0.961809236748407
71,1,87467,-0.0313313246507351,0.0946178723597799,0.740738712238836
72,1,89070,-0.0125555072069836,0.0940379165225417,0.893861891900519
73,1,89616,-0.0294446274175104,0.0935212714019721,0.753065989198765
74,1,89679,0.00324931277070117,0.0935460860753492,0.972310774174441
75,1,89880,0.0125669509537149,0.0935675577154484,0.893234898586221
76,1,91472,0.0227919606608271,0.0942566917668601,0.809069854313148
77,1,93789,0.0177929196112597,0.0932885044206747,0.848846750960547
78,1,94351,-0.0261413737309329,0.0935284939497764,0.780023520967641
79,1,99148,-0.0062233725641508,0.0932927231305877,0.946851916952937
82,1,106800,0.090696332062623,0.0932943488877325,0.331640362313016
83,1,107970,0.0483107849129894,0.0931068861618953,0.604173417576473
84,1,109000,0.148322379310951,0.0929719722647342,0.111529949114614
85,1,112549,0.0907752205918807,0.093075595652003,0.330086831421136
86,1,112742,0.0878350253513297,0.093447153754167,0.347889379022195
87,1,113050,0.0714019940198489,0.0933292771458272,0.444750192467416
88,1,113135,0.0557358383971603,0.093121468547046,0.549871305410178
89,1,114076,0.0637950138347776,0.093106814746345,0.493679430311931
90,1,114628,0.029483151542529,0.0933912256241811,0.752420515153481
91,1,116283,-0.0290532318598034,0.0939111838791425,0.757223191801886
93,1,127853,-0.10455129182325,0.0935837393109271,0.264670733383458
94,1,128302,-0.147747891592195,0.0930572577742894,0.11324731682857
95,1,128704,-0.136191763526904,0.093200431193245,0.144828647497565
96,1,128911,-0.133678170190281,0.0932211161949281,0.152460253904722
97,1,130267,-0.136325469093745,0.0931658040104837,0.144287028695337
98,1,130271,-0.129374110189026,0.0933050923416404,0.166447741242287
99,1,130613,-0.0123810179288222,0.0944308387357105,0.895761383163389
100,1,132012,-0.1153209465476,0.0940325831417156,0.220868063877465
101,1,133231,-0.150455634283094,0.0932206997172679,0.107426922446636
102,1,137074,-0.0625171961865747,0.0933716829175733,0.503581125713221
103,1,137304,-0.0672821147773948,0.0933947991798238,0.471752206353697
104,1,139686,-0.0833201890207455,0.0934811240583084,0.373372701010517
105,1,149562,-0.0260993632484064,0.093789469516896,0.780963385973517
106,1,150447,-0.0118394444622118,0.0948381138748192,0.900722496466233
108,1,154084,-0.0292309465914685,0.0951204915730642,0.758792893021749
110,1,157269,-0.0320649111527175,0.0933910272017191,0.731546792844015
111,1,160054,0.0239172777816289,0.0942854651532605,0.799899144330197
112,1,166222,0.0485146747784576,0.0935610094938013,0.604409802448389
113,1,166416,0.0241355662367154,0.0933977857243173,0.796235779677536
114,1,167326,0.0358789303237414,0.0939179942372272,0.702673419520528
115,1,168836,0.0382215884824447,0.0934701065586927,0.682847973569578
116,1,171200,0.0681851653545491,0.0935618953306903,0.466625160474862
117,1,171431,0.0805456695085676,0.0941192212665623,0.392698087441242
118,1,173339,-0.000318381616567442,0.0934841110146122,0.997284549896631
119,1,173845,-0.00290340043685661,0.0934064918081979,0.975220517257611
120,1,175121,0.0294221381432295,0.0932082660708716,0.752446993669285
121,1,175281,0.0221157453782171,0.0932932307453698,0.812750647332267
122,1,175315,0.0128236475656361,0.0932687886964011,0.890720852830726
123,1,175523,0.00908955808278164,0.0937985086254225,0.922856717100903
124,1,175541,0.0175173188160629,0.093412288077939,0.851355259648893
125,1,175653,0.0146603580397825,0.0937092940045634,0.875771638369931
128,1,175856,0.00810386775815733,0.095258646145496,0.932252176184607
129,1,175876,0.028202959943031,0.0937877443702248,0.76381228868714
130,1,175989,0.0303414183409491,0.0940535192484555,0.747191166515354
131,1,176001,0.0296996753405341,0.0945443233309684,0.753604119356823
133,1,177692,0.00454181271312198,0.0932709727673516,0.961190047375044
134,1,178191,0.0148735643610195,0.093360540318884,0.873513250572907
135,1,178224,0.00454181271312198,0.0932709727673516,0.961190047375044
136,1,178960,-0.0207156387753761,0.0940097637907695,0.825721102531907
140,1,183802,0.0751265582312716,0.0931972916542987,0.420726526791146
141,1,183954,0.0322908881097381,0.0939464386592134,0.731264559459587
142,1,184450,0.110336667230774,0.0929541372190746,0.236025352749249
144,1,184718,0.101910439737502,0.0935114731872055,0.276536936382732
145,1,185296,0.103526255563674,0.0931083835206738,0.266942243873415
146,1,185438,0.104516588003941,0.0931096608007062,0.262408277901746
147,1,185469,0.105786076074809,0.0932404604979028,0.25733323823459
148,1,185503,0.110772154061714,0.0929819746125386,0.234324708612662
149,1,185705,0.0911357198512638,0.0940850394724245,0.333381739557912
150,1,185749,0.0693865462865336,0.0941375844864567,0.46156579157138
151,1,185806,0.117720279912846,0.0941274879487866,0.211891552139105
152,1,185879,0.070536412796352,0.0947172613821696,0.456945597375149
153,1,185916,0.089284131992563,0.0946292770320052,0.346062903219042
154,1,185941,0.0938808012493446,0.0950299845910031,0.323874778416282
155,1,185954,0.0825617790600242,0.0953379559219076,0.387083476077679
156,1,186055,0.122775149754851,0.0933058543190723,0.189083171021807
157,1,186896,0.0737090083545588,0.0949868850797151,0.43827363532736
161,1,190132,0.118969912545536,0.0934387379727296,0.203770813269134
162,1,190148,0.112358925045315,0.0934902208087361,0.230236809518483
163,1,190165,0.117630386445415,0.0941933206919426,0.212558904899994
164,1,190169,0.109546578744671,0.0941029868261701,0.245164105615335
165,1,190933,0.0673013228742366,0.093450234189947,0.47188857147495
166,1,192149,-0.0332666444255459,0.0942668165655231,0.724374954577786
168,1,192303,-0.0530047337780615,0.112364621412856,0.637417493213955
171,1,192795,-0.0560503719279228,0.093294135850205,0.54836407391425
173,1,194187,-0.195499317836376,0.0928378492130054,0.0359262299792262
174,1,194867,-0.144901015072107,0.0930492468892389,0.120307008301923
190,2,8314,0.0732283418489344,0.0948691580494652,0.440697336397889
194,2,8498,0.0386495823202451,0.0947878109925588,0.683705548491058
195,2,8651,0.0463762875166962,0.09486679436262,0.625246584224753
197,2,9812,0.0401706193275001,0.0954388250482091,0.674081047114376
198,2,9932,0.0374176038412705,0.0950656656907566,0.694115888267518
199,2,10135,0.0643567429290226,0.0946604221489233,0.497032635053974
200,2,11616,0.0171260277558013,0.0946174465215216,0.85646921358235
201,2,12133,0.0484122416049866,0.0949630492540783,0.610509577709089
202,2,12194,0.0648195675049127,0.0953029237154777,0.49686005435067
203,2,12359,0.0430049672439223,0.0950589703640934,0.651256546298063
204,2,13061,0.0432254813292056,0.0950516873495145,0.649563137968047
205,2,14298,0.0456272746854628,0.0953485507822577,0.63256828314262
