SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0676285820692093,0.055793100092024,0.22627266435296
9,1,27272,-0.119450233333332,0.0547012387158639,0.0296432986580863
16,1,27843,0.0397325308108195,0.0537248953617282,0.460061394641697
17,1,27848,0.0397325308108195,0.0537248953617282,0.460061394641697
18,1,28495,0.0689959787590265,0.0536418165472244,0.199204061478342
19,1,28975,0.0636248280753873,0.0533004985798199,0.23339675695696
26,1,31435,0.050998498705222,0.053197258478763,0.338382257979306
29,1,36146,0.0131024340811434,0.0529872104041213,0.80483884407894
31,1,37409,0.0643420375271111,0.053168143340231,0.227026666036709
32,1,37478,0.0541151016361629,0.053246274579741,0.310174450246788
33,1,39144,0.0155502994428292,0.0530743341438312,0.769701226849373
34,1,41499,0.0466923892001368,0.0528751819906574,0.377800429317238
37,1,51248,0.0590613606800854,0.0530658361015229,0.266473159717973
38,1,51462,0.0587253454840703,0.05313910111523,0.269858115337933
39,1,52124,0.0513688170381411,0.0530885057753918,0.333903073903382
40,1,52667,0.0151065986142557,0.0530675775619596,0.776066048651509
42,1,59265,0.036008051914932,0.0530122619981726,0.497430887419369
43,1,60165,0.0516386403672868,0.0529355054727013,0.329979800174498
44,1,62308,-0.0311818218546693,0.0529224955132326,0.556105413636676
45,1,62869,-0.0349935305128789,0.0529090897683475,0.50879384579333
49,1,66841,0.00632900558663291,0.05296574181228,0.90495320579732
50,1,66948,-0.00946627492025162,0.0532894948351244,0.859108642791243
51,1,68621,0.0225312183459134,0.0531339764672578,0.671790992319493
52,1,69417,0.0406065170360853,0.0529627286773545,0.443772417361091
56,1,74327,0.00422673017237735,0.0532977607678194,0.936835693738904
57,1,74572,0.00917791033853721,0.0531540940690649,0.86301284398747
58,1,75211,0.0107086266646762,0.0530563780370188,0.840162089532399
59,1,76030,0.01951102026704,0.053049276098015,0.713249870698684
60,1,80108,-0.032822235802166,0.0530181206178603,0.536265733974132
61,1,81262,-0.110539215295361,0.0526994423352296,0.0366564753157886
62,1,81999,-0.117283817537179,0.0527885303351895,0.0269326506588374
63,1,82431,-0.0771236479686647,0.0532499848566137,0.14841189704896
64,1,83284,-0.117501213142792,0.0526491865176036,0.0262569067599093
65,1,83613,-0.127028250288878,0.0525805839160589,0.0162044016009687
66,1,84112,-0.120515203958187,0.0526298831931907,0.0226187345265284
68,1,84858,-0.0918316112907854,0.0529438275111236,0.0837005112179058
69,1,85751,-0.0912943716182503,0.0531659124368392,0.0868270678453314
70,1,87445,-0.0779814726650894,0.0533391163886301,0.144632482792172
71,1,87467,-0.0672095309993172,0.0536613339757044,0.211225606657232
72,1,89070,-0.0982565420488904,0.053187353456301,0.065530584380293
73,1,89616,-0.0903898090576087,0.0529381805896858,0.0886159131136352
74,1,89679,-0.0853088358363771,0.0529688171057346,0.108172011735399
75,1,89880,-0.101977175806998,0.0528988141310452,0.0546847041719551
76,1,91472,-0.0895820772014863,0.0533586556703472,0.0940629104081026
77,1,93789,-0.0765426776113854,0.0528625739403136,0.148516942344927
78,1,94351,-0.090732037502907,0.0529390564942555,0.0874256723138838
79,1,99148,-0.0792693519963152,0.0528511890716406,0.134544645432244
82,1,106800,-0.0832354861195184,0.0529056805604681,0.116549650793144
83,1,107970,-0.111176351243695,0.0526017712472214,0.0352550659914793
84,1,109000,-0.0782232194148969,0.0528631422258767,0.13983697184182
85,1,112549,-0.0672791025572674,0.0528456279824594,0.203811382384719
86,1,112742,-0.0755187989143149,0.0530210348186238,0.15523792160558
87,1,113050,-0.0831677980303993,0.0528988343949458,0.116798919864434
88,1,113135,-0.095806523632175,0.0527023948047654,0.0699303069866096
89,1,114076,-0.0750917505707666,0.0527974533835243,0.155833538577743
90,1,114628,-0.0631068568621684,0.0529760892545609,0.234362531651729
91,1,116283,-0.0430193651828265,0.0533285699194464,0.420391055732024
93,1,127853,-0.0540500410606664,0.0532005947508793,0.310340995840063
94,1,128302,-0.0561876183522224,0.0529893460379402,0.289707226762355
95,1,128704,-0.049157262222739,0.0530620344133839,0.354865262366384
96,1,128911,-0.0332001131643516,0.0531029867018612,0.53224219026028
97,1,130267,-0.0762754357068058,0.0529517948808348,0.150621001573667
