SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0333391272861994,0.0636685855690208,0.600860707732067
9,1,27272,-0.0944976915998523,0.0625348426256395,0.131652357621589
16,1,27843,0.038274131725969,0.061218519982649,0.532240392331936
17,1,27848,0.038274131725969,0.061218519982649,0.532240392331936
18,1,28495,0.0707401513688172,0.061137569928518,0.248028110070545
19,1,28975,0.0414761795041295,0.0608038918443258,0.49560387020429
26,1,31435,0.0432228336053776,0.0606391252869508,0.476447921170215
29,1,36146,0.0514232808616109,0.0603077669888759,0.394414446518093
31,1,37409,0.10901565838837,0.0604182777339444,0.0720288340792718
32,1,37478,0.0958775430207725,0.0605337154325772,0.1141187243871
33,1,39144,-0.0101619580894764,0.0604688009384269,0.866637893317821
34,1,41499,0.0175085629526573,0.0602962852797706,0.771699507181535
37,1,51248,0.0161579940558477,0.0605540590113067,0.789751357703952
38,1,51462,0.0150713230493901,0.0606369800785385,0.803853404059056
39,1,52124,0.0153207068251605,0.0605546755226862,0.800410713873915
40,1,52667,-0.0210722862969858,0.060452706701836,0.72761639818918
42,1,59265,0.00511281812692768,0.0604319949005411,0.932623789975991
43,1,60165,0.0405052876755906,0.0603484447642253,0.502538291642645
44,1,62308,0.0101104838995935,0.0603181277747573,0.866978751984694
45,1,62869,0.0168072974525006,0.0603063176775781,0.78063918658135
49,1,66841,0.0207617193542552,0.0603312579140798,0.730954377996585
50,1,66948,0.0149580638768552,0.060706478971568,0.805515984441443
51,1,68621,-0.00799267517282681,0.0605457353513353,0.895051165794195
52,1,69417,-0.0256288054883819,0.0603715319913619,0.67144665205432
56,1,74327,-0.0528041272360678,0.0606538647014965,0.384574386634741
57,1,74572,-0.0517906901681675,0.0604945195765968,0.392511048849125
58,1,75211,-0.0434425265534797,0.060402660271652,0.472484025337428
59,1,76030,-0.00232196860467362,0.0604467734499764,0.969379758717297
60,1,80108,-0.0823958746615941,0.0602732738429498,0.172483205998832
61,1,81262,-0.0854706191716025,0.0602382316468301,0.156817308999057
62,1,81999,-0.114237524297344,0.0602512736317163,0.0587740236124863
63,1,82431,-0.109510161799625,0.0605641275063718,0.0714311588006915
64,1,83284,-0.10336213439114,0.0601501412164024,0.0866000983381826
65,1,83613,-0.0950333049132568,0.0601823605129003,0.115211271489763
66,1,84112,-0.0860356775953443,0.0602273674138126,0.154027975468119
68,1,84858,-0.0579293948625183,0.0604931466652463,0.338910233167458
69,1,85751,-0.0833506888488826,0.0606586266798689,0.170284155746847
70,1,87445,-0.0701455001987297,0.0608347521375934,0.249670103712276
