SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.024255346318099,0.0585396643980882,0.6788765109639
9,1,27272,-0.0595352387479551,0.0575874371777684,0.301926473322574
16,1,27843,0.0474939495160392,0.0562531823404683,0.399079676116029
17,1,27848,0.0474939495160392,0.0562531823404683,0.399079676116029
18,1,28495,0.0575313223922489,0.0562275454495041,0.306919865428241
19,1,28975,0.0360889742171121,0.0559014656795793,0.518969571766782
26,1,31435,0.0100279220634762,0.0557837062635786,0.857440711582459
29,1,36146,0.028174053702014,0.0554783396892222,0.611883557153183
31,1,37409,0.0219391242082858,0.0557864556046261,0.694357680161478
32,1,37478,0.0249149518418507,0.0558308956587487,0.655684917913692
33,1,39144,-0.0514454732450706,0.0555243246052275,0.354798764621112
34,1,41499,-0.0414402044655893,0.0553937061000317,0.454896065726843
37,1,51248,-0.0499414734824138,0.0556100767476137,0.369762924203687
38,1,51462,-0.0457499410471616,0.055695857991603,0.411958944172184
39,1,52124,-0.0750611166817774,0.0555300404625104,0.177330116807148
40,1,52667,-0.0898178646289804,0.0553783884123417,0.105718865623593
42,1,59265,-0.0636329209673559,0.0554529721822938,0.251947410650011
43,1,60165,-0.0934734937156898,0.0552909421236384,0.0918007050040308
44,1,62308,-0.0856490663154587,0.0552655738137229,0.122092174005517
45,1,62869,-0.0809724517972671,0.0552785554931963,0.143863434744336
49,1,66841,-0.0869323118091036,0.0552791311225164,0.116705832189204
50,1,66948,-0.0729686626783121,0.055677586376436,0.190859432319569
51,1,68621,-0.055042745102505,0.0555845255709088,0.322728734583883
52,1,69417,-0.0480904158595796,0.0554552819629757,0.386425527551439
56,1,74327,-0.0798723068837337,0.055657415919748,0.152152451036095
57,1,74572,-0.0773739654522443,0.055518396239343,0.164295998033032
58,1,75211,-0.0735698526196055,0.0554313083797938,0.185291828886273
59,1,76030,-0.0520958274225977,0.0555002212656471,0.348547235824225
60,1,80108,-0.0947006320684671,0.0553271823491127,0.0878400021126099
61,1,81262,-0.0742180628668873,0.055394631872101,0.18117025416124
62,1,81999,-0.0896211306257062,0.0554661924641565,0.107035365169102
63,1,82431,-0.127379169840398,0.0555220583863698,0.0223651495735059
64,1,83284,-0.063837707430154,0.0554233783051003,0.250174896714278
65,1,83613,-0.0659651498969878,0.055410189418636,0.234654715026659
66,1,84112,-0.0566702382181757,0.0554454480518761,0.307438239835198
68,1,84858,-0.0561175200461653,0.0556039826312873,0.313552923655707
69,1,85751,-0.0663618058298379,0.0558013477551692,0.235140262148022
70,1,87445,-0.047997332544426,0.0559729507751412,0.391745215632032
71,1,87467,-0.0571200403926437,0.0562424350198618,0.310513594857129
72,1,89070,-0.0738398224848869,0.0558338792993343,0.186860765480741
73,1,89616,-0.0333569439097868,0.0556426078959125,0.549233660355164
74,1,89679,-0.0348810684027991,0.0556470140051733,0.531177609620277
75,1,89880,-0.0476615594799534,0.0556342775428919,0.392195132994498
76,1,91472,-0.0356621413490992,0.056073355952998,0.525194504053744
77,1,93789,-0.0595068215427789,0.0554370287069339,0.283819124658672
78,1,94351,-0.0444831413655058,0.0556232028483125,0.42440925903639
79,1,99148,-0.0370591313289525,0.0554923859259028,0.504682502926372
82,1,106800,-0.0263368793791054,0.0555846575493517,0.635924302157451
83,1,107970,-0.0305741953349286,0.0554137114370599,0.581472709904805
84,1,109000,-0.0858499551758803,0.0553470031071166,0.121768497895791
85,1,112549,-0.0088900768607835,0.0554704157315204,0.872762427033162
86,1,112742,0.00456853644312868,0.0556880235737963,0.934662958058671
87,1,113050,-0.0402549097342599,0.055553569440201,0.469168699369554
88,1,113135,-0.0294277638720284,0.0554311429364742,0.595829798744169
89,1,114076,-0.0110433023038447,0.0554501520807006,0.842254366606889
90,1,114628,0.00505454963990261,0.0555929032964376,0.927607115109827
91,1,116283,-0.0470733156769738,0.0558465865980124,0.399852850582972
93,1,127853,0.0504728821703869,0.0557339699733708,0.365763408357408
94,1,128302,0.0398959239381093,0.0555437690216252,0.473060387361725
95,1,128704,0.010659229939845,0.0556367816098786,0.848176641466032
96,1,128911,0.010069148532892,0.0556432512836014,0.856503588777093
97,1,130267,0.00595003981436631,0.0556185534935515,0.914866090102543
98,1,130271,0.00255938200679934,0.055685301471944,0.963366896860218
99,1,130613,-0.00302540801640847,0.0562056151765931,0.957103045329817
100,1,132012,0.00423428691801392,0.0560860906105138,0.939862684718475
101,1,133231,0.000800919282944873,0.0556885381249032,0.988533248359423
102,1,137074,0.0256797302852442,0.0555925544331667,0.644417853171207
103,1,137304,0.0136587429142435,0.0556239323101331,0.806169314267834
104,1,139686,-0.0142771579244629,0.0556966038894609,0.797839154358802
105,1,149562,0.0113057967153726,0.0558256190699895,0.839627003289312
106,1,150447,0.010662305497593,0.0564452775400208,0.850282628576825
108,1,154084,0.0259389546910819,0.0566056920527818,0.647062468216377
110,1,157269,0.0431930102429352,0.055547317857527,0.437331878410871
111,1,160054,0.0128610267917929,0.0561188920826875,0.818865904144659
112,1,166222,0.0122411236138347,0.055704156021262,0.82619099058625
113,1,166416,0.025917595908433,0.0555777537768745,0.641266664408392
114,1,167326,0.0381042336458104,0.0558739955282621,0.49570688450475
115,1,168836,0.0466050660264912,0.0555905168637069,0.402393837962818
116,1,171200,0.0720761700124012,0.0555969717081157,0.195682989160745
117,1,171431,0.0691502965540184,0.0559561748562889,0.217356942071777
