SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.122116312430295,0.1469562726947,0.40655204538905
9,1,27272,-0.0992924010061652,0.144794415600668,0.493322488890878
16,1,27843,0.135297036329903,0.141279253697262,0.338891267230426
17,1,27848,0.135297036329903,0.141279253697262,0.338891267230426
18,1,28495,0.170446640403155,0.141173763416535,0.228104381344907
19,1,28975,0.160486526714444,0.14025947802703,0.253311151609146
26,1,31435,0.168857967819927,0.139858564079494,0.228106476127698
29,1,36146,0.0789510738098623,0.139361038624364,0.571399089254321
31,1,37409,0.162291866646532,0.139911833632237,0.246849797469381
32,1,37478,0.169836345683006,0.140007217872563,0.22592020926012
33,1,39144,0.0626245279995295,0.139618728316142,0.654039015502021
34,1,41499,0.117814993910572,0.13912988859062,0.397681102408358
37,1,51248,0.0140301942673737,0.139861936948224,0.92015151465566
38,1,51462,0.00801983371544583,0.140052936609413,0.954368192899856
39,1,52124,0.0151091094360419,0.139861618555801,0.914034071312874
40,1,52667,-0.0195845175939851,0.139635889063913,0.88853915602381
42,1,59265,0.0165430204178398,0.139566557175507,0.905714031567676
43,1,60165,-0.00940686875202416,0.139462967833024,0.946261130246156
44,1,62308,-0.0272090279764007,0.139302959238094,0.845252715816696
45,1,62869,-0.0640085312595402,0.139251321400648,0.646041859940101
49,1,66841,-0.039734645876506,0.139342589109395,0.775690373814932
50,1,66948,-0.0346785618754573,0.140201748624056,0.804783045392234
51,1,68621,-0.126207847945003,0.13967261703342,0.366825000542812
52,1,69417,-0.11761475453584,0.139323301900897,0.399137312880037
56,1,74327,-0.202871923978253,0.139814294835057,0.147665153182146
57,1,74572,-0.218874103656983,0.139371269744257,0.117208857009298
58,1,75211,-0.197358502629218,0.139206583893962,0.157149281898705
59,1,76030,-0.201718437012318,0.139188878739162,0.148157646285321
60,1,80108,-0.310868692295747,0.138585112147195,0.025506264359798
61,1,81262,-0.201695460725778,0.139102946405567,0.147954045231292
62,1,81999,-0.346489473302513,0.138636079345356,0.0128983765712777
63,1,82431,-0.42081434032536,0.138722845046498,0.00259647539979623
64,1,83284,-0.317983719338596,0.138466299809482,0.0222341532414938
65,1,83613,-0.306836974016558,0.138522048421034,0.0273926804919568
66,1,84112,-0.320961062907719,0.138446838411734,0.0210039695913722
68,1,84858,-0.212250494687575,0.139433609690891,0.128845886406208
69,1,85751,-0.238842334901964,0.139889067290792,0.0886326723291045
70,1,87445,-0.186845397115078,0.140410687607671,0.184144563498334
71,1,87467,-0.24915430819902,0.140876541105735,0.0778241567923934
72,1,89070,-0.22334548781772,0.140110336217945,0.111815605922011
73,1,89616,-0.156412522953492,0.139609297389388,0.263322492685322
74,1,89679,-0.210481813704009,0.139425652617737,0.132031186118567
75,1,89880,-0.200437572164855,0.139503121083505,0.151661575979293
76,1,91472,-0.234445546454057,0.140395525759271,0.0958269288973729
77,1,93789,-0.165498376797968,0.139218410605126,0.235330100769323
78,1,94351,-0.235137387363313,0.139302876168925,0.0923025517677276
79,1,99148,-0.276378475135629,0.13871902836069,0.0471011854928411
82,1,106800,-0.324842700538496,0.138610814741713,0.019655011425392
83,1,107970,-0.229660571182658,0.138733668229699,0.0987308358013544
84,1,109000,-0.190656677752976,0.139147041203264,0.171501077803337
85,1,112549,-0.231065717363334,0.13881491077076,0.0968879286316757
86,1,112742,-0.178766763595663,0.139577649987538,0.2011155631148
