SNP,Chr,Pos,Effect,SE,ADE17_GIS2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.120039213884368,0.0791770252329647,0.130392443884506
9,1,27272,0.0243360791613773,0.0782307363952205,0.755922823421533
16,1,27843,0.0356092284618192,0.0763667226685106,0.641293773821336
17,1,27848,0.0356092284618192,0.0763667226685106,0.641293773821336
18,1,28495,0.0833599666748088,0.0762625215904871,0.275110214887196
19,1,28975,0.0613112239678236,0.0758106403996193,0.419208479297269
26,1,31435,0.0270692355455373,0.0756660817918186,0.720747236743236
29,1,36146,-0.0494754095637479,0.0752434951106452,0.511263970566341
31,1,37409,0.00565478192471125,0.0756960419207572,0.940492700081331
32,1,37478,0.00546154189254727,0.075761154460588,0.942571948359673
33,1,39144,-0.0785814086424817,0.0752999259421842,0.297394424456768
34,1,41499,-0.0301414275077288,0.0751896923699115,0.688757037605987
37,1,51248,0.0335992231912859,0.0755057455193214,0.656600464480392
38,1,51462,0.0217746876116382,0.0756204546823604,0.773556245916387
39,1,52124,-0.0430100787386169,0.0754922196616858,0.569224152439451
40,1,52667,-0.0311978030313333,0.0753875931177365,0.679248415827042
42,1,59265,-0.0216175043845446,0.0753590543340645,0.774387758204536
43,1,60165,-0.0275593736849175,0.075296598132868,0.714576210189507
44,1,62308,-0.0685612034007584,0.0751395007630904,0.36215344409154
45,1,62869,-0.0805599330013231,0.075096300570933,0.284113860592416
49,1,66841,-0.0659877437005846,0.0751720574548116,0.380636966881609
50,1,66948,-0.0534017758473817,0.0756625363510721,0.480784954677831
51,1,68621,0.0201364168192121,0.0755031809165371,0.789858749030085
52,1,69417,0.0180381881269921,0.0753047645030254,0.810829151027601
56,1,74327,-0.0874042428292842,0.0755819064451802,0.248292420084798
57,1,74572,-0.075385389921213,0.0754166755887159,0.318196006283154
58,1,75211,-0.0934464318292706,0.0752214117314993,0.214956080687669
59,1,76030,-0.0494146581265062,0.0753397683160498,0.512321672973959
60,1,80108,-0.132197356074028,0.0750386795688441,0.0789817147770728
61,1,81262,-0.100407054412673,0.0751495652487204,0.182378472828576
62,1,81999,-0.0699096884736322,0.0754316164475342,0.354665890792482
63,1,82431,-0.077288993822639,0.0757692534161843,0.308399775075248
64,1,83284,-0.0385556429131627,0.0753007112474288,0.608955583170345
65,1,83613,-0.0293614877181538,0.0753041537287695,0.696841731215255
66,1,84112,-0.0286438023352615,0.0753132391997224,0.703930022457737
68,1,84858,-0.0451667198984615,0.0755030078012593,0.550082855527903
69,1,85751,-0.0384103315861103,0.0758242080305373,0.612772235081394
70,1,87445,-0.0134309467185182,0.0760087471181476,0.859843298462749
71,1,87467,0.00171731694718796,0.0764099808290285,0.982081725385769
72,1,89070,-0.033223886988125,0.0759112154360289,0.661894850168813
73,1,89616,-0.0214414377809537,0.0755147112752436,0.776624954187701
74,1,89679,-0.0386075804191854,0.0755049411207596,0.609443023949967
75,1,89880,-0.0336751387665152,0.0755307728254527,0.65598138057982
76,1,91472,-0.0405739563843638,0.076082200190569,0.59416771824869
77,1,93789,-0.0449228162257682,0.075290712487273,0.551118099661088
78,1,94351,-0.0291096121143775,0.0755110267795368,0.700098113519143
79,1,99148,-0.0309962376122806,0.0753106005169036,0.680898041037583
82,1,106800,-0.0550515305907409,0.0753733465024334,0.465639586650766
83,1,107970,-0.0290323151579363,0.0751909287101388,0.699644408300706
84,1,109000,-0.0145627145509988,0.0753353575135301,0.846831148212348
85,1,112549,0.0578464092670895,0.0751910516121296,0.442214433927701
86,1,112742,0.032098228055837,0.0755279306770996,0.671106634907418
87,1,113050,0.0183697021734336,0.075413820325678,0.807693467893075
88,1,113135,0.0253935195036745,0.0752159166358876,0.735859036280059
