SNP,Chr,Pos,Effect,SE,ERV25_ORM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00242453188357672,0.122553468680224,0.984227288094242
9,1,27272,0.0153895894148639,0.12071028149408,0.898623637262542
16,1,27843,0.037153379616597,0.11784035570025,0.752731038740982
17,1,27848,0.037153379616597,0.11784035570025,0.752731038740982
18,1,28495,0.0315317735591837,0.117846905261813,0.789190004371775
19,1,28975,0.0360256648406846,0.117055332249601,0.758441814901111
26,1,31435,-0.00192892886711227,0.116760813924892,0.986828604932221
29,1,36146,-0.100110802290349,0.11603651700891,0.388859281435918
31,1,37409,-0.0447714251068212,0.116762531551048,0.701624371068953
32,1,37478,-0.0723434375325781,0.116823802505573,0.536149445559089
33,1,39144,-0.130209468068037,0.116147274905856,0.263019247311158
34,1,41499,-0.142724882904294,0.115782178554083,0.218507426651089
37,1,51248,-0.210148861760234,0.115986931792971,0.0708617717605724
38,1,51462,-0.182375500700964,0.116278546317441,0.117675257831168
39,1,52124,-0.195241267661929,0.116060710130453,0.0934077856617862
40,1,52667,-0.164028333107349,0.116010211738281,0.158268785426206
42,1,59265,-0.0357777797835703,0.116263965388955,0.758470126806273
43,1,60165,-0.0013518406909983,0.116191668067673,0.990723734067744
44,1,62308,-0.114997584590593,0.115902402852758,0.321782870915337
45,1,62869,-0.0906020111554197,0.115949093389057,0.435094109136491
49,1,66841,-0.00998537946524017,0.116102804138004,0.931511491811791
50,1,66948,-0.0427790911628416,0.116794372758411,0.714377822973531
51,1,68621,-0.191913859464944,0.116051444489175,0.0990781563576948
52,1,69417,-0.123606502748306,0.116005288001156,0.287366791838341
56,1,74327,-0.0169765787956461,0.116827009379833,0.884546041678038
57,1,74572,0.00466399796911976,0.116519199097993,0.968093654668881
58,1,75211,0.0352607018049251,0.11629191635509,0.761909557236624
59,1,76030,0.0606466594088545,0.116262258028204,0.602250438630513
60,1,80108,0.00868687027754328,0.11627863982079,0.940489868518492
61,1,81262,0.0252069633014745,0.116227856743504,0.828430733073849
62,1,81999,-0.018015667467639,0.116515518004182,0.877209010084351
63,1,82431,-0.0549945503083031,0.117034438203163,0.638716201947275
64,1,83284,0.0470519135212767,0.116192142896084,0.685760146853749
65,1,83613,0.0885844777460065,0.116110632818159,0.446013686631766
66,1,84112,0.0843883107316359,0.116132302963876,0.467917890123664
68,1,84858,0.145823387748469,0.116288413786294,0.210678915871911
69,1,85751,0.146826506661852,0.116764953288805,0.209420704753253
70,1,87445,0.10172827930125,0.117148500687836,0.385781623794396
71,1,87467,0.0590174409995213,0.117845634021225,0.616821921288342
72,1,89070,0.073774884468274,0.117083844467288,0.529034835287961
73,1,89616,0.136517954405922,0.116292686429851,0.241219690090292
74,1,89679,0.112725303239001,0.116379667339397,0.333408147629079
75,1,89880,0.103929290400511,0.116432419238818,0.372671619775622
76,1,91472,0.0939120380530043,0.117322544205382,0.423982542566919
77,1,93789,0.0824205503597402,0.116136306337305,0.478366104762648
78,1,94351,0.0410531221669368,0.116504507708161,0.724768322082648
79,1,99148,0.0155835749715496,0.116216168145301,0.893406809435063
82,1,106800,0.0885911517805579,0.116280330722446,0.446642947294142
83,1,107970,0.084493211009918,0.11594393161018,0.466642688749101
84,1,109000,-0.0200137537430572,0.116230718631837,0.863386926806351
85,1,112549,-0.0559976471344374,0.116065759295688,0.629774808578571
86,1,112742,0.0261965192055175,0.116548021959769,0.822288122258377
87,1,113050,-0.0262495829858338,0.116351892861355,0.821639114401479
88,1,113135,-0.00859758642618805,0.116063002725617,0.940991161210529
89,1,114076,-0.0563497287847291,0.116025147451871,0.627503716027307
90,1,114628,-0.012664382508573,0.116355573658102,0.913389590808403
91,1,116283,0.0231118270190572,0.1169982281758,0.843518700508504
93,1,127853,0.0779971331692823,0.116713038384513,0.504390816885149
94,1,128302,0.116719079821323,0.116172264974616,0.315726188503192
95,1,128704,0.0994380319240201,0.116333726207063,0.393260827760486
96,1,128911,0.175499928473938,0.116091757902159,0.131496071067893
97,1,130267,0.13713656863636,0.116182685479224,0.238654647677852
98,1,130271,0.130268967236401,0.116343482946259,0.263605933253386
99,1,130613,0.171016332018253,0.117286383256498,0.145699603016318
100,1,132012,0.108673602675851,0.117246767788039,0.354622472856229
101,1,133231,0.0633654620359961,0.116507557877913,0.586871330832222
102,1,137074,0.0969735997085658,0.11627609666027,0.404848199687753
103,1,137304,0.0664822982253768,0.116377268025309,0.56818332235252
104,1,139686,0.138226945008738,0.116351691603145,0.235628264123754
105,1,149562,0.130508339286311,0.116643380275484,0.263957993081909
106,1,150447,0.162508014157803,0.117829121200205,0.168711260167067
108,1,154084,0.146331801944941,0.118254964781626,0.216751342156325
110,1,157269,0.13361771610337,0.116142747907687,0.250732741276228
111,1,160054,0.136891228288738,0.117239618234946,0.243748461145369
112,1,166222,0.131858628556354,0.116385583782089,0.258005674746412
113,1,166416,0.142990950327855,0.116111123851831,0.218955372642821
114,1,167326,0.113317740420726,0.116865972936198,0.332890635722891
115,1,168836,0.144806415723341,0.116211647596604,0.21356954595719
116,1,171200,-0.0107256536596237,0.116639964313907,0.926785778660463
117,1,171431,-0.0796661023198681,0.117292942367303,0.497452264549097
118,1,173339,-0.0582872281006279,0.116415487731722,0.616906429794361
119,1,173845,-0.0451554876777328,0.116335457507114,0.698139766921208
120,1,175121,-0.0599647481201952,0.11608570455474,0.605789701282912
121,1,175281,-0.0528825505332196,0.116194192407464,0.649301151103033
122,1,175315,-0.0613626749507571,0.11614577957282,0.597606026215085
123,1,175523,-0.0571243894039194,0.116810463923539,0.625120717644343
124,1,175541,-0.0572844639445414,0.116333190697697,0.622730557577331
125,1,175653,-0.0595881208972326,0.11669829155261,0.60993849694792
128,1,175856,-0.0563276294502685,0.118630762414231,0.635212674815708
129,1,175876,-0.0426235076952133,0.116828001884828,0.715449451279498
130,1,175989,-0.0598719958555909,0.117140081858559,0.60959039633996
131,1,176001,-0.0602062858716779,0.117750428925598,0.609457740995619
133,1,177692,-0.0272003906769316,0.116182670743969,0.815029521009338
134,1,178191,-0.0273604522011118,0.116297941902003,0.814142033703323
135,1,178224,-0.0272003906769316,0.116182670743969,0.815029521009338
