SNP,Chr,Pos,Effect,SE,ALO1_ADE17_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0999847741133584,0.0687471226859536,0.14672819454855
9,1,27272,-0.0793650846683402,0.0677857822124531,0.242460093871233
16,1,27843,0.0294438975368615,0.0662918048536941,0.657202013772836
17,1,27848,0.0294438975368615,0.0662918048536941,0.657202013772836
18,1,28495,0.0842438869609379,0.066159631241517,0.203734307185178
19,1,28975,0.0158717038437579,0.0658627285088657,0.80970930420333
26,1,31435,0.0509316889472431,0.0656376755633666,0.438296854253297
29,1,36146,0.0523344106098895,0.065295499091716,0.423380820429379
31,1,37409,0.0355725639541001,0.0656809672190639,0.588438353665207
32,1,37478,0.0511670239088268,0.065708324244757,0.436678557879567
33,1,39144,-0.0615613410678956,0.0653825849800169,0.347064085933915
34,1,41499,-0.019405036765274,0.0652748797712905,0.766426202823552
37,1,51248,-0.0446333380984751,0.0655178714637926,0.496166839010223
38,1,51462,-0.0466075840825747,0.0656029418436922,0.477894466858171
39,1,52124,-0.0337048687538105,0.0655363772335406,0.607369303141735
40,1,52667,-0.0530223125686732,0.0653949902797388,0.418026357509327
42,1,59265,-0.0251458983084473,0.0654091427327637,0.70088376301552
43,1,60165,-0.0269454346111231,0.0653576629595892,0.680386958244018
44,1,62308,-0.0295874652170805,0.0652825085421301,0.650667395485312
45,1,62869,-0.057701537023288,0.0652210307228256,0.376916593959803
49,1,66841,-0.0359617593504877,0.0652960224487256,0.58215370075314
50,1,66948,-0.00887325309295239,0.0657232748908079,0.892681472637315
51,1,68621,-0.0292551230057227,0.0655284239505222,0.655546430017099
52,1,69417,-0.0834853238961649,0.0652222082584721,0.201380837197607
56,1,74327,-0.0844982101679007,0.0655787799621381,0.198416079871141
57,1,74572,-0.0786714859378211,0.0654239530037154,0.229980671573243
58,1,75211,-0.0715339584502412,0.0653274513073355,0.274260515747444
59,1,76030,-0.0517079759795174,0.0653804075079225,0.429545771081891
60,1,80108,-0.0981879711718104,0.0652137711619508,0.133055811342616
61,1,81262,-0.0678714072017347,0.0652982539842049,0.299327286353339
62,1,81999,-0.105286065775946,0.0653178694657315,0.107876742376421
63,1,82431,-0.0860242585213398,0.0657088195914979,0.191327056216837
64,1,83284,-0.123785270463037,0.0650560696295886,0.057886943299539
65,1,83613,-0.127800994068237,0.0650268244257445,0.0501564900305753
66,1,84112,-0.0979805491110536,0.0651805457258564,0.133676999600865
68,1,84858,-0.0594898792729068,0.0654968903847155,0.3643470384595
69,1,85751,-0.0918476527256973,0.0656611764152862,0.162747295715549
70,1,87445,-0.0627752792085578,0.0658974422069883,0.341434020730693
71,1,87467,-0.0701921562476727,0.0662222122834582,0.289892581441361
72,1,89070,-0.0597348168526129,0.0658356631260342,0.364850116026378
73,1,89616,-0.0230205945763643,0.0655463615344827,0.725639680409764
74,1,89679,-0.0346101107677096,0.0655402316566494,0.597779578479192
75,1,89880,-0.0357685832437757,0.0655550895504175,0.585667431449608
76,1,91472,0.0167878203960899,0.0660634911815629,0.799553544018877
77,1,93789,0.0380794599346311,0.0653574155254505,0.560511608193751
78,1,94351,0.0266190183537475,0.065545614927265,0.684904614867671
79,1,99148,0.0193919133986636,0.0653806871648523,0.766946324384083
82,1,106800,-0.00546205044248702,0.065476390042851,0.933564749819965
83,1,107970,-0.0329271530725096,0.0652595225060563,0.614184777372441
84,1,109000,-0.0898128495413892,0.0652231613971252,0.169382209230408
85,1,112549,-0.0544347239734955,0.0652597883700994,0.40477547796434
86,1,112742,-0.0154950832126113,0.065573386687702,0.813335850350171
87,1,113050,-0.0621735438357924,0.0653845647030338,0.342310690189343
88,1,113135,-0.0649866316723859,0.0652098301152088,0.319652400691839
89,1,114076,-0.0393206308494094,0.0652679549150892,0.547261926511127
90,1,114628,-0.0183543642083523,0.0654594118117827,0.779340217595903
91,1,116283,-0.0327369893386799,0.0658077568627326,0.61917161022905
93,1,127853,0.0503964622037009,0.0656534787190858,0.443230288588035
94,1,128302,0.0414881683105272,0.0654185971119535,0.526364115885935
95,1,128704,0.0346640259474827,0.0654950303428699,0.596956425197681
96,1,128911,0.0284410800092458,0.065510776088376,0.66444944204109
97,1,130267,0.0341217274099958,0.0654720180846122,0.602578584779994
98,1,130271,0.0421852380024347,0.0655364874580946,0.520193886135836
99,1,130613,0.0848726710487735,0.0660333991290496,0.199530388374636
100,1,132012,-0.041660608365589,0.0660100108177137,0.528366825779261
101,1,133231,-0.0137202540662808,0.0655745067222692,0.834388194387553
102,1,137074,-0.0361552250840901,0.0654570259983834,0.581057746542547
103,1,137304,-0.0248623786491454,0.0654947013005575,0.704463938889476
104,1,139686,-0.0366882501266405,0.0655650835463977,0.576127680337137
105,1,149562,-0.0364922484599099,0.0657151013791292,0.579034416051858
106,1,150447,-0.0512536737985915,0.0664170462604717,0.44081162892329
108,1,154084,-0.0125186192732648,0.0666750835276839,0.851176132549281
110,1,157269,0.0137829903522202,0.0654641406069916,0.833365684802751
111,1,160054,0.00282414809827325,0.0660900814161859,0.965939490543548
112,1,166222,-0.0077881717965812,0.0656001221954792,0.905563207968254
113,1,166416,0.00707174411147204,0.065467168844766,0.914041433352755
114,1,167326,0.0149913298636905,0.065835441889126,0.820004221802079
115,1,168836,0.0404836945346173,0.0654928271736971,0.536882082879595
116,1,171200,0.0215441704843841,0.0656163776709144,0.742852860495268
117,1,171431,-0.00656063109384919,0.0660351824472947,0.920916346303577
118,1,173339,-0.00632989315378352,0.0655216990782175,0.923092856017306
119,1,173845,0.00073473826429582,0.0654682391476473,0.991052013024657
120,1,175121,0.0531101587899303,0.0652772688012515,0.416417557241134
121,1,175281,0.0472395427776515,0.0653456279862358,0.470208847394897
122,1,175315,0.0501972412136761,0.0653187782014593,0.442706189130977
123,1,175523,0.0497401440492796,0.0656904734033081,0.449441381982517
124,1,175541,0.0488557558513326,0.0654238291107799,0.455706831990317
125,1,175653,0.0445224724873274,0.0656399100962432,0.498036299278179
128,1,175856,0.0016236930372055,0.0667669558038937,0.980612048971764
129,1,175876,0.0344208277475784,0.0657182674104966,0.6007717322621
130,1,175989,0.0419759275515982,0.0658935120601251,0.524520346939372
131,1,176001,0.0408416358771119,0.0662392644794423,0.53791090919621
133,1,177692,0.048294427431004,0.0653228420687792,0.460204565671491
134,1,178191,0.0418193319570114,0.0654004409886299,0.522954710108485
135,1,178224,0.048294427431004,0.0653228420687792,0.460204565671491
136,1,178960,0.0589517186435502,0.065820778917223,0.371055421630582
140,1,183802,0.102640581205589,0.0651529956236389,0.116065026046618
141,1,183954,0.0878256678147294,0.065691521071171,0.182102932432541
142,1,184450,0.0803956576314449,0.0651406098179161,0.217954446417884
144,1,184718,0.106325879508324,0.0654075476216893,0.104929229922398
145,1,185296,0.103837787844395,0.0651393598724967,0.111811549746916
146,1,185438,0.080614596662119,0.0652355312912959,0.217374426889
147,1,185469,0.0793128212340069,0.0653345999177134,0.225579043227305
148,1,185503,0.0798726343357998,0.0651629743905049,0.22111497904196
149,1,185705,0.0869060530596929,0.0658691238844036,0.18789900218267
150,1,185749,0.079863191014963,0.0658943758573187,0.226327586809262
151,1,185806,0.0899723657858266,0.0659458624757063,0.173330751045725
152,1,185879,0.0657254727760199,0.0663468421867674,0.32254261275088
153,1,185916,0.0558091423753585,0.0663423189156989,0.400788641607219
154,1,185941,0.0713019637080535,0.0665900178526097,0.285008669541026
155,1,185954,0.0768664992261992,0.0667676316889455,0.250406959619173
156,1,186055,0.0701313348624156,0.065451460050316,0.284676038987622
157,1,186896,0.095422616913283,0.0664387711291793,0.151817113450583
161,1,190132,-0.0302377141118941,0.0656212395347945,0.645231901356635
162,1,190148,-0.0330766910507208,0.0656371636458754,0.614623262591597
163,1,190165,-0.034485927996416,0.0661398576276354,0.602408728720615
164,1,190169,-0.0315055391092826,0.0660615335965165,0.633719876135778
165,1,190933,-0.00509530689462367,0.0655463602152065,0.938082160066395
166,1,192149,-0.0564721498334207,0.0660144213693476,0.392881377450075
168,1,192303,0.130129452409737,0.0784755935971409,0.0981622481164407
171,1,192795,0.0537553365067023,0.0653602423447188,0.411377726688824
