SNP,Chr,Pos,Effect,SE,MID2_TPO4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00555519042876429,0.0630464324487019,0.929837079094759
9,1,27272,-0.0622123951317592,0.0620119595503045,0.316436029274391
16,1,27843,0.0354691920448309,0.0606015883386596,0.558730143962395
17,1,27848,0.0354691920448309,0.0606015883386596,0.558730143962395
18,1,28495,0.0421319840112428,0.0605904848352389,0.487289437200674
19,1,28975,0.0262370912330157,0.0602104856085669,0.663279981978054
26,1,31435,-0.0113934011559546,0.0600640472796619,0.84966301258691
29,1,36146,-0.0303366717116444,0.0597355588644659,0.611876086850158
31,1,37409,-0.00123774680025834,0.0600804406579451,0.983575188877787
32,1,37478,-0.0154640604307365,0.0601264911493089,0.797180306981302
33,1,39144,-0.0435479719122558,0.0598128336623375,0.467052973062794
34,1,41499,0.000437764829160449,0.0596916895844116,0.994152697274715
37,1,51248,0.00633689013448963,0.0599448208461624,0.915870860899226
38,1,51462,0.00562513161969233,0.060026309985782,0.925391817158993
39,1,52124,0.00419584814892806,0.0599453537000991,0.944237630748164
40,1,52667,-0.0670099409798242,0.0597433337254598,0.262782002540063
42,1,59265,0.0147929619604417,0.0598143238902329,0.804808456861681
43,1,60165,0.0184034507662047,0.0597662758658788,0.758322025201708
44,1,62308,-0.0560935821616032,0.0596338743240046,0.347536259607398
45,1,62869,-0.059272801653278,0.0596176523228883,0.320798913284262
49,1,66841,1.5602888608357e-06,0.0597292006980685,0.99997917184539
50,1,66948,-0.0119126652910547,0.0600924210032112,0.842972140273275
51,1,68621,-0.0166472979187444,0.0599264150776833,0.781331851947302
52,1,69417,-0.0160821060990128,0.0597681730500819,0.788029361668785
56,1,74327,-0.00655988968701859,0.0601019225434574,0.91314863829725
57,1,74572,-0.0166232037991163,0.0599363935478246,0.781675703149553
58,1,75211,-0.0242973725429207,0.0598196757270445,0.68485871468073
59,1,76030,0.0505935507863164,0.0597730267166867,0.397887571159386
60,1,80108,-0.0105795315529781,0.0598168554034112,0.859715555530009
61,1,81262,-0.0494256226295247,0.0597389973607508,0.408592313499375
62,1,81999,-0.0148217193267494,0.0599377322405473,0.804831205220441
63,1,82431,-0.0124713975780272,0.0602230193930699,0.836061408315107
64,1,83284,-0.0114392896506621,0.0597853169895404,0.848369661865058
65,1,83613,0.0098101225641099,0.0597795486129535,0.86974241025578
66,1,84112,0.0204367546809882,0.0597785216658569,0.732648746044044
68,1,84858,0.01805342435438,0.0599494582739593,0.763481935986074
69,1,85751,0.0164985854425298,0.0601971934740532,0.784186788160159
70,1,87445,0.0245305251084683,0.0603167349543852,0.684478350176954
71,1,87467,0.0204715019881331,0.0606369104304559,0.735859330289907
72,1,89070,0.0211702764819431,0.0602565960578623,0.725546330277907
73,1,89616,0.0215025231295415,0.0599319971380853,0.719972649600873
74,1,89679,0.0330546353572817,0.0599246939591978,0.581569446114334
75,1,89880,0.0241325425225128,0.0599519465256639,0.687536612902858
76,1,91472,0.0147059967472413,0.06040574573996,0.807795434854096
77,1,93789,0.0294343792961973,0.0597678884196654,0.622687520537864
78,1,94351,0.031157384358677,0.0599228271262394,0.603418398464694
79,1,99148,0.0159312642222895,0.0597824040432024,0.790019368957901
82,1,106800,0.0277538975666879,0.0598508381763825,0.643135764075236
83,1,107970,0.0021764492161075,0.059691581728559,0.970934925107011
84,1,109000,0.0325697682017905,0.0597717584621365,0.586164802151086
85,1,112549,0.0384763335213014,0.0596940831936307,0.519631912127044
86,1,112742,0.0354129635753337,0.0599322743303475,0.55497693016428
87,1,113050,0.0215341684709403,0.0598500590642382,0.719210395863181
88,1,113135,0.00471939896436205,0.0597080349755313,0.937044583391703
89,1,114076,0.0124092075508808,0.0597049102530869,0.835471939011049
90,1,114628,0.026384043054118,0.05984314131706,0.659564935935226
91,1,116283,0.00723345216586468,0.0601913172971099,0.904413407659641
93,1,127853,-0.0216900114344031,0.0600693844785208,0.718253676447782
94,1,128302,-0.0456846835241519,0.0598002840739063,0.445404803426633
95,1,128704,-0.0419280743794848,0.0598676966329621,0.484172859503234
96,1,128911,-0.0498089384255521,0.0598572263023976,0.405898666193054
97,1,130267,-0.0447468602348065,0.0598401281574971,0.455094659932868
98,1,130271,-0.0476943047807582,0.0599048209728727,0.426469452744537
99,1,130613,-0.0651488944747836,0.0604194719410877,0.281646661451102
100,1,132012,-0.0379073336421252,0.0603567221855441,0.530374094968336
101,1,133231,-0.0393703235755277,0.0599252796158059,0.511615294865206
102,1,137074,-0.0371858640714576,0.0598439075823363,0.534750058734687
103,1,137304,-0.037793794296827,0.0598636526202388,0.52823254650603
104,1,139686,-0.054382440470878,0.0599062686737647,0.364607348034428
105,1,149562,-0.0641991412045523,0.0600157867138904,0.285483351426075
106,1,150447,-0.0537477782621274,0.0607124094296598,0.376605632313412
108,1,154084,-0.0692504719424554,0.0608560300696304,0.255917552299533
110,1,157269,-0.0597770072163754,0.0597764216819426,0.317990757974279
111,1,160054,-0.0808140709298988,0.0602764866491536,0.180872544112292
112,1,166222,-0.0895275588624581,0.0597932373082529,0.135212535265834
113,1,166416,-0.087765537087965,0.0596784910341933,0.142279467465878
114,1,167326,-0.0906583760961082,0.0600075063229196,0.131738130415613
115,1,168836,-0.0690400911855805,0.0598031164922971,0.249094039778516
116,1,171200,-0.0463170755145228,0.059954972845017,0.440316913630171
117,1,171431,-0.0512108965390762,0.0603186992602857,0.396453712404232
118,1,173339,-0.0887374993646173,0.0597242368333275,0.138227966069429
119,1,173845,-0.0765245452492681,0.0597223071652335,0.200915543815031
120,1,175121,-0.0399158904164457,0.0597045577424077,0.504215149635439
121,1,175281,-0.0425118435538532,0.0597502972603697,0.477249458756727
122,1,175315,-0.0476732556510271,0.0597204222134235,0.425248253540428
123,1,175523,-0.0487919931482934,0.0600568589034382,0.417092492173106
124,1,175541,-0.0452200728544647,0.0598192476047369,0.450186204807488
125,1,175653,-0.0330737012375494,0.0600312837497617,0.582022569734003
128,1,175856,-0.0442205921938744,0.061003170476556,0.468999692562792
129,1,175876,-0.0251188327976787,0.060098111173313,0.67622774058293
130,1,175989,-0.0270640639273836,0.0602672800427676,0.653658684495617
131,1,176001,-0.0423526374691402,0.0605566739548319,0.484769898981947
133,1,177692,-0.0567499031530189,0.0596979380627422,0.342448988096541
134,1,178191,-0.0436333391589626,0.0597885659968553,0.466000082644564
135,1,178224,-0.0567499031530189,0.0596979380627422,0.342448988096541
136,1,178960,-0.0845460878339308,0.0600834350210343,0.160264337078954
140,1,183802,-0.0897825156893727,0.0595905332379116,0.132792842160565
141,1,183954,-0.0795223600045144,0.0600681245434374,0.186403022557921
142,1,184450,-0.0465986257645864,0.059638270640646,0.435117788694674
144,1,184718,-0.0505258992453477,0.0599686948963191,0.400057406669798
145,1,185296,-0.0423715738093889,0.0597317437050074,0.478566620399163
146,1,185438,-0.0506965402920784,0.0597161932630981,0.396480004881452
147,1,185469,-0.0521005827795613,0.0597991329813802,0.384204442008447
148,1,185503,-0.0366353351045071,0.0596767158767147,0.539679040074622
149,1,185705,-0.0582062628994258,0.0602963544427786,0.33503722779141
150,1,185749,-0.0377287102756725,0.0603424854727706,0.532215627828184
151,1,185806,-0.0472456871581202,0.0604041880801075,0.434645390806105
152,1,185879,-0.0239155681833693,0.0607353035620626,0.693990689906684
153,1,185916,-0.0294747133237055,0.0607007428931466,0.627570349939179
154,1,185941,-0.0304200653233024,0.0609640247732279,0.618101551711276
155,1,185954,-0.0374571251625168,0.0611311251708866,0.540446699493084
156,1,186055,-0.0601055886759175,0.0598574962087318,0.315996679152325
157,1,186896,-0.0728741145167538,0.0608020781403734,0.231508366234522
161,1,190132,-0.036806403455676,0.0599869813443884,0.539892567624675
162,1,190148,-0.0381782637819265,0.0600026641000689,0.52500878577508
163,1,190165,-0.0239061937289979,0.0604850190869725,0.692903350180318
164,1,190169,-0.0346618684284519,0.0603947876703019,0.566386401649097
165,1,190933,0.010591916123074,0.0599303135923862,0.859816171773125
