SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0708377623654413,0.192085288888713,0.712510661196938
9,1,27272,0.0831437015204175,0.189185297332596,0.660580593051774
16,1,27843,-0.0530309554962575,0.184738069755635,0.774234618018075
17,1,27848,-0.0530309554962575,0.184738069755635,0.774234618018075
18,1,28495,0.00497154328446903,0.184762433050364,0.978548508804735
19,1,28975,0.0223079198228083,0.183523749402676,0.903321953361336
26,1,31435,-0.146939145334737,0.182874183360492,0.422227331895855
29,1,36146,-0.281013102106574,0.18148221168939,0.122414038119179
31,1,37409,-0.1090909180539,0.182989980715599,0.551451841087325
32,1,37478,-0.0906484230416043,0.183175931361294,0.620999176991393
33,1,39144,0.0414061173074699,0.182389978093173,0.820539841294022
34,1,41499,0.0225612200041856,0.181893382163414,0.901357836193899
37,1,51248,-0.114832498519207,0.182569308949942,0.529768757704527
38,1,51462,-0.13016518418316,0.182788044963835,0.476867071165236
39,1,52124,-0.0979550387054662,0.182597169370131,0.59198250748692
40,1,52667,-0.119838921210343,0.182267259012269,0.511294305884128
42,1,59265,-0.0636741098661431,0.182255316843359,0.727021643288395
43,1,60165,-0.0667913553996391,0.182114381657507,0.714021535904249
44,1,62308,-0.0842122332520721,0.181893535371694,0.643667279751376
45,1,62869,-0.0835627877828678,0.181871524889693,0.64618630744364
49,1,66841,-0.0853461574476177,0.181954945581938,0.63932270315807
50,1,66948,-0.102917566536589,0.183046722279198,0.574304232209937
51,1,68621,-0.287821563896702,0.181988945907831,0.114651710334336
52,1,69417,-0.22862719986235,0.181742154889572,0.209232056838593
56,1,74327,-0.167003970621684,0.182934694821054,0.361909902056557
57,1,74572,-0.124288013016731,0.182543087692427,0.496400462620801
58,1,75211,-0.208383632637217,0.181992283960053,0.252979261339113
59,1,76030,-0.00301209486357101,0.182329863550498,0.986828855425191
60,1,80108,-0.0361607854208362,0.182276662774838,0.842858784995303
61,1,81262,-0.019627430563778,0.182214915829076,0.914282309046957
62,1,81999,-0.068964928952401,0.182626027639101,0.705932984817639
63,1,82431,-0.0780571251768417,0.183480560188454,0.670786485166962
64,1,83284,-0.084986998901489,0.182135926730056,0.641064592066935
65,1,83613,-0.0250545207319734,0.18216713087455,0.890685630781271
66,1,84112,-0.101813190440116,0.18211148162112,0.576467983138612
68,1,84858,-0.0454777242593951,0.182690255561897,0.803556994796634
69,1,85751,-0.0631726573772659,0.183426446217144,0.730748154618393
70,1,87445,-0.0856099119500364,0.183788601332078,0.641641334444028
71,1,87467,-0.143815084264935,0.184648925731269,0.436585824103989
72,1,89070,-0.0821232163317055,0.183598838499825,0.654934941844041
73,1,89616,-0.0743821211908463,0.182620004778516,0.684030548149849
74,1,89679,-0.0605802636295708,0.182657586499763,0.740342626504466
75,1,89880,-0.0482075968449452,0.182714316832701,0.79205610586316
76,1,91472,-0.0052259908470344,0.184088503924894,0.97736836298238
77,1,93789,-0.0866543119156347,0.182133701159174,0.634530345635733
78,1,94351,-0.120022387509508,0.182559852318933,0.511325644263166
79,1,99148,-0.0850388622493111,0.182135858152865,0.640860916836595
82,1,106800,-0.178237895156855,0.182191027557575,0.328594821061895
83,1,107970,-0.19753567742399,0.181593241085591,0.277429085520664
84,1,109000,-0.0921611118057677,0.18215187476589,0.613202278074153
85,1,112549,-0.113409060359127,0.181911521125239,0.533404733957912
86,1,112742,-0.174049847842744,0.182485774630927,0.340851641494049
87,1,113050,-0.130384081411576,0.182281315715544,0.474902420239891
88,1,113135,-0.152304274297612,0.181768081046253,0.40265136409914
89,1,114076,0.0580841006032675,0.181922485171088,0.749703513856493
90,1,114628,0.183104762912352,0.182148518946302,0.315465147670101
91,1,116283,0.106870149833963,0.183335371800521,0.560318260973599
93,1,127853,-0.0343405048820218,0.183072951930266,0.8513150459063
94,1,128302,0.0643784901060904,0.182346638079976,0.724257536572863
95,1,128704,0.0392164446387458,0.182548441461462,0.830025782363588
96,1,128911,0.130479082935663,0.182448455909571,0.474985456788617
97,1,130267,0.13371881120247,0.182355198834531,0.463869706608282
98,1,130271,0.139707063799895,0.182559256750755,0.444622308691642
99,1,130613,0.220606762604403,0.184043879654495,0.231462714580004
100,1,132012,-0.0703298037263784,0.183988530489075,0.702505208034241
101,1,133231,-0.190359048360204,0.182439638323796,0.297473213555918
102,1,137074,-0.148603281888114,0.182289380941988,0.41550443474666
103,1,137304,-0.218058354015011,0.182154941942431,0.23206943268442
104,1,139686,-0.146687877519785,0.182597339025238,0.422318418704778
105,1,149562,-0.218804374945757,0.182810555992304,0.232152088775345
106,1,150447,-0.197563618064473,0.184914278356853,0.286067256551655
108,1,154084,-0.158375550615428,0.185593896101892,0.39404688992485
110,1,157269,-0.293062663051,0.181745245846881,0.107748659944984
111,1,160054,-0.217991740310716,0.183780558528555,0.236359891161701
112,1,166222,-0.237688980003689,0.182346124398029,0.193252095622705
113,1,166416,-0.199163856600606,0.182105100881177,0.274843144553993
114,1,167326,-0.249592978191456,0.182968310056997,0.1733950355592
115,1,168836,-0.205688768419982,0.182252066140034,0.259835147622383
116,1,171200,-0.252606675271281,0.182359048195565,0.166861127841663
117,1,171431,-0.324049658539893,0.183185419345408,0.0777622116588627
118,1,173339,-0.251856889841384,0.182071901009083,0.167452453089773
119,1,173845,-0.275986324423055,0.181820961591564,0.129934260240461
120,1,175121,-0.304112839314192,0.181330699570948,0.094404780985986
121,1,175281,-0.310724947587503,0.181454322914772,0.0876985538032579
122,1,175315,-0.3170241083181,0.18136584836299,0.0813366736182139
123,1,175523,-0.296795737088072,0.182498721537146,0.104780437102261
124,1,175541,-0.314757498583153,0.181662689272245,0.0840316384951525
125,1,175653,-0.315767705483048,0.182237459569179,0.0840176327170936
128,1,175856,-0.336821960336655,0.185166284094256,0.0697548476693527
129,1,175876,-0.310839902080126,0.182432476482452,0.089286768985373
130,1,175989,-0.306768428028767,0.182976727389559,0.0945171189807186
131,1,176001,-0.310388369613877,0.183920527895309,0.0923670717527563
133,1,177692,-0.318737939919499,0.181357338692933,0.0796971283778687
134,1,178191,-0.321048033195434,0.181527454204825,0.0778255360010496
135,1,178224,-0.318737939919499,0.181357338692933,0.0796971283778687
136,1,178960,-0.314850988516585,0.182837515136374,0.0859407458635857
140,1,183802,-0.416930597269765,0.180815382084759,0.0216988154148731
141,1,183954,-0.394606455671019,0.182292349184993,0.0310811822106977
142,1,184450,-0.318724823067369,0.181098840131867,0.0792824460097552
144,1,184718,-0.401660826941072,0.181671575015206,0.0276821110166885
145,1,185296,-0.340537414337012,0.181245057378234,0.0610848999794271
146,1,185438,-0.302947754229991,0.181442625237872,0.0958728568455956
147,1,185469,-0.30187531729228,0.181711606102958,0.0975434347421059
148,1,185503,-0.303649825710993,0.181229548082888,0.0947219778897892
149,1,185705,-0.337002675334971,0.183105841538814,0.066536978823611
150,1,185749,-0.36775948583613,0.182938086349599,0.0451602533616566
151,1,185806,-0.390541282330179,0.18305152707901,0.0335723868430847
152,1,185879,-0.37209163242165,0.184055744385398,0.0439692504968289
153,1,185916,-0.29866759268329,0.184349858995373,0.106100964783349
154,1,185941,-0.319093315895383,0.185062319521475,0.0855385430973434
155,1,185954,-0.33799727762871,0.185512509500195,0.0693063781967935
156,1,186055,-0.302531197777576,0.181951811037953,0.0972601936426753
157,1,186896,-0.335515475770962,0.184796783534551,0.0702813859522482
161,1,190132,0.152601566440101,0.18271418140935,0.404174074748758
162,1,190148,0.180043374626051,0.182698638853085,0.325069977541329
163,1,190165,0.162558400738896,0.184152467508436,0.37797851980167
164,1,190169,0.188915599485519,0.183850961535872,0.304866296815311
165,1,190933,0.0454387952212049,0.182616552477968,0.803644109253369
166,1,192149,0.129078848018503,0.183997497389957,0.483437654954858
168,1,192303,0.141921565492039,0.219375506770596,0.518094826376054
171,1,192795,0.217474608230726,0.181918952550428,0.23271459001715
173,1,194187,0.0751294192199772,0.182394016042277,0.680657404028583
174,1,194867,-0.0433703935056607,0.182323947417422,0.812115696814618
190,2,8314,0.349702642480955,0.184489311502806,0.0588405641663916
194,2,8498,0.311697766993146,0.184409539926298,0.0918634087675397
195,2,8651,0.307265360031794,0.184604651350325,0.0969097056809071
197,2,9812,0.295608233031022,0.185763710809602,0.112434210559258
198,2,9932,0.293029947741425,0.185037916028414,0.114175426091269
199,2,10135,0.323672446893735,0.184178970572234,0.0797198668153503
200,2,11616,0.330246400854368,0.18394867086298,0.0734582472245375
201,2,12133,0.381266717906263,0.184407991830858,0.0394137362938196
202,2,12194,0.394540945246956,0.185050888192252,0.0336912292217803
203,2,12359,0.351664738200167,0.184748325726468,0.057791053341505
204,2,13061,0.340683509427941,0.184792874765152,0.0660799751648363
205,2,14298,0.33881115567949,0.18539116289283,0.0684615298971299
206,2,15222,0.334059629559164,0.187240202846112,0.0752624483818122
207,2,17986,0.363510368112756,0.183770888021901,0.0486988378832723
208,2,19770,0.312668086621305,0.185318450259729,0.0924495308376806
209,2,19836,0.299977590353026,0.184864784427691,0.105549136030772
