SNP,Chr,Pos,Effect,SE,FMP45_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0638185253631105,0.135944596615782,0.639041345444928
9,1,27272,0.0542669413566864,0.133913663521779,0.685547855551494
16,1,27843,0.0676146755545812,0.130726100801149,0.605323738637081
17,1,27848,0.0676146755545812,0.130726100801149,0.605323738637081
18,1,28495,0.0678319500444126,0.130727900239537,0.604170316463894
19,1,28975,0.0599345409571594,0.129864396217771,0.644712460537255
26,1,31435,0.026533603243004,0.129551696431961,0.83783789023265
29,1,36146,-0.0801822340935657,0.128820658887965,0.534059011637994
31,1,37409,-0.051362059540263,0.12955939021791,0.69202264614118
32,1,37478,-0.0457337943913322,0.129676783454946,0.724542384244651
33,1,39144,-0.104664479300466,0.128987536308416,0.417665013894677
34,1,41499,-0.0968734789836187,0.128646374548039,0.451938923945413
37,1,51248,-0.258701272194032,0.128562421399175,0.0449515250629041
38,1,51462,-0.243177129539963,0.12882444488874,0.0598912645630118
39,1,52124,-0.284323349919441,0.128409039444679,0.0274534414479486
40,1,52667,-0.342782520877963,0.127794702810722,0.00765576670333058
42,1,59265,-0.0778791153589943,0.128958736718017,0.546293201872848
43,1,60165,-0.117638979978225,0.128775709093187,0.361593469387256
44,1,62308,-0.143492010214668,0.128559389512172,0.265115635130284
45,1,62869,-0.171111958662459,0.128447401426225,0.183668370125108
49,1,66841,-0.10477966766667,0.128709793868076,0.416149715214737
50,1,66948,-0.10150501005818,0.129508567839755,0.433700287347323
51,1,68621,-0.287003459080925,0.128364334806892,0.0259861050582742
52,1,69417,-0.157180761448604,0.12865612671154,0.222631710550691
56,1,74327,-0.140298182722048,0.129421427504703,0.279086291933224
57,1,74572,-0.157551320285419,0.129019313735232,0.222846002867499
58,1,75211,-0.100210317743968,0.128945588420842,0.437589596371598
59,1,76030,-0.042246512033825,0.129036261071154,0.743559203136492
60,1,80108,-0.278922612292125,0.128168432492171,0.030201409591788
61,1,81262,-0.25902604715917,0.12823760516772,0.0441496994931766
62,1,81999,-0.303984320047876,0.128275200600894,0.0183356797037816
63,1,82431,-0.338253681989148,0.128649967291893,0.00893140374000616
