SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0883419270795986,0.169272881407169,0.602073807507836
9,1,27272,0.122906409497304,0.166666767959838,0.461345914722667
16,1,27843,-0.0359145857157217,0.162837447094427,0.825566579131942
17,1,27848,-0.0359145857157217,0.162837447094427,0.825566579131942
18,1,28495,-0.0237780357919232,0.162846385559555,0.883992791076932
19,1,28975,0.0156143261427614,0.161760600675938,0.923156511283064
26,1,31435,-0.100491311710903,0.161245465175123,0.53354275984917
29,1,36146,-0.212041277177101,0.160104965926173,0.186230660961623
31,1,37409,-0.151154485509634,0.161169384410843,0.348957058044237
32,1,37478,-0.134526548333713,0.161349983507266,0.404982196858474
33,1,39144,0.0281491463211252,0.160764788755645,0.861105200259182
34,1,41499,0.104210171153086,0.160229853257137,0.51587033931267
37,1,51248,0.0478569838399336,0.160988096289188,0.766434990106279
38,1,51462,0.043651529193764,0.161209833356048,0.786722646771291
39,1,52124,0.0645605818457004,0.160971574083409,0.688612560860156
40,1,52667,0.00469892236475195,0.160750013865719,0.976696684306972
42,1,59265,0.0182343201619003,0.160666182387766,0.909705053088949
43,1,60165,0.014423772305826,0.160545865660206,0.928463672125103
44,1,62308,0.157448574617559,0.160152033200161,0.326221996478183
45,1,62869,0.150789062696627,0.16015001960837,0.347067567395192
49,1,66841,0.117758567165786,0.160304082207954,0.463073917284357
50,1,66948,0.127924781155,0.161267450897805,0.428167284330798
51,1,68621,-0.147596666760085,0.160782052477728,0.359249747069218
52,1,69417,-0.0558606001194895,0.160520169027306,0.728049566757341
56,1,74327,0.00963464272760611,0.161429565912228,0.952441678013658
57,1,74572,-0.00545795861018367,0.161000339196314,0.972975820206181
58,1,75211,-0.0745569804565386,0.160658110722252,0.642881993207333
59,1,76030,0.112901016996474,0.1605947266518,0.482507779468478
60,1,80108,-0.0569869922010587,0.160640481501022,0.722989748715871
61,1,81262,0.0260976069494547,0.16060236624327,0.871006467541135
62,1,81999,-0.0427303196867965,0.160984536975142,0.790832239696974
63,1,82431,-0.086020463776691,0.161697930689065,0.595072782434768
64,1,83284,-0.0903981172617725,0.160513518000673,0.573669372135729
65,1,83613,-0.111603679498868,0.160458006174137,0.487179580247118
66,1,84112,-0.148558671871285,0.160390831266119,0.354959675746806
68,1,84858,-0.133289925926535,0.160882494886587,0.40795149812959
69,1,85751,-0.171831325252064,0.161441904008497,0.287895901528615
70,1,87445,-0.203851532038603,0.161678922240541,0.208198572151291
71,1,87467,-0.246892564566629,0.162359958495398,0.129243049976072
72,1,89070,-0.184984604072019,0.161571679743686,0.253023199084959
73,1,89616,-0.210373779166221,0.16061076960441,0.191103072371398
74,1,89679,-0.20571844488758,0.160648286770578,0.201191909518823
75,1,89880,-0.172249677264488,0.160800649126026,0.284811284257006
