SNP,Chr,Pos,Effect,SE,SSH1_ERV25_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0346716101732685,0.168693530776369,0.837276400990819
9,1,27272,0.126550638904662,0.166033510170972,0.446449983190049
16,1,27843,0.0472140810220912,0.162218972029148,0.771182839079564
17,1,27848,0.0472140810220912,0.162218972029148,0.771182839079564
18,1,28495,0.0590625773981452,0.162210604099478,0.715993522175783
19,1,28975,0.0457635113210559,0.161138165200755,0.776575593338831
26,1,31435,-0.0118778053965828,0.160728349776827,0.941131910669611
29,1,36146,-0.094547473376039,0.159821598696346,0.554509633267264
31,1,37409,-0.00319878760224973,0.160765274546312,0.984136576855748
32,1,37478,-0.0235148217519336,0.160898697393957,0.883888962728249
33,1,39144,-0.0127086773315219,0.160167892814634,0.936802400988123
34,1,41499,-0.0788653468651846,0.159669881220251,0.621664567696069
37,1,51248,-0.261658752452717,0.15979919508532,0.102433365103525
38,1,51462,-0.248211493740228,0.160078207847645,0.121902272849355
39,1,52124,-0.179278170207339,0.160120846281806,0.263627198090269
40,1,52667,-0.29802129769126,0.159360363437407,0.0622960946873506
42,1,59265,0.0126292163600467,0.160065638107401,0.9371566834739
43,1,60165,0.0430684724839862,0.159929664840356,0.787858989827972
44,1,62308,-0.0145324244860172,0.159768313879577,0.927576470296198
45,1,62869,-0.0342924224001588,0.159739692476699,0.830143194518767
49,1,66841,-0.0755939543710863,0.159774756815033,0.636414095717863
50,1,66948,-0.129278533175647,0.16065899572362,0.421547943825824
51,1,68621,-0.337365604164768,0.159362232194064,0.0349611879556601
52,1,69417,-0.208801049107541,0.159559536268938,0.191518157966441
56,1,74327,-0.101191106839936,0.160735255258961,0.529395357957324
57,1,74572,-0.0824861648420834,0.160337199536063,0.60725632127853
58,1,75211,-0.0599047334891646,0.160073154131319,0.708455309557436
59,1,76030,-0.00713928989038848,0.160104454107061,0.964458170656171
60,1,80108,-0.101392654214981,0.159976051928876,0.526622492210371
61,1,81262,-0.0780930852404106,0.159952541162998,0.625692473941424
62,1,81999,-0.140521129573325,0.160222826217113,0.381063750705871
63,1,82431,-0.149240402632086,0.160960696075582,0.354463789517152
64,1,83284,-0.125209863620476,0.159844999351156,0.433964155466901
65,1,83613,-0.101314523734843,0.159875317915612,0.526680746667225
66,1,84112,-0.133025493634524,0.15982711388516,0.405797445849208
68,1,84858,-0.0116269083567429,0.160434191887636,0.942267720742505
69,1,85751,-0.118733688695471,0.160970814673361,0.461241472700089
70,1,87445,-0.101397935002781,0.161345124667756,0.530113195563419
71,1,87467,-0.175537158278469,0.162011310909517,0.279331790078207
72,1,89070,-0.144230025300029,0.161082003044156,0.371192725354499
73,1,89616,-0.0604539786628428,0.160365018127857,0.706416956587432
74,1,89679,-0.103486516808887,0.160323017897365,0.519030599694043
75,1,89880,-0.0864233932394024,0.160392307157057,0.590347210488421
76,1,91472,-0.0359201272039112,0.16163799323523,0.824266649604006
77,1,93789,-0.0236952933096695,0.159978890697889,0.882336482033344
78,1,94351,-0.0901027079589148,0.160333205765465,0.574492012706809
79,1,99148,-0.0345033161204903,0.159973321418081,0.829360442992185
82,1,106800,-0.026523157288499,0.160193441447863,0.868590486744109
83,1,107970,0.0227114292353158,0.159720472770135,0.887007218203141
84,1,109000,0.0297211784306869,0.159998716586476,0.852740564891407
85,1,112549,-0.0900035626408522,0.159753601383828,0.573527116229351
86,1,112742,-0.0429362841033289,0.16043181281738,0.78914083229847
87,1,113050,0.0111895536575807,0.160177061424327,0.944346713577771
88,1,113135,-0.028359485708539,0.159763055922126,0.859209890666385
89,1,114076,0.0790181174900956,0.159714822101375,0.621087874134066
90,1,114628,0.108063816979816,0.160071076023701,0.500054838951891
91,1,116283,0.114337438770613,0.1609502428207,0.477931388158582
93,1,127853,0.134608222215034,0.16060564378877,0.402525481402356
94,1,128302,0.155284363698334,0.159934428301463,0.332250337056425
95,1,128704,0.118027475479268,0.160184122569966,0.461718914593289
96,1,128911,0.184192782914316,0.160024981024949,0.250500930282734
97,1,130267,0.101011754408134,0.160158789006863,0.528646411618674
98,1,130271,0.10139156666568,0.16034841149386,0.527586890939811
99,1,130613,0.172798569607707,0.16167710944315,0.285895479457774
100,1,132012,-0.120665382056511,0.161467086585091,0.455376141854662
101,1,133231,-0.152010814247429,0.160243967981565,0.343462304511183
102,1,137074,-0.131547152938509,0.160066842366034,0.411730445050712
103,1,137304,-0.169696906122026,0.160020892565788,0.289657141320261
104,1,139686,-0.081604767069154,0.160427429577281,0.611300676050492
105,1,149562,-0.134655627970285,0.160692591208759,0.402614367225737
106,1,150447,-0.0984273433573302,0.162552157954972,0.545227700091142
108,1,154084,-0.10351385019146,0.163045957171963,0.525921022789086
110,1,157269,-0.183551196413387,0.159879966391371,0.251722751587422
111,1,160054,-0.127562753156295,0.161557389549009,0.430302151781243
112,1,166222,-0.115150006495437,0.160386959957702,0.473262262630831
113,1,166416,-0.0990981182013109,0.160091304458199,0.536309035845871
114,1,167326,-0.155623004522002,0.160875296374641,0.334030487909793
115,1,168836,-0.122851849499478,0.160191603416524,0.443650193352568
116,1,171200,-0.231177369851611,0.160092952690033,0.149620377809682
117,1,171431,-0.317641266894019,0.160680543242587,0.0488364782956725
118,1,173339,-0.272003946179821,0.159656013264755,0.0893195694996082
119,1,173845,-0.256894692215549,0.159593519152053,0.108361326086052
120,1,175121,-0.300515449700194,0.159058387093679,0.0596655453748496
121,1,175281,-0.28450457297968,0.159278267794956,0.0749232967673378
122,1,175315,-0.29357768068331,0.159181010560681,0.0659770483422167
123,1,175523,-0.270099552469977,0.160208635227975,0.0926940966799276
124,1,175541,-0.289854754394697,0.159451281219272,0.0699382071411911
125,1,175653,-0.325812143842099,0.159764405369989,0.0421615471446036
128,1,175856,-0.312370742133645,0.162507524379356,0.0553861240883921
129,1,175876,-0.28712304409233,0.160124747109011,0.073809533576437
130,1,175989,-0.292472476280485,0.160558414575784,0.0693625896739452
131,1,176001,-0.297912862854428,0.161374687133795,0.0657155945667047
133,1,177692,-0.298460402974035,0.159155285831959,0.0615797973837249
134,1,178191,-0.319269022923648,0.159200563438886,0.045677648846663
135,1,178224,-0.298460402974035,0.159155285831959,0.0615797973837249
136,1,178960,-0.30912079182385,0.160381854595931,0.0547313218934396
140,1,183802,-0.196944321894333,0.159622420682521,0.218093190122925
141,1,183954,-0.200166674562321,0.160778238226559,0.213962705730427
142,1,184450,-0.145625538478767,0.159531856731224,0.361954719362789
144,1,184718,-0.192315756091577,0.160301047306018,0.231054191265391
145,1,185296,-0.14204003508573,0.159767325583642,0.374585356582036
146,1,185438,-0.130328637659067,0.159803161599862,0.415303308296663
147,1,185469,-0.145456742079687,0.159997293216441,0.363907055834736
148,1,185503,-0.138735331755933,0.159599457774331,0.385289057029861
149,1,185705,-0.148507925387795,0.161362361208752,0.358024618064119
150,1,185749,-0.156125960843902,0.161341988833113,0.333871221560032
151,1,185806,-0.196633816800899,0.16143266628208,0.224016695219479
152,1,185879,-0.202027177975768,0.162197223709599,0.213750262077271
153,1,185916,-0.0913326734436736,0.162406594058554,0.574220568386672
154,1,185941,-0.111232158762347,0.163079686028963,0.49564043806452
155,1,185954,-0.136284401355819,0.163502867083669,0.405110020017343
156,1,186055,-0.130607176836446,0.160246586982116,0.415599675342543
157,1,186896,-0.153397860247606,0.162822383040977,0.346776644042158
161,1,190132,0.139890680935788,0.160428071150557,0.383809898623447
162,1,190148,0.160219411838598,0.160422701919958,0.318608269996785
163,1,190165,0.12441325058436,0.161748170564341,0.442301565450975
164,1,190169,0.158987418181174,0.16146019493438,0.325453284663636
165,1,190933,0.047439102089269,0.160350770008746,0.767521799052376
166,1,192149,0.244337634865032,0.1611579240153,0.130379438049704
168,1,192303,0.275581545027903,0.19219008639322,0.152485722315367
171,1,192795,0.177371744917855,0.159788411464653,0.267736790743491
173,1,194187,0.0267640569903628,0.160193327944167,0.867407896006251
174,1,194867,-0.0904380714725078,0.160040107310529,0.572367221923513
190,2,8314,0.225660840535867,0.16237984582682,0.165492876786482
194,2,8498,0.112820191807817,0.162474049451171,0.487895037476252
195,2,8651,0.0904475525782895,0.162665985927466,0.578540992372855
197,2,9812,0.121073489042204,0.163577273430494,0.459694402118543
198,2,9932,0.0809256915246428,0.1630020509269,0.619871583832408
199,2,10135,0.0709191944995458,0.162390628583947,0.66258161268413
200,2,11616,0.14273756932492,0.162084134139116,0.379112543435028
201,2,12133,0.125778944865981,0.162769534860029,0.440191848039131
202,2,12194,0.14252977479154,0.163361046533476,0.383537872613742
203,2,12359,0.103097342750998,0.162966592481162,0.527385712023815
204,2,13061,0.129863768557655,0.162900376385974,0.425872232755613
205,2,14298,0.101225687646529,0.163472551885946,0.536169999046213
206,2,15222,0.146971391576606,0.164970912467843,0.373593507952452
207,2,17986,0.11494814867895,0.162146700489416,0.478845444014228
208,2,19770,0.158676795305716,0.163165525270167,0.331472877656082
209,2,19836,0.156234417578491,0.162722745279579,0.337648728595125
210,2,19851,0.155714727692186,0.163201823364986,0.340673928078943
211,2,21595,0.102556061148812,0.162645635112434,0.528743371654454
212,2,22385,0.0907031420074791,0.162819637056723,0.577827571357454
213,2,23441,0.104362919933754,0.164379454894583,0.525911253252807
214,2,24209,0.147424682749696,0.162930153298864,0.366170652293365
215,2,24341,0.143411771281446,0.163326548592594,0.380504210090828
216,2,26815,0.204769790564715,0.162944796868914,0.209699746504064
217,2,28209,0.209651945182903,0.162982288548019,0.199164653785345
221,2,41245,-0.032957912980857,0.162727750591932,0.839615909310158
222,2,43214,-0.151720599355657,0.165178353548326,0.358970771937699
223,2,47104,0.0424176977333866,0.160749511443996,0.792030598023444
224,2,50915,0.131827123968791,0.162193234037578,0.416893053112954
225,2,55834,0.0704417862959478,0.161551261538202,0.663078848787378
226,2,56422,0.138861846508672,0.161714855850569,0.391097954703113
227,2,57715,0.13764654381109,0.161183611118846,0.393698769687069
228,2,59046,0.0934222749518193,0.162089994568242,0.564738822805307
229,2,59191,0.10267842456577,0.161145094056724,0.52442065080898
230,2,59383,0.11385373726916,0.16117029006699,0.480393670803004
231,2,59477,0.0781199802750196,0.163658093739999,0.633417930371346
233,2,60471,0.0373074953720042,0.161489188401114,0.817431840073452
234,2,60478,0.0477910714470302,0.161665678814508,0.767696644211656
235,2,60786,0.0493714963532302,0.161398443365541,0.759862462699229
236,2,61035,0.0770238985653106,0.161356121779776,0.63340588099232
237,2,61071,0.0688303663374259,0.160634210706485,0.668554785167038
238,2,61675,0.0189634323494594,0.16113539261002,0.906383134959751
240,2,62939,0.0863811928521991,0.160794302615588,0.591457219610664
241,2,63527,0.117043051092772,0.161343617131703,0.4686706111467
242,2,63857,0.109935342369573,0.161395364091911,0.496219678821458
243,2,65527,-0.00862956206316345,0.160968295044795,0.95727595933988
247,2,67976,0.0657638377321577,0.163249931082111,0.687308728816625
250,2,72389,0.173527452609791,0.162017444009073,0.284882375727462
251,2,72392,0.0735941771809741,0.163336989900307,0.652578619643346
252,2,73646,0.183929113344411,0.1597345607524,0.250319364464667
253,2,74564,0.256214265195489,0.159136808843891,0.108286198782578
254,2,74739,0.320551025088403,0.159334367459129,0.04499904339013
257,2,80873,0.390577973072099,0.159276626939411,0.0146821921272461
258,2,81501,0.415593157377655,0.159070167609722,0.00936857383987292
259,2,83526,0.411622677745312,0.158847920908037,0.0099581350312984
260,2,83845,0.478522882252855,0.158470372647469,0.00271503632307836
263,2,84447,0.460543058255508,0.160694470826707,0.00440673365040236
264,2,87391,0.478287754259575,0.157754519872434,0.0026102723027465
265,2,87562,0.494512499231444,0.158022708062202,0.00189766879690576
266,2,87849,0.486652333053964,0.158076445583594,0.00224267019867874
267,2,87878,0.473350070927147,0.158887801609206,0.00309060045891026
269,2,89785,0.418512790765962,0.15934130233212,0.00900215819765192
272,2,93721,0.372084645101168,0.159177681738227,0.0199692200857096
273,2,93952,0.320029911557407,0.159036515091019,0.0449470110629066
274,2,95085,0.445266342945227,0.158406320489973,0.00521577952206986
276,2,107124,0.447071663741945,0.158472488999629,0.00505608673584248
277,2,111645,0.595745151648424,0.15718532232546,0.000177043959673998
278,2,111916,0.539780635183743,0.158141110322169,0.000716402708440992
279,2,111931,0.56035004087732,0.158188406313597,0.000449913940916602
280,2,111999,0.592893632223763,0.157262445564711,0.000191243213704955
281,2,114528,0.521826021666631,0.158911450005361,0.00112683161402573
282,2,116024,0.601444064495258,0.15850364013225,0.000174034206458693
286,2,120090,0.313870104077229,0.160196557575885,0.0508665864490918
287,2,120291,0.350896425509186,0.161833040282998,0.0308062903808153
288,2,120726,0.308304090561191,0.161132536855585,0.0565109968163461
289,2,121716,0.385133490004486,0.160478087706382,0.0169164045606747
290,2,123100,0.266034284341007,0.161385173301654,0.100151445471335
291,2,124677,0.209991742989854,0.161395444055725,0.194072557718692
293,2,127887,0.205606517563088,0.162523179402154,0.206673391957594
294,2,128935,0.175729071032243,0.162468203595953,0.280159173956883
295,2,129053,0.23292198347852,0.162761125273125,0.153295848321775
296,2,130040,0.222618245065808,0.163800879781072,0.174989393180497
297,2,130976,0.166965501737311,0.162648600678711,0.305339425015309
298,2,132199,0.212446006017269,0.1632550481535,0.193999837077967
299,2,133355,0.18732782682009,0.16445118902973,0.255430109391358
300,2,133435,0.207161025625138,0.164740605546917,0.20940454698221
302,2,135183,0.216747003538842,0.164797333747907,0.18928505884334
303,2,135402,0.241456347982799,0.164674962549529,0.14346763408045
304,2,135898,0.308461905856006,0.165238041572138,0.0627621262220382
305,2,135912,0.290224352185462,0.165454796505724,0.0802810074953
306,2,135925,0.302449311552909,0.164636426787902,0.0670394604199909
307,2,136002,0.263148886965944,0.164703334386272,0.111001271760817
308,2,136173,0.251144729366994,0.165929690972241,0.131031983396282
310,2,138318,0.316741683972404,0.170028361342431,0.0633101827684918
311,2,138695,0.290801394866707,0.167218822901915,0.0828982570292487
312,2,138818,0.282370263806344,0.166950543806812,0.0916543200704551
313,2,139728,0.280372701537809,0.166658367180788,0.0933910961983901
314,2,140174,0.257343968269955,0.166763576609699,0.123686339115491
315,2,140863,0.217549995273793,0.166856168052399,0.193145410667455
316,2,141152,0.25261159301339,0.167188842496084,0.13169946007472
317,2,141292,0.246042015021846,0.166006880795692,0.139200663643313
318,2,141545,0.265133635648999,0.166737681452903,0.112701944929508
