SNP,Chr,Pos,Effect,SE,ERG11_HYR1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0326668666329366,0.0837862190300967,0.696857807906685
9,1,27272,-0.0328080425659953,0.0825272355059587,0.691208098949619
16,1,27843,0.0120706259280675,0.0805900857181907,0.881025265426221
17,1,27848,0.0120706259280675,0.0805900857181907,0.881025265426221
18,1,28495,0.0347763022648842,0.0805726936731377,0.666285471753199
19,1,28975,-0.00639361738097122,0.0800545037033225,0.936389243773271
26,1,31435,0.0350226331138592,0.0798213598645529,0.66110192962426
29,1,36146,-0.0400228931647155,0.0794028486913423,0.614541678331452
31,1,37409,0.00979523086781608,0.0798591906174898,0.9024490899268
32,1,37478,-0.00104226349793535,0.0799295247367876,0.989603421355302
33,1,39144,-0.00760565603352526,0.0795637753339288,0.923898905119419
34,1,41499,0.00445538197259236,0.0793437556675267,0.955251771463375
37,1,51248,0.0356688747527674,0.0796592162316093,0.654595059993603
38,1,51462,0.028675040260741,0.079775286539211,0.719475148881094
39,1,52124,0.0347470346074443,0.079660370435498,0.662965727951863
40,1,52667,-0.0746248187197791,0.0794549211884066,0.348265380746856
42,1,59265,0.00342204110378955,0.0795137926557641,0.965696312150094
43,1,60165,0.0580272043594644,0.0793938658775008,0.465338701428963
44,1,62308,0.0314034506628466,0.0793489311744955,0.692518217461514
45,1,62869,0.0539912875588737,0.0793045171744885,0.496438208539262
49,1,66841,0.0796198960716264,0.0792807873094279,0.315932871626184
50,1,66948,0.0712905230544631,0.0797910456926711,0.372216810415165
51,1,68621,0.0177090039215586,0.0796592389596396,0.824201538093494
52,1,69417,-0.0101951900874717,0.0794520621043038,0.897969792464967
56,1,74327,0.0281350659997536,0.0798767111272244,0.724875106992609
57,1,74572,0.00618071194102343,0.0796773730537488,0.938212677457619
58,1,75211,0.0159843989898285,0.0795282557116759,0.840822004404305
59,1,76030,0.0725118614578816,0.0794391097391059,0.361971764962306
60,1,80108,-0.0300658396673856,0.079497896942635,0.705511827322935
61,1,81262,-0.051116475772908,0.0794373648533808,0.520329515552201
62,1,81999,-0.100870707204531,0.0794969679757412,0.205326209370697
63,1,82431,-0.0895777834820845,0.0799131277048159,0.263075596533092
64,1,83284,-0.0941068727771008,0.0793146792247509,0.236222799306851
65,1,83613,-0.0352808184993588,0.0794417297029235,0.657235616401223
66,1,84112,-0.0333027901196938,0.0794529080308558,0.675360498083316
68,1,84858,0.0326690259806563,0.0796780032696084,0.682045046854512
69,1,85751,-0.0288236105986973,0.0800098426033137,0.718875033698064
70,1,87445,-0.00738353199143024,0.0801927524883045,0.926692816286661
71,1,87467,-0.0375685072328097,0.080588730290586,0.641377276753203
72,1,89070,0.00994208185549134,0.0801072505563638,0.901299106930773
73,1,89616,0.01611434089218,0.0796734358542638,0.839833987640528
74,1,89679,0.0444162853256692,0.0796530682724763,0.577456116811267
75,1,89880,0.0486552398838185,0.0796662541179986,0.541765812941587
76,1,91472,0.0811631398837291,0.0801837088442461,0.312128637898567
77,1,93789,0.070685111225892,0.0793835775675479,0.373844252352894
78,1,94351,0.0455365900422956,0.0796449667199182,0.567858803164331
79,1,99148,0.0619687350966011,0.0794042058950523,0.435665917453707
82,1,106800,0.0803683257238105,0.0794648296727556,0.312532212206088
83,1,107970,0.0722860813879821,0.0792507748285414,0.362328932053775
84,1,109000,0.0487883701170956,0.0794415119881175,0.539517078994246
85,1,112549,0.0449527886010609,0.0793579054594858,0.571443564116947
86,1,112742,0.093692724799166,0.0795471286914113,0.23965918075902
87,1,113050,0.087397183865376,0.0794331131312009,0.271968006053574
88,1,113135,0.0719157776865439,0.0792741784236702,0.36493161150757
89,1,114076,0.0792208308008613,0.0792544491705312,0.318200524314977
90,1,114628,0.0915003385755718,0.0794181355551435,0.250045656117388
91,1,116283,0.125147939163277,0.0797321120211773,0.117402887498025
93,1,127853,0.0555990840535548,0.0798060462878484,0.486463088306825
94,1,128302,0.0485413705280396,0.0795121710651697,0.541930228975712
95,1,128704,0.044992477754578,0.0795973101795824,0.572261960580729
96,1,128911,0.0407077099553721,0.0796126611016909,0.609445231379546
97,1,130267,0.00662766146861632,0.0796036050492785,0.933693343001745
98,1,130271,0.0136428619309608,0.0796955586323161,0.864174632570754
99,1,130613,0.0615591711748714,0.0803768955298749,0.444258664456042
100,1,132012,-0.0239805262276767,0.0802627509572857,0.765287316918618
101,1,133231,-0.0279751867074026,0.0796893746711607,0.725758076633236
102,1,137074,-0.0110152754504687,0.079587769999574,0.889999957786405
103,1,137304,0.00114450720121381,0.0796175703099616,0.988538878989692
104,1,139686,-0.0439315253246038,0.0796879259882083,0.581780496873566
105,1,149562,-0.0358890439379256,0.0798812612387576,0.653505479963121
106,1,150447,-0.0363716079541775,0.0807672171781471,0.652751568109639
108,1,154084,-0.0252796833056584,0.0810288436131657,0.755237058734243
110,1,157269,-0.0387765963194389,0.0795424292721507,0.626209661137769
111,1,160054,-0.0101578819243,0.0803233526315573,0.899437929789078
112,1,166222,0.00834660312608726,0.0797298288888366,0.91668436458758
113,1,166416,0.00167131165105272,0.0795691504352611,0.983253919149634
114,1,167326,-0.0205917092887336,0.0800138497393356,0.79705714569869
115,1,168836,-0.0189191278456425,0.0796357722153572,0.812351885935526
116,1,171200,0.0577803186044594,0.0797020985477357,0.468960797391642
117,1,171431,0.0300253037520776,0.0802434512965181,0.708496827167883
118,1,173339,0.0192992520062064,0.0796285880865379,0.808637428613537
119,1,173845,0.0113525144986634,0.0795669059082332,0.88662522534124
120,1,175121,0.038889047703449,0.0793844564814768,0.62452142846906
121,1,175281,0.0230034559311233,0.0794695035016909,0.77239726584286
122,1,175315,0.0268298505355271,0.0794410814155416,0.735765381694329
