SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0389722898835703,0.150816985216311,0.796242773084334
9,1,27272,0.0252441609730663,0.148560030081468,0.865165943590409
16,1,27843,0.0113579066372703,0.145049719146755,0.937630967254314
17,1,27848,0.0113579066372703,0.145049719146755,0.937630967254314
18,1,28495,0.0224092815348843,0.145048423728267,0.877307608393267
19,1,28975,-0.0228769308681483,0.144078584061788,0.87393227760173
26,1,31435,-0.0894327148302016,0.143623125028705,0.533890157283853
29,1,36146,-0.177998081394899,0.142646737134856,0.212922466379901
31,1,37409,-0.106625807987974,0.143621884344345,0.458334850958313
32,1,37478,-0.128602402372698,0.143694592096157,0.371412756459773
33,1,39144,-0.0914455467669378,0.143118328796241,0.523269413388612
34,1,41499,-0.108122124247675,0.142687857042282,0.449104522114066
37,1,51248,-0.148846196419968,0.14319271053608,0.299292237192006
38,1,51462,-0.145875675318025,0.143396122962993,0.309711436286795
39,1,52124,-0.124047817543477,0.143259635818262,0.387135805866202
40,1,52667,-0.183647972928472,0.142847830002986,0.199418588202507
42,1,59265,-0.0413612450230786,0.143092695551842,0.772711180820196
43,1,60165,-0.0295286025817827,0.142992848637125,0.836516256157994
44,1,62308,-0.0884820606403239,0.14276656147808,0.535810770149826
45,1,62869,-0.0698616965076561,0.142777863812476,0.624930797859901
49,1,66841,-0.00105551294337711,0.142893575888678,0.994110486982266
50,1,66948,-0.0189456426251929,0.143767005525936,0.895233236467925
51,1,68621,-0.248968404517217,0.142767411852863,0.0820515324109269
52,1,69417,-0.209044865845954,0.142567982025994,0.143461707637812
56,1,74327,-0.041962624602069,0.14377034989339,0.770555491655642
57,1,74572,-0.034516490001999,0.143393120250563,0.809917833807006
58,1,75211,-0.026240525986627,0.143136660257276,0.854648283163251
59,1,76030,0.0363956712505129,0.143130365695622,0.799424707009107
60,1,80108,-0.0182239348668898,0.143106341643028,0.89873953568007
61,1,81262,0.00184954670322864,0.143055492581988,0.989691840739413
62,1,81999,-0.072837005065998,0.143352478158019,0.611702467917448
63,1,82431,-0.0947285283092646,0.143995487120624,0.511058387581743
64,1,83284,-0.0472053877857556,0.143013185600029,0.741537449312181
65,1,83613,-0.0217397808496051,0.143014811541622,0.879265341824538
66,1,84112,-0.0506366096771146,0.143009860547874,0.723492016271717
68,1,84858,0.0598799116965598,0.143403531858977,0.676521005850732
69,1,85751,-0.0143823258350191,0.144026480580508,0.920513033351944
70,1,87445,0.000956514202974601,0.144332972105496,0.994716092961211
71,1,87467,-0.047780618301594,0.14506628140693,0.742070667532489
72,1,89070,0.000905511383826635,0.144180498809068,0.994992545455625
73,1,89616,0.0350030965644636,0.143392786091981,0.807290231831676
74,1,89679,0.0241495014169944,0.1434172882246,0.86637584945316
75,1,89880,0.0605893124110933,0.143423137615888,0.672952728558552
76,1,91472,0.0645550570582205,0.144483407321901,0.655294106934823
77,1,93789,0.0536549488038518,0.143006742726422,0.70774320029909
78,1,94351,0.020669113316536,0.143407477824966,0.885481198766054
79,1,99148,0.0856273473112344,0.142962628678671,0.549590952165171
82,1,106800,0.0581010633067375,0.143194804268971,0.685173297200085
83,1,107970,0.107047684600545,0.14269015196545,0.45362752193175
84,1,109000,0.0739727494871186,0.143001336789276,0.605279722342843
85,1,112549,-0.0566030336905658,0.14286182475631,0.6921907872379
86,1,112742,-0.00303311325496708,0.143450209597118,0.983142720910046
87,1,113050,0.0442487307749775,0.143189609248197,0.757487144317002
88,1,113135,0.0144197834196766,0.142842153168758,0.919648196431938
89,1,114076,0.0723213820794534,0.142792341573727,0.612836320422044
90,1,114628,0.0867196637811792,0.14313118394095,0.544986862683762
91,1,116283,0.073486436474848,0.143948952832507,0.610017882664149
93,1,127853,0.0886119025418027,0.143656565521891,0.537743456770557
94,1,128302,0.11908342058237,0.143041507400273,0.405684255701632
95,1,128704,0.122351027640591,0.14317636962998,0.393381198660807
96,1,128911,0.187105282809604,0.142993893094735,0.191560342842942
97,1,130267,0.124530906115502,0.14311890667167,0.384825041408555
98,1,130271,0.124617125781522,0.143288921810478,0.385060108958974
99,1,130613,0.184646023778025,0.144448878354767,0.20199078303952
100,1,132012,-0.0806815915359176,0.144411662487185,0.576726393453471
101,1,133231,-0.119510218362278,0.143309203509273,0.404882905526949
102,1,137074,-0.0800979024650961,0.143182831800635,0.576236715956655
103,1,137304,-0.138272397175498,0.143106962892576,0.3345970300995
104,1,139686,-0.0904217070271421,0.143403653575943,0.528749474774596
105,1,149562,-0.0836009370782273,0.143742870671761,0.561206955022733
106,1,150447,-0.0511251975694409,0.145381457643544,0.725301253818505
108,1,154084,-0.0727555254586661,0.145804739124055,0.618095220289772
110,1,157269,-0.142497641594145,0.143007999476145,0.319723185200101
111,1,160054,-0.152588699363948,0.144341277337707,0.291171354675354
112,1,166222,-0.127019604189027,0.143340963579822,0.376147450572062
113,1,166416,-0.131107046282219,0.143038863892267,0.359986749089909
114,1,167326,-0.151465728895124,0.143796962051869,0.292909990505089
115,1,168836,-0.147750459274996,0.143124370536733,0.302627964125499
116,1,171200,-0.21738043067206,0.14308790355733,0.129605015509452
117,1,171431,-0.253366576801851,0.143820289418869,0.0789874988730439
118,1,173339,-0.248867278745854,0.142714404723922,0.0820621666764335
119,1,173845,-0.248363666023849,0.142597570601791,0.0824302100915844
120,1,175121,-0.270798469915304,0.142196434410875,0.05767119234788
121,1,175281,-0.238917301702352,0.142480179873402,0.0944578916620952
122,1,175315,-0.260729227804569,0.14232655304701,0.067807479328569
123,1,175523,-0.242478133706372,0.143231463599381,0.0913546689447733
124,1,175541,-0.250528702513767,0.142602734655052,0.0798138301676003
125,1,175653,-0.278595698325039,0.142910799210408,0.0520347593849137
128,1,175856,-0.221666625614919,0.145572644837004,0.128723641291375
129,1,175876,-0.210554560141823,0.143374412641565,0.142841500523051
130,1,175989,-0.239420143726873,0.143657970017098,0.096481274643957
131,1,176001,-0.238840831778278,0.144415117637742,0.0990470756011429
133,1,177692,-0.217884467417971,0.142530483077059,0.127237661043697
134,1,178191,-0.223540722717941,0.142648150207444,0.117992505258991
135,1,178224,-0.217884467417971,0.142530483077059,0.127237661043697
136,1,178960,-0.259701126950947,0.143479338820498,0.0711422547475534
140,1,183802,-0.22854328040228,0.142501259952834,0.109652824094971
141,1,183954,-0.213345358927648,0.143612494333901,0.138287332143657
142,1,184450,-0.151357113204085,0.142571960015684,0.289134414446153
144,1,184718,-0.210446651602849,0.143173246933302,0.142486541730893
145,1,185296,-0.170268616719776,0.142714036536775,0.233641085670464
146,1,185438,-0.183170374582391,0.142675539233479,0.200045357264371
147,1,185469,-0.188962693184187,0.142861039723986,0.186790491274826
148,1,185503,-0.163001537569889,0.142580510765764,0.253720100380495
149,1,185705,-0.218826994551791,0.143970353487156,0.129419998977168
150,1,185749,-0.209313332474632,0.144010421301851,0.146984602336525
151,1,185806,-0.215575788996825,0.144177726513757,0.135753406115605
152,1,185879,-0.24558911150232,0.144743429493533,0.0906310747906279
153,1,185916,-0.127069875978368,0.145108827608731,0.381795820025628
154,1,185941,-0.131071863474986,0.145732272139082,0.369051807800122
155,1,185954,-0.171912185402766,0.146038881833943,0.239921864994975
156,1,186055,-0.172059024608058,0.143112183538701,0.230066039739274
157,1,186896,-0.142529840999559,0.145558414736348,0.328155016618914
161,1,190132,0.041789579051197,0.143569567987788,0.771164552080665
162,1,190148,0.0656430337183896,0.143587601051152,0.647834626906674
163,1,190165,0.0395450486164798,0.144718484041469,0.784817005837855
164,1,190169,0.0716022926941824,0.144503057835536,0.620550524705372
165,1,190933,-0.0259494081583849,0.143374411852743,0.856478893210774
166,1,192149,0.106830596138618,0.144441429915204,0.460027098642008
168,1,192303,0.268545180273209,0.171735485289174,0.118780757659557
171,1,192795,0.117870956750626,0.142972050804413,0.410249966457754
173,1,194187,0.0155045385517339,0.143225814575033,0.913856981690093
174,1,194867,-0.0866982741010712,0.143075851967062,0.544930604626852
190,2,8314,0.214011120958035,0.145127681694076,0.141200567023532
194,2,8498,0.159007569034872,0.145114230986924,0.273939268960747
195,2,8651,0.154829077762242,0.145263351187542,0.287219490785522
197,2,9812,0.13796940380959,0.146177087085529,0.345891288308615
198,2,9932,0.104477206412221,0.145678475619172,0.473739357035799
199,2,10135,0.0888869230604679,0.145149185798344,0.540678519622428
200,2,11616,0.130431538212236,0.144905922900263,0.368674366868434
201,2,12133,0.125914741971722,0.145494580724537,0.387392973905434
202,2,12194,0.163574052758345,0.145952622745179,0.26316301778862
203,2,12359,0.109798842590335,0.145667388077942,0.451493374611993
204,2,13061,0.134494154948252,0.14559797246802,0.356254528277249
205,2,14298,0.101367290291376,0.146134148717679,0.48835216888586
206,2,15222,0.148690584332436,0.147447466843737,0.313938367902022
207,2,17986,0.156785313625013,0.144831915893996,0.279754712149751
208,2,19770,0.121066590261149,0.145932945864538,0.407323233443712
209,2,19836,0.117210520582833,0.145540176916277,0.421160897818796
210,2,19851,0.125602696608816,0.145947304330695,0.390040836808605
211,2,21595,0.107328968785477,0.145384722387182,0.460858492523378
212,2,22385,0.129525979066052,0.145471319679717,0.373863784600875
213,2,23441,0.133199676409403,0.146878066573003,0.365092860564189
214,2,24209,0.16780755669131,0.145564496441567,0.249770247929847
215,2,24341,0.186298958266129,0.145846518385185,0.202313576140537
216,2,26815,0.222637778598161,0.14552637039587,0.126942212260987
