SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0415756565323366,0.0599340149972145,0.48833253516385
9,1,27272,-0.026373388834311,0.0590574858481629,0.655458323002896
16,1,27843,0.0922327821856815,0.0574671561560841,0.109395700233554
17,1,27848,0.0922327821856815,0.0574671561560841,0.109395700233554
18,1,28495,0.120889769619546,0.057317363906591,0.0356371672519621
19,1,28975,0.109153189334844,0.0569965211882382,0.0562895100554002
26,1,31435,0.107027966766371,0.0568553862212112,0.0605959192919771
29,1,36146,0.102606429236434,0.0565824731899176,0.0706198731082325
31,1,37409,0.12913289294889,0.0567379939940166,0.0234474745659433
32,1,37478,0.124202167484032,0.0568186316211796,0.0294763498059709
33,1,39144,0.0332740943764534,0.0569133231423749,0.559159861531426
34,1,41499,0.0168505129160562,0.0567758465104499,0.766801265812695
37,1,51248,0.0475658830280849,0.056968398109965,0.404309406241183
38,1,51462,0.0528859921502572,0.0570325292655764,0.354406844241252
39,1,52124,0.0519494487701057,0.0569575508472311,0.362352697740944
40,1,52667,-0.0214877372470802,0.0569217463242157,0.70603182211649
42,1,59265,0.0141959590179202,0.0568994966090685,0.80312548066329
43,1,60165,0.0172045630630232,0.0568541383556279,0.762366234295748
44,1,62308,0.02426915705163,0.0567842869577888,0.669354327177412
45,1,62869,0.0236164960786029,0.0567779310263898,0.677703008595538
49,1,66841,0.0614775562831159,0.0567243114921532,0.279195146931453
50,1,66948,0.0726727717840407,0.0570363058473397,0.203448684663873
51,1,68621,0.0588007865281948,0.0569264790208245,0.302346111129308
52,1,69417,0.0615986466341665,0.0567669144555077,0.278611099940018
56,1,74327,-0.0189906069514319,0.0571651972474402,0.739931077184242
57,1,74572,-0.0256086896506449,0.0570056241538424,0.653540756365404
58,1,75211,-0.0280217672482004,0.0568984269567771,0.622680881346114
59,1,76030,-0.036749250874016,0.0568843529251983,0.518676805318645
60,1,80108,-0.0690209079667806,0.0567858096767459,0.225002779375097
61,1,81262,-0.0683335902989544,0.0567666077097254,0.229487461124656
62,1,81999,-0.0469895856123283,0.0569670428600782,0.410010598721081
63,1,82431,-0.0109744591276253,0.0572888657202624,0.848194227329161
64,1,83284,-0.0706646809593188,0.0567504436691943,0.213890472999543
65,1,83613,-0.0527909600713835,0.0567992167240884,0.353300826426542
66,1,84112,-0.0502020982722144,0.056812139726861,0.377486107471633
68,1,84858,-0.0202848761121141,0.0570252384364047,0.722264601811487
69,1,85751,-0.0613320344853459,0.0571767785401068,0.284150242609239
70,1,87445,-0.0647319606940192,0.0572874434723862,0.259264390842985
71,1,87467,-0.0843150181593122,0.0575165929918641,0.143558872585519
72,1,89070,-0.0511186077144657,0.0572657278718418,0.372649419443363
73,1,89616,-0.0536664233029436,0.0569503301892766,0.346664404830921
74,1,89679,-0.053252345865141,0.0569586610551871,0.350463621485367
75,1,89880,-0.0470798013293859,0.0569885234916921,0.4092896262426
76,1,91472,-0.0552686735637195,0.057391670623809,0.336202409037491
77,1,93789,-0.0416248581887216,0.0568317731882468,0.464396870530023
78,1,94351,-0.0486015847178746,0.0569659216369715,0.39414386403794
79,1,99148,-0.0435145431121993,0.0568277632341201,0.444350543464053
82,1,106800,-0.0344825835200948,0.0569220769748549,0.545046329938262
83,1,107970,-0.0108896969501558,0.0567799715808064,0.848018823006918
84,1,109000,-0.079301230544657,0.0567261911795583,0.163001357941974
85,1,112549,0.0266377426909103,0.0568009170098196,0.639382881135621
86,1,112742,0.041084305695392,0.0569980436851132,0.4715083918846
87,1,113050,0.0753151498518788,0.056802746059455,0.185727884129868
88,1,113135,0.0236922023026173,0.0567849771939653,0.676766306190495
89,1,114076,-0.00632077521347926,0.0567979805873589,0.911453430535596
90,1,114628,-0.00790166995065232,0.0569411152175974,0.889711706201353
91,1,116283,0.0338098252753583,0.0572310935526825,0.55505945957425
93,1,127853,0.0121401420519961,0.0571491143292897,0.831894799090747
94,1,128302,0.0124813280821277,0.0569293587525664,0.826587957388105
95,1,128704,0.0182269281586369,0.056981649776102,0.749253352216
96,1,128911,0.00647118607054342,0.0569951741583759,0.909667637009968
97,1,130267,-0.070395139689744,0.0568458557420712,0.216408721790717
98,1,130271,-0.0687257270414696,0.0569193970472707,0.228078090040005
99,1,130613,-0.0772774450446145,0.0574227022515359,0.179242115996396
100,1,132012,-0.0778413961432386,0.0572980284177063,0.175161383041622
101,1,133231,-0.0430795373213382,0.0569938704761954,0.450235642898914
102,1,137074,-0.0596993773726235,0.0568701537300237,0.294551748721624
103,1,137304,-0.0623264189589955,0.0568820006583532,0.273950829383847
104,1,139686,-0.0804310121054137,0.0568926961202647,0.158321938032649
105,1,149562,-0.0656560662673049,0.0570768108325675,0.250794585221451
106,1,150447,-0.0753378125683688,0.0576787691753572,0.192347950253539
108,1,154084,-0.0658617765242701,0.0578905733652774,0.256019755447116
110,1,157269,-0.0587711360434311,0.0568580352061109,0.302008846502653
111,1,160054,-0.059840328390973,0.0573967304638132,0.297859197821333
112,1,166222,-0.0576614883149021,0.0569772622595341,0.312227022328269
113,1,166416,-0.0515106884329674,0.0568779783982717,0.365746785633765
114,1,167326,-0.0689398252647834,0.0571499311753246,0.228510598396833
115,1,168836,-0.0482586341673193,0.0569383093224334,0.397257338142419
116,1,171200,-0.0462275494027038,0.0570285185358417,0.418139227820816
117,1,171431,-0.0410345865251265,0.0573963954238348,0.475122890661613
118,1,173339,-0.0518330208566955,0.0569244467938636,0.363149548113625
119,1,173845,-0.0557067385155257,0.0568667737030862,0.32795407553487
120,1,175121,-0.0448746647175579,0.0567809005859521,0.429875789231275
121,1,175281,-0.0538900531947283,0.0568070515009878,0.343447246024751
122,1,175315,-0.0501882511307957,0.0567987322404068,0.377505091791195
123,1,175523,-0.0523352020784247,0.057115802301329,0.360135185704059
124,1,175541,-0.052184795945086,0.0568825373091765,0.359552472184576
125,1,175653,-0.0600566624932743,0.0570410248033196,0.293121708797913
128,1,175856,-0.057342985968632,0.057993417425727,0.323445904925755
129,1,175876,-0.0453219452943466,0.0571327846687068,0.428151145434142
130,1,175989,-0.0490827194892977,0.0572873064856217,0.392146761541282
131,1,176001,-0.0602109068015912,0.0575565082545506,0.296222282161781
133,1,177692,-0.0397819427621712,0.0568220755682517,0.484317123980373
134,1,178191,-0.0364083900081972,0.0568849738487446,0.522564854710957
135,1,178224,-0.0397819427621712,0.0568220755682517,0.484317123980373
136,1,178960,-0.0483612031991185,0.0572578286215848,0.398894163266293
140,1,183802,-0.0555639225496016,0.0567917234075344,0.328556127459512
141,1,183954,-0.0530148405630123,0.0572131532045315,0.354757052051321
142,1,184450,-0.0620052050027629,0.0566851600542742,0.274765522095321
144,1,184718,-0.0516352549713859,0.0570375905432663,0.365932063030294
145,1,185296,-0.0356404769731842,0.0568298613649011,0.53097060153693
146,1,185438,-0.0631349391515623,0.0567648222314906,0.266800683341382
147,1,185469,-0.0626845538369891,0.056848444112378,0.270925653409417
148,1,185503,-0.0730332786416023,0.0566658070925349,0.19829697081822
149,1,185705,-0.0818510023674648,0.0572683207887876,0.153815449868789
150,1,185749,-0.0717082221533256,0.05730683028003,0.211652482984911
151,1,185806,-0.0497931861791057,0.0574493772173865,0.386677876888591
152,1,185879,-0.0759517225370326,0.0576468045412913,0.188513604901277
153,1,185916,-0.0588049946628026,0.0576772294476757,0.308638722444208
154,1,185941,-0.0707941741415407,0.0578912137972358,0.222189721274711
155,1,185954,-0.073501376984728,0.058051465902269,0.206297297288321
156,1,186055,-0.0771407852921129,0.0568739086087565,0.175855489120425
157,1,186896,-0.0564311708277097,0.0578788930155516,0.330234337873526
161,1,190132,0.0245193225220309,0.0570793318019659,0.667773677956565
162,1,190148,0.022684790685389,0.0570987038492977,0.691393129754
163,1,190165,0.0329223971311689,0.0575236432135808,0.567464029772895
164,1,190169,0.0305787962171152,0.0574555125079952,0.594910574744034
165,1,190933,0.00749449202947244,0.0570110481317354,0.895488819191357
166,1,192149,-0.079157455594125,0.0573239425392664,0.168189626128471
168,1,192303,0.0524828682056455,0.0684661190656601,0.443860004013815
171,1,192795,-0.093415966450236,0.0566868814033744,0.100256951497234
173,1,194187,-0.0643665451547713,0.0568485229805154,0.258299299986011
174,1,194867,-0.0105820121220741,0.0569178769907936,0.852616483556433
190,2,8314,-0.0587916414278056,0.0577997791184228,0.309773801905012
194,2,8498,-0.0421844393332302,0.0577560213819336,0.465636083852671
195,2,8651,-0.046032757907126,0.0578018616811937,0.42634131898781
197,2,9812,-0.0505476959215835,0.0581353004293682,0.385173435738501
198,2,9932,-0.0482798403158518,0.0579111623195371,0.405020590120689
199,2,10135,-0.0510944718218693,0.0576820779771476,0.376331243757685
200,2,11616,-0.0592285789702238,0.0575986537749512,0.304513757797363
201,2,12133,-0.0478492999560258,0.0578581558034362,0.408789811380047
202,2,12194,-0.0556680423207165,0.0580625787885018,0.338336172090037
203,2,12359,-0.0594179693909018,0.0578818154224172,0.305340263351097
204,2,13061,-0.0744928967265112,0.0578281186163015,0.198527822763802
205,2,14298,-0.05734806316533,0.05806656880014,0.32401222320992
206,2,15222,-0.0675585612961125,0.0586035416152709,0.249769727736145
207,2,17986,-0.054148136279806,0.0576128167666897,0.347930674932417
208,2,19770,-0.054682721513265,0.0580107205212882,0.346514184238483
209,2,19836,-0.0411321862023151,0.0578827232614357,0.477793620590899
210,2,19851,-0.039004884917418,0.0580565969120893,0.502123467456475
211,2,21595,-0.0373553829722466,0.0578195904913452,0.51865514216958
212,2,22385,-0.0183973933429898,0.0579002282034762,0.750867748440996
213,2,23441,-0.015784643686638,0.0584649104587611,0.787329626040031
214,2,24209,-0.019419409803485,0.0579802782722154,0.737875846132613
215,2,24341,-0.0119517470546957,0.0581231725507218,0.837200097930041
216,2,26815,-0.033510430552486,0.058029594522529,0.563989191339188
217,2,28209,-0.0583788285216049,0.0579933538515008,0.314794018548579
221,2,41245,-0.0685206681496862,0.0577387008264208,0.236129317975007
222,2,43214,-0.0454035816518074,0.0587420483624107,0.440080132173784
223,2,47104,-0.0755108173851479,0.0570112808101043,0.186197529158542
224,2,50915,-0.0409218614242426,0.0576731957840086,0.478453298998654
225,2,55834,-0.0719749998070596,0.057319750629902,0.210064189721811
226,2,56422,-0.0681114605841558,0.0574360330655171,0.236472674511593
227,2,57715,-0.0538018290626815,0.0572890919920209,0.348306825718183
228,2,59046,-0.0664147316576166,0.0575423111602011,0.249203278135641
229,2,59191,-0.069728226211913,0.0572004274883248,0.223652148571973
230,2,59383,-0.0644833059166953,0.0572343931655397,0.260654486812489
231,2,59477,-0.0781153417692183,0.058051221983997,0.179286218653987
233,2,60471,-0.0549111856708538,0.0573399942378289,0.338898725806692
234,2,60478,-0.0543166085387581,0.0574071984632055,0.344712290175498
235,2,60786,-0.0506380851557384,0.0573221067615812,0.377623900492372
236,2,61035,-0.0628313833142978,0.0572837628880486,0.273457022531547
237,2,61071,-0.0575739438633948,0.0570387351802863,0.313482246210541
238,2,61675,-0.0516957554606906,0.0572193205804588,0.366894324147769
