SNP,Chr,Pos,Effect,SE,ADE17_PGM2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0146059727906487,0.0677769054984048,0.829501399439808
9,1,27272,0.0615944695225867,0.0666829031910087,0.356277606053183
16,1,27843,-0.0369966803420822,0.0651540450356046,0.570508686891842
17,1,27848,-0.0369966803420822,0.0651540450356046,0.570508686891842
18,1,28495,-0.0660018997511047,0.0650901222834237,0.311273477418962
19,1,28975,-0.0790620697088774,0.0646122412368011,0.221904512893845
26,1,31435,-0.0460104850677542,0.0645311256706226,0.476318803138312
29,1,36146,-0.0926344326628388,0.0640551144666909,0.149017473107737
31,1,37409,-0.0784385060122147,0.0644568867074688,0.224449794459621
32,1,37478,-0.10981914845913,0.0643826904389922,0.0889389812850808
33,1,39144,-0.116690889973219,0.0640520575180176,0.0693294381772238
34,1,41499,-0.0603013197079678,0.0640936625929442,0.347434721217695
37,1,51248,-0.0417176405920916,0.0644088640210876,0.517599829022045
38,1,51462,-0.0387819616240435,0.0645014964239029,0.548054875672475
39,1,52124,-0.017394938034724,0.0644404747735484,0.787365626123817
40,1,52667,0.0220837419631305,0.0643331034823002,0.731598318630396
42,1,59265,0.0481937772672852,0.0642602046386227,0.453767155383819
43,1,60165,0.0413478226750425,0.0642250884548417,0.520126102843219
44,1,62308,-0.0338318294721115,0.0641668461055439,0.598352705044444
45,1,62869,-0.0037417521187199,0.0641837357981791,0.953544635643672
49,1,66841,0.0751354472310805,0.0640896490539473,0.241847462149496
50,1,66948,0.0505339785613613,0.0645523753483655,0.434247772905237
51,1,68621,0.0538249856408429,0.0643696404989463,0.403615989928869
52,1,69417,0.0383071024730725,0.0642304299350278,0.551289529676585
56,1,74327,-0.0870071470773331,0.0644499353510728,0.177882290538425
57,1,74572,-0.0665597975472368,0.0643466192769525,0.301659822088674
58,1,75211,-0.0382176544366614,0.0642944203764614,0.552614451197884
59,1,76030,-0.00742462496332403,0.0643253758334889,0.908175514169334
60,1,80108,-0.119488330031811,0.0639961526358482,0.0627138786136431
61,1,81262,-0.144933421235589,0.0638225728693391,0.0237560604343645
62,1,81999,-0.11459692171641,0.0641547749763591,0.0749158010917947
63,1,82431,-0.119552756816895,0.0644357020917468,0.0643753005364128
64,1,83284,-0.130360494166426,0.0639023828700172,0.0420948436015865
65,1,83613,-0.089127162172904,0.0640955692932681,0.165242356183844
66,1,84112,-0.0800285094437393,0.0641366708089769,0.212938406434766
68,1,84858,-0.0576340947622039,0.0643863371386928,0.371327937911477
69,1,85751,-0.0906308530602139,0.0645443092692213,0.161148949663014
70,1,87445,-0.0881588076160241,0.064691190634332,0.17382570165452
71,1,87467,-0.0930932746395198,0.0650121458589531,0.153046783143438
72,1,89070,-0.103426360257075,0.0645583463832346,0.110036717795693
73,1,89616,-0.0683186986878562,0.0643413968625,0.289045299917097
74,1,89679,-0.0755002212245825,0.0643268322382689,0.241307619730098
75,1,89880,-0.0820739800687318,0.0643203877589793,0.202788059683878
76,1,91472,-0.0826771587756681,0.0647978458206586,0.202821117993735
77,1,93789,-0.0843751744659191,0.0641208870643551,0.189069369481245
78,1,94351,-0.0850069799561467,0.0642881107472745,0.186930535307503
79,1,99148,-0.0815552514893046,0.0641312223873092,0.20431927550041
82,1,106800,-0.0316032302663421,0.0643426777998296,0.623611031781384
83,1,107970,-0.0274771407633992,0.0641573049821932,0.668710170852434
84,1,109000,-0.0475447736796898,0.0642372425621379,0.459704934171573
85,1,112549,-0.075638440526457,0.0640879729482046,0.23870411171893
86,1,112742,-0.076358130954201,0.0643362347736402,0.236080791206857
87,1,113050,-0.0734660302584122,0.0642371256814793,0.253535768418215
88,1,113135,-0.0697607633343694,0.0640846339675889,0.277085125274608
89,1,114076,-0.0579762109237926,0.0641178967376275,0.366499337755708
90,1,114628,-0.0507922027489269,0.0642976947696521,0.430085120435618
91,1,116283,-0.0366578266633638,0.0646830151646583,0.571257571404383
93,1,127853,0.0259898897294408,0.0645771335571622,0.687587110133908
94,1,128302,0.037926890069479,0.0643121671234873,0.555748158313801
95,1,128704,0.0317016152629608,0.0643857845385364,0.622764031745883
96,1,128911,0.0450401012403225,0.0643703952670926,0.484574187184831
97,1,130267,-0.0161800101359263,0.0643787247842714,0.801708761776006
98,1,130271,-0.015819292490897,0.0644554012108597,0.806266086580238
99,1,130613,-0.0182110609251852,0.065056063732483,0.779696148822474
100,1,132012,0.0298925172403366,0.0649056835848745,0.645402813586551
101,1,133231,-0.0302846999858891,0.0644443177337008,0.638690973985745
102,1,137074,-0.00342222711671929,0.0643725335716292,0.95763223058061
103,1,137304,-0.0124519631267145,0.0643917556540613,0.846773989825548
104,1,139686,0.0169996391227658,0.064473442928432,0.792188942631665
105,1,149562,0.044736556758787,0.0645830128957427,0.488954219859063
106,1,150447,0.0413273927694237,0.0653067167279937,0.527260944973965
108,1,154084,0.0464507519482083,0.0654989844715734,0.478679177713297
110,1,157269,0.0395999100400879,0.0643215021434514,0.538518405031864
111,1,160054,-0.0126731164457031,0.0649639581231843,0.845443183661449
