SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.000245729431154418,0.0561164711814026,0.996508613581113
9,1,27272,-0.0704049467223877,0.0551465611706742,0.202551672799035
16,1,27843,-0.0127994936425291,0.0539616343308221,0.812642194358839
17,1,27848,-0.0127994936425291,0.0539616343308221,0.812642194358839
18,1,28495,0.00201394945455657,0.0539667017818238,0.970252251736924
19,1,28975,-0.00205326982155168,0.0536059596220914,0.969467739926401
26,1,31435,-0.00278682157828591,0.0534638373179438,0.958458293007036
29,1,36146,-0.0479972026040139,0.0531269750964058,0.366906835393965
31,1,37409,-0.0150893591994527,0.0534699107236749,0.777953383588879
32,1,37478,-0.0118332984219884,0.0535182061046091,0.825136254331571
33,1,39144,-0.0928316689471531,0.0530480740240327,0.0809951885360325
34,1,41499,-0.0741836110370032,0.0529829800536646,0.162349564003451
37,1,51248,-0.0391478685938204,0.0533153429978512,0.463271509109283
38,1,51462,-0.0440815174229356,0.0533768539879822,0.40944440549995
39,1,52124,-0.0593811069764637,0.0532623536798352,0.265660500192897
40,1,52667,-0.0907006612117362,0.0530513412438012,0.0882043908609021
42,1,59265,-0.0400717128747902,0.053200924507587,0.451823015512879
43,1,60165,-0.00579593736464077,0.0532025300462119,0.913311178435039
44,1,62308,-0.0414493148943007,0.0530991027306886,0.435559204811991
45,1,62869,-0.0437555638250672,0.0530871794563254,0.410370594503713
49,1,66841,-0.0448950625162284,0.0531095530202447,0.398499590290628
50,1,66948,-0.0418320760290903,0.0534431913927069,0.434305107211948
51,1,68621,-0.0651031875052177,0.0532319863959448,0.222142218612956
52,1,69417,-0.0804602608814085,0.0530307914204228,0.13010195461906
56,1,74327,-0.118687154294381,0.0531216465568257,0.0260920535429002
57,1,74572,-0.103604376206705,0.0530677815060564,0.0516924466589909
58,1,75211,-0.0969264616409904,0.0530057946886549,0.0683030194317919
59,1,76030,-0.0716654670914122,0.0531194772115036,0.178157601908951
60,1,80108,-0.165916143202278,0.0525062257131427,0.00171440712447156
61,1,81262,-0.17522708605198,0.0524000238139225,0.000914317458957849
62,1,81999,-0.170953764114548,0.0525719134477888,0.00125724991129072
63,1,82431,-0.152156284008796,0.0529908083122139,0.00433363315659629
64,1,83284,-0.135186989651538,0.0527273112220808,0.0107640105190859
