SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0557796328926845,0.058581364388422,0.341660416471512
9,1,27272,-0.0766675225864137,0.0576313740007279,0.184275345370806
16,1,27843,-0.000999953812570113,0.0564086394749119,0.985866686460104
17,1,27848,-0.000999953812570113,0.0564086394749119,0.985866686460104
18,1,28495,0.0290348023793126,0.0563884059504534,0.606940051116503
19,1,28975,-0.0154090127008418,0.0560265097605283,0.78345352146233
26,1,31435,0.00952489991201949,0.0558817559460578,0.864755947851977
29,1,36146,-0.00896502473466895,0.0555938460534069,0.871981428971076
31,1,37409,0.028865472005534,0.055875375027996,0.605755735135268
32,1,37478,0.016860300116552,0.0559373460236929,0.763276284077007
33,1,39144,-0.0240851652780429,0.0556744981568251,0.665564635080857
34,1,41499,-0.00976012562160409,0.0555323552562149,0.860586684330227
37,1,51248,-0.0184390154012627,0.0557625311213237,0.741089684654996
38,1,51462,-0.0244834732868589,0.0558315873629651,0.661274960305889
39,1,52124,-0.0171033404935759,0.0557637369763639,0.759244343798935
40,1,52667,-0.045189460216756,0.0556298151850982,0.417152938905237
42,1,59265,0.00308296450354617,0.0556534538559999,0.955854525581019
43,1,60165,-0.0026486593955776,0.0556114613830562,0.962039697880402
44,1,62308,0.0462890511207057,0.0554958183641756,0.40478882032354
45,1,62869,0.0328589562313307,0.0555159615931969,0.554307787792272
49,1,66841,0.0649839921169039,0.0554619359849238,0.242113230133624
50,1,66948,0.0592648797195345,0.0558216658224588,0.28910570245124
51,1,68621,0.0631850376028242,0.055657745372495,0.257043949938416
52,1,69417,0.0189305906175063,0.0556025116861728,0.733710500433642
56,1,74327,-0.073364379446277,0.0557808834566576,0.189288170293071
57,1,74572,-0.0753795730756026,0.0556240158943802,0.176232353346409
58,1,75211,-0.0882132463141431,0.0554685038923889,0.112655496600817
59,1,76030,-0.0529180385685419,0.0555955586047917,0.341829745684869
60,1,80108,-0.106948101877137,0.0553618269084106,0.0541839922325863
61,1,81262,-0.12534354237419,0.0552311987957525,0.023844741134094
62,1,81999,-0.107682594278102,0.0554732289473595,0.053034078582671
63,1,82431,-0.0917663709041502,0.0558192324429262,0.10106812541961
64,1,83284,-0.135681909835363,0.0551539980321179,0.014370074277884
65,1,83613,-0.095127754511017,0.0553877065550965,0.0867669637115055
66,1,84112,-0.0941754833874028,0.0553984708995468,0.0900182889749269
68,1,84858,-0.0525758310687392,0.0557115281951185,0.345960511057037
69,1,85751,-0.0829341983792904,0.0558368333300877,0.138358024572619
70,1,87445,-0.105436645815047,0.0558482034463421,0.0598573395613827
71,1,87467,-0.0958142800464963,0.0561923500902802,0.0890532124461262
72,1,89070,-0.0890240902507404,0.0558695825396446,0.111959449124712
73,1,89616,-0.079020464214366,0.055609699160648,0.156204304485041
74,1,89679,-0.0641199921099177,0.055671073940272,0.250197133451989
75,1,89880,-0.075861002550781,0.0556434118579642,0.17364361556891
76,1,91472,-0.0671248520079195,0.0560901607572015,0.232214402474165
77,1,93789,-0.0634014909936739,0.0555223188833689,0.254265416873114
78,1,94351,-0.0597499557456665,0.0556804235406034,0.283964965087095
79,1,99148,-0.0771567069982658,0.0554729737497282,0.165135422273509
82,1,106800,-0.0588940200493692,0.0556115305201321,0.290312349958162
83,1,107970,-0.0628650380321875,0.0554338960793721,0.25754139305996
84,1,109000,-0.0647419312645069,0.0555258356508781,0.24441031243249
85,1,112549,-0.0395079627291979,0.0555298796443497,0.47726158662044
86,1,112742,-0.0327506165642353,0.0557589386575173,0.55733689278883
87,1,113050,-0.0326014347336818,0.0556652924893663,0.558472223780988
88,1,113135,-0.0635847448790859,0.0554472943116483,0.252257475939261
89,1,114076,-0.0114065649317595,0.0555471617413929,0.837417675302914
90,1,114628,-0.0251348466166001,0.0556749419738889,0.65193738377591
91,1,116283,0.00818598964402462,0.0559990651103025,0.883862082265065
93,1,127853,0.0546553639878098,0.0558207449841649,0.328189853493336
94,1,128302,0.0373521725083814,0.0556462839946482,0.502504801842324
95,1,128704,0.059688006208347,0.0556466028014573,0.28417157781837
96,1,128911,0.0553752700590547,0.0556654100467063,0.320520893474102
97,1,130267,0.000555128495879798,0.0557169507534146,0.99205614217395
98,1,130271,0.0104474030202527,0.0557803157786994,0.851536543175817
99,1,130613,-0.006391428956221,0.0563033496400723,0.909684632304408
100,1,132012,0.0742167941331229,0.056045832689003,0.186288045668948
101,1,133231,0.0459228491991697,0.0557326074345114,0.410504282948943
102,1,137074,0.0311734473445363,0.0556821250747409,0.575939161887617
103,1,137304,0.0661157372588191,0.0556149834129232,0.235312921194394
104,1,139686,0.061354857766013,0.0557037961406903,0.271451996936363
105,1,149562,0.072022598292163,0.0557952028228621,0.197604424965421
106,1,150447,0.0498105759259931,0.0564849041230438,0.378464087254114
108,1,154084,0.0607438682589526,0.0566295721243089,0.284159678747342
110,1,157269,0.0509379869326788,0.05562630079586,0.360440112934793
111,1,160054,0.0032448788701061,0.0562211878242461,0.954007267381158
112,1,166222,0.000521894574929849,0.0558056178603747,0.992543569040677
113,1,166416,0.0080596324484033,0.0556906786492121,0.885013441364687
114,1,167326,0.0151279100535797,0.0560030168930143,0.787220635643941
115,1,168836,-0.0149503069250671,0.0557377021578248,0.788681952429228
116,1,171200,-0.0281118478684509,0.0558068071110603,0.614761749809742
117,1,171431,-0.00973838401380128,0.0561730004771802,0.86246457582072
118,1,173339,-0.0369536588224051,0.0557038219472978,0.507510346896108
119,1,173845,-0.0459073876224419,0.0556387048973366,0.409873139701181
120,1,175121,-0.00900240755487247,0.0555798429145168,0.871420159253277
121,1,175281,-0.0303924517758528,0.0556056274116455,0.585018452657759
122,1,175315,-0.027336491020309,0.055592603462806,0.6232166124922
123,1,175523,-0.0312068707533236,0.0559020625358075,0.577033137639482
124,1,175541,-0.0289450971088737,0.0556771745700236,0.603477476699478
125,1,175653,-0.00574000230115151,0.0558738976043753,0.918234505960679
128,1,175856,-0.0192701519785805,0.0567878953409242,0.734558748468074
129,1,175876,-0.0132694656085873,0.05592227306064,0.812574054793357
130,1,175989,-0.0195121156972175,0.056076685068925,0.728082007976137
131,1,176001,-0.0278701199118991,0.0563590306137809,0.621253457970727
133,1,177692,-0.00471543292388571,0.0556110737294396,0.93247398217665
134,1,178191,0.00533502906789243,0.0556661335193831,0.923702220166079
135,1,178224,-0.00471543292388571,0.0556110737294396,0.93247398217665
136,1,178960,-0.00835678070147511,0.0560540369524943,0.881572193836333
140,1,183802,-0.0300365161343089,0.0555956620016507,0.589353420714368
141,1,183954,-0.0622053134556888,0.0559256452099611,0.26677210572371
142,1,184450,-0.0472703466902696,0.0554760196764893,0.39474400165094
144,1,184718,-0.0341748282911987,0.0558189370315946,0.540770270467933
145,1,185296,-0.0317258175816298,0.0555859978601556,0.568530928376126
146,1,185438,-0.033198726373177,0.0555861880502355,0.550724869366075
147,1,185469,-0.0343640554006594,0.0556644877279599,0.53740682874616
148,1,185503,-0.0245932179206135,0.0555350553359509,0.658151747167808
149,1,185705,-0.022856135830836,0.0561581583765332,0.684257726386615
150,1,185749,-0.0353108278518229,0.0561398831613494,0.529769370878053
151,1,185806,-0.0165853616987376,0.0562394096354033,0.768238747780445
152,1,185879,-0.0323820640899771,0.0564918406807594,0.566862976771626
153,1,185916,-0.0438772710757351,0.0564441297581768,0.437468480835412
154,1,185941,-0.0236453496368386,0.0567245510418128,0.677045098292413
155,1,185954,-0.0314147831056524,0.0568796409867364,0.581090451213359
156,1,186055,-0.0351966379281231,0.0557370463011684,0.528137669591125
157,1,186896,-0.0511817689111873,0.0566173275509251,0.366614669579823
161,1,190132,0.0501929412616011,0.0557753182448466,0.368779970809477
162,1,190148,0.0432766564158313,0.0558085880845327,0.438594166550783
163,1,190165,0.05879774453028,0.0561982452791045,0.296158786037103
164,1,190169,0.0443722626932471,0.0561654927850555,0.430042304581015
165,1,190933,-0.0294169526055972,0.0557372671923771,0.597984399208112
166,1,192149,-0.107059608058883,0.0559255810847938,0.0563871478089922
168,1,192303,0.0160754911546159,0.0670114126786005,0.810553346003823
171,1,192795,-0.0765578454483842,0.0555043255835128,0.168671427384
173,1,194187,-0.0615551504035961,0.0556033659693471,0.26903043344045
174,1,194867,-0.0266619289808919,0.0556514015480221,0.632172534741724
190,2,8314,-0.0695897905331718,0.0564907688078992,0.218814250720234
194,2,8498,-0.0577692524431589,0.0564454703481338,0.306794838523528
195,2,8651,-0.0668247730063624,0.0564701842333684,0.237461304426775
197,2,9812,-0.0577880375592897,0.0568351166735039,0.309960929508731
198,2,9932,-0.0368005997778277,0.0566601037905645,0.516439203902415
199,2,10135,-0.0323176784860576,0.0564506313390624,0.567351414314617
200,2,11616,-0.069527008813777,0.0562953906494273,0.217637347952579
201,2,12133,-0.0414523139268282,0.0565981828739265,0.464412563897033
202,2,12194,-0.0293037010058813,0.0568387992977864,0.60648583809307
203,2,12359,-0.0306272278892763,0.0566705087326388,0.58923179275915
204,2,13061,-0.0352255782914499,0.056658765126559,0.534530893707421
205,2,14298,-0.0276289747478502,0.0568495990092892,0.627267842802063
206,2,15222,-0.045662649986978,0.0573717115208704,0.426619938088885
207,2,17986,-0.0570542392380599,0.0563351008049558,0.311865912175767
208,2,19770,-0.0612428646622128,0.0567133516048061,0.280938759043727
209,2,19836,-0.0421473033988016,0.0566064480618663,0.457028796060534
210,2,19851,-0.0454605144935513,0.0567652011608914,0.423756119097409
211,2,21595,-0.0628834348056226,0.0564830057077127,0.266330253050696
212,2,22385,-0.0508903414863329,0.0565708140167877,0.368953583200307
213,2,23441,-0.0462719630897073,0.0571326400621988,0.418540873637553
214,2,24209,-0.0323461464832739,0.05668868777902,0.568638850044717
215,2,24341,-0.0226216864368693,0.0568362205316799,0.690859493242086
216,2,26815,-0.0566370460411019,0.0567007720491831,0.318538929254764
217,2,28209,-0.0484977009860204,0.0567412706835831,0.393287803809273
221,2,41245,-0.0540689038675285,0.0565088512863383,0.339311999581784
222,2,43214,-0.0214168238888942,0.0574881348917656,0.709711893338187
223,2,47104,-0.0393344107228664,0.055857272822855,0.481775643639505
224,2,50915,-0.0170692438728293,0.0564383794432058,0.762494517186956
225,2,55834,-0.0167794443202944,0.0561777673578781,0.765356317135721
226,2,56422,-0.0335928083368251,0.0562569075805725,0.550801959611076
