SNP,Chr,Pos,Effect,SE,MID2_PIN2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0653199754159774,0.0795575648376771,0.412177377838667
9,1,27272,0.0566132145426622,0.0783796794221383,0.470591625129571
16,1,27843,-0.0699266958092467,0.076491224258015,0.361246620006309
17,1,27848,-0.0699266958092467,0.076491224258015,0.361246620006309
18,1,28495,-0.0620868756530994,0.0765116279926476,0.417642740657511
19,1,28975,-0.0695406640976398,0.075980946480095,0.360691369157261
26,1,31435,-0.0786026244674384,0.0757540615389329,0.30016524630919
29,1,36146,-0.112982319274873,0.0752383498998102,0.134079246708805
31,1,37409,-0.028482855421353,0.0758712365699915,0.707580704455462
32,1,37478,-0.0449842148762207,0.0759138682331384,0.553848934149953
33,1,39144,0.0185502522809592,0.0755985819506537,0.806306114653556
34,1,41499,0.102961295553865,0.0751958951975496,0.171794499415096
37,1,51248,0.110742660086281,0.0754864637006971,0.143251908441104
38,1,51462,0.107974503454259,0.0756007918542634,0.154112915546251
39,1,52124,0.0900136798933452,0.0755645093994274,0.234368987956558
40,1,52667,0.114365898450451,0.0753494176439576,0.129958019405012
42,1,59265,0.0478756200045029,0.0755137727753091,0.526492396479784
43,1,60165,0.112528868915956,0.0752617201574295,0.135764179607798
44,1,62308,-0.0627249606991138,0.075342694404236,0.405673424815488
45,1,62869,-0.0591879265670858,0.0753413203020325,0.432630507219896
49,1,66841,-0.0564780257996668,0.0753827798007693,0.45422566364911
50,1,66948,-0.0692924821148435,0.0758160420836233,0.361364104320078
51,1,68621,-0.084750730435114,0.0755655462941224,0.262815088856666
52,1,69417,-0.0327342271990909,0.0754795523899979,0.664783291749143
56,1,74327,-0.0870196169688131,0.0757733301064696,0.251572785410653
57,1,74572,-0.0803973795300164,0.0755916197674532,0.288248149445058
58,1,75211,-0.0864181229698529,0.0754345246572542,0.252734927722272
59,1,76030,-0.0314185380096008,0.0755561194835907,0.677786722917048
60,1,80108,0.0235506466527531,0.0755463553781154,0.75542391486578
61,1,81262,-0.0425528184693354,0.0754942237840894,0.573345738281617
62,1,81999,0.0185050178661581,0.0757062334330713,0.807038358247108
63,1,82431,0.0867427149464984,0.075930813107333,0.254065579912814
64,1,83284,0.0471744641504638,0.0754757338667517,0.532356344197593
65,1,83613,0.0993252164230773,0.0753238765131981,0.188143734904962
66,1,84112,0.0897989374574306,0.0753660863505226,0.234256553201957
68,1,84858,0.105216311009576,0.0755232790137316,0.164446865173581
69,1,85751,0.0167218012903644,0.0760366838459668,0.826062487686223
70,1,87445,0.0246256787530038,0.0761913668794053,0.746728905535772
71,1,87467,0.00745425933413881,0.0766005365634584,0.922532735854553
72,1,89070,0.040215153570927,0.076092039977539,0.597479805050011
73,1,89616,-0.0213124301325575,0.0757041419740604,0.778474519768933
74,1,89679,0.0125099573018988,0.0757193001886017,0.868869403378471
75,1,89880,0.00994126738571648,0.0757395657221446,0.895647623377181
76,1,91472,0.0367867269431951,0.0762785010781118,0.62991403525408
77,1,93789,0.0253023374923357,0.0755054773903664,0.737744183605708
78,1,94351,0.0223624747401751,0.0757068793077591,0.767875490115288
79,1,99148,0.0432919366334391,0.0754823251628855,0.566646090257603
82,1,106800,0.147547102391182,0.0752104672677526,0.0505724716260099
83,1,107970,0.0815665806054806,0.0752702236453543,0.27925959401531
84,1,109000,0.127275680457641,0.0752237835266552,0.0915359439816222
85,1,112549,0.0996032018067493,0.0752561985199221,0.186518515789164
86,1,112742,0.0678093655669761,0.0756505729959404,0.370676894612638
87,1,113050,0.0800932101284023,0.0754889352524323,0.289418580666488
88,1,113135,0.0714263887068423,0.0753207459979317,0.343627339591061
89,1,114076,0.0863254442245494,0.0752765338800299,0.252250244431778
90,1,114628,0.0780317346172331,0.0754932586959337,0.302019015216079
91,1,116283,0.0582644468506756,0.0759646643166867,0.443597704103902
93,1,127853,-0.0808472694413363,0.0757642817289444,0.286660663752588
94,1,128302,-0.145289529695281,0.0751983265262004,0.054149003442248
95,1,128704,-0.140414016298702,0.0753001786900575,0.0630498250934174
96,1,128911,-0.124425277784528,0.0753881956126886,0.0997380836092374
97,1,130267,-0.0820805627333901,0.075516378877973,0.277812025686746
98,1,130271,-0.0757140324201388,0.0756251249083304,0.317427692216261
99,1,130613,-0.0503464437910341,0.0763931505343806,0.510297212970182
100,1,132012,-0.00215617275071486,0.0762777959527106,0.977464878287721
101,1,133231,-0.0782530310422706,0.0756220065338763,0.301474531671906
102,1,137074,-0.0539197657474816,0.0755744325989225,0.47602904514379
103,1,137304,-0.061108061542335,0.075585245705047,0.41936718768946
104,1,139686,-0.070845603546079,0.0756607095646495,0.349728406146165
105,1,149562,-0.0853423759579525,0.0757914423187391,0.260923687118814
106,1,150447,-0.093567832626134,0.0766079391561565,0.222755143375777
108,1,154084,-0.120503245129466,0.0767392613350291,0.117242486297858
110,1,157269,-0.122972191082992,0.0753253805194024,0.103456051449415
111,1,160054,-0.142476650769423,0.0759499149716951,0.061490058893125
112,1,166222,-0.11807803116948,0.0755019048653607,0.118735184719948
113,1,166416,-0.127773026154722,0.075302740923396,0.0906176508612561
114,1,167326,-0.13418091960408,0.0757027317603946,0.0771787750462088
115,1,168836,-0.122839552206962,0.0753955621113113,0.104148382222284
116,1,171200,-0.100271544792326,0.0756037132510338,0.185605070289892
117,1,171431,-0.0808586239707056,0.0761434943400092,0.288996031290149
118,1,173339,-0.127028872150188,0.075369287144007,0.0927913644915445
119,1,173845,-0.128221265558946,0.0753005825274383,0.0894871753512856
120,1,175121,-0.100505320605695,0.0752694445700186,0.182647138269992
121,1,175281,-0.100098912135323,0.0753352778792976,0.184801159707459
122,1,175315,-0.110337352014743,0.0752709116006243,0.1435739517923
123,1,175523,-0.113847369727201,0.0756852562873926,0.133418569276631
124,1,175541,-0.105515407544599,0.0754087244075477,0.16261710212838
125,1,175653,-0.0923405371575678,0.0756974557024042,0.223331117995156
128,1,175856,-0.0849475146007691,0.0769764752568414,0.270539398612679
129,1,175876,-0.0770350384945291,0.0758166475333202,0.310291840453396
130,1,175989,-0.0875068238824697,0.0760014911765511,0.250353961744561
131,1,176001,-0.0927926096300982,0.0763813229088623,0.225231495948758
133,1,177692,-0.108441941462382,0.0752787144841291,0.15060124726347
134,1,178191,-0.101023417900126,0.0753831026094643,0.181063909358691
135,1,178224,-0.108441941462382,0.0752787144841291,0.15060124726347
136,1,178960,-0.119914477550768,0.0758345571668967,0.114713171613778
140,1,183802,-0.0807128987457517,0.0753868628003066,0.28505859378588
141,1,183954,-0.102017204858064,0.0758648285176792,0.179577976589121
142,1,184450,-0.0629440567961791,0.0753184798887196,0.403885977502498
144,1,184718,-0.0952172840855373,0.0756517542063231,0.208997118713201
145,1,185296,-0.0978181218750395,0.0753199337313447,0.194894058448345
146,1,185438,-0.102436227469631,0.0753061144836902,0.174614267854046
147,1,185469,-0.103788866064557,0.0754101263275483,0.16959335665989
148,1,185503,-0.0842324592844721,0.0752832505539198,0.26395475301951
149,1,185705,-0.115616223847491,0.0760108260600709,0.129142646286904
150,1,185749,-0.152896039991982,0.075824062730894,0.0445090270660248
151,1,185806,-0.1161486983108,0.0761106895690137,0.127892922667344
152,1,185879,-0.144826492965993,0.0763421525383943,0.0586345030366014
153,1,185916,-0.109091838420616,0.0764753196607895,0.154608657841729
154,1,185941,-0.128714370284429,0.0767242745601511,0.0943059456586436
155,1,185954,-0.140529173264122,0.0768915501917462,0.0684493639954466
156,1,186055,-0.101712857409873,0.0755188484598139,0.178891316370468
157,1,186896,-0.0811151808065517,0.076832721266526,0.291810188262217
161,1,190132,0.0974197071445574,0.0756311480283796,0.198558419709682
162,1,190148,0.0932106103607691,0.0756690862287001,0.218836670425978
163,1,190165,0.105662973393889,0.0762070203977694,0.166461545863043
164,1,190169,0.100714639094353,0.0761304735280027,0.186717813466996
165,1,190933,0.122826220080161,0.0754172526812825,0.104285084753915
166,1,192149,0.0538659803047523,0.0762650921589702,0.480467937270068
168,1,192303,0.0444196860926571,0.0909529475378749,0.625583277324792
171,1,192795,0.0396859924254254,0.0755272223444038,0.599598332671257
173,1,194187,0.0596296955585181,0.0755527192505783,0.430497908601937
174,1,194867,0.0524821751747433,0.0755265597398513,0.487585313206796
190,2,8314,-0.000900855187006555,0.0768578413797163,0.990654784590157
194,2,8498,0.0202642605247589,0.0767377160872811,0.791878754632646
195,2,8651,0.0136202515588054,0.0768137314845536,0.859362413629048
197,2,9812,0.0397939045574157,0.0772445517343653,0.606758225230169
198,2,9932,0.0221797752534547,0.0769599721210324,0.773363672219971
199,2,10135,0.0265307786024533,0.076661257818007,0.729490231622871
200,2,11616,0.00690181110420302,0.0765919980616038,0.928249808105337
201,2,12133,0.0117817965268002,0.0768948129485191,0.87831260745748
202,2,12194,0.0478301150436256,0.0771527358301138,0.535696846926153
203,2,12359,0.0233615705597709,0.076958981559831,0.761642934478957
204,2,13061,0.0385359812806564,0.0769360262163203,0.616765328180276
205,2,14298,0.0132242903611038,0.0772029480996204,0.864091879277209
206,2,15222,0.0354412284668426,0.0779362029038441,0.649571028191857
207,2,17986,0.0251596525016808,0.0765811718784885,0.742701424176282
208,2,19770,0.0158606573127766,0.0771178164293611,0.83716891031462
209,2,19836,0.0272224580321384,0.0768969055159326,0.723540948133058
210,2,19851,0.0335792608640512,0.0771150294764314,0.66350645610379
211,2,21595,0.0176477386772222,0.0768114092979499,0.818415900409945
212,2,22385,0.0173091719642152,0.076884319333746,0.822006339303412
213,2,23441,0.0018088728812371,0.0776365749400301,0.981424745822725
214,2,24209,0.0173843638332868,0.0769918063462231,0.821491549570189
215,2,24341,0.0212446257416022,0.0771712053464167,0.783252874236846
216,2,26815,0.0232736588251955,0.0770770480061966,0.762865581956564
217,2,28209,0.031705660650964,0.0770944734465937,0.681133479767643
221,2,41245,0.0235676634284949,0.0768069098625575,0.759143789775308
222,2,43214,0.000477768619555452,0.0780625680663779,0.995120171537012
223,2,47104,0.0125180824882796,0.0758834556833752,0.869066285826619
224,2,50915,0.078726748805961,0.076517340082558,0.304243055322047
225,2,55834,0.0737509959522852,0.0761768127475855,0.333629592110125
226,2,56422,0.0669523053501065,0.0763311161048236,0.381012621144422
227,2,57715,0.0813420992600526,0.076039206650269,0.285467753434255
228,2,59046,0.125829111696513,0.0762541058757149,0.0998060026069115
