SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.214799180835751,0.167456820927553,0.200433957161612
9,1,27272,-0.19992753056238,0.164983147739706,0.2263972530147
16,1,27843,0.175932531304571,0.16114244506446,0.275673225103541
17,1,27848,0.175932531304571,0.16114244506446,0.275673225103541
18,1,28495,0.184060064243752,0.161119343404765,0.254068935483807
19,1,28975,0.186825560334027,0.160029279608493,0.243818221831182
26,1,31435,0.170096975696774,0.159656627018414,0.287426507360201
29,1,36146,0.109061818150196,0.158982590583825,0.493164357419794
31,1,37409,0.191326687394642,0.159624202697788,0.231484836157926
32,1,37478,0.219024133397586,0.159661181814217,0.170995117810407
33,1,39144,0.118240224187771,0.159231364595178,0.458236697420545
34,1,41499,0.141423969927132,0.158735292656923,0.373567022614373
37,1,51248,0.00962221547123621,0.159589252073472,0.951955894436561
38,1,51462,0.00770387771803899,0.159805953214823,0.961577975092307
39,1,52124,0.013256014144946,0.159588514210121,0.933847962332581
40,1,52667,-0.0392226982610351,0.159320632588242,0.805680422281039
42,1,59265,-0.0343045425180079,0.159243461683589,0.829562742394278
43,1,60165,-0.0393438659984174,0.159119807020368,0.80485123217596
44,1,62308,0.00594761693448315,0.158958258206599,0.97017429135984
45,1,62869,-0.0637580363947872,0.158902377348948,0.688485993347076
49,1,66841,0.0189867028302369,0.159010303848502,0.905022038536493
50,1,66948,0.0202604156146285,0.159985765662776,0.899298336934697
51,1,68621,-0.106111588546354,0.159455997756891,0.506190887307621
52,1,69417,-0.0877935861335185,0.159064965349054,0.581341855832376
56,1,74327,-0.211862729517561,0.159610656448536,0.185243447497482
57,1,74572,-0.20825693298143,0.159197077053713,0.191666635920849
58,1,75211,-0.17377824036727,0.159022834935097,0.27523211328796
59,1,76030,-0.140255350623258,0.159116575027526,0.378667130607195
60,1,80108,-0.166827001176396,0.159006200324477,0.294810524152189
61,1,81262,-0.0778192173525229,0.159139832019671,0.62514608903788
62,1,81999,-0.251463315252574,0.159020252323437,0.114698411966232
63,1,82431,-0.340408244994169,0.159310960945035,0.0333050968036534
64,1,83284,-0.19080146013909,0.158846871026704,0.230492130211925
65,1,83613,-0.187664532969558,0.158839882763927,0.238211459134581
66,1,84112,-0.218506680860498,0.158745720783576,0.169552601252733
68,1,84858,-0.109095024162989,0.159514745665586,0.494475579360436
69,1,85751,-0.141572970045178,0.160099249408779,0.377145598112796
70,1,87445,-0.0928595715621602,0.160539226816123,0.563347448087426
71,1,87467,-0.15962387281058,0.161232431353269,0.322840822657291
72,1,89070,-0.0806888885997329,0.160388125914468,0.615218136131703
73,1,89616,-0.0665187234380344,0.159543218433701,0.67698134234324
74,1,89679,-0.0963552434966179,0.159520287709763,0.546210829347139
75,1,89880,-0.0776300536102416,0.159589666286732,0.626960393099973
76,1,91472,-0.0741712569199363,0.160779682384486,0.644851494240271
77,1,93789,0.00409117499214008,0.15917101460186,0.979508742685869
78,1,94351,-0.078431589451385,0.159535467146565,0.623290169392016
79,1,99148,-0.0664317580109834,0.159131886757445,0.676593188821647
82,1,106800,-0.0857617229653339,0.159320490536644,0.590711353765367
83,1,107970,-0.0221030567151317,0.158909308954589,0.889456553644689
84,1,109000,-0.0193648115822646,0.159190386490249,0.903248907462977
85,1,112549,-0.0893771937472977,0.158942342582931,0.574251764850443
86,1,112742,-0.0547298009142946,0.159606451694043,0.731874269357823
87,1,113050,-0.08450572056366,0.159300999590624,0.59611391007056
88,1,113135,-0.0841692453942049,0.158895433430422,0.596642752046272
89,1,114076,0.0222808753415575,0.158954149753518,0.888604266890338
90,1,114628,0.0323684950961945,0.15935139801168,0.839153177243363
91,1,116283,0.127639590038261,0.160102989337501,0.425850893750864
93,1,127853,0.121418534848312,0.159818090902616,0.447923295460653
94,1,128302,0.164380814064587,0.159093919459588,0.302203019061583
95,1,128704,0.108415839679339,0.159388495261015,0.4968245380931
96,1,128911,0.153522761108756,0.159301137952787,0.33584268117065
97,1,130267,0.139615726568753,0.159261689019843,0.381276476169977
98,1,130271,0.133979482840669,0.159464820726026,0.401375005124325
99,1,130613,0.179141403747691,0.160833486976903,0.266109307631641
100,1,132012,-0.0402684605771935,0.160759593331225,0.80235517259371
101,1,133231,-0.0326751707667663,0.15962355804977,0.837923378685214
102,1,137074,0.0083790348266055,0.159405376865573,0.958108781319378
103,1,137304,-0.0621983205421556,0.159427040563653,0.696670856490003
104,1,139686,0.00709153246856722,0.159670518567571,0.964599884123732
105,1,149562,-0.0319946785229811,0.16002616780779,0.841647292947774
106,1,150447,0.00810147324862043,0.161809805749958,0.960096616428689
108,1,154084,-0.0224056490360307,0.162305909162748,0.890282931501021
110,1,157269,-0.0410019260106366,0.159349540505264,0.797090867962386
111,1,160054,-0.0252803507466656,0.160872948349496,0.875220556174956
112,1,166222,-0.0558256454674605,0.159661030347485,0.726809104702668
113,1,166416,-0.0302108638671247,0.159356371082546,0.849746813347819
114,1,167326,-0.0455400767705603,0.160251749039743,0.776440328979482
115,1,168836,0.0478569478603454,0.159490228122937,0.764306527293169
116,1,171200,-0.109429794736397,0.159643233628664,0.493500645752417
117,1,171431,-0.127960097625028,0.160602426565408,0.426131362845048
118,1,173339,-0.10280553202363,0.159402810074586,0.519383835379024
119,1,173845,-0.0786414907877251,0.159309506186549,0.621867671861502
120,1,175121,-0.0597878824590972,0.15901667030373,0.707153904424731
121,1,175281,-0.0499332712442964,0.15916150799649,0.753913655747446
122,1,175315,-0.0596437496671609,0.159101918687275,0.707976598852827
123,1,175523,-0.0364732598240244,0.160023453647441,0.819836926479575
124,1,175541,-0.0549439971418543,0.159355262051049,0.730458073509405
125,1,175653,-0.0532947422476787,0.159861265373269,0.739044475104504
128,1,175856,-0.047242567558467,0.162506508139523,0.771442428995941
129,1,175876,-0.039562653158614,0.160021374398678,0.804871207647642
130,1,175989,-0.0272564585605269,0.160485278200059,0.865235028008056
131,1,176001,-0.0393404022433517,0.161314517634603,0.807470147973254
133,1,177692,-0.0777458831087811,0.159079775821423,0.625341576223823
134,1,178191,-0.085522125854084,0.159226541801328,0.591530197531069
135,1,178224,-0.0777458831087811,0.159079775821423,0.625341576223823
136,1,178960,-0.0756419775798318,0.160354028191672,0.637419092302602
140,1,183802,-0.111617465585925,0.159042707825852,0.483261273723128
141,1,183954,-0.109087634336199,0.160207130821553,0.496370905282526
142,1,184450,-0.0323778870111322,0.158899331349354,0.838655717097187
144,1,184718,-0.0644338634490643,0.159774750417916,0.686986857153441
145,1,185296,-0.0240582066951748,0.159128433764443,0.879914287039402
146,1,185438,-0.0258400885802573,0.15913515606234,0.871100903408639
147,1,185469,-0.0238466981662842,0.159365717584056,0.881138003269228
148,1,185503,-0.00779083432908899,0.158958032561009,0.960937535540896
149,1,185705,-0.046145770712057,0.160716389650665,0.774184709220976
150,1,185749,-0.0385931372521787,0.160722030036088,0.810373893725392
151,1,185806,-0.097322060501828,0.160866405596865,0.545576433074543
152,1,185879,-0.0504837635136876,0.16170518761434,0.755075662184363
153,1,185916,0.0239229796823463,0.161648940005248,0.882432457704694
154,1,185941,0.0354843515251722,0.162347157368828,0.827110692535506
155,1,185954,0.0195626736531281,0.162828969971159,0.904438644162022
156,1,186055,-0.0341742482373742,0.159572130349358,0.830544568352256
157,1,186896,-0.103176991664905,0.162105808332292,0.524876557004942
161,1,190132,0.198549730511887,0.159435082360061,0.213835465305431
162,1,190148,0.233923414818828,0.159347451732398,0.142992367701348
163,1,190165,0.22501848173181,0.160615406933548,0.162099445111666
164,1,190169,0.255715586451021,0.160283645927774,0.111518987897078
165,1,190933,0.143686906677976,0.159372598821282,0.367895542509926
166,1,192149,0.137195897733936,0.160694639346425,0.393812677330384
168,1,192303,0.259380976727346,0.191272273750683,0.1759397222909
171,1,192795,0.135431519531753,0.159090710995056,0.395188216685015
173,1,194187,-0.0951428177451616,0.159305401996552,0.550733144298651
174,1,194867,-0.266422824185399,0.158666733898611,0.0940106507194001
190,2,8314,0.0473043064940117,0.161976747259097,0.770424686478045
194,2,8498,0.0550006940294869,0.161732573737652,0.734004692754813
195,2,8651,0.0542628554411967,0.161884759423612,0.737677593435322
197,2,9812,0.0891721979736237,0.162803392228787,0.584223904604564
198,2,9932,0.0184606011801626,0.162227654450545,0.909465456682906
199,2,10135,0.0212521137945639,0.161605386390255,0.895449783066742
200,2,11616,0.0273228801324692,0.161431260656046,0.865693834605833
201,2,12133,0.00878860129002779,0.162078923142374,0.956787208331423
202,2,12194,0.000888297200775656,0.162706336615028,0.995647045266048
203,2,12359,-0.00800515714784988,0.162230070434247,0.960672686458691
204,2,13061,-0.00325267656474959,0.162218598642667,0.98401386264455
205,2,14298,-0.011116972150504,0.16272936427249,0.945572997530879
206,2,15222,-0.00470704316797543,0.164317105331512,0.977163037875478
207,2,17986,0.0531416474550801,0.161413031265391,0.742178806808612
208,2,19770,-0.0199014901602326,0.162550529192015,0.902626062445505
209,2,19836,-0.0291104585603994,0.162099983518902,0.857582712125917
210,2,19851,-0.0188674000384899,0.162578913786566,0.90767833511167
211,2,21595,-0.00510954315748746,0.16191029187262,0.974842480437331
212,2,22385,-0.0178095961862318,0.16206095241112,0.912555546746801
213,2,23441,-0.0135955863655339,0.16363617552911,0.933831654751066
214,2,24209,-0.0190309988876217,0.162287203042953,0.906714846959169
215,2,24341,-0.00406011992276922,0.162674087912447,0.980102076641591
216,2,26815,0.0233334296541501,0.162474545647658,0.885888153437434
217,2,28209,0.0740972380890442,0.162486110396036,0.648654586407562
221,2,41245,-0.0637542852829495,0.161874958224491,0.69393034384077
222,2,43214,-0.143900266692613,0.164357182122379,0.381878881538144
223,2,47104,-0.0595460771848106,0.159917294087166,0.70985165948166
224,2,50915,0.0325600728556366,0.161510938937158,0.840348142275941
225,2,55834,0.0250358706061095,0.160768357733433,0.876337733515452
226,2,56422,0.0501558700769417,0.161039186926178,0.755641385764133
227,2,57715,0.046684984381053,0.160511151806487,0.771335346889604
228,2,59046,0.0253044530067567,0.161336838313676,0.875458740409404
229,2,59191,0.0131085906164036,0.160417151888402,0.934919151382757
230,2,59383,0.0558671999652144,0.160437314645118,0.727883855978314
