SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0364379943026116,0.164461344516092,0.824784825280994
9,1,27272,-0.000847975649527211,0.162002764980291,0.995826586145423
16,1,27843,0.0266307126705711,0.158163376855064,0.866384932180916
17,1,27848,0.0266307126705711,0.158163376855064,0.866384932180916
18,1,28495,0.0230788742035207,0.158167519167796,0.884072471632067
19,1,28975,0.0191787587169147,0.157111681694488,0.902912358852231
26,1,31435,-0.0270651332403682,0.156692103962158,0.862964127849947
29,1,36146,-0.167701952187614,0.15563497559439,0.281977643998366
31,1,37409,-0.0985536539810768,0.156645798863233,0.52965800150595
32,1,37478,-0.0709913586331446,0.156822821670598,0.651053578392141
33,1,39144,0.00737046176273458,0.156152011605672,0.962380076390183
34,1,41499,0.0730038939425405,0.155670886457004,0.639385537849033
37,1,51248,-0.0451831087659261,0.156363693839585,0.772780356246495
38,1,51462,-0.0586522868758219,0.156563121938233,0.708165149265307
39,1,52124,-0.0211206849735178,0.156378145477053,0.892640137076881
40,1,52667,0.00645853500624299,0.156131183987497,0.967027440636648
42,1,59265,-0.00881760092363676,0.156052091871719,0.954972106468967
43,1,60165,0.00557880687830124,0.155934590830189,0.971480727079655
44,1,62308,-0.00586652033325585,0.155763066215585,0.969977584971531
45,1,62869,-0.017337707766705,0.155741081998514,0.911422757575932
49,1,66841,0.0505045645191561,0.15579402788075,0.745997372771376
50,1,66948,0.0495163360405743,0.156751331256112,0.752271925126676
51,1,68621,-0.211684980459029,0.155942295962181,0.175503200311306
52,1,69417,-0.126203912443644,0.155790129961544,0.418434628378505
56,1,74327,-0.21054763543301,0.156391207570162,0.179073453686913
57,1,74572,-0.189812452436025,0.156048073962238,0.224656085118561
58,1,75211,-0.30545113785207,0.155240743815137,0.0498970402260743
59,1,76030,-0.100434415904568,0.155998142108085,0.520111508426137
60,1,80108,-0.0985773569957902,0.155964570712861,0.527763544106709
61,1,81262,-0.00701510108608572,0.15599335528599,0.964156241301075
62,1,81999,-0.107979425933757,0.156269113962008,0.49002985077335
63,1,82431,-0.126902539889824,0.156969746777064,0.419374806311488
64,1,83284,-0.10670665159525,0.15586825893563,0.494048662847238
65,1,83613,-0.067707629147245,0.155912867077755,0.664360735110916
66,1,84112,-0.0698155068519124,0.155927425527012,0.654612897212145
68,1,84858,-0.0475923550503694,0.156391383177003,0.761066692278894
