SNP,Chr,Pos,Effect,SE,MID2_WSC2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0576779079951033,0.0619538595302316,0.35249929230259
9,1,27272,-0.0882800610660575,0.0609173830689215,0.148175962118973
16,1,27843,0.00783484987623935,0.059651257465288,0.89557781009847
17,1,27848,0.00783484987623935,0.059651257465288,0.89557781009847
18,1,28495,0.0112300992176783,0.0596506863470719,0.8507775897024
19,1,28975,-0.00454575783758884,0.0592544362688025,0.938893011331059
26,1,31435,-0.00497178860158404,0.0590973433163947,0.933001715688279
29,1,36146,-0.036812202551144,0.0587605452101155,0.531406218850782
31,1,37409,0.0387278192876564,0.0590751380071152,0.512528599904038
32,1,37478,0.026444484392752,0.05914515774373,0.655068711303922
33,1,39144,-0.0137704839548088,0.0588873709633503,0.815241308346792
34,1,41499,0.0430621186221015,0.0586838381454097,0.463558571453214
37,1,51248,0.0687584063546751,0.0588649043397384,0.243566295779802
38,1,51462,0.0648195230570845,0.0589576757489982,0.272332108364002
39,1,52124,0.062301400630474,0.0588852637153323,0.290772776675495
40,1,52667,0.0129537249462548,0.0588799973094775,0.825996665669584
42,1,59265,0.00541800904655898,0.058853621640669,0.926703336741866
43,1,60165,0.0106914389466848,0.0588071006761088,0.855839925118112
44,1,62308,-0.0656445904067346,0.0586411824507248,0.263718637400548
45,1,62869,-0.0764098149382271,0.0585968371260904,0.193085929768264
49,1,66841,-0.0263846134635624,0.0587486984534761,0.653628080874298
50,1,66948,-0.0288356152223688,0.0591062082340694,0.625951152170747
51,1,68621,-0.0303447553669786,0.0589438339082538,0.607009403128284
52,1,69417,-0.0488659330182734,0.0587523137789099,0.406124871528116
56,1,74327,-0.105093051497631,0.0588680389485294,0.0750823312027014
57,1,74572,-0.118936264698475,0.0586350274470897,0.043268122535218
58,1,75211,-0.0788841535648166,0.0587183313608372,0.179994734908632
59,1,76030,-0.0236542537276797,0.0588547827923015,0.687994390479184
60,1,80108,-0.0875478384706225,0.0586695757840105,0.136534966897164
61,1,81262,-0.12460161104036,0.0584570926735269,0.0337377817224819
62,1,81999,-0.102894795131766,0.0587209261633929,0.0805959867714916
63,1,82431,-0.080161929819635,0.0591011249761218,0.175854063847205
64,1,83284,-0.107929794364827,0.0585425740898102,0.0660777127290498
65,1,83613,-0.0752610528252597,0.0586806954066327,0.200490561005395
66,1,84112,-0.0731397341677953,0.0586947899108949,0.213553051148585
68,1,84858,-0.0724536541379661,0.0588635759618699,0.219189430915768
69,1,85751,-0.0775976943735463,0.0590880568954847,0.189949975179723
70,1,87445,-0.0436563862925647,0.0593119390376972,0.462190791589966
71,1,87467,-0.0603256100066446,0.0595817237328576,0.311999624964616
72,1,89070,-0.0710442122304492,0.0591740383399941,0.230712339433608
73,1,89616,-0.048100268937779,0.0589201614194252,0.41484282254436
74,1,89679,-0.0543568420893726,0.0589122263821573,0.356806773398179
75,1,89880,-0.0495302681515773,0.0589392407345419,0.40127456463149
76,1,91472,-0.0483845312783301,0.0593802819606504,0.415721934059848
77,1,93789,-0.0153150512737018,0.0588180931276035,0.794722534709726
