SNP,Chr,Pos,Effect,SE,FMP45_MEP1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.036521602750772,0.133855911847366,0.785133708107468
9,1,27272,-0.0656672918958396,0.131813271756785,0.618664439570143
16,1,27843,-0.0739513250893203,0.128679572795544,0.565864612515327
17,1,27848,-0.0739513250893203,0.128679572795544,0.565864612515327
18,1,28495,-0.0408214298432206,0.128723505552594,0.751336302681862
19,1,28975,-0.0474372690344522,0.127856348124753,0.710845157354625
26,1,31435,-0.111383535735844,0.127404603551542,0.382576249065346
29,1,36146,-0.224242976424637,0.126322210400282,0.0767319784479262
31,1,37409,-0.109610996414584,0.127437373778772,0.390308559752312
32,1,37478,-0.137311182564943,0.127471173997269,0.282129198426913
33,1,39144,-0.10603082681731,0.12697251556874,0.404243602891699
34,1,41499,-0.0760909437975524,0.12668060729941,0.548457327577857
37,1,51248,-0.167135963793841,0.126973578492905,0.188925726073709
38,1,51462,-0.165817051697319,0.127151492168125,0.193052433793657
39,1,52124,-0.160204842420779,0.126998885588974,0.207973774284761
40,1,52667,-0.206848858082205,0.12660303159262,0.103184354096677
42,1,59265,-0.0471827642639525,0.126991885929122,0.710457109003019
43,1,60165,-0.0709297398243849,0.126864573113411,0.576449303517288
44,1,62308,-0.272260061112388,0.125950274861951,0.0313170383174112
45,1,62869,-0.251537717440437,0.126056270067279,0.0467630932980311
49,1,66841,-0.199033592712248,0.126381763341821,0.116184516967299
50,1,66948,-0.243187925958989,0.126945135140949,0.0562117464123395
51,1,68621,-0.294954610052132,0.126285587040486,0.0200707805062372
52,1,69417,-0.216862397817646,0.126394796718519,0.0870844728382568
56,1,74327,-0.135964456012141,0.127413188376478,0.286649408245237
57,1,74572,-0.107865574846444,0.127149224469966,0.39682439059981
58,1,75211,-0.132317825370314,0.126851408163024,0.297619003843029
59,1,76030,-0.116818039094972,0.126894519170781,0.35789233246599
60,1,80108,-0.176293655869954,0.126669656463741,0.164871652461749
61,1,81262,-0.242643500216632,0.126310183697591,0.0555352026570838
62,1,81999,-0.267954680880955,0.126477219127356,0.0348223543269182
63,1,82431,-0.250595103233728,0.127183814920344,0.0495808115436814
64,1,83284,-0.17001917504591,0.126627772507708,0.180241944071145
65,1,83613,-0.148118151423095,0.126691669617328,0.243142914324119
66,1,84112,-0.201828512925857,0.126495395330848,0.111486293919298
68,1,84858,-0.0827253623580305,0.127232833744557,0.515993194878738
69,1,85751,-0.15175234270272,0.127576847032718,0.235043404712356
70,1,87445,-0.119906643944846,0.127943426297746,0.349304208142085
71,1,87467,-0.182536852356106,0.128406100121473,0.156037161267893
72,1,89070,-0.186003529487244,0.127583648027201,0.145758631940115
73,1,89616,-0.142984747249035,0.127051047817118,0.26117916386017
74,1,89679,-0.166415099630823,0.126986359409652,0.190880149437836
75,1,89880,-0.15817139320729,0.127048526602119,0.213969232887471
76,1,91472,-0.127071758908367,0.128093836063544,0.32186684327118
77,1,93789,-0.137535154678046,0.12673947591898,0.278582446956996
78,1,94351,-0.190133365327382,0.126881890329556,0.134895351101684
79,1,99148,-0.179599267279724,0.126590301564414,0.156855876114015
82,1,106800,-0.295141865377544,0.126147619367386,0.0198584364493174
83,1,107970,-0.22052588078383,0.126200678688878,0.081433666976335
84,1,109000,-0.182144006649688,0.126598046670072,0.151105021841963
85,1,112549,-0.232037625838974,0.126222211744795,0.0668543481766288
86,1,112742,-0.202940086969417,0.126860067759409,0.11055617666824
87,1,113050,-0.209298534896771,0.126615784809576,0.0992156601690508
88,1,113135,-0.199224483714051,0.126336937300112,0.115707380239702
89,1,114076,-0.144933757590233,0.12654624690953,0.252859671679763
90,1,114628,-0.0939031175460437,0.127003576448198,0.460171422414794
91,1,116283,-0.135164992254293,0.127606176437696,0.290216785900749
93,1,127853,-0.0633782935760836,0.127526235679745,0.619510844285151
94,1,128302,0.000831426398236024,0.127080815720193,0.994783572251328
95,1,128704,-0.0420849812456404,0.127187600067827,0.740924631817238
96,1,128911,0.0112856298361595,0.127219983779847,0.929363033712369
97,1,130267,-0.0809436564492564,0.12708809540931,0.52459639954925
98,1,130271,-0.0856454044935487,0.127230385973829,0.501290970052081
99,1,130613,-0.0496274139570848,0.128474594125439,0.699520603706872
100,1,132012,-0.104102551375,0.12810922056151,0.416990643656678
101,1,133231,-0.183988097308841,0.126941917151179,0.148117038397381
102,1,137074,-0.139043908786269,0.126922430727695,0.274043172798055
103,1,137304,-0.192936146486793,0.126766947549384,0.128910561813759
104,1,139686,-0.118870875996191,0.127192071069376,0.350644819389591
105,1,149562,-0.152199201321783,0.127382538911893,0.232959524254271
106,1,150447,-0.109223032979327,0.128924673347155,0.397466086196661
