 CHR          BP            SNP   N           P        P(R)      OR   OR(R)       Q       I
   1        1025              1  62   2.493e-14   2.493e-14  0.1591  0.1591  1.0000    0.00
   1        1035              2  62   6.812e-07   6.812e-07  0.1049  0.1049  1.0000    0.00
   1        1074              3  62   4.896e-05   4.896e-05  0.1450  0.1450  0.9997    0.00
   1        1470              4  62      0.7052      0.7052 -0.0135 -0.0135  0.9982    0.00
   1        1475              5  62   1.514e-06   1.514e-06  0.1263  0.1263  1.0000    0.00
   1        1491              6  62   0.0008492   0.0008492  0.0766  0.0766  0.9998    0.00
   1       21249              7  62   2.318e-10   2.318e-10  0.8355  0.8355  1.0000    0.00
   1       27243              8  62      0.5398      0.5398  0.0110  0.0110  1.0000    0.00
   1       27272              9  62      0.3359      0.3359 -0.0171 -0.0171  1.0000    0.00
   1       27498             10  62   3.801e-06   3.801e-06 -0.7481 -0.7481  1.0000    0.00
   1       27561             11  62   6.464e-13   6.464e-13 -0.8785 -0.8785  1.0000    0.00
   1       27816             12  62      0.4515      0.4515  0.0136  0.0136  1.0000    0.00
   1       27822             13  62      0.4196      0.4196  0.0146  0.0146  1.0000    0.00
   1       27823             14  62      0.8711      0.8711  0.0030  0.0030  1.0000    0.00
   1       27825             15  62      0.1784      0.1784  0.0243  0.0243  1.0000    0.00
   1       27843             16  62      0.6524      0.6524 -0.0078 -0.0078  1.0000    0.00
   1       27848             17  62      0.6524      0.6524 -0.0078 -0.0078  1.0000    0.00
   1       28495             18  62      0.1722      0.1722  0.0236  0.0236  1.0000    0.00
   1       28975             19  62      0.8157      0.8157  0.0040  0.0040  1.0000    0.00
   1       29283             20  62   1.066e-16   1.066e-16 -0.3192 -0.3192  1.0000    0.00
   1       29752             21  62      0.9977      0.9977  0.0001  0.0001  1.0000    0.00
   1       29787             22  62   3.972e-78   3.972e-78 -2.0173 -2.0173  0.9885    0.00
   1       30057             23  62      0.7815      0.7815 -0.0098 -0.0098  1.0000    0.00
   1       30479             24  62   3.246e-20   3.246e-20 -0.9490 -0.9490  0.9972    0.00
   1       30706             25  62    0.008134    0.008134  0.0470  0.0470  1.0000    0.00
   1       31435             26  62      0.3443      0.3443 -0.0162 -0.0162  1.0000    0.00
   1       35128             27  62   5.372e-26   5.372e-26  0.2486  0.2486  0.9996    0.00
   1       35129             28  62      0.2246      0.2246  0.0288  0.0288  1.0000    0.00
   1       36146             29  62   1.229e-08   1.229e-08 -0.0971 -0.0971  1.0000    0.00
   1       37255             30  62      0.1165      0.1165 -0.0540 -0.0540  1.0000    0.00
   1       37409             31  62      0.2766      0.2766 -0.0187 -0.0187  1.0000    0.00
   1       37478             32  62      0.0686      0.0686 -0.0313 -0.0313  1.0000    0.00
   1       39144             33  62     0.08061     0.08061 -0.0299 -0.0299  1.0000    0.00
   1       41499             34  62    0.005022    0.005022  0.0478  0.0478  1.0000    0.00
   1       45359             35  62   3.108e-14   3.108e-14  0.2175  0.2175  1.0000    0.00
   1       45634             36  62   1.406e-06   1.406e-06 -0.1271 -0.1271  1.0000    0.00
   1       51248             37  62   2.468e-17   2.468e-17 -0.1447 -0.1447  1.0000    0.00
