SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0182562318447216,0.0706845122415278,0.79634312923273
2,1,1035,0.0156458542946536,0.0714596944812011,0.826818211205476
3,1,1074,0.03238278084706,0.120757753258349,0.788730363600584
4,1,1470,-0.171265286647233,0.119989389503644,0.154366778085623
5,1,1475,-0.0160422579611144,0.0888159532569486,0.856766676421664
6,1,1491,-0.0205513203471586,0.0776871432460486,0.791518596834195
7,1,21249,-0.12765554063033,0.445991142324486,0.774870737849248
8,1,27243,-0.0114587587389532,0.0608464080512005,0.850731920147661
9,1,27272,-0.0561778793312968,0.0598610140310278,0.348643621823205
10,1,27498,0.113899893653545,0.547285906197322,0.835257076426467
11,1,27561,-0.0355486149137332,0.413479383774419,0.931535562651258
12,1,27816,-0.0592928755285034,0.0610771430826396,0.332319230349681
13,1,27822,-0.0716130818579306,0.0609618477899671,0.24089870140819
14,1,27823,-0.0712912650114848,0.062223436473589,0.252682959018969
15,1,27825,-0.0741553304589141,0.0609532368751958,0.22457161111967
16,1,27843,-0.0294241400606507,0.058496584794614,0.615273661475194
17,1,27848,-0.0294241400606507,0.058496584794614,0.615273661475194
18,1,28495,-0.00465185422357611,0.0585179686711045,0.936684384694114
19,1,28975,-0.0174116335350378,0.0581199419223742,0.764673052651666
20,1,29283,0.0781376756940961,0.130199860377524,0.548800393811595
21,1,29752,-0.305746237888441,0.13483326211385,0.0239583278893664
22,1,29787,-0.593243316400715,0.36613257398496,0.106061537097848
23,1,30057,0.178976128350171,0.118772551876299,0.132735457514837
24,1,30479,-0.577634805536602,0.347778813102821,0.0976162272627257
25,1,30706,-0.00551441381072917,0.0600303411757905,0.926861026373601
26,1,31435,-0.0249479855000038,0.0579581141237813,0.667132078942766
27,1,35128,-0.0793514133216533,0.0797929203685861,0.320676826792336
28,1,35129,-0.0616580718436941,0.0800419903816792,0.441624386375228
29,1,36146,-0.0254013724147608,0.0576585396274288,0.659809682442722
30,1,37255,0.0543121001642248,0.1163760239711,0.641006054445891
31,1,37409,0.0189178068712139,0.0579774826603717,0.744393955520978
32,1,37478,-0.00450435449334174,0.0580355774445165,0.938179336753164
33,1,39144,-0.0359959983536718,0.0577394623522294,0.53341044148708
34,1,41499,-0.0107018099300569,0.0576081787806937,0.852732667161833
35,1,45359,-0.024928757406756,0.096980661880352,0.797290904871604
36,1,45634,-0.130018521959978,0.0888187964897785,0.144121378108463
37,1,51248,0.00310189675514101,0.0578559782383658,0.957272943477969
38,1,51462,-0.00987701429536693,0.0579322821351592,0.86472057963717
39,1,52124,-0.0171504616448225,0.0578490122816803,0.767045986117479
40,1,52667,-0.023656044916241,0.0577497675145639,0.682325746172427
41,1,55470,-0.0283278619841081,0.0593163181619553,0.633249839987367
42,1,59265,-0.0454334118059178,0.0576836867222336,0.431441598894756
43,1,60165,-0.0379037390786895,0.0576554383873514,0.511340428020487
44,1,62308,-0.0960788988995721,0.0573999332968942,0.0950457977332113
45,1,62869,-0.114730168184808,0.0572955478428262,0.0460032688534862
46,1,65431,-0.0739980482801066,0.0600493670315808,0.218662074095891
47,1,65451,-0.039524352543281,0.0592877987306322,0.505429678849897
48,1,65719,-0.0526035891677342,0.0618017064394033,0.395253461912972
49,1,66841,-0.0508228527019144,0.0575836937414343,0.37805788880893
50,1,66948,-0.0649247051263535,0.0578979510118759,0.262894992808063
51,1,68621,0.0171088652935968,0.05783668736106,0.767546548742974
52,1,69417,0.0236701717994221,0.0576769654348586,0.681767304197439
53,1,69820,0.134293439251002,0.225632369038701,0.552099869221139
54,1,69821,0.171056809375912,0.139770159707415,0.221827484489611
55,1,70906,-0.030434675056215,0.0926592504094189,0.742760124484256
56,1,74327,-0.114443529418177,0.0576872069153138,0.048045316682773
57,1,74572,-0.0908521383210345,0.0576510266445577,0.115945047651943
58,1,75211,-0.108108914750672,0.0574606206253284,0.0607343146209613
59,1,76030,-0.113415278178904,0.0574316370014388,0.0490711694189812
60,1,80108,-0.101433541134003,0.0574813765785313,0.0784901824716922
61,1,81262,-0.142949636683687,0.0572088028651635,0.0129176412187798
62,1,81999,-0.146997945464188,0.0573219856405232,0.0107477128658103
63,1,82431,-0.0989783419763192,0.0578881140446741,0.0881776384108709
64,1,83284,-0.113461696920992,0.0573874774685497,0.0488062334691199
65,1,83613,-0.0835366587589016,0.0575264200406969,0.147349726580692
66,1,84112,-0.1075841920861,0.0574195351643238,0.0618044744893265
67,1,84701,-0.0828523336740399,0.0616337798048477,0.179724895333614
68,1,84858,-0.077154538999471,0.0577213128903867,0.182190145138516
69,1,85751,-0.107856571895156,0.0578207801616373,0.0629603581588287
70,1,87445,-0.0945220354424921,0.0580101424515716,0.104119242049702
71,1,87467,-0.102500374960083,0.0582779138508247,0.0794744511855819
72,1,89070,-0.12143716087486,0.0578061480281898,0.0363703595747423
73,1,89616,-0.0931764616261029,0.0576405164762662,0.106877410050081
74,1,89679,-0.103866252470285,0.0575960926813305,0.072184897663131
75,1,89880,-0.104534320442119,0.0576073975068679,0.0704342527897322
76,1,91472,-0.100764585463838,0.0580578629102994,0.0835091896595708
77,1,93789,-0.166051190326654,0.0570235135166066,0.00381984100786382
78,1,94351,-0.139500726453197,0.0573778068063142,0.0155432359530659
79,1,99148,-0.122191404239049,0.0573366798614975,0.0337696642630283
80,1,101281,0.52051726453373,0.630488441131871,0.409601214651795
81,1,106011,-0.118768677474442,0.0598055970466796,0.0478162157593621
82,1,106800,-0.117124349297468,0.0574449225273511,0.0422047471773491
83,1,107970,-0.0865856428529058,0.0574263749312729,0.132508363994411
84,1,109000,-0.0795343556926646,0.0575570641868929,0.167896272319457
85,1,112549,-0.0582122640123127,0.0575638717744709,0.31258280302448
86,1,112742,-0.0621204521390512,0.0577772610996765,0.283032373589504
87,1,113050,-0.0620195937014748,0.0576800521023653,0.283004026953477
88,1,113135,-0.0582547856653012,0.057543803038693,0.312061495814667
89,1,114076,-0.0490034634308509,0.0575682226712977,0.395221888798105
90,1,114628,-0.0340696827459181,0.0577445975990285,0.555563826589311
91,1,116283,-0.0741183965364134,0.0579602949496201,0.201815009831916
92,1,126880,-0.531880254819077,1.0896492872783,0.625767479232578
93,1,127853,-0.0674037470114155,0.0578751405206417,0.244950904273152
94,1,128302,-0.046398357312677,0.0577106778351551,0.421948340332639
95,1,128704,-0.053308837062799,0.0577513328862622,0.356598391602502
96,1,128911,-0.0556656912452052,0.0577514410928067,0.335763907562461
97,1,130267,-0.0705714426974706,0.057677803303718,0.221939655246037
98,1,130271,-0.0715746867705818,0.0577430514072221,0.215969878440492
99,1,130613,-0.0566195454352251,0.0583315668241622,0.332387117848138
100,1,132012,-0.00745911317002301,0.0582840270901263,0.898238717083152
101,1,133231,-0.0267402647222043,0.0578542838288102,0.644222460273241
102,1,137074,0.0057428006373596,0.0577886734005452,0.920896237700612
103,1,137304,-0.02381894773784,0.0577956659602439,0.680499111785049
104,1,139686,-0.0211942228119159,0.0578745465471362,0.714427952594305
105,1,149562,-0.013777119175942,0.0580129615395277,0.812419515962603
106,1,150447,-0.0126508160233341,0.0586572773135937,0.829366878315128
107,1,151446,-0.111385629113599,0.117698680155509,0.344611019800951
108,1,154084,-0.00188214142951665,0.0588422889575973,0.974501130655866
109,1,156633,0.00136886515072543,0.0596490501961447,0.981704200334713
110,1,157269,0.0120630356011368,0.0577708627590224,0.834718329407745
111,1,160054,-0.00484391688455155,0.0583227645899103,0.933855977774288
112,1,166222,-0.00306003230855734,0.057891730943532,0.957875069511663
113,1,166416,0.00763046602313511,0.0577730029698709,0.894998894994964
114,1,167326,0.00953530082403564,0.0581005195390168,0.86973272552752
115,1,168836,-0.0230244153988229,0.0578144037510908,0.69068884713716
116,1,171200,-0.000227547369982595,0.0579139894316763,0.996867293522703
117,1,171431,-0.00705751989715081,0.0582743404108001,0.903673977249918
118,1,173339,-0.0193575522650802,0.0578131819934735,0.737952659000947
119,1,173845,-0.0342732412198229,0.0577456247525667,0.553212633033282
120,1,175121,0.00473291140133508,0.0576593294182687,0.934626397314771
121,1,175281,-0.0142910279386181,0.0577038763666181,0.804540322388052
122,1,175315,-0.0095116270094816,0.0576885017738748,0.869133535463814
123,1,175523,-0.0169200339387853,0.0580106058940711,0.770709212214004
124,1,175541,-0.0119340152879128,0.0577773230179845,0.836478920390158
125,1,175653,-0.0165451770864503,0.0579569620524404,0.775448831027993
126,1,175805,-0.066170959634251,0.0611407233059919,0.279869944676452
127,1,175818,-0.0391848075825176,0.0597987516913762,0.512715563723892
128,1,175856,-0.0159450455508784,0.0589144488618845,0.786820371095707
129,1,175876,-0.0111532992729053,0.0580145586248752,0.847656924519382
130,1,175989,-0.00362321893376244,0.0581828098180345,0.950380662752572
131,1,176001,-0.00538254688889908,0.0584856013772101,0.926724819909999
132,1,176451,-0.00399255874135923,0.0591889534753761,0.946258106692748
133,1,177692,-0.0104202936254221,0.057688057079705,0.856760304965319
134,1,178191,-0.00541560733716503,0.0577472857324303,0.925336205088456
135,1,178224,-0.0104202936254221,0.057688057079705,0.856760304965319
136,1,178960,-0.015615132198371,0.0581455504547246,0.788430954312031
137,1,179139,-0.0673364580922087,0.115198814821258,0.559241286541567
138,1,179139,-0.2154486255684,0.23184239083602,0.353374261584263
139,1,180955,0.0192526280585108,0.0667739043630584,0.77326671047589
140,1,183802,-0.0315142061836004,0.0576736016143837,0.585120118242807
141,1,183954,-0.0282236910748404,0.0580986283971256,0.627417967571303
142,1,184450,-0.0214202162238488,0.0575979042970274,0.710196188992024
143,1,184641,-0.0315990963193814,0.0592617970779627,0.594222432381315
144,1,184718,-0.0087657275010413,0.0579346277194127,0.879822525233437
145,1,185296,-0.00111587166712212,0.0576906925016681,0.984578954083299
146,1,185438,-0.0373237659712795,0.0576592357087518,0.517847949219291
147,1,185469,-0.0334221788647244,0.0577493187390767,0.563129748564934
148,1,185503,-0.0508359412827875,0.0575637210364591,0.37776994514622
149,1,185705,-0.048277001125755,0.0582146602172928,0.407499135381028
150,1,185749,-0.0482623311163297,0.0582146946758817,0.407641796498077
151,1,185806,-0.0381139291594189,0.0583138744003104,0.513795269689236
152,1,185879,-0.0458665421836008,0.0585802540123867,0.43417007639778
153,1,185916,-0.0503429247134865,0.0585431457829627,0.390412036647876
154,1,185941,-0.0476184617515583,0.0588051301641706,0.418619535287708
