SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.022600821762403,0.184876539519369,0.902772029671859
2,1,1035,-0.0812919264453418,0.186852942068105,0.663785959169358
3,1,1074,-0.095460076604331,0.315812095524094,0.762625338969148
4,1,1470,-0.129125903526269,0.314640480696783,0.681767464043781
5,1,1475,0.114743832776685,0.232213039540528,0.62152048315281
6,1,1491,0.110604533083438,0.20311198956237,0.586407216617888
7,1,21249,-1.4631442623064,1.1639449570371,0.209564365877732
8,1,27243,-0.0276646273781189,0.159134326638069,0.86208732112193
9,1,27272,-0.00281820262443944,0.15675112800807,0.985665895523192
10,1,27498,-0.159389947418915,1.43139329680892,0.911399709920227
11,1,27561,1.11684543661401,1.07975934721545,0.301682224646783
12,1,27816,-0.0311508473088217,0.159941086012129,0.845689350876673
13,1,27822,-0.0350711725640002,0.159735482969369,0.826342456967761
14,1,27823,-0.00635101134548882,0.163036470395772,0.96894865083324
15,1,27825,-0.0231905533447322,0.159741620702177,0.884655245632842
16,1,27843,-0.0388639384361259,0.153028430807035,0.799670091466191
17,1,27848,-0.0388639384361259,0.153028430807035,0.799670091466191
18,1,28495,-0.0545680881035622,0.153017327639005,0.721594020615121
19,1,28975,0.0181230089459963,0.152018810808787,0.905172387681414
20,1,29283,-0.388164821889461,0.340061642136006,0.254454649796458
21,1,29752,-0.178917679738871,0.355064168569785,0.61464431205007
22,1,29787,2.26763317761992,0.953501615203673,0.0179282226661885
23,1,30057,-0.279534593792887,0.311270946368751,0.369774903245025
24,1,30479,0.24282146855901,0.913010370369841,0.790427617197787
25,1,30706,-0.0801981755424398,0.156942704351151,0.609668474442604
26,1,31435,-0.0231159821323615,0.151614100914009,0.878906581631201
27,1,35128,0.346729676864662,0.208160107877714,0.0966628196333786
28,1,35129,0.0816271775669222,0.209466657919166,0.69700038709749
29,1,36146,-0.0968898884641296,0.150749100929428,0.520821198111337
30,1,37255,-0.0824585956662087,0.304423396594453,0.786650772142478
31,1,37409,0.0229379741808965,0.151647922612245,0.879858534988261
32,1,37478,0.0304474920826538,0.151774552356759,0.841119072816122
33,1,39144,-0.0202073676136665,0.151086750268483,0.893679022094017
34,1,41499,-0.0987884104216106,0.150579715020794,0.512216825322963
35,1,45359,-0.267357639702739,0.25326024831552,0.291843863109529
36,1,45634,-0.271920671371803,0.232544091612813,0.243059859869015
37,1,51248,-0.155833139664022,0.151085322598813,0.303047830826064
38,1,51462,-0.172014280539616,0.151241137859443,0.256162939606424
39,1,52124,-0.100755154228937,0.151217756023682,0.50565979635517
40,1,52667,-0.15666891453499,0.150840005158784,0.299681706362529
41,1,55470,-0.186390174112908,0.154864141606682,0.229561475011465
42,1,59265,-0.0306119137692051,0.150985312919588,0.839449103554888
43,1,60165,-0.0596034396760526,0.150846647888643,0.692988520775245
44,1,62308,0.0168984561044973,0.150711383539289,0.910788329619999
45,1,62869,-0.0220033400445552,0.150690587384055,0.883991562583893
46,1,65431,0.091847615303454,0.157310115955475,0.559685125129734
47,1,65451,0.0747827220642091,0.155103389000067,0.629999927885792
48,1,65719,0.116267783266281,0.161678953120002,0.472538134333771
49,1,66841,0.0885581036752641,0.150692461554137,0.557126586932144
50,1,66948,0.0768431999665101,0.151636281826524,0.612639623257913
51,1,68621,-0.112120631689509,0.151162745797638,0.458749386007435
52,1,69417,-0.0755766597375766,0.150826371339014,0.616624420500966
53,1,69820,-0.275988759944811,0.590215274066669,0.64035423599696
54,1,69821,-0.166759361838688,0.366211568568602,0.649127743723892
55,1,70906,-0.0572921438812424,0.242351918730542,0.813258926739811
56,1,74327,0.0339949922280774,0.151698739182796,0.822812702666041
57,1,74572,0.0409661239942402,0.151289918906343,0.786719315696606
58,1,75211,0.0320181119580601,0.15102019877744,0.832219942174836
59,1,76030,0.0190390484397172,0.15102641392351,0.899752747005408
60,1,80108,-0.00157650403156268,0.150994080415563,0.99167546968265
61,1,81262,-0.00819293378248415,0.150936390796207,0.956742228412255
62,1,81999,0.00742013847094203,0.151305114796347,0.960914439583264
63,1,82431,-0.0661193531847036,0.151981132579275,0.663792173915484
64,1,83284,0.101559635978523,0.150818793951471,0.501140820680617
65,1,83613,0.188189030367795,0.15056620637217,0.212172984139955
66,1,84112,0.0999272610197845,0.150821882838813,0.508050202714906
67,1,84701,0.118570237658156,0.161481164241577,0.463273665638997
68,1,84858,0.18984776908833,0.151003860125004,0.209498688894609
69,1,85751,0.121071635653262,0.151826925154954,0.425736289855897
70,1,87445,0.123319540358364,0.152143339796415,0.418171168744654
71,1,87467,0.0589032518779157,0.15304996688857,0.70057077682303
72,1,89070,0.148916964914897,0.151917356617622,0.327634138299788
73,1,89616,0.164100101402265,0.151053328535219,0.278055735956408
74,1,89679,0.187499702287539,0.150995363283856,0.215150278389173
75,1,89880,0.206473115065689,0.150963670464652,0.172275878896451
76,1,91472,0.210735010940569,0.15207359651917,0.166700050908379
77,1,93789,0.123962258901957,0.150771337446304,0.411525381267479
78,1,94351,0.0908217832077915,0.151235580090387,0.548537194791391
79,1,99148,0.153991517229107,0.150692903029157,0.307532935816434
80,1,101281,0.299094024818444,1.65044666901152,0.856298864341679
81,1,106011,0.19753738770517,0.156930597099942,0.20895016092943
82,1,106800,0.114412982555802,0.150996454293552,0.449124342127136
83,1,107970,0.171317877890856,0.150395322202755,0.255426744140006
84,1,109000,0.078866869606608,0.150878639546322,0.601498931858328
85,1,112549,0.0356551908406449,0.150754215180031,0.813172525367405
86,1,112742,0.00922776376619566,0.151352747463613,0.951418726531862
87,1,113050,-0.039256382470576,0.151084477443726,0.795145861326458
88,1,113135,-0.0177433951658613,0.150711108448455,0.906347627323078
89,1,114076,0.0635325503061028,0.15067612802243,0.673537343293149
90,1,114628,0.11485028068289,0.150971642652451,0.447319774863902
91,1,116283,0.107124817556415,0.151828703301056,0.480924857293882
92,1,126880,-1.61033977719974,2.84946008457317,0.572338504564541
93,1,127853,0.088500597936662,0.151579665415347,0.55969052204558
94,1,128302,0.0169998892437542,0.151067605626017,0.910465828462252
95,1,128704,-0.0168293997892477,0.151218041667464,0.91144783303783
96,1,128911,0.0324140008496974,0.151227590682122,0.8304063104123
97,1,130267,0.170363265290853,0.150893544120597,0.259652053445544
98,1,130271,0.159852532600413,0.151105819364643,0.290831397389272
99,1,130613,0.196783452224131,0.152399987833572,0.197468803783349
100,1,132012,-0.103688277809859,0.152335287926455,0.496533934187919
101,1,133231,-0.156221902265915,0.151124976787697,0.301971681436828
102,1,137074,-0.0290992281463417,0.151130352538088,0.847426902971949
103,1,137304,-0.137006128233403,0.15101486629555,0.364900884981817
104,1,139686,-0.00524172280313945,0.151389252766501,0.972399021423342
105,1,149562,-0.0878614868412661,0.15166280132881,0.56274192197422
106,1,150447,-0.0972555840311086,0.153330611238706,0.526304489604506
107,1,151446,-0.0199398574692911,0.308208738708907,0.948452707889846
108,1,154084,-0.0640199306054349,0.153854216742366,0.677584029626522
109,1,156633,-0.0847207443642461,0.155936597787723,0.587264449526477
110,1,157269,-0.157821577822742,0.150865254540201,0.296226255059158
111,1,160054,-0.181378751813685,0.152228688095009,0.234262283082076
112,1,166222,-0.15239396991835,0.151188882826128,0.314158928931284
113,1,166416,-0.162565239673134,0.150850984835334,0.281923855594752
114,1,167326,-0.166966739943498,0.151697471694263,0.271796355911713
115,1,168836,-0.110240956644992,0.151123567395736,0.466194530817024
116,1,171200,-0.233395590459288,0.150953645662875,0.122966573217242
117,1,171431,-0.284875182786063,0.151653432049458,0.0611419845915229
118,1,173339,-0.254124905175173,0.150618187330086,0.0924458556197426
119,1,173845,-0.281612573606485,0.150353659979889,0.0618944858568108
120,1,175121,-0.288707769288517,0.150014382201676,0.0550911829382479
121,1,175281,-0.310862934731873,0.150017860681729,0.0389749367590815
122,1,175315,-0.31081157132057,0.149970363299388,0.0389455112079005
123,1,175523,-0.303297380247772,0.150873725537383,0.0451625699112978
124,1,175541,-0.311710686508669,0.150202130164213,0.0386848885204193
125,1,175653,-0.298841279821627,0.150757050521589,0.048224008263968
126,1,175805,-0.244810916518719,0.159637061551321,0.126036891985251
127,1,175818,-0.315363623461175,0.155585472816259,0.0434189445146316
128,1,175856,-0.319254778384436,0.153156697326586,0.0378333433864712
129,1,175876,-0.280910304477122,0.150996460899605,0.0636636620675231
130,1,175989,-0.277051363963128,0.151451634767245,0.068197193176342
131,1,176001,-0.264583515476799,0.152311075475374,0.0832372063740916
132,1,176451,-0.266725935658389,0.154147021771844,0.0844444633349039
133,1,177692,-0.27547359448464,0.150165913106501,0.067426989859671
134,1,178191,-0.24821002406803,0.150450912423636,0.0998786380896914
135,1,178224,-0.27547359448464,0.150165913106501,0.067426989859671
136,1,178960,-0.288984998733209,0.151305273841741,0.0569502849645584
137,1,179139,-0.263858945205312,0.301100800612055,0.381455111945767
138,1,179139,-0.447827482705152,0.606616378347175,0.460860116879318
139,1,180955,-0.0973413022371912,0.174579177328424,0.577486789511797
140,1,183802,-0.247869771068147,0.1503211869199,0.10005069402706
141,1,183954,-0.212744528642448,0.151575232976032,0.161329770321057
142,1,184450,-0.109548609539585,0.150553894009346,0.467318052911248
143,1,184641,-0.117475503009736,0.154925153084129,0.448793733346673
144,1,184718,-0.204903973413796,0.151129815295843,0.176024954885006
145,1,185296,-0.135443543121545,0.150707685306813,0.369416079402427
146,1,185438,-0.134910892852417,0.150716170568347,0.371326388226874
147,1,185469,-0.132410748475559,0.150940449600268,0.380953823161968
148,1,185503,-0.136069935923893,0.15053996004803,0.366675887413491
149,1,185705,-0.165969781943795,0.152142271140748,0.276067358582725
150,1,185749,-0.141619184021594,0.152211986150967,0.352795934099416
151,1,185806,-0.163873893998615,0.152352534679646,0.282830494039058
152,1,185879,-0.158908065105611,0.153105957066054,0.300028875189673
153,1,185916,-0.0802504431252851,0.153210122999297,0.600750970755466
154,1,185941,-0.0661973101604526,0.153896988897972,0.667355997098255
155,1,185954,-0.0988058609775209,0.154297285678837,0.522353802820697
156,1,186055,-0.110725276560922,0.151190815237922,0.46443817999276
157,1,186896,-0.162278775201604,0.153543494246815,0.291283967315538
158,1,187697,-0.571357145480226,0.312155153040164,0.0680387262114105
159,1,189392,-0.361476435282688,0.314689711894084,0.25146747209911
160,1,189416,-0.368330500028009,0.304342585166777,0.226992882685763
161,1,190132,0.029822679437943,0.151489244690459,0.844047773369746
162,1,190148,0.0594279986065755,0.151510237899368,0.695119442827313
163,1,190165,0.0287668330425448,0.152700069486542,0.850680900647745
164,1,190169,0.0533335756041605,0.152490897044524,0.726735463410262
165,1,190933,-0.252489962669818,0.150682412609983,0.0946935748143079
166,1,192149,0.0737063733041109,0.152466854712575,0.629093324901521
167,1,192302,0.255345222900023,0.200921371557891,0.204611265222806
168,1,192303,0.213114752129741,0.181469400646581,0.241032908373183
169,1,192305,0.1947519346205,0.188662282626502,0.302648588666805
170,1,192315,0.00734625581536896,0.214343090781449,0.972678547286482
171,1,192795,0.0792109324278935,0.150935234246087,0.600051092433656
172,1,194020,-0.148691794784349,0.158845294274761,0.34987229122234
173,1,194187,-0.0870596180022846,0.151048141251348,0.56473242557675
174,1,194867,-0.163073270441026,0.150787363097495,0.280222634108268
175,1,197325,-0.150068786985878,0.15451618175576,0.332105091402356
176,1,197392,-0.209381114562927,0.156314524106718,0.181274258037539
177,1,198857,-0.740431283289064,0.72314915049513,0.306584394024699
178,1,206666,-0.277617543289037,0.169220672206976,0.101778409429082
179,1,206675,-0.132504740975108,0.221036301220532,0.54924373938554
180,1,223051,-0.357368106179241,0.173994503843841,0.0407210291157306
181,1,223059,-0.3735986317808,0.180659856168715,0.0393711638945636
182,2,7366,-0.323900663036677,0.218379697415115,0.138913654205009
183,2,8180,0.203505158663363,0.301404112353221,0.499996829318949
184,2,8187,0.0761955863577857,0.313606723945525,0.808173310147018
185,2,8250,0.0843059995009874,0.308960180376818,0.78511261915968
186,2,8253,0.0791424115699222,0.308964049587247,0.797981050151427
187,2,8285,-0.0197421692184623,0.167518559105549,0.906253032981919
188,2,8302,-0.0178877034975189,0.156808250868156,0.909244191653249
189,2,8306,-0.0178877034975189,0.156808250868156,0.909244191653249
190,2,8314,0.0165143159433576,0.153591738082842,0.914436859982356
191,2,8317,-0.0198925458990822,0.157093571505706,0.89930642047041
192,2,8328,-0.0242186816498881,0.156388999570705,0.877018778049264
193,2,8331,-0.0125156568350385,0.156098872621131,0.936141318882872
194,2,8498,-0.0414466120848493,0.153353443385229,0.787111603048343
195,2,8651,-0.036848629347881,0.153500380339832,0.810426476315659
196,2,9418,-0.163007035168481,0.390326999613835,0.676481349821321
197,2,9812,-0.0630332410738911,0.154388603677031,0.683318217150772
198,2,9932,-0.0793768357291995,0.153758384846754,0.606007262369628
199,2,10135,-0.0666560311297781,0.153186277803441,0.663733571587749
200,2,11616,-0.0648609529559631,0.153025781985741,0.67192872223195
201,2,12133,-0.0351372950579958,0.153661837509077,0.819260644892359
202,2,12194,-0.0243470525941614,0.154262013637364,0.874681619287809
203,2,12359,-0.0627221100811026,0.153780184723833,0.683617401160835
204,2,13061,-0.0721145550143091,0.153757196144363,0.639347867839664
205,2,14298,-0.0675149666683934,0.154248451204566,0.661869483840296
206,2,15222,-0.0699949282675552,0.155750307033219,0.653415504312726
207,2,17986,-0.0495212287672634,0.153042021894477,0.746448183845862
208,2,19770,-0.0417805864153278,0.154106952269522,0.786461650049369
209,2,19836,-0.0790878460710844,0.153641913086879,0.607046822994475
210,2,19851,-0.0760043782506012,0.154096487410145,0.622159672944831
211,2,21595,-0.0456242189207555,0.15349370178401,0.766459359098816
212,2,22385,-0.029101153378823,0.15365036068086,0.849889324704392
213,2,23441,-0.077010003689628,0.155096427324262,0.619829694065119
214,2,24209,-0.0498464740794862,0.153850178541365,0.746134755940903
