SNP,Chr,Pos,Effect,SE,ADE17_GIS2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.309116977036768,0.183348655289132,0.0926887187684746
2,1,1035,0.0724893168678515,0.186059236943343,0.697064760559842
3,1,1074,0.623313380832702,0.31273988589795,0.0470228909509467
4,1,1470,-0.568904717146667,0.311895691684298,0.0689940126828299
5,1,1475,0.0300480300657862,0.231288806378369,0.896707178369739
6,1,1491,0.18326023588746,0.202088158863404,0.365113647531192
7,1,21249,0.795028024884482,1.16075934273706,0.493843478621698
8,1,27243,0.0761688617088092,0.15840486765038,0.630921532651287
9,1,27272,-0.0577403662726734,0.156046817124154,0.711589854976058
10,1,27498,1.63545097903916,1.42260187592135,0.251078866134405
11,1,27561,0.741229214696103,1.07602074539634,0.491362957118465
12,1,27816,0.0331948068772357,0.159252000300903,0.835004075635146
13,1,27822,0.00333222703114833,0.15905928589038,0.983297703615682
14,1,27823,-0.00838793828602319,0.162335051559587,0.958820445020811
15,1,27825,0.0193135610105927,0.159056063032635,0.903422617327313
16,1,27843,-0.0285603279711256,0.152376654871668,0.851429276955942
17,1,27848,-0.0285603279711256,0.152376654871668,0.851429276955942
18,1,28495,0.109853523975705,0.15227449322294,0.471130063152312
19,1,28975,0.0961494279458125,0.151281554151467,0.525471064664063
20,1,29283,-0.459757509362083,0.33833972389596,0.175057438402358
21,1,29752,-0.371901024550239,0.353109940963846,0.292962407728482
22,1,29787,0.749883421576505,0.956143950418757,0.433402501210224
23,1,30057,0.27127422006976,0.30995002414559,0.382049747756651
24,1,30479,-0.220630446521431,0.90909911784102,0.808385497163528
25,1,30706,-0.0618896207000419,0.156290834867994,0.692351579299442
26,1,31435,-0.00576552047422463,0.150966728672933,0.969557248546571
27,1,35128,-0.0389369713255583,0.20806751251875,0.851661327111945
28,1,35129,-0.180063270718509,0.208390422366943,0.388137872992478
29,1,36146,-0.109387609927718,0.150075700296481,0.466556595476612
30,1,37255,0.00540241467447622,0.303145557286529,0.985791568314959
31,1,37409,0.0219587953100447,0.150996116312477,0.884457361457525
32,1,37478,0.0373882494625785,0.151117343807284,0.804733199995603
33,1,39144,0.0510025645733636,0.150416305550857,0.734754070141149
34,1,41499,0.0441507927220912,0.150005104429478,0.768679817418382
35,1,45359,0.0613627063670918,0.252547701071483,0.808166105627469
36,1,45634,-0.197587590758705,0.231753531394252,0.394472336684913
37,1,51248,0.0552384711347494,0.150633390238296,0.714056538338804
38,1,51462,0.0172645885768071,0.150863579814239,0.908955327366428
39,1,52124,-0.1128503916271,0.150542303181949,0.45397939911205
40,1,52667,-0.0477150093388871,0.150399182793828,0.751237092098907
41,1,55470,-0.224569062457032,0.154051200024876,0.145796861334157
42,1,59265,-0.153724657746313,0.150121938770005,0.306537139213202
43,1,60165,-0.22318508053419,0.149760751523398,0.137044245546441
44,1,62308,-0.249419530621615,0.149477569831802,0.0960816726656853
45,1,62869,-0.330285880388729,0.149013713081728,0.0272956497717589
46,1,65431,-0.401116723698764,0.155248130006813,0.0101755960856768
47,1,65451,-0.342342449190156,0.153408887833004,0.0262707895379577
48,1,65719,-0.335909842380965,0.160106373764173,0.0366118881057834
49,1,66841,-0.330630588798199,0.149082754468494,0.027206990182017
50,1,66948,-0.296252003373657,0.150213756328869,0.0493666683938417
51,1,68621,-0.313283037338747,0.149704145701204,0.0370912313288828
52,1,69417,-0.233457226754684,0.149716380548921,0.119814370167495
53,1,69820,-0.800852706067938,0.586311590562652,0.172834755025974
54,1,69821,-0.0558882215223395,0.364731590962796,0.878303589986109
55,1,70906,-0.456169301629999,0.240104310756387,0.0582636214924665
56,1,74327,-0.355449647068715,0.149867700194648,0.0182396022896015
57,1,74572,-0.364229934996154,0.149402441706016,0.0152651760926532
58,1,75211,-0.39128488990719,0.148931229959468,0.00898226731168131
59,1,76030,-0.314234992987419,0.14944733605896,0.0362043188228323
60,1,80108,-0.262715981258608,0.149693077384202,0.0801214888654844
61,1,81262,-0.116944601207431,0.150158952677204,0.436616115458201
62,1,81999,-0.00238755151432757,0.150654872359861,0.987364750369203
63,1,82431,-0.00988329507948099,0.151367172468779,0.947977264747091
64,1,83284,0.0177880269961315,0.150263621634758,0.90583485636424
65,1,83613,0.0489403076694565,0.150227464602226,0.744787845326017
66,1,84112,0.0426940126954197,0.150249421510437,0.776458772731387
67,1,84701,-0.0738270486975543,0.160861454013777,0.646553942345885
68,1,84858,0.0392813565026886,0.150676198258955,0.794475513420213
69,1,85751,-0.0163527297628863,0.151307577595184,0.91399674544454
70,1,87445,0.055726839639793,0.151600927642056,0.713399978593376
71,1,87467,0.0660048359737808,0.152383239125839,0.665170174261992
72,1,89070,0.0321274766882725,0.151460104649217,0.832137081168168
73,1,89616,0.0508857518645398,0.150630579291134,0.735700993573579
74,1,89679,0.0417269551196469,0.150657635052645,0.7819687685088
75,1,89880,0.0681266335886649,0.150668555252218,0.65142981979275
76,1,91472,0.0190526999161657,0.151827498269377,0.90020777068339
77,1,93789,-0.00338349939798382,0.150266496307482,0.982048545998694
78,1,94351,0.0389722043860159,0.150647799485256,0.79601945030363
79,1,99148,-0.0259595255827755,0.150260251854228,0.862936139560151
80,1,101281,-0.185883324008175,1.6433954268085,0.910008190486338
81,1,106011,-0.0612119334405856,0.156572099648224,0.696069707407919
82,1,106800,-0.160145082725829,0.150227681721341,0.287145059141417
83,1,107970,-0.138567540814607,0.149842116129055,0.355724064628
84,1,109000,0.0619294125113355,0.15025175092019,0.680464284138498
85,1,112549,0.0299778789847037,0.150109295442144,0.841824719845093
86,1,112742,-0.0458237682930993,0.150682896872062,0.761225332342463
87,1,113050,-0.0747365800458978,0.150396513621345,0.619547563367162
88,1,113135,-0.0148473287916391,0.150063826361342,0.921241996242121
89,1,114076,0.168429133040096,0.149797906543875,0.261617644000276
90,1,114628,0.242896331530078,0.149889051678656,0.106016215448258
91,1,116283,0.181886372000929,0.150972245138358,0.229100369071901
92,1,126880,-3.95191502567433,2.83068485826644,0.16356216827214
93,1,127853,-0.0171950065968666,0.150997865971565,0.909400967787567
94,1,128302,0.0134034105637299,0.15041893130704,0.929047244151792
95,1,128704,0.018467421307556,0.150567147315424,0.902452160073228
96,1,128911,0.00459413835596867,0.1505868216465,0.975678966026855
97,1,130267,0.00235238005286642,0.150515587433087,0.987539347972517
98,1,130271,-0.00654604463138853,0.150693879069848,0.965375868846912
99,1,130613,0.027667464272932,0.152095383266193,0.855758836899023
100,1,132012,0.00911962015189194,0.151778883244242,0.952122011785652
101,1,133231,-0.00480407235900493,0.150702417106432,0.9745874613699
102,1,137074,0.0200330213916834,0.150484526439908,0.894171594019884
103,1,137304,-0.0515563586867279,0.150515599552066,0.732154683300272
104,1,139686,-0.0984135657181301,0.150647409002323,0.514006924131035
105,1,149562,-0.121807562036333,0.150943165205607,0.420223492539212
106,1,150447,-0.0625996648195944,0.152721834346263,0.68213281681415
107,1,151446,0.114625957366494,0.30682442739546,0.708935046506872
108,1,154084,-0.0521344266892686,0.153204990989519,0.7338390795178
109,1,156633,-0.0652077133403709,0.155292102148277,0.674811329995191
110,1,157269,-0.128749521584764,0.150292966115911,0.392215635256236
111,1,160054,-0.0677302667728967,0.151835709333443,0.6558158311619
112,1,166222,-0.0710007122761104,0.150707793828681,0.637849573937483
113,1,166416,-0.0500713287320926,0.150425503294053,0.739434070421332
114,1,167326,-0.0975463087142833,0.151214939054673,0.519291904272924
115,1,168836,-0.0598535947844189,0.150553319633755,0.691196716833636
116,1,171200,-0.0896029535296661,0.150737110544039,0.552604033560936
117,1,171431,-0.0750359334013476,0.151701504486182,0.621169860875834
118,1,173339,-0.0744748699292367,0.150521741762158,0.6210645248502
119,1,173845,-0.0400905015886382,0.150433976561192,0.790010545102238
120,1,175121,-0.0947863538833328,0.150066032255024,0.528036854869988
121,1,175281,-0.0713711807960183,0.150230415948868,0.635025110314306
122,1,175315,-0.0739505679396789,0.150179559059864,0.622732578849548
