SNP,Chr,Pos,Effect,SE,ERG11_HYR1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0721174383959881,0.105944467003188,0.496501369871947
2,1,1035,0.120699674034402,0.106981050056368,0.259987259520281
3,1,1074,-0.117989497433257,0.181007207086871,0.514922302707716
4,1,1470,-0.166009109325348,0.180247452984532,0.357675926335587
5,1,1475,-0.0708783580715213,0.133147997434069,0.594833991760414
6,1,1491,-0.11721786536929,0.116350048590015,0.314404479971476
7,1,21249,0.0541814246096228,0.668914213939659,0.935488601100006
8,1,27243,-0.0514425497926576,0.0912134794263501,0.573126081651677
9,1,27272,-0.0411013060339254,0.0898575030426782,0.647661074565852
10,1,27498,0.189922915359056,0.820740386868343,0.817134740990475
11,1,27561,0.155528377034956,0.620036907532463,0.802085850118072
12,1,27816,0.0275008732737062,0.0917065166777998,0.764445835141808
13,1,27822,0.0320739387834155,0.0915857180663727,0.726392391256942
14,1,27823,0.023252600631561,0.0934802307587923,0.803703845671808
15,1,27825,0.0290580396919994,0.0915885693869046,0.751228507936441
16,1,27843,0.00641965947477368,0.0877567722323696,0.941725904810174
17,1,27848,0.00641965947477368,0.0877567722323696,0.941725904810174
18,1,28495,0.0384760044082293,0.0877349613628763,0.661257249556928
19,1,28975,-0.0102674415314208,0.0871705276727515,0.906304451741489
20,1,29283,-0.0907266798912625,0.195297677775311,0.642535943550839
21,1,29752,0.086037679493991,0.203622293754427,0.672891335873154
22,1,29787,1.13990125225539,0.547769080711085,0.0381554198002146
23,1,30057,-0.0504683401514132,0.178672282918452,0.777753924980172
24,1,30479,0.835481478098186,0.521698265430275,0.110168451492143
25,1,30706,-0.000858403202341929,0.0900272080803644,0.992397727445332
26,1,31435,0.0260491989473179,0.0869302242743764,0.764615614842318
27,1,35128,0.188543504460535,0.119410211532444,0.115241720726015
28,1,35129,0.0139688360002079,0.120135709609472,0.907500346683543
29,1,36146,-0.0416903667161715,0.0864645060795972,0.629985850822689
30,1,37255,0.00860130603147446,0.174579722209115,0.960733072553089
31,1,37409,0.0322809252081704,0.0869436545321527,0.710647574278849
32,1,37478,0.0164100670187469,0.0870310016694365,0.85055052839241
33,1,39144,0.0222643658559098,0.0866301151350175,0.797324708441949
34,1,41499,0.038649277401998,0.0863734117828849,0.654812146266669
35,1,45359,-0.325921919917591,0.144415184864822,0.0246290528568238
36,1,45634,0.0209179651728659,0.133598582949622,0.875670688715432
37,1,51248,0.0023049451969578,0.0867655673191382,0.978821536061096
38,1,51462,0.00127793213864945,0.0868832823542328,0.988272961338288
39,1,52124,0.03511025800313,0.0867455276597542,0.68590638534
40,1,52667,-0.0890099133570743,0.0864969583514941,0.304159568528222
41,1,55470,-0.0932104815955377,0.0888456676456587,0.294836930130009
42,1,59265,-0.0306640483845215,0.0865675155499049,0.723384618497562
43,1,60165,0.0162433002656316,0.0865131516831961,0.851176377820498
44,1,62308,0.0242287075021873,0.0864126992522758,0.779347428278624
45,1,62869,0.0654819525445164,0.0863411523164102,0.448711904790991
46,1,65431,0.0737589086470456,0.0901627402054095,0.413872390894586
47,1,65451,0.065652723879237,0.0888998735677705,0.460700230550654
48,1,65719,0.0841120255336896,0.0926696067476482,0.364679763129005
49,1,66841,0.0641747688370128,0.0863846894300127,0.458039240559517
50,1,66948,0.0512588604692801,0.0869399625558978,0.555843276302751
51,1,68621,-0.0512483574648773,0.0867042255281376,0.554851087989979
52,1,69417,-0.0537502279525486,0.0864701594043522,0.534603278067538
53,1,69820,-0.24933995122162,0.338285286090501,0.46156935664301
54,1,69821,-0.184596319941708,0.209824461229311,0.379584876554814
55,1,70906,-0.293833821352217,0.138097484234794,0.0340522400449838
56,1,74327,0.0520430398806221,0.0869490270586596,0.549859177540846
57,1,74572,0.0531983560168574,0.0867153197749216,0.539952255733512
58,1,75211,0.0509121014182972,0.0865609717264348,0.556797898450368
59,1,76030,0.120070345360022,0.0863672604612637,0.165335029313513
60,1,80108,0.00308041820554841,0.0865827440151583,0.971639168979684
61,1,81262,-0.0230068512168558,0.0865415038502909,0.790511779299559
62,1,81999,-0.1044503092211,0.0865832416016466,0.228487693289205
63,1,82431,-0.116197044763995,0.0869525787042081,0.182303282591734
64,1,83284,-0.097225202955246,0.0863830430066037,0.261136527948658
65,1,83613,-0.0475413594535472,0.0864913596436411,0.582896060970018
66,1,84112,-0.0643978373931725,0.0864699966078938,0.456923225350047
67,1,84701,-0.00140479064436017,0.0926670352613952,0.987913455808369
68,1,84858,0.0511472480103292,0.0867394294873322,0.555792157349429
69,1,85751,-0.0228538116502293,0.0871303451555543,0.793247389177702
70,1,87445,-0.0304882734791896,0.0873079619569163,0.727144513541478
71,1,87467,-0.064533528083752,0.0877129551665392,0.462380302244034
72,1,89070,-0.0251714078786148,0.0872205034420395,0.773060653554378
73,1,89616,-0.0261519948139775,0.0867503682742584,0.763239243801262
74,1,89679,-0.00533674897447672,0.086772056389989,0.950993366221117
75,1,89880,0.0120661232344439,0.0867921314753636,0.889511063415259
76,1,91472,0.0451807024235117,0.0874056907552522,0.605544073384818
77,1,93789,-0.0249933518865399,0.0865276766288167,0.772867198143112
78,1,94351,-0.0475727941605718,0.0867287004052944,0.583678731743105
79,1,99148,0.00270203686226961,0.0865377821365047,0.975108719765302
80,1,101281,-0.0762755468503853,0.946432916866845,0.935811574904666
81,1,106011,0.0078271023417624,0.0901877662775493,0.9308902337537
82,1,106800,0.00359101526396674,0.0866544204639285,0.966968037637554
83,1,107970,0.024253937342699,0.086388259943835,0.779062784266846
84,1,109000,0.0150348764388666,0.0865464673113586,0.862184876257919
85,1,112549,-0.0386026368423347,0.0864277733123427,0.655404412822381
86,1,112742,0.00387504764372709,0.0867887642893355,0.964412183515942
87,1,113050,0.0299634191670918,0.0866283269113589,0.729635359355046
88,1,113135,0.000596165258115455,0.0864223151766351,0.99449990993863
89,1,114076,0.0395073120928892,0.0863967358134098,0.647752653822039
90,1,114628,0.0455611723254417,0.0866070115217829,0.599171342020518
91,1,116283,0.066186791408575,0.0870515926026539,0.447572739257124
92,1,126880,-3.99042595608753,1.62081746041823,0.0142943939501221
93,1,127853,0.0132275153785225,0.0869577794774731,0.879183745239443
94,1,128302,0.0138984049988112,0.0866234418921808,0.872621347529802
95,1,128704,-0.00359656359257271,0.0867126194770882,0.966939222249043
96,1,128911,0.0184536200455911,0.0867168657007999,0.831603361716812
97,1,130267,-0.00390727136399166,0.0866810705367584,0.964071893690968
98,1,130271,0.00475183829608572,0.0867838308339034,0.956364722305871
99,1,130613,0.0737136987381672,0.0875072849120217,0.400150038709209
100,1,132012,-0.0590613940868696,0.0873527198068524,0.499403751633485
101,1,133231,-0.0751060852435467,0.0866968983884625,0.386910539187399
102,1,137074,-0.0687146362757101,0.0865883733492341,0.427974192133098
103,1,137304,-0.068594106393375,0.086618794421918,0.4289462088136
104,1,139686,-0.0736420938303313,0.0867211004721906,0.396354924517023
105,1,149562,-0.0380169748138104,0.0869841432046736,0.662337699821554
106,1,150447,-0.0412413984466515,0.0879453970838585,0.639399693358664
107,1,151446,-0.0663246006997813,0.176698558677128,0.707622268869185
108,1,154084,-0.010693566408942,0.088242741012933,0.903614623314214
109,1,156633,-0.0287648560164136,0.0894412945683552,0.747941553645845
110,1,157269,-0.0657646694119662,0.0865722720236926,0.447970531604395
111,1,160054,-0.0245432043123613,0.0874564289480079,0.779155914208139
112,1,166222,-0.000459496381901958,0.0868192584428024,0.995780155198356
113,1,166416,-0.00958633187442476,0.0866415030507596,0.91196181320341
114,1,167326,-0.0291253902720749,0.087121567474884,0.738346088664439
115,1,168836,-0.0606491572087703,0.0866623292885461,0.484492536159129
116,1,171200,0.00575935413341278,0.0868517597989335,0.947166600979223
117,1,171431,-0.021138371623366,0.0873872824180065,0.809003538399295
118,1,173339,-0.0429193170457282,0.0866847928282249,0.620823929514074
119,1,173845,-0.061458561280114,0.0865812348578184,0.478273864818593
120,1,175121,-0.0359662930126383,0.0864500244154654,0.677636723778653
121,1,175281,-0.0492834392173456,0.0865049540159526,0.569231277216002
122,1,175315,-0.0497825123193351,0.0864768880923321,0.565202220135479
123,1,175523,-0.0425223331498652,0.0869782342965369,0.625226882955155
124,1,175541,-0.0496722404478566,0.0866122386811139,0.566670430019615
125,1,175653,-0.0700368626001097,0.0868468122657341,0.420531363551318
126,1,175805,-0.0294544798951994,0.0918299757140013,0.748589526465624
127,1,175818,-0.0630683772876362,0.0896705520011657,0.482311043836914
128,1,175856,-0.0294979594953645,0.0883478824640286,0.738665220890485
129,1,175876,-0.0389518277071281,0.0869829715061987,0.654565156586947
130,1,175989,-0.0485720538268665,0.087217615817717,0.577944245034331
131,1,176001,-0.0500165066579067,0.0876701763474442,0.568696392068282
132,1,176451,-0.0303159188972609,0.0887502389809504,0.732865047639033
133,1,177692,-0.0410356265388107,0.0864898984318691,0.635468335446495
134,1,178191,-0.0394217550340392,0.0865779547200522,0.649149994641459
135,1,178224,-0.0410356265388107,0.0864898984318691,0.635468335446495
136,1,178960,-0.0641109847448917,0.0871416896838507,0.462395950681686
137,1,179139,-0.0511833478512589,0.172823172416383,0.767281885011713
138,1,179139,0.237758774383613,0.347883731413511,0.494775163935342
139,1,180955,0.00777455946748939,0.100150248582445,0.938167188507959
140,1,183802,0.00518113709564193,0.0865279262762875,0.95228652094445
141,1,183954,-0.0116317038854135,0.0871561183648226,0.893907021897007
142,1,184450,0.0156488892590265,0.0863911778228293,0.856361725342299
143,1,184641,0.0553335240990168,0.0888605673156598,0.53388337359623
144,1,184718,-0.00450970957903662,0.0868857353265916,0.958634615509914
145,1,185296,0.016149596456266,0.0865132013790405,0.852025008266956
146,1,185438,0.0153507770884991,0.0865176984397781,0.859272937349458
147,1,185469,0.00864931987773972,0.0866452013229705,0.920540269184984
148,1,185503,-0.00532612447533132,0.0864218560657363,0.950892866817897
149,1,185705,-0.00267243957166548,0.0873880944298311,0.975620756118383
150,1,185749,-0.0219098508321224,0.0873804290963827,0.802160287352552
151,1,185806,0.0235309796193658,0.0874959342536602,0.788134525729594
152,1,185879,-0.0286937087088677,0.0879144677196489,0.74432869440372
153,1,185916,0.0168933459831686,0.0878831417377038,0.847676415952102
154,1,185941,0.00754701911173,0.0882696789059957,0.931912713516793
155,1,185954,-0.011598747117413,0.0885262289046925,0.895833759956791
156,1,186055,0.0321319161869465,0.086744677355613,0.711292143075339
157,1,186896,0.0661130828859324,0.0881137260618672,0.453564600010822
158,1,187697,-0.217176137416978,0.179471257060502,0.227054548679415
159,1,189392,-0.255975041838148,0.180271918041865,0.156508114199646
160,1,189416,-0.170402433310928,0.174642183267782,0.329869809701853
161,1,190132,-0.081776833237274,0.0867624842849899,0.346562483224828
162,1,190148,-0.0857796100552352,0.086777770547172,0.323586117504333
163,1,190165,-0.0978827888447242,0.0874104169879499,0.263557385914871
164,1,190169,-0.0894451101417197,0.0873266682663343,0.30641442809725
165,1,190933,-0.1485885740197,0.0863858635800726,0.0862985881169486
166,1,192149,-0.0932346392921665,0.0873154389847897,0.286344486065102
167,1,192302,0.0992912720134749,0.115354424981362,0.389960230633833
168,1,192303,0.0378460695483325,0.104241635408614,0.716776640397325
169,1,192305,0.074770677496951,0.108272600666883,0.490284584771777
170,1,192315,-0.0138557792018235,0.122906408808223,0.910305215872219
171,1,192795,-0.136897499032036,0.0862757671798892,0.1134661033443
172,1,194020,-0.0555964050032067,0.0911498811259963,0.542290738862934
173,1,194187,-0.0965526621938284,0.0865021156080919,0.265100691152831
174,1,194867,-0.10658755381337,0.0864214701843246,0.218267418069816
175,1,197325,-0.129634223584532,0.0884521261497361,0.143651166513204
176,1,197392,-0.147783493490381,0.0895163229053519,0.0996460639697357
177,1,198857,-0.232865120362596,0.415097823145089,0.575161268727563
178,1,206666,-0.0146927094056619,0.0974004395688973,0.88018139585566
