SNP,Chr,Pos,Effect,SE,ERV25_ERG5_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.305711425308058,0.209909554971345,0.146172050787468
2,1,1035,0.265088225497962,0.21237437829656,0.212780739165225
3,1,1074,0.398320069297318,0.359063577527514,0.268042925352575
4,1,1470,0.242519085532756,0.358161093667396,0.498771463122879
5,1,1475,0.223741559446221,0.264264198397048,0.397759037873817
6,1,1491,0.0939427416189194,0.231344178378081,0.684934636392801
7,1,21249,-1.40131390327215,1.32635217230162,0.291454484055576
8,1,27243,0.0616476940086153,0.181197982980173,0.733891075896304
9,1,27272,0.0934318455625165,0.1784367786361,0.600876185087657
10,1,27498,-1.29630061201075,1.62861836117818,0.426595369253921
11,1,27561,1.25450769416181,1.22966520891678,0.308331037465688
12,1,27816,0.0325728083675142,0.182140192874307,0.858170861357012
13,1,27822,0.0240896394380145,0.181912421272972,0.894724082706588
14,1,27823,0.00807064520324952,0.185663539866177,0.965352095367185
15,1,27825,0.0410049512347852,0.181903847576845,0.821782205444448
16,1,27843,0.035482284214432,0.174272310562672,0.838781430888118
17,1,27848,0.035482284214432,0.174272310562672,0.838781430888118
18,1,28495,0.0376762164553428,0.174273828168476,0.828964711335076
19,1,28975,0.0710552113238829,0.17307905361962,0.681661750238691
20,1,29283,-0.428211222764141,0.387301415626784,0.269640597146559
21,1,29752,0.236613187207656,0.404291377664938,0.55875079822651
22,1,29787,2.4221907779613,1.08687926495874,0.0264714930655261
23,1,30057,0.044554386456884,0.354867738902702,0.90015796215778
24,1,30479,0.947551471042874,1.03860376501587,0.362216602221284
25,1,30706,-0.0271961037689357,0.178784374466701,0.879181731094832
26,1,31435,0.00914594419415643,0.172661002721088,0.957785354801523
27,1,35128,0.222952532422342,0.23768352119363,0.348874101626873
28,1,35129,-0.045140267127632,0.238576887889371,0.850039813456161
29,1,36146,-0.128365475705947,0.171635443325671,0.455020787647476
30,1,37255,-0.163909447204096,0.346599328781941,0.63657139364029
31,1,37409,-0.0302517148072304,0.172692610081158,0.861041258065212
32,1,37478,-0.0414713751641378,0.172834481762842,0.810509453468749
33,1,39144,-0.0963110800311676,0.17198344664416,0.575833238539606
34,1,41499,-0.185345184985032,0.171298747572347,0.279991259689931
35,1,45359,-0.238303557389141,0.288585508918749,0.409495641933425
36,1,45634,0.110641201010072,0.265264966105873,0.676861054501183
37,1,51248,-0.370384469348861,0.171181516437824,0.0311582026804558
38,1,51462,-0.342069108836815,0.171583329671862,0.0469645572319553
39,1,52124,-0.319627674452691,0.171471065531755,0.0631470529671462
40,1,52667,-0.284747890795277,0.171367881059657,0.0974772404781255
41,1,55470,-0.317361202863081,0.17590946165738,0.072065307896932
42,1,59265,-0.0819306574680268,0.171894656139849,0.63391841710572
43,1,60165,-0.078833418993854,0.171768783296147,0.646551967086159
44,1,62308,-0.188197031328086,0.171338511761061,0.272781503088856
45,1,62869,-0.221292490708375,0.17120483345781,0.197008750969628
46,1,65431,-0.17022242225889,0.178999886526195,0.342273365748946
47,1,65451,-0.157331752370534,0.176489157813951,0.373293526534456
48,1,65719,-0.0738546917923468,0.184210596822514,0.688717672849772
49,1,66841,-0.144380698519979,0.171518318027697,0.400480986637049
50,1,66948,-0.182840805455283,0.172469728003797,0.289809033023201
51,1,68621,-0.309004351204616,0.171489245909815,0.0724161373771934
52,1,69417,-0.178592328103097,0.171556887330235,0.298583651482004
53,1,69820,-0.640912662537714,0.671471044538624,0.340488628154263
54,1,69821,-0.486813734327518,0.416353597333413,0.243099294063004
55,1,70906,-0.136647577408441,0.275912958437443,0.620727492195233
56,1,74327,-0.13917898329163,0.172605790026139,0.420589617596099
57,1,74572,-0.115421904749365,0.172195171971801,0.503106756596646
