SNP,Chr,Pos,Effect,SE,SRO9_DHH1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.111281114628226,0.0682691808298765,0.103986155212196
2,1,1035,0.0483167294873152,0.0692275444287537,0.485673674900884
3,1,1074,0.0820985081000982,0.116988791294702,0.483288840419584
4,1,1470,-0.245716911716038,0.115913326000779,0.0347174706904139
5,1,1475,-0.0118273530949784,0.086096832036652,0.890814539226761
6,1,1491,-0.105696137317452,0.0751043329907769,0.160211202281041
7,1,21249,0.595465172523295,0.431215633608952,0.168183672497288
8,1,27243,-0.0483079012549181,0.0589293296827807,0.412906144506596
9,1,27272,-0.0666497753967099,0.0579911691565008,0.251206675215512
10,1,27498,-0.383290125955899,0.530160473805567,0.470177042841781
11,1,27561,0.102633079454272,0.400779778346232,0.798035545665549
12,1,27816,0.0681117311768841,0.0591741360944799,0.250495303813887
13,1,27822,0.0681415300817179,0.059098548219487,0.249684255902059
14,1,27823,0.0569481959720597,0.0603532586555639,0.34602908756254
15,1,27825,0.0698840315775964,0.0590927835773606,0.237757564262854
16,1,27843,0.0784101249133931,0.0565711830194057,0.166608509083758
17,1,27848,0.0784101249133931,0.0565711830194057,0.166608509083758
18,1,28495,0.0952519723140612,0.0564988267571756,0.0926966388451064
19,1,28975,0.0945287587674073,0.0561215774100826,0.0929966537567747
20,1,29283,0.0544812205476255,0.126242373815687,0.666324330748866
21,1,29752,-0.24519980075626,0.131002802298921,0.0620729484665659
22,1,29787,-0.305013944508015,0.355863682436971,0.391966181943099
23,1,30057,0.301028611134768,0.114387113715329,0.00886954847284092
24,1,30479,0.29062604971723,0.338085978605613,0.390580996343566
25,1,30706,0.0913187726874998,0.0579887256536988,0.116205844894239
26,1,31435,0.105525180236005,0.0559159898078948,0.0599524140757785
27,1,35128,-0.0567384104041242,0.0773979168236736,0.463999741456702
28,1,35129,-0.0606396781012761,0.0775880612941158,0.434997428266566
29,1,36146,0.0701568023911093,0.0557827453694136,0.209339129868121
30,1,37255,0.188741798892849,0.112397712239642,0.093991745941514
31,1,37409,0.103020903750623,0.0559417848615229,0.066376365921206
32,1,37478,0.0950655866025182,0.0560301875501674,0.0906377278637825
33,1,39144,0.0196781809787396,0.0559916733417236,0.725461696780829
34,1,41499,0.0182233207898243,0.0558377092425031,0.744343694203395
35,1,45359,-0.0213860414553482,0.0940116521723046,0.82017997435596
36,1,45634,0.0581982679797188,0.0863032742259753,0.500532731751099
37,1,51248,0.0587903732517692,0.0559964806095986,0.294485051685606
38,1,51462,0.0556577751263562,0.0560817049453337,0.321662307344732
39,1,52124,0.0357592173375141,0.0560515355771357,0.523906607382053
40,1,52667,-0.0226212289501634,0.055981011808928,0.686393052418149
41,1,55470,-0.00285423158063197,0.0575175868154233,0.960450379449006
42,1,59265,-0.0223627306721069,0.0559530519611963,0.689641643157967
43,1,60165,-0.00147026924190673,0.0559233639384619,0.979040259481606
44,1,62308,-0.0441262398702758,0.0558125221279518,0.429699281716116
45,1,62869,-0.0457895256857375,0.0558017037692385,0.412441728168743
46,1,65431,-0.01591974048847,0.0583287223627493,0.785065536839103
47,1,65451,-0.017204963551468,0.0575004449013757,0.764952514709895
48,1,65719,-0.02777131676974,0.059951692447252,0.643486239379156
49,1,66841,-0.0421193049627755,0.0558362380587381,0.451150180860352
50,1,66948,-0.0396425449004059,0.0561845677988349,0.480916509673855
51,1,68621,0.0135433150387619,0.0560672264579008,0.809265302633824
