SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.137306344230812,0.0795230619407265,0.0851102722329737
2,1,1035,0.14185989086155,0.080377946828625,0.0784434479119931
3,1,1074,0.0713388167540536,0.136378211638645,0.601236041703487
4,1,1470,-0.0567662154660482,0.13590617040736,0.676430054688245
5,1,1475,-0.068389446933705,0.100271861236586,0.495660754522324
6,1,1491,-0.0764476971723016,0.0876756530789614,0.383835083297489
7,1,21249,0.439600115144443,0.503340537755381,0.38305777148888
8,1,27243,0.0771869832882506,0.0686173196707781,0.261399647957885
9,1,27272,0.0265931094150038,0.0676930762969183,0.694668656802789
10,1,27498,-1.19367660438542,0.615020970580761,0.0530696214015349
11,1,27561,-0.498941591928282,0.466347224831908,0.285398523212598
12,1,27816,0.00440545318127028,0.0690890410861527,0.949193549267595
13,1,27822,0.00216422657446758,0.0690015327422689,0.974996254388573
14,1,27823,-0.013822298846488,0.0704190709498095,0.844499034921127
15,1,27825,-0.00179057208250533,0.0690015630763607,0.979312096073714
16,1,27843,-0.0239839272806721,0.066093553405533,0.71691285599147
17,1,27848,-0.0239839272806721,0.066093553405533,0.71691285599147
18,1,28495,0.0213650075798944,0.0660971691117106,0.746707649340244
19,1,28975,-0.0203348989379021,0.0656561428618709,0.75695805101488
20,1,29283,-0.185970603124731,0.14682543787968,0.206129795851031
21,1,29752,-0.0149147858788652,0.153421232413586,0.92261113423359
22,1,29787,-0.633731999621848,0.41377395411051,0.126519332335599
23,1,30057,0.062516960678785,0.134564246269251,0.642512800936848
24,1,30479,-0.0572413480747587,0.394397862291826,0.884686288354464
25,1,30706,-0.0119609924565643,0.0678126720895291,0.860094323301524
26,1,31435,0.00437122521453898,0.0654906718619328,0.946821884196407
27,1,35128,-0.0223443230227245,0.0902585110443415,0.804619425601209
28,1,35129,-0.018104875746471,0.0904923714138022,0.84154046466284
29,1,36146,-0.00337029190637939,0.0651531385628787,0.958774069689399
30,1,37255,-0.119346930185211,0.13135427639287,0.364187486796182
31,1,37409,0.0285484825071701,0.0654880351933505,0.663150844273867
32,1,37478,0.0340360840800837,0.0655369393949461,0.603847745470404
33,1,39144,-0.0408261141669012,0.0652266111974934,0.531777189164641
34,1,41499,-0.000149734612137159,0.0650817710056456,0.998165596192327
35,1,45359,0.075021006598087,0.109494219485475,0.49369292361547
36,1,45634,0.0527607488961079,0.100601384314349,0.600292316973871
37,1,51248,-0.045031097090887,0.0653148292386964,0.490995116908307
38,1,51462,-0.0475851101141503,0.0653983928923804,0.467329194528461
39,1,52124,-0.0732536879093977,0.0652423939568803,0.262288588401482
40,1,52667,-0.09678719800273,0.0650503852276856,0.137675146793604
41,1,55470,-0.0450016111752287,0.0669870709913925,0.502153325101765
42,1,59265,-0.00333385968112704,0.065220882889698,0.959261643753263
43,1,60165,-0.0110287094613208,0.065169195194518,0.865711139663195
44,1,62308,-0.0398723512932601,0.0650655642682492,0.540401409528263
45,1,62869,-0.0510092398712061,0.0650353435376052,0.433371879386392
46,1,65431,0.0171156215574926,0.0679759911174197,0.801350517044213
47,1,65451,0.00629824124719475,0.0670173267963093,0.925178921841399
48,1,65719,-0.0521699972633702,0.0698323427878539,0.455515606068785
49,1,66841,-0.0869140922852541,0.0649581548029454,0.181757303829316
50,1,66948,-0.0748624335537116,0.0654010652455866,0.25312270145074
51,1,68621,-0.0876282999475048,0.0651781705324269,0.179668643601732
52,1,69417,-0.0859758880217011,0.0650109873458887,0.186863733843131
53,1,69820,-0.556675378809291,0.253292361837065,0.0286152681495977
54,1,69821,-0.151042974091318,0.158025293743306,0.339819722523003
55,1,70906,0.0542678068634439,0.104651095030293,0.604392939904655
56,1,74327,-0.0321889551488838,0.0655077489759758,0.623465697413224
57,1,74572,-0.0668735649715572,0.0652586928918246,0.30618490298841
58,1,75211,-0.0420262187826976,0.0651981894564199,0.519610399079725
59,1,76030,-0.0372537980082996,0.0652064087567557,0.568145555922533
60,1,80108,-0.0549526976331356,0.0651555092050195,0.399571269429438
61,1,81262,-0.100033196704112,0.0649787038821369,0.124583863280972
62,1,81999,-0.116472843461219,0.0650610127846387,0.0742771335850012
63,1,82431,-0.0936656826882614,0.0654755456525936,0.153445375837728
64,1,83284,-0.145574692056554,0.0647251171474989,0.0251206893529211
65,1,83613,-0.115618834687299,0.0648889005975127,0.0756419400623878
66,1,84112,-0.125948609508041,0.0648416296320347,0.0528832725915414
67,1,84701,-0.0723953305240264,0.069697771524841,0.299653521119325
68,1,84858,-0.0935701192780158,0.0651812239033821,0.152019347742748
69,1,85751,-0.0908673881067084,0.0654614834835677,0.16598061089797
70,1,87445,-0.0650175580033892,0.0656875674229942,0.322949821945664
71,1,87467,-0.104899275119944,0.0658868751893662,0.11225461888062
72,1,89070,-0.0311166749393514,0.0656882939022777,0.636005272752842
73,1,89616,-0.085989842520229,0.0651952365581939,0.188037798329823
74,1,89679,-0.0507915115323656,0.0653080352255525,0.437253695574512
75,1,89880,-0.037360536812197,0.0653502780137037,0.567891327500966
76,1,91472,-0.03025923423721,0.0658461366215766,0.646126035729335
77,1,93789,-0.0525540184699354,0.0651271879374085,0.42024187661212
78,1,94351,-0.067227811018993,0.0652607696463043,0.303648999240928
79,1,99148,-0.0791927238809393,0.0650508147914337,0.224266063699879
80,1,101281,-0.0496137150499143,0.712930196129703,0.944558393705219
81,1,106011,-0.00958768720933462,0.067935404979387,0.887848170627457
82,1,106800,0.00118999596822479,0.0652751277899263,0.985465298292413
83,1,107970,-0.0899560288549495,0.0649054175025297,0.166635341972326
84,1,109000,-0.0729556342972173,0.0650807299312365,0.263049000831788
85,1,112549,-0.067281050849534,0.0650241328428692,0.301513181163927
86,1,112742,-0.0664032742898427,0.0652807798943443,0.309757389824507
87,1,113050,-0.0273801816161148,0.0652501293225428,0.675019205394838
88,1,113135,-0.0876594389533929,0.0649327586142073,0.177879909425261
89,1,114076,-0.0356113608306597,0.065072565663685,0.5845485834834
90,1,114628,-0.0278881077972721,0.0652479744587301,0.669336069701174
91,1,116283,0.0165895869543194,0.0656219122196458,0.800565588348461
92,1,126880,-2.0029394384281,1.22674287400131,0.103417505841703
93,1,127853,0.0127511329429036,0.0655021448595347,0.845765312448706
94,1,128302,-0.0237676897592771,0.0652417802864695,0.715850870893517
95,1,128704,0.00588880426903637,0.0653182470352738,0.92821471677983
96,1,128911,-0.00930052895048872,0.0653243527394128,0.886865345902295
97,1,130267,0.0161646458121287,0.0652895941544612,0.804600390100887
98,1,130271,0.0192850807113428,0.0653647007687827,0.768138179194177
99,1,130613,0.023487362809139,0.0659718213782976,0.722037410629214
100,1,132012,0.0670835514852101,0.065746727849921,0.30826935033574
101,1,133231,0.0163312807569675,0.0653706040396172,0.802867180879048
102,1,137074,-0.014300458291499,0.0652789669243614,0.826724573084769
103,1,137304,-0.0417373659015382,0.0652683020718293,0.522929547898876
104,1,139686,-0.0333342977642173,0.0653678446994075,0.610405545344034
105,1,149562,-0.0447193900682919,0.0654978658804305,0.495205678538971
106,1,150447,-0.0973837205269037,0.0660650822620223,0.14135735859127
107,1,151446,-0.0507274633340167,0.133102583120094,0.703346784488641
108,1,154084,-0.0142896001615986,0.0664684805570215,0.829904639855598
109,1,156633,-0.0419731828243612,0.0673471221251996,0.533531594604309
110,1,157269,-0.0634459026422813,0.0651789824246493,0.331015892547419
111,1,160054,-0.0828180120568702,0.0657388681362365,0.208572756945165
112,1,166222,-0.0678453597928642,0.0652994026057855,0.299520991656841
113,1,166416,-0.0698228252301328,0.0651605114970712,0.284653710406542
114,1,167326,-0.0700990501978367,0.0655311544653661,0.285482687571615
115,1,168836,-0.096253500171336,0.0651250365909812,0.140304807109154
116,1,171200,-0.036579598642751,0.0653950833464579,0.576268634522757
117,1,171431,-0.0529609778889218,0.0657721288102273,0.421235254152129
118,1,173339,-0.0291472079573553,0.0653021232415625,0.655622483117975
119,1,173845,-0.0595005490060741,0.0651895227629564,0.362006558856799
120,1,175121,-0.00566489667247588,0.0651362979117549,0.930744757212645
121,1,175281,-0.0295445790764625,0.0651733929998053,0.650594913641252
122,1,175315,-0.0255660379579077,0.0651576315472222,0.695020086333263
123,1,175523,-0.0260305962697938,0.0655264536979435,0.691420808699373
124,1,175541,-0.0276321098854604,0.0652570421153852,0.67223584849668
125,1,175653,-0.0327635590897705,0.0654569354239257,0.617009564321446
126,1,175805,-0.0166758967021083,0.0691780253517492,0.809650336678787
127,1,175818,-0.0289022836290268,0.0675767952455394,0.669133701337527
128,1,175856,-0.0231747945039519,0.0665497276769199,0.727872974160633
129,1,175876,-0.0104292161320325,0.0655387483263804,0.873657035357891
130,1,175989,-0.0155486471326101,0.065722888401528,0.813120729026018
131,1,176001,-0.0193189451691997,0.066062584881168,0.770126629401983
132,1,176451,-0.0442295179606405,0.0668233319007508,0.508475259230905
133,1,177692,-0.0361200221478504,0.0651434774995364,0.579609200651868
134,1,178191,-0.0123455680917021,0.0652332396213256,0.85000351522401
135,1,178224,-0.0361200221478504,0.0651434774995364,0.579609200651868
136,1,178960,-0.0539419044963875,0.0656295878213759,0.411680398582844
