SNP,Chr,Pos,Effect,SE,PMC1_CTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0234569383923771,0.196971822010619,0.905273547638351
2,1,1035,0.154741922618476,0.198960281640508,0.437235681025076
3,1,1074,-0.0297655861064801,0.336513097828272,0.929566813746505
4,1,1470,0.233396871069143,0.335074787445547,0.486541875296325
5,1,1475,0.5366471375176,0.245836784187809,0.0296984821313845
6,1,1491,0.592293465054774,0.214183394703008,0.00598486907719857
7,1,21249,-0.227233505135838,1.24280671402628,0.855029330208526
8,1,27243,0.0434141015726486,0.169536790123545,0.798042231960434
9,1,27272,0.039858105431642,0.166992767305003,0.811490966083025
10,1,27498,1.04807020847454,1.52404474037595,0.492099667019127
11,1,27561,0.457296632385425,1.15188469043983,0.69160839270671
12,1,27816,0.0783090260624245,0.170362996172047,0.646043365750329
13,1,27822,0.0698560856297418,0.170156767389732,0.681659259148927
14,1,27823,0.0785285689687506,0.173652790561085,0.651391147596974
15,1,27825,0.084816872055608,0.170137503700194,0.618428367568359
16,1,27843,0.0694860491845829,0.163012866432065,0.670177384046395
17,1,27848,0.0694860491845829,0.163012866432065,0.670177384046395
18,1,28495,0.0765595169818458,0.163006530934044,0.638879744408409
19,1,28975,0.0992134029085606,0.161881404942718,0.540352256977504
20,1,29283,-0.373838552390924,0.362431548187798,0.303024989028855
21,1,29752,-0.404277522815834,0.377817116050136,0.285334672942268
22,1,29787,2.2506195642769,1.01695740345146,0.0275305093998185
23,1,30057,-0.0125146372497635,0.332012993761602,0.969953592567326
24,1,30479,1.46488784357362,0.9697097592566,0.131773363358997
25,1,30706,-0.00279686914097299,0.167272042477934,0.986669053607765
26,1,31435,-0.0662909371517138,0.161499842966343,0.681709794894046
27,1,35128,0.292519172322557,0.222103282675274,0.188679125599465
28,1,35129,0.0205257189014203,0.223215797366578,0.926786273087091
29,1,36146,-0.242065217624305,0.160188136173803,0.131649784869898
30,1,37255,-0.331160139336454,0.323893981228654,0.307275817274385
31,1,37409,-0.140936050722164,0.161400110423931,0.383142704803986
32,1,37478,-0.125354558873351,0.161575533545928,0.438370974264381
33,1,39144,0.0813206089778482,0.160917089852071,0.613623357724706
34,1,41499,0.131947321272535,0.160375087116896,0.411210144515221
35,1,45359,-0.223916008825364,0.269991829029215,0.407470432857187
36,1,45634,-0.432801213168124,0.247165930219843,0.0808049541156748
37,1,51248,0.0503505636497087,0.161189788229847,0.75494515503559
38,1,51462,0.0552142622098594,0.161403917575743,0.732488621201231
39,1,52124,0.0949963722202837,0.161132755890512,0.555867203797905
40,1,52667,0.0779718670454083,0.160900189221526,0.628262269543114
41,1,55470,-0.0365782300314342,0.165322460064464,0.825022712389276
42,1,59265,0.0603109052252634,0.160840473285263,0.707905404640335
43,1,60165,0.0245646092913938,0.16074561949145,0.878630168208317
44,1,62308,-0.0092531308441498,0.160573390275137,0.954079498014803
45,1,62869,-0.0228563585551412,0.160549369103154,0.886874167794406
46,1,65431,0.0315347550585657,0.167674231306584,0.850928616431582
47,1,65451,0.0511227296042575,0.165282634993272,0.75727208735716
48,1,65719,0.0710182405507638,0.172341065068808,0.680531187356921
49,1,66841,0.0630505655525743,0.160594586918536,0.694846698968336
50,1,66948,0.0467260530270257,0.161596312514558,0.772634063573899
51,1,68621,-0.187366946248591,0.160868817764928,0.244919315895554
52,1,69417,-0.0875221636040937,0.160683426365289,0.586312774208692
53,1,69820,-0.733897307141104,0.627809308627369,0.243199969164837
54,1,69821,-0.141409461359733,0.390212012905993,0.717276458049793
55,1,70906,0.0337288794804991,0.258221364549538,0.896150310591452
56,1,74327,-0.0485670269109508,0.161614061665408,0.763963257380613
57,1,74572,-0.0517380865341508,0.161180888149366,0.748404946843098
58,1,75211,-0.10391906167653,0.160815459830462,0.51856926827346
59,1,76030,0.0330594263469898,0.160900927801088,0.837327675855644
60,1,80108,0.00120763321720085,0.160872489815755,0.994014758696351
61,1,81262,0.00284234745562492,0.160811613965026,0.985908099534601
62,1,81999,0.0206920696860639,0.161200647854203,0.897935442314179
63,1,82431,-0.0226059323449117,0.161963039904022,0.889075680338116
64,1,83284,-0.00320810477133456,0.160788805661762,0.984092705335902
65,1,83613,0.0290901585956617,0.160763722686457,0.856510848509436
66,1,84112,-0.0300974074818366,0.160780916228221,0.851615173627408
67,1,84701,-0.138946320920071,0.172018090471787,0.419782798086477
68,1,84858,-0.0187546964735041,0.161239602141709,0.907468490171058
69,1,85751,-0.0481925635521243,0.161885121685658,0.76611027210541
70,1,87445,-0.0596965039922577,0.162216584354395,0.713090118623107
71,1,87467,-0.0943385073527346,0.163019763493055,0.563164918678014
72,1,89070,-0.0223670784039483,0.162071926743084,0.890313485451104
73,1,89616,-0.0669143785077738,0.161165063084387,0.678253895793524
74,1,89679,-0.0366714329462108,0.1612130086226,0.820188488053048
75,1,89880,-0.0230964078266787,0.161260988908526,0.886195172461437
76,1,91472,-0.0384300076260002,0.162449837761585,0.813131192576075
77,1,93789,-0.065363051559902,0.160751255883195,0.68454093530585
78,1,94351,-0.11375691965695,0.161098325915699,0.480570913719265
79,1,99148,-0.0644856759870921,0.160752259719941,0.688552830250004
