SNP,Chr,Pos,Effect,SE,HNM1_TPO2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.296695441224365,0.184317827409634,0.108358369481209
2,1,1035,0.188148837667188,0.186748565955199,0.314385536755379
3,1,1074,0.368355014630433,0.315436655444159,0.24369081626975
4,1,1470,0.186335340083614,0.314751011923684,0.554223728476168
5,1,1475,0.0875728298360894,0.232388084857006,0.706519882379075
6,1,1491,-0.0165126683066954,0.203319149311017,0.935316592395626
7,1,21249,-0.575076430795023,1.16685638187631,0.622430287604542
8,1,27243,-0.141185689093368,0.159060662981612,0.375348671664951
9,1,27272,-0.0341650239066076,0.156836134478642,0.827680437371109
10,1,27498,0.470964437378582,1.43207093523801,0.742449355150197
11,1,27561,0.902042409457978,1.08098739749531,0.404585299504757
12,1,27816,0.0174898041706096,0.160044396442501,0.91304174840345
13,1,27822,0.0146407266318144,0.159841790322401,0.927071690658118
14,1,27823,0.0306334841788174,0.163127977489481,0.8511507036315
15,1,27825,0.0451144382234901,0.159825653140713,0.777899748741775
16,1,27843,0.0256978928180612,0.153129519242803,0.866822547269655
17,1,27848,0.0256978928180612,0.153129519242803,0.866822547269655
18,1,28495,0.00885472846656415,0.153137381915637,0.953923033007133
19,1,28975,0.0046202662803087,0.152114267759766,0.975786220641705
20,1,29283,-0.329752723004514,0.340444052869404,0.333409995478353
21,1,29752,0.208628736053372,0.355234682710115,0.557378814333719
22,1,29787,1.31010442286306,0.959164078328552,0.172845764004093
23,1,30057,0.0474269050561436,0.311805907518645,0.879191857445374
24,1,30479,0.160527319096277,0.913618052916315,0.860626403345228
25,1,30706,-0.048975393595779,0.157074741231676,0.755379069359328
26,1,31435,-0.000722436686353523,0.151711438190678,0.996203247317241
27,1,35128,0.295280058417832,0.208512395459264,0.157620050862201
28,1,35129,-0.00759803109728008,0.209638930908771,0.971108753679516
29,1,36146,-0.0982897859734228,0.150838462880593,0.515068523641334
30,1,37255,0.0651352215159413,0.304620746345291,0.83080777078465
31,1,37409,0.0406623957671505,0.151729773283667,0.788861850217414
32,1,37478,0.0189963706097279,0.151872288364698,0.900530454428545
33,1,39144,0.0748740760169504,0.151130073654426,0.62060627087784
34,1,41499,0.00912881046941144,0.150762476705989,0.951751107936379
35,1,45359,-0.252599632406572,0.253457880872058,0.319634646092614
36,1,45634,-0.186063656066684,0.232925517775333,0.424936655517792
37,1,51248,-0.117086847384403,0.151276669551995,0.439453900751416
38,1,51462,-0.121612937716367,0.151472047449282,0.422587914989836
39,1,52124,-0.171975253618775,0.151128038852617,0.255915593852654
40,1,52667,-0.162052546960382,0.150916057860795,0.28364910681466
41,1,55470,-0.105980270465423,0.155173599297865,0.495068256418224
42,1,59265,0.00882428230437066,0.151085343205341,0.953458327180367
43,1,60165,0.0429189939075689,0.150954619208178,0.776334015827291
44,1,62308,-0.101887145390953,0.15070833212935,0.49944830234038
45,1,62869,-0.117558907516574,0.150657049232891,0.435732485717934
46,1,65431,-0.0897771632415422,0.157409408825309,0.568808742305094
47,1,65451,-0.0446189048048019,0.155230790613583,0.773947224395517
48,1,65719,-0.00381546142894773,0.16189576176794,0.981210995921434
49,1,66841,0.0269974083946347,0.15085114640566,0.858066124089615
50,1,66948,-0.0396631461462693,0.151769142009247,0.793983754098993
51,1,68621,-0.146488149499043,0.151171709079006,0.333199525511705
