SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.185690711746848,0.0744466729885849,0.0130780713046323
2,1,1035,0.134735041039794,0.0755819930854829,0.0755051812376357
3,1,1074,0.102158054503803,0.128186612266475,0.426016964831642
4,1,1470,-0.0207751785307226,0.127835062979784,0.870992915767774
5,1,1475,0.0183921573212196,0.0943542435245793,0.845562505361611
6,1,1491,-0.101520617543884,0.0823632301637208,0.218546680015816
7,1,21249,0.0395758727482023,0.473855682987152,0.933486345813874
8,1,27243,0.104664503880699,0.064403865971467,0.105027812859342
9,1,27272,0.0718937558636324,0.0635584478074454,0.258762377813227
10,1,27498,-0.297408648081073,0.581237557189361,0.609193694427114
11,1,27561,8.75850834547443e-05,0.439270629851732,0.99984102440235
12,1,27816,-0.0197658628725855,0.0649642598937241,0.761111005278227
13,1,27822,-0.0221964488783815,0.0648794444395617,0.732465418892812
14,1,27823,-0.0427397449222191,0.066187718074467,0.518870329483741
15,1,27825,-0.0259632398352893,0.0648754838793258,0.689250480142406
16,1,27843,0.0293343931183405,0.0621473832824953,0.637208917075788
17,1,27848,0.0293343931183405,0.0621473832824953,0.637208917075788
18,1,28495,0.0606689231401073,0.0620840811819847,0.329136490786316
19,1,28975,0.0284264695971454,0.0617339039696692,0.645464066444474
20,1,29283,0.050526549615884,0.138364189944822,0.715202674183796
21,1,29752,-0.281193784065506,0.143503293806808,0.0508416269250734
22,1,29787,-0.193384475787094,0.390274479837003,0.620549267717055
23,1,30057,0.281747290019112,0.125693599056147,0.0256119515955171
24,1,30479,-0.0726089876939664,0.370888785806044,0.844902645211806
25,1,30706,0.02295928991899,0.0637631879016399,0.719009196507646
26,1,31435,0.0449642230653465,0.0615423151234155,0.465494170880437
27,1,35128,-0.171303545675253,0.0843968019126967,0.0431326453481878
28,1,35129,-0.172544627020738,0.0846083025396053,0.0421609736125919
29,1,36146,-0.0553100705434943,0.0612004903949038,0.366743200674616
30,1,37255,-0.0115042962101715,0.123670436106786,0.925937411226359
31,1,37409,0.000643091461615772,0.061602527533939,0.991676637886986
32,1,37478,-0.0203707087541357,0.0616459591784625,0.741258434679501
33,1,39144,-0.0818616820727822,0.0612192904142198,0.182022391518311
34,1,41499,-0.0452193323190668,0.0611565646413722,0.46015387106415
35,1,45359,-0.120428941085837,0.102838941880442,0.242370908147337
36,1,45634,0.0075688485215466,0.0946430922539975,0.936304413612019
37,1,51248,-0.0280948782267226,0.0614462249199088,0.647789090788805
38,1,51462,-0.0411087239522283,0.061508860106445,0.504354472030978
39,1,52124,-0.0404949910434015,0.0614266159397668,0.510170346294027
40,1,52667,-0.0713573857242126,0.0612482703021605,0.244784852643633
41,1,55470,-0.0675056282712418,0.0629334549738566,0.284160515469078
42,1,59265,-0.00678058379174358,0.0613338928507551,0.912034447768394
43,1,60165,-0.00833856545503971,0.0612869988132784,0.891853257610205
44,1,62308,-0.0744949898877015,0.0610926719041348,0.223515324689613
45,1,62869,-0.0525270536742526,0.0611496360486311,0.39092780248864
46,1,65431,-0.0505868980092039,0.0638746924284984,0.428909509773275
47,1,65451,-0.0398830480004503,0.0629891608949127,0.527030531765792
48,1,65719,-0.0641808499253821,0.0656344769797935,0.328816843880762
49,1,66841,-0.0372361284693932,0.061210285404949,0.543359024891323
50,1,66948,-0.0527171879735041,0.061554296544907,0.392338797920695
51,1,68621,-0.10127908066702,0.0612144010649131,0.0989152802732313
52,1,69417,-0.0911138557481841,0.0610964445369581,0.136772683782344
53,1,69820,-0.682016278762825,0.237061052683027,0.00425930721671406
54,1,69821,-0.182407328435628,0.148484556656611,0.220092743638125
55,1,70906,-0.0780479330210966,0.0983653106517822,0.428048828087744
56,1,74327,-0.130846373250253,0.0612307896626368,0.0332900055059367
57,1,74572,-0.112946164052623,0.061166800788709,0.0656525754864477
58,1,75211,-0.112824705519248,0.0610548573271001,0.0654497569477384
59,1,76030,-0.022044383035985,0.0613382394926678,0.719517837298246
60,1,80108,-0.0810959561315335,0.0611828913330822,0.185873204022214
61,1,81262,-0.0993391951668077,0.0610833637210871,0.104780548605386
62,1,81999,-0.122730813690709,0.0611133773707807,0.0453783104948705
63,1,82431,-0.097793675129407,0.0615326878455362,0.112888699503465
64,1,83284,-0.122004354637918,0.0609581833442509,0.0461096219805455
65,1,83613,-0.119681492623114,0.0609644347793629,0.0504151397096534
66,1,84112,-0.106843939760211,0.0610387462569264,0.0809132032673319
67,1,84701,-0.0866681303600844,0.06548267746928,0.186516515997645
