SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.158503117867401,0.19400721378291,0.414481750522308
2,1,1035,0.103482518958824,0.196237699484539,0.59829395991708
3,1,1074,0.306452504000328,0.331357292696341,0.355680886014631
4,1,1470,0.1768830366314,0.330429692741171,0.592771080215004
5,1,1475,0.386311993205435,0.243123118593531,0.112965485821429
6,1,1491,0.187727102234108,0.213195758460395,0.379166675575412
7,1,21249,-1.48048781997026,1.22275511129328,0.226789630110217
8,1,27243,0.123562894309169,0.167025645258409,0.459922783879352
9,1,27272,0.0578740700920235,0.164615963615022,0.725370362781562
10,1,27498,-0.953057030949076,1.50264497210642,0.526326545937082
11,1,27561,1.54280818439141,1.13287845344707,0.174114333164036
12,1,27816,0.113773316834907,0.167895159245008,0.498440695777589
13,1,27822,0.100585789159382,0.167705370283488,0.549039791164323
14,1,27823,0.0892126782756141,0.171181086500137,0.602582327718984
15,1,27825,0.113826102380202,0.167681391535378,0.497694374681084
16,1,27843,0.0570156484803178,0.160720580069467,0.722988624275717
17,1,27848,0.0570156484803178,0.160720580069467,0.722988624275717
18,1,28495,0.0817259375216249,0.160692967004159,0.611361260021784
19,1,28975,0.0879774559613735,0.159608622174102,0.581840208608581
20,1,29283,-0.47129512206872,0.356964555861448,0.187595145857976
21,1,29752,-0.226510540061511,0.372883537520905,0.543938539831949
22,1,29787,3.47938175176485,0.992377662095104,0.000513351472520771
23,1,30057,0.0829709019940026,0.327289211640779,0.800022155643071
24,1,30479,0.2208325474013,0.959011238785952,0.818014522249904
25,1,30706,0.0306693191013911,0.16489880913373,0.852560433515972
26,1,31435,0.0436876469273857,0.159237258175565,0.78397177862756
27,1,35128,0.281499173015908,0.21898812742073,0.199476345391781
28,1,35129,-0.0786938590368504,0.22002230833397,0.72080920877925
29,1,36146,-0.0378469989223905,0.15842024616098,0.811319793658046
30,1,37255,0.17523014109501,0.31965055872137,0.583906008081582
31,1,37409,0.00494722442177545,0.159289460183586,0.975240775051716
32,1,37478,0.00554306435740132,0.159426336625424,0.972283741675926
33,1,39144,0.0801826801900667,0.158641712190379,0.61357051686882
34,1,41499,0.0446285749881415,0.158241082357217,0.778086543074099
35,1,45359,-0.32184068929892,0.265882110116566,0.226910810422283
36,1,45634,-0.0992184117654125,0.244670019159032,0.685341513318594
37,1,51248,-0.0452892367471207,0.158914251804563,0.775817658481297
38,1,51462,-0.041525453982457,0.159132698786856,0.794284317387355
39,1,52124,-0.0371426011354501,0.158920237264757,0.815338996093671
40,1,52667,-0.16287372841055,0.158440845251496,0.304663963145023
41,1,55470,-0.0573500960977373,0.162967524458725,0.725114845704009
42,1,59265,-0.0719980110827235,0.158551470245995,0.650036885831046
43,1,60165,-0.0268956076251966,0.158471459911185,0.86532840116627
44,1,62308,0.0331637559852483,0.158293793051473,0.834172843474104
45,1,62869,0.0725820599339724,0.158236601736105,0.646736750352479
46,1,65431,0.0172551897168265,0.165309055477691,0.916925967836788
47,1,65451,0.0239987708931092,0.162962619082964,0.883006539217921
48,1,65719,0.0477811650027417,0.169926001654893,0.77873089896702
49,1,66841,0.0635995414243228,0.158322165822614,0.688140815933417
50,1,66948,0.0468307065601376,0.159310715632958,0.768962536137934
51,1,68621,-0.222594403913531,0.158456292666321,0.1609694680994
52,1,69417,-0.145973940719764,0.158287362441824,0.357049731500764
53,1,69820,-1.01034636543151,0.617792947243843,0.102853908553901
54,1,69821,-0.622476336211966,0.383336921328425,0.105303373628449
55,1,70906,-0.0494754293293873,0.254562658113871,0.846010018362799
56,1,74327,-0.0211436006980978,0.159345251303159,0.89451376232209
57,1,74572,-0.0221267972484328,0.158920623089958,0.889346415279342
58,1,75211,0.0303843236743608,0.158627037206287,0.848208224537421
59,1,76030,-0.00596660591995646,0.15863496272741,0.97001816195955
60,1,80108,-0.0490286046568873,0.15857630281657,0.75736709376099
61,1,81262,0.0309625149283405,0.158529249597116,0.84526181297272
62,1,81999,-0.0851550755199219,0.158860345039462,0.592270348442322
63,1,82431,-0.140081087812444,0.159503135686511,0.380414075947232
64,1,83284,-0.0652235934082278,0.158477330740346,0.680908658192837
65,1,83613,-0.035400411814128,0.15848668138486,0.823380476791026
66,1,84112,-0.0746508015750986,0.158465544762153,0.637870750487454
67,1,84701,-0.0640416949130865,0.169708184669925,0.706130170744634
68,1,84858,0.0342726969209704,0.158952260715026,0.829411384090492
69,1,85751,-0.0420855630271928,0.159600387426781,0.792170073684237
70,1,87445,-0.0667320673001067,0.159914084222182,0.676713031449575
71,1,87467,-0.127298582763288,0.160648072041509,0.428655871171699
72,1,89070,-0.115256671254249,0.159666745178703,0.470859843178452
73,1,89616,-0.0631524135498956,0.158889437359054,0.691267493353143
74,1,89679,-0.0768661344259442,0.158892450623221,0.628854719665679
75,1,89880,-0.0389813576986131,0.15897184629543,0.806436950143793
76,1,91472,-0.0607945705285275,0.160132809795969,0.70443284238869
77,1,93789,-0.0566577831543756,0.158486661589073,0.720936825585815
78,1,94351,-0.099587735233707,0.158844119925726,0.531095569519671
79,1,99148,-0.0860398789109475,0.158449185561412,0.587463935127581
80,1,101281,1.91458014558957,1.73064199111495,0.269357313052492
81,1,106011,0.0340984894996331,0.165192762071167,0.83658469185893
82,1,106800,-0.00555045265247621,0.158728892352732,0.972124917968278
83,1,107970,0.0653697295245561,0.158220659194418,0.679743570108946
84,1,109000,0.0909363215649809,0.158463916000224,0.566427056967957
85,1,112549,-0.0853178049002281,0.158293228146715,0.590236393138504
86,1,112742,-0.0504763542379417,0.158952611220996,0.751009512876325
87,1,113050,-0.0380157340281388,0.158694973117398,0.810816437357375
88,1,113135,-0.026042297901395,0.158297565829692,0.86942003096177
89,1,114076,-0.0211223298018085,0.158299642162626,0.893927314206562
90,1,114628,0.00639482222112225,0.158703749546999,0.967881449702012
91,1,116283,0.0557581198199841,0.159559214184736,0.72695915805105
92,1,126880,-3.72001822289223,2.98775173230182,0.213924762146054
93,1,127853,0.0685229359212646,0.159247920124409,0.66724659953661
94,1,128302,0.0378768801208024,0.158665014977233,0.811459436431008
95,1,128704,-0.000841301024309293,0.158835767627251,0.995776878630436
96,1,128911,0.0507616738436052,0.158830375828274,0.74946308863289
97,1,130267,0.147231329835804,0.158584559145808,0.353829840557024
98,1,130271,0.142246904269786,0.158786109108288,0.37094884402368
99,1,130613,0.205154418132693,0.160080060033996,0.200833336841446
100,1,132012,-0.167547877908472,0.159862926091905,0.295322430001603
101,1,133231,-0.272063862109557,0.158314451405947,0.0865816987669932
102,1,137074,-0.214949949353821,0.158336433488706,0.17547308733538
103,1,137304,-0.286429207360452,0.158070945155056,0.0708312269105115
104,1,139686,-0.231882072448447,0.158533409501668,0.144447426028144
105,1,149562,-0.264934331032916,0.158750821780458,0.0960299566758585
106,1,150447,-0.187771301562457,0.16083347904192,0.243800974611281
107,1,151446,-0.211087711800261,0.323536230579704,0.51454252761121
108,1,154084,-0.251190955280467,0.161087687595432,0.119811272115992
109,1,156633,-0.182677468691725,0.163568900396437,0.264829706089319
110,1,157269,-0.278463008430583,0.15801431520603,0.0788900523284478
111,1,160054,-0.274621470959528,0.159547588101055,0.0860814110579067
112,1,166222,-0.237619045731057,0.158527036579269,0.134788615599284
113,1,166416,-0.257553260875634,0.158114750793583,0.10422605407149
114,1,167326,-0.271580437546267,0.158953853234054,0.0884135645507916
115,1,168836,-0.236622012279716,0.158353326525944,0.135999408770402
116,1,171200,-0.325796691921489,0.158143400833032,0.0401182206309221
117,1,171431,-0.352393009443899,0.158981911773647,0.0272900826043031
118,1,173339,-0.385827575272162,0.157506481228006,0.0147868262137595
119,1,173845,-0.37455885048933,0.157450799181379,0.017895808054586
120,1,175121,-0.390609900706083,0.157022858866416,0.0133218147410549
121,1,175281,-0.396249938644071,0.157118660739102,0.0121089511963707
122,1,175315,-0.407918245731801,0.156983669163559,0.00975630024954905
123,1,175523,-0.388326485599604,0.158029978922539,0.0144790184174056
124,1,175541,-0.403215776137231,0.157267861849987,0.0107643228114233
125,1,175653,-0.432538769696022,0.157554596041965,0.00635441002332887
126,1,175805,-0.320514886972803,0.167366426607892,0.0562941477541116
127,1,175818,-0.428980851889936,0.162775074489735,0.00877390474212412
128,1,175856,-0.396499997899936,0.160474635722964,0.0139529446075825
129,1,175876,-0.394830854809613,0.157984315047223,0.0129018055528108
130,1,175989,-0.395381982455315,0.158439140859762,0.0130345736030732
131,1,176001,-0.39633812103235,0.159272510423118,0.0132913555185993
132,1,176451,-0.34925217130265,0.161528562533081,0.0312764281128222
133,1,177692,-0.409187057985816,0.156974314478793,0.0095290996076821
134,1,178191,-0.421558800321946,0.15704050218527,0.00760870441686623
135,1,178224,-0.409187057985816,0.156974314478793,0.0095290996076821
136,1,178960,-0.437952093077979,0.158033824323913,0.0058798102331365
137,1,179139,-0.531887081714368,0.315339079411221,0.0925416837289726
138,1,179139,-0.585041303958441,0.636894914807105,0.358940566811942
139,1,180955,-0.324625784764571,0.182635791512388,0.0763553219712833
140,1,183802,-0.429874231317535,0.156837778018159,0.00643909980249119
141,1,183954,-0.408180561731453,0.15816670812975,0.0102632002270587
142,1,184450,-0.325212883505928,0.157304472754314,0.0394238753382378
143,1,184641,-0.338389427773854,0.16186028719029,0.03727636025834
144,1,184718,-0.368102940697734,0.157942573841475,0.0203365844341809
145,1,185296,-0.340025945396906,0.157441176597612,0.0314686558279126
146,1,185438,-0.334120214173619,0.157484520851635,0.0345670580692708
147,1,185469,-0.348570653360658,0.157626074964959,0.0276500039360702
148,1,185503,-0.335273251495341,0.157294640414615,0.0337383774378934
149,1,185705,-0.361066059235382,0.158915121416911,0.023683426178521
150,1,185749,-0.336052791123405,0.15907046564576,0.0353364510867165
151,1,185806,-0.373158459120091,0.159051369807378,0.0195210453438048
152,1,185879,-0.348301106664169,0.159990728756868,0.0301420107613781
