SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.125144198919517,0.0698662862880752,0.074118456598571
2,1,1035,0.0631521766501544,0.0708712057832382,0.373491211143141
3,1,1074,-0.116468693751003,0.119741620796466,0.33138497656217
4,1,1470,-0.256252967380405,0.118689109804853,0.0315213795320186
5,1,1475,-0.0689077372581828,0.0881053280769289,0.434676360313634
6,1,1491,-0.0601683699828757,0.0770698777195287,0.435502805984177
7,1,21249,-0.282477068651422,0.442581502932391,0.523725633165583
8,1,27243,-0.0346149767802799,0.0603839872838876,0.566842040653718
9,1,27272,-0.0920955023358442,0.059302598411328,0.121324967901767
10,1,27498,-1.18523694212674,0.539711175432337,0.0287378159543387
11,1,27561,0.116683558363215,0.410464668186104,0.776368720041123
12,1,27816,0.0226906023126194,0.0607070079875353,0.708798062888658
13,1,27822,0.026627107912684,0.0606252854535799,0.660779585280442
14,1,27823,0.0164419303840167,0.0618847523342047,0.790635919480328
15,1,27825,0.0244397259272594,0.0606278951844228,0.687111160151499
16,1,27843,0.0518257222673359,0.0580314082392888,0.372431678027946
17,1,27848,0.0518257222673359,0.0580314082392888,0.372431678027946
18,1,28495,0.0833479441286085,0.0579282564686993,0.151089488277063
19,1,28975,0.0484614080252132,0.057651847594012,0.40114820545306
20,1,29283,-0.161408524845837,0.129044281772155,0.211836031394805
21,1,29752,-0.354410075844797,0.13350953516771,0.00830053976390236
22,1,29787,-0.221271052357929,0.364659961569754,0.544382097493753
23,1,30057,0.246416892225751,0.117568190484394,0.0367984101095123
24,1,30479,0.0537805234302047,0.346613749300804,0.876784012796128
25,1,30706,0.025605423437137,0.0595839798390116,0.667649372267236
26,1,31435,0.0715542005924845,0.0574304804537696,0.213617372298693
27,1,35128,0.0614920974324789,0.0792627296624619,0.438385989400052
28,1,35129,-0.0144305801796825,0.0795297147158119,0.856119370779425
29,1,36146,0.0421007715794174,0.0572159701061451,0.462327649902725
30,1,37255,0.0829452151683148,0.115490820522048,0.473110597957276
31,1,37409,0.0431555616437119,0.0575235877212565,0.453619698599545
32,1,37478,0.0411672190470993,0.057577240847683,0.475087088283829
33,1,39144,-0.00997134738985793,0.0573535320103518,0.862077033490571
34,1,41499,-0.00860200310398174,0.0571950622685408,0.880536792937164
35,1,45359,-0.0760824401832463,0.0962074037575012,0.429581833022687
36,1,45634,0.0628574437942566,0.0883843283238632,0.477440417175438
37,1,51248,0.00472460456864501,0.0574398007939698,0.934492027660808
38,1,51462,0.0031556935585445,0.0575179955828098,0.956277486904112
39,1,52124,0.00100375113630879,0.0574403263910306,0.986067807268519
40,1,52667,-0.0478219092230892,0.0572917830782483,0.404446676738547
41,1,55470,-0.0528001591601496,0.0588419116080922,0.370158535210216
42,1,59265,-0.0269611793369812,0.0573013989035228,0.638277559570643
43,1,60165,-0.0387467328184335,0.0572389107760785,0.498893749950522
44,1,62308,-0.0286702252569124,0.0571927053460477,0.616478346906068
45,1,62869,-0.0178560292048049,0.0571979780634265,0.755088521713085
46,1,65431,0.0811994440691893,0.0595893166567332,0.173861197503615
47,1,65451,0.08316672543582,0.0587321151975977,0.157647027021366
48,1,65719,0.0358055874715317,0.061390843446923,0.560104260447144
49,1,66841,0.0477773856466072,0.0571763127620242,0.403936742582147
50,1,66948,0.044812114957791,0.0575346620926082,0.436577150749856
51,1,68621,0.0448644588996893,0.0573784152663764,0.434794652696789
52,1,69417,0.00871613031542287,0.0572741712518675,0.879129886167067
53,1,69820,-0.205275901716978,0.223856460447524,0.359769805451632
54,1,69821,-0.0762622616140298,0.139000340621564,0.583593855221921
55,1,70906,-0.0111968767285018,0.092005354829502,0.903207366457205
56,1,74327,-0.0250491441692367,0.057575515240157,0.663780449918585
57,1,74572,-0.0176006529089818,0.0574299841524724,0.759426367325531
58,1,75211,-0.0221294936102835,0.057320820483209,0.699681995815595
59,1,76030,0.0161857472097343,0.0573264476969898,0.777845639256943
60,1,80108,-0.0832875641609389,0.0571476901925058,0.145892487841425
61,1,81262,-0.0837871706904631,0.0571238858937039,0.143330982089871
62,1,81999,-0.093557830807889,0.0572213633722501,0.10293711475943
63,1,82431,-0.0756080348856543,0.0575690391189418,0.18991959141671
64,1,83284,-0.105412947141509,0.0570141823577199,0.0653096792775192
65,1,83613,-0.0929724709305251,0.0570691267189132,0.104179593901872
66,1,84112,-0.0548242587511654,0.0572152138959194,0.338612078989245
67,1,84701,-0.00687189794138227,0.0613460964615096,0.910872404315386
68,1,84858,0.00828702399478026,0.0574495708544518,0.885386428704918
69,1,85751,-0.0401068512936151,0.0576478943365562,0.487061332274275
70,1,87445,-0.0612587778603728,0.0577173314086483,0.289252628989242
71,1,87467,-0.0783665859861413,0.0579621026320818,0.177230848134081
72,1,89070,-0.0630960516163516,0.0576505506404454,0.274500797472023
73,1,89616,-0.0647784025631212,0.0573340499396679,0.259310055515906
74,1,89679,-0.0617074910599126,0.0573509305580231,0.282678532958436
75,1,89880,-0.0619038619932113,0.0573649102663408,0.281269162829334
76,1,91472,-0.0482686363188902,0.0578289234574534,0.404462512745355
77,1,93789,-0.0805618785056228,0.0571288854118987,0.159367739759728
78,1,94351,-0.101193017302907,0.057187283339017,0.0776734296914572
79,1,99148,-0.0841971531721059,0.0571140334973033,0.141320649185736
80,1,101281,0.186621082510923,0.626481851613105,0.765964310573813
81,1,106011,-0.0373408061929525,0.0596733978803279,0.531881341545896
82,1,106800,-0.0324765205408579,0.0573408043875312,0.571497334627314
83,1,107970,-0.0372063347449912,0.0571626031776422,0.515543563190572
84,1,109000,-0.0628893814786137,0.0571998397736972,0.272313333865419
85,1,112549,-0.0569560584720113,0.0571524931382749,0.319659312718978
