SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.108223636082932,0.20505180017959,0.597978900302751
2,1,1035,0.0757155345675668,0.207337663752168,0.715195867235152
3,1,1074,0.259157898119017,0.350180675647471,0.459749980048731
4,1,1470,0.108413283717081,0.349142526447287,0.756354152037071
5,1,1475,0.366558060936206,0.256999814123158,0.154666412750945
6,1,1491,0.178025542979312,0.225256787111804,0.429869960222957
7,1,21249,-1.90621640753373,1.29035097215856,0.140490790697697
8,1,27243,0.170507397128665,0.176340461762011,0.33424521818965
9,1,27272,0.0793388048029897,0.173870820625751,0.648448472699429
10,1,27498,-0.967726161327514,1.58738393471769,0.54249525237818
11,1,27561,1.579234330523,1.19690506722762,0.187880007057164
12,1,27816,0.047859011735328,0.177452658878607,0.787548519791381
13,1,27822,0.0315833179542778,0.177237410110048,0.858669850051587
14,1,27823,0.027885522198737,0.180890165971583,0.877573880229547
15,1,27825,0.0439852374630023,0.177229920156763,0.804138071377728
16,1,27843,-0.007824698869697,0.169806522662205,0.96327247659878
17,1,27848,-0.007824698869697,0.169806522662205,0.96327247659878
18,1,28495,0.0261674719992421,0.16980407118835,0.877615866139175
19,1,28975,0.0436608807320081,0.16865869315128,0.795885493467128
20,1,29283,-0.622873334785854,0.376551906876932,0.0989859231988668
21,1,29752,-0.254271454889623,0.39386795037614,0.518973782840641
22,1,29787,4.17452893006364,1.04298844787191,7.64224742400077e-05
23,1,30057,0.00563239656507264,0.345762459848783,0.98701240873607
24,1,30479,0.00423446121453708,1.01312512081705,0.996667529641264
25,1,30706,-0.0237564589050925,0.174194379730087,0.891599400808178
26,1,31435,-0.0170862429771803,0.168225344196096,0.919157571226319
27,1,35128,0.258011021891188,0.231461320310713,0.265735326435027
28,1,35129,-0.0776544063726146,0.232425364482511,0.738498953295793
29,1,36146,-0.111468748516321,0.167255156201921,0.505552924989891
30,1,37255,-0.00278201013216517,0.337805713899546,0.99343372177163
31,1,37409,-0.0664075466725814,0.168228116207606,0.693268000700318
32,1,37478,-0.0674105734016285,0.168371666494721,0.689127912058074
33,1,39144,0.0431567479312036,0.167625655656321,0.796974410133191
34,1,41499,-0.0133603928845086,0.167174880649687,0.93634723400704
35,1,45359,-0.312112853256145,0.280955498543741,0.267368422786998
36,1,45634,-0.129364069466379,0.258425032792239,0.616974157252394
37,1,51248,-0.0738922497561487,0.167841901769959,0.66002613355676
38,1,51462,-0.088270191455861,0.168049970906964,0.599731124113134
39,1,52124,-0.0882535747319758,0.167822249142895,0.599305055776851
40,1,52667,-0.228776156388926,0.167176048776871,0.172033910456528
41,1,55470,-0.0883412741935972,0.17211630877816,0.608087048259181
42,1,59265,-0.173814929936989,0.167278729025323,0.299481642112291
43,1,60165,-0.108707126725475,0.167307734951787,0.516280443590097
44,1,62308,-0.0246440263386197,0.167218493702447,0.882919227098476
45,1,62869,0.0214169467573072,0.16719874957359,0.898148519776031
46,1,65431,-0.0331881348050104,0.174617557395025,0.849369916739285
47,1,65451,-0.0190085294396543,0.172147459737279,0.912139010380188
48,1,65719,-0.0074456486337392,0.179520560314476,0.966940522852164
49,1,66841,0.0397866195499162,0.167268032185011,0.812126544242527
