SNP,Chr,Pos,Effect,SE,SSH1_ERG11_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.100769409298338,0.0705312327689968,0.153968856788476
2,1,1035,0.141898675348204,0.0711087444230937,0.0467547081346615
3,1,1074,0.106468107714511,0.120711728367662,0.378375363655031
4,1,1470,-0.200322622185467,0.119936500237205,0.0957584769368557
5,1,1475,-0.000755446541485849,0.0888749220118761,0.993222777437687
6,1,1491,-0.0182838951042077,0.0777367529147895,0.814187783686879
7,1,21249,1.01688935482189,0.443024615832948,0.0222998845984524
8,1,27243,-0.000885766601104176,0.0608870395442346,0.988401239832698
9,1,27272,-0.0356962552202625,0.0599425702777794,0.551885821019541
10,1,27498,-0.313778616780071,0.54740291616698,0.566865266115173
11,1,27561,-0.477575866896933,0.412957603352835,0.248268248927938
12,1,27816,0.0317673364524564,0.0611730415550633,0.603874983470996
13,1,27822,0.0263423992878473,0.061102541594981,0.66664579314047
14,1,27823,0.0196272320370197,0.0623687893106938,0.753178119793599
15,1,27825,0.0270033624507114,0.0611017242298516,0.658802456283018
16,1,27843,0.0490402984641981,0.0584954921445485,0.402395688952588
17,1,27848,0.0490402984641981,0.0584954921445485,0.402395688952588
18,1,28495,0.0660032862456015,0.0584491689467253,0.259562339202524
19,1,28975,0.0380632090679716,0.0581279482647766,0.513011579414064
20,1,29283,0.0314853560867774,0.130335971105543,0.809253066877045
21,1,29752,-0.287514458964242,0.13503128192075,0.0339257691122537
22,1,29787,0.0273267175675405,0.367715730044527,0.940802002004305
23,1,30057,0.250635108516152,0.11847892758019,0.0350924369652424
24,1,30479,0.171764464420562,0.349231162783742,0.623140972078963
25,1,30706,0.0578788991254142,0.0599891007487406,0.335293677869057
26,1,31435,0.0446538023639661,0.0579604315128733,0.441566841045744
27,1,35128,0.0319971151276,0.079935842180959,0.689188776898423
28,1,35129,0.012678588382268,0.080155889267677,0.874410029758366
29,1,36146,0.00906020699076432,0.0577080049391949,0.875333920306013
30,1,37255,0.148689721272275,0.116214691614909,0.201582479122549
31,1,37409,0.03721361700007,0.0579882328536839,0.521455718994079
32,1,37478,0.0158877974252923,0.058065770590933,0.784538786708932
33,1,39144,-0.0195115565981108,0.0577976017632062,0.735877209340719
34,1,41499,0.015976426773874,0.0576403151809176,0.78180834249362
35,1,45359,-0.0770310057584793,0.0969630172058414,0.427474849699209
36,1,45634,-0.0159910261015828,0.0891389527655618,0.857730979119939
37,1,51248,0.0743211797856154,0.0577566539694536,0.199007705323094
38,1,51462,0.0796297297598836,0.0578153209098617,0.169288514139139
39,1,52124,0.0742622677210548,0.0577568686373696,0.199364823192687
40,1,52667,0.0180525769951909,0.0577911911587957,0.754939285484523
41,1,55470,0.0455336989147535,0.0593226519101839,0.443261688974884
42,1,59265,0.0446860770685051,0.057721039462845,0.439346610779629
43,1,60165,0.0753543827195092,0.0575868683670741,0.191543514757193
44,1,62308,0.00765194046550537,0.0576614401163528,0.894502588051537
45,1,62869,0.00485894986169326,0.0576550561331431,0.932884596869119
46,1,65431,0.0213828810805326,0.0602048107110612,0.722675119084378
47,1,65451,0.0364584684307863,0.0593300350266775,0.539279033767211
48,1,65719,0.0177519814535336,0.0618961034650987,0.774431513393863
49,1,66841,-0.00128585597747671,0.0576827681069159,0.982227740202135
50,1,66948,-0.00267544648445261,0.0580366402514038,0.963257199332195
51,1,68621,0.0216848831504088,0.0578680831485933,0.708086603995459
52,1,69417,0.031413017879979,0.0577021472014612,0.586510330133902
53,1,69820,-0.433516861241117,0.224703458927444,0.054496838110461
54,1,69821,-0.163356130286248,0.139882955539041,0.243673253357952
55,1,70906,-0.0184336155129823,0.092725472554745,0.842535402710299
56,1,74327,-0.0293973194584539,0.0580226472560481,0.612714972653811
57,1,74572,-0.0160629279748223,0.0578828956142815,0.781553023800834
58,1,75211,0.0064164693578925,0.0577826730274066,0.911643875654122
59,1,76030,-0.00256920390542761,0.0577835204445792,0.964560826619195
60,1,80108,-0.0142863574194045,0.0577650153272033,0.804805517241973
61,1,81262,0.0041197888970041,0.0577477636131032,0.943166687387717
62,1,81999,-0.0160874268824537,0.0578828763403332,0.781228287979649
63,1,82431,-0.00229245368181055,0.0581631133403326,0.968582424968814
64,1,83284,-0.0465263541583174,0.0576868692181725,0.4204787181016
65,1,83613,-0.0403433656274031,0.0576936889126518,0.484844890723082
66,1,84112,-0.0420009690220307,0.057696705119681,0.46711985336148
67,1,84701,-0.0493293074713901,0.0617737389856209,0.425089355450706
68,1,84858,-0.0387689019012676,0.0578661774069941,0.503311642545778
69,1,85751,-0.0670954717204755,0.0580311760423384,0.248382478064469
70,1,87445,-0.0716887943199516,0.0581387851460965,0.218372696453089
71,1,87467,-0.0845726671276853,0.0583956392795783,0.148429101512115
72,1,89070,-0.0669221355119424,0.0580932140169953,0.250109474071933
73,1,89616,-0.0605258111094501,0.057799504353358,0.29573841287532
74,1,89679,-0.0735917800509003,0.0577638922616082,0.203497984959037
75,1,89880,-0.0641609665273294,0.05781043449794,0.26781872512958
76,1,91472,-0.0720051944328635,0.0582150580049662,0.216952888969166
77,1,93789,-0.0915086141983842,0.0575342097484063,0.112615500861999
78,1,94351,-0.0685519293183497,0.0577768649406395,0.236225018003074
