SNP,Chr,Pos,Effect,SE,ERG11_ERG5_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.246558453110912,0.115333198210702,0.0332199924431632
2,1,1035,0.121655578860448,0.117168482533865,0.299842898386585
3,1,1074,-0.0375279279436871,0.198298552443143,0.85000593475774
4,1,1470,-0.359020258030981,0.196668332514309,0.0687686928489977
5,1,1475,-0.15332883781063,0.145617110385841,0.293080027710241
6,1,1491,-0.146526855849153,0.127339030409627,0.250641543929651
7,1,21249,-0.601250068266989,0.731718443603325,0.411804600678479
8,1,27243,-0.0306747741122799,0.0999035897817355,0.758991110610472
9,1,27272,-0.0277325883170474,0.0984053343362542,0.778246700196584
10,1,27498,0.122260912542753,0.898693996548117,0.891864936799799
11,1,27561,0.633465298363756,0.678116924808106,0.350863266103852
12,1,27816,-0.0695829330237939,0.100356258903332,0.488540127321413
13,1,27822,-0.0658805651582741,0.100235623495473,0.511443983993439
14,1,27823,-0.0957665021496676,0.102235853481175,0.349542338536811
15,1,27825,-0.0597026381802667,0.100246586353281,0.551852291214111
16,1,27843,-0.0619307140115958,0.0960312822816019,0.519409935725361
17,1,27848,-0.0619307140115958,0.0960312822816019,0.519409935725361
18,1,28495,-0.0317731809482438,0.096074510119034,0.741056770624502
19,1,28975,-0.06180035883451,0.0953903951463891,0.517491650317069
20,1,29283,-0.214019939426006,0.21359819341232,0.317042251313205
21,1,29752,-0.0915503711197445,0.222954329604418,0.681597484882425
22,1,29787,0.362053108610795,0.603126123117479,0.548695366624153
23,1,30057,0.0695737098036222,0.195619861135821,0.722309362944984
24,1,30479,0.526522382953666,0.572606589564319,0.358452308613528
25,1,30706,-0.0859003257600113,0.0984669921679687,0.383595802389219
26,1,31435,-0.0503147638247257,0.0951565295954478,0.597305722806233
27,1,35128,0.083092908010074,0.131131590982897,0.526712766497026
28,1,35129,0.0612679184446909,0.131501718238711,0.641567522947255
29,1,36146,-0.0878831418347373,0.0945877576415345,0.353463087594301
30,1,37255,0.0794195219775524,0.191105664773179,0.677970519603472
31,1,37409,-0.00336306986866325,0.095215223284679,0.971843968743917
32,1,37478,-0.0332034713582711,0.0952808547523395,0.727687477815155
33,1,39144,-0.105519681069987,0.0946959784608977,0.265908825187878
34,1,41499,-0.12074456496131,0.0943807028128335,0.201619276639264
35,1,45359,-0.22078686749166,0.158826374466945,0.165369985731883
36,1,45634,-0.106813491803991,0.146175033044443,0.465432936492611
37,1,51248,-0.103384825617484,0.0948424151989187,0.2764260695753
38,1,51462,-0.097052635561619,0.0949903823339733,0.307617798645666
39,1,52124,-0.11269417844029,0.0948123687222772,0.23539529098883
40,1,52667,-0.201016790908861,0.0942442966555566,0.0336195896651902
41,1,55470,-0.213648013923042,0.0967650503549564,0.0278933837476882
42,1,59265,-0.0634593845158082,0.0947416174451427,0.503413441457184
43,1,60165,-0.087524438381171,0.094615554995907,0.355570085521072
44,1,62308,-0.147467378305467,0.0942999028514736,0.118757583965524
45,1,62869,-0.153961719445891,0.0942585648854026,0.103276945606784
46,1,65431,-0.122472225080199,0.098599760006877,0.215018773092658
47,1,65451,-0.100570436641173,0.0972667059791017,0.301860029896634
48,1,65719,-0.110959840574911,0.10141281092468,0.274639492456161
49,1,66841,-0.0893555011886348,0.0945391394792123,0.345218891622928
50,1,66948,-0.117071603503523,0.0950355671406112,0.21881705339189
51,1,68621,-0.21214425133559,0.0943080792716892,0.0250976262075993
52,1,69417,-0.165313977405708,0.0943206552813768,0.0805249807258693
53,1,69820,-0.534843847577832,0.369587339504094,0.148745740933436
54,1,69821,-0.139262392523168,0.229874365002681,0.545023889470803
55,1,70906,0.0448313157905202,0.15215423982132,0.768439134553853
56,1,74327,-0.185829119238783,0.0947360789308238,0.0506010281308032
57,1,74572,-0.197514457002773,0.0944139293380846,0.0371520258537291
58,1,75211,-0.196516641888242,0.0942455945786068,0.037773298443278
59,1,76030,-0.125694958355655,0.0945879313970952,0.184749546774922
60,1,80108,-0.171286213881822,0.0943624345373102,0.070342429136773
61,1,81262,-0.0871425365030151,0.0946523955879701,0.357857463321215
62,1,81999,-0.0870440170677682,0.0948843606398595,0.359575388560837
63,1,82431,-0.089354356571852,0.095328531171652,0.349229332966888
64,1,83284,-0.014366383746283,0.0947494508328786,0.879569344763259
65,1,83613,0.0349271867320156,0.0947238552117798,0.712552707243479
