SNP,Chr,Pos,Effect,SE,DHH1_LSM3_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.117829484914608,0.0728721857839718,0.106785859446976
2,1,1035,0.0195601865271416,0.0739343828234587,0.791501732458939
3,1,1074,-0.0514907012646706,0.12492623154922,0.680465848664946
4,1,1470,-0.221792184260417,0.123945415618319,0.0744020367137712
5,1,1475,-0.149149332588118,0.0915553041516728,0.104191781091365
6,1,1491,-0.149606264299604,0.0799926272126522,0.0622764119384759
7,1,21249,0.587916682821989,0.460441952318193,0.202493433845589
8,1,27243,0.0197709438122238,0.0629498864914099,0.753650108039613
9,1,27272,-0.00665149869089343,0.0620121741839692,0.91464271869507
10,1,27498,-0.364809541205562,0.565958163766961,0.519613207007689
11,1,27561,0.35799539180076,0.427391712414055,0.402806251011241
12,1,27816,0.0536091787230463,0.0632141891784631,0.396981390514381
13,1,27822,0.052254571267401,0.0631368997611199,0.408434035338123
14,1,27823,0.0587418766430045,0.0644240524219998,0.362496049401775
15,1,27825,0.0516440139608205,0.0631383228866758,0.413937298646946
16,1,27843,0.0620507241678385,0.0604557886000261,0.305414429482108
17,1,27848,0.0620507241678385,0.0604557886000261,0.305414429482108
18,1,28495,0.0758002253862164,0.0604123475390885,0.210412648154919
19,1,28975,0.0681458530887865,0.0600327207635266,0.257084662659259
20,1,29283,-0.00786075138049025,0.134781016938016,0.953524831802916
21,1,29752,-0.28323655865556,0.139708370797633,0.0433784851886856
22,1,29787,0.229137333497528,0.380034240062281,0.546936662144795
23,1,30057,0.187343468591394,0.122880258807974,0.128253820881639
24,1,30479,0.258063914435927,0.360975901818187,0.475139524568431
25,1,30706,0.0465284911757592,0.0620625180023389,0.453932598344107
26,1,31435,0.0473378013650562,0.0599299052931457,0.430124536357673
27,1,35128,-0.147060370198899,0.0823029812622641,0.0748250447771143
28,1,35129,-0.12625403039346,0.082613205951107,0.127344818794474
29,1,36146,0.022608889730456,0.0596614131943924,0.704950368923539
30,1,37255,-0.0553376630283218,0.120411074711629,0.646105735866796
31,1,37409,0.00466377463395026,0.0599956804801045,0.93808275683416
32,1,37478,-0.00151775821698236,0.0600477147828043,0.979849203158827
33,1,39144,-0.0390261869558934,0.0597376541201768,0.513992730901158
34,1,41499,-0.0451645117049624,0.0595594656017638,0.448771661885772
35,1,45359,-0.0145701692265607,0.100348683458195,0.884639449558007
36,1,45634,-0.0649001876097226,0.092111273889394,0.481533349921214
37,1,51248,0.0252148729452857,0.059846630095197,0.673774307376378
38,1,51462,0.0267821005498445,0.0599258972692244,0.655206672969974
39,1,52124,0.00759076522628681,0.0598603124732186,0.899164579823699
40,1,52667,-0.0202142576694587,0.0597560545995212,0.735353554742886
41,1,55470,-0.0428010273077592,0.0613499345166172,0.485852854057705
42,1,59265,-0.0200254115863141,0.0597260794700139,0.737607339252867
43,1,60165,-0.0198891500967432,0.059681061110079,0.739137909100711
44,1,62308,-0.00943519572482604,0.0596226874430667,0.874351543644723
45,1,62869,-0.0223411611199376,0.0596054538087499,0.708021353844611
46,1,65431,0.0349168550652154,0.0622366024737933,0.575130254616039
47,1,65451,0.0386975740522108,0.0613469208126662,0.528580162634761
48,1,65719,0.0124938867231323,0.0640060608927717,0.845349860177432
49,1,66841,0.0259072192233828,0.0596294696055479,0.664212586942135
50,1,66948,0.0325027607940493,0.0599865219163623,0.588274430427828
51,1,68621,0.0459207082377044,0.0597989619762009,0.443049186600696
52,1,69417,0.0455357118325276,0.0596412251129115,0.445678861800806
53,1,69820,-0.313589020072243,0.232973432934874,0.179156912782109
54,1,69821,0.0111279071411952,0.144920262282477,0.938836961353766
55,1,70906,-0.10877825228455,0.0957107812794167,0.256505427383946
56,1,74327,0.0434465188709293,0.0599740587588736,0.469286642105925
57,1,74572,0.0143919654124354,0.0598539322268753,0.81011986987148
58,1,75211,0.0779713763381663,0.0596054202603147,0.191681872795017
59,1,76030,0.0748514744432146,0.0596167494150388,0.210111654959935
