SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0790607119251928,0.0683379249812599,0.248092111361721
2,1,1035,0.0976269839974201,0.0690210682199694,0.158110663819313
3,1,1074,0.152359864536502,0.116689380622349,0.192509136794357
4,1,1470,0.290722720656246,0.115517852201191,0.0122888620364258
5,1,1475,0.138269772961732,0.0857105512133036,0.107590801914762
6,1,1491,0.0357782446994817,0.0752265880034744,0.634649011271573
7,1,21249,-0.135790852009831,0.431950629652533,0.753428332311602
8,1,27243,0.0458316437405615,0.0588847313382662,0.436896971278826
9,1,27272,0.0497254063327963,0.0579897996436436,0.391758468602055
10,1,27498,0.352041701263317,0.529770422997049,0.506793019633429
11,1,27561,-0.0116952381150996,0.400475685605382,0.976718899739292
12,1,27816,-0.0169786568055066,0.0592277724326741,0.774535371267274
13,1,27822,-0.0250781832465937,0.0591443212782658,0.671811862831331
14,1,27823,-0.0226082169149814,0.0603659448533597,0.708242814439299
15,1,27825,-0.0338240891072228,0.0591319827205249,0.567679232086931
16,1,27843,0.00158375907326749,0.0566766128884769,0.977722777703772
17,1,27848,0.00158375907326749,0.0566766128884769,0.977722777703772
18,1,28495,0.00959628602496071,0.0566752918411321,0.865641575648756
19,1,28975,0.00804176975560647,0.0562971089361924,0.886493966829062
20,1,29283,-0.0553561378078502,0.126133887795723,0.66102561500315
21,1,29752,-0.14607519707404,0.131309339259026,0.26670132691185
22,1,29787,-0.446439418403285,0.355136829673942,0.209551684252309
23,1,30057,0.104119485299178,0.115272418054437,0.367010680546853
24,1,30479,-0.362482398179044,0.337601044168415,0.283690356947307
25,1,30706,0.0347338396451329,0.0581131786431478,0.550428029325816
26,1,31435,-0.00322409133435597,0.0561493116959188,0.954243150306377
27,1,35128,-0.069258878579296,0.0773031011873516,0.37089578454462
28,1,35129,-0.0673816569408121,0.0775061981482399,0.385234856911367
29,1,36146,-0.037560493662862,0.0558242585007181,0.501492721909752
30,1,37255,-0.0849906204861348,0.112659004806085,0.451108480225294
31,1,37409,-0.0102783225927434,0.0561594059976127,0.854887004119978
32,1,37478,-0.0135878909385349,0.0562056969490151,0.809112003096409
33,1,39144,-0.0839267770809381,0.0557752562641048,0.133287353497491
34,1,41499,-0.0973429049750159,0.0555575871325845,0.0806234826275044
35,1,45359,-0.19808177692387,0.0933451028072134,0.0345306352401333
36,1,45634,0.0632546810798873,0.0862197034419356,0.46365190114774
37,1,51248,-0.0368094658103767,0.0560018895256839,0.511422979128726
38,1,51462,-0.0333873265984418,0.0560839887097314,0.552018104256598
39,1,52124,-0.0685773227750807,0.0559171481682424,0.220862037385004
40,1,52667,-0.0202194818276509,0.0559359918623062,0.717960392786613
41,1,55470,-0.0241740544277536,0.0574544720873614,0.674192596455664
42,1,59265,0.0293603939645338,0.0558962797829045,0.599728312734878
43,1,60165,0.0445954405540973,0.0558254273477249,0.424921825141025
44,1,62308,-0.008866579638761,0.0558124178189768,0.873866933568817
45,1,62869,-0.0349147075431817,0.0557764542570124,0.531735379211972
46,1,65431,0.0290502554647134,0.0582647591290441,0.618378424417229
47,1,65451,0.0314539245191035,0.0574344406255944,0.584278908156853
48,1,65719,0.0126792962659745,0.0599151154158005,0.83252485510577
49,1,66841,0.00511855240784131,0.055833039688363,0.927007429915907
50,1,66948,-0.00183556238177784,0.0561762774544208,0.973952191736349
51,1,68621,-0.0181916230523711,0.0560158118558064,0.745556065654654
52,1,69417,-0.0216636967668939,0.0558639659749442,0.698402404815257
53,1,69820,-0.314538823465831,0.218002091662622,0.14995656474425
54,1,69821,-0.0496357377025465,0.135634378527198,0.714619742336617
55,1,70906,-0.0205937927899171,0.0897513570435767,0.81864908990116
56,1,74327,-0.0338200784278464,0.0561542218503779,0.547380196635287
57,1,74572,-0.0248256556252199,0.0560179067883786,0.657911668818226
58,1,75211,0.00122169461081595,0.055931306439058,0.982585718860769
59,1,76030,-0.00599268083103954,0.0559304347720176,0.914734611315287
60,1,80108,-0.0278933807383203,0.0558984081291502,0.618089258217346
61,1,81262,-0.0628194653392497,0.0557968914274768,0.260989801658372
62,1,81999,-0.0892910534092146,0.055831583481071,0.110650158455271
63,1,82431,-0.0709906962758164,0.0561717986622309,0.2071307980443
64,1,83284,-0.122790634875234,0.0555056241417925,0.027591202407875
65,1,83613,-0.112180456851976,0.0555630139042789,0.0442451455638038
66,1,84112,-0.0805201895185988,0.0557245011720301,0.14935361501979
67,1,84701,-0.10925784710192,0.0595642832235949,0.0674533061960091
68,1,84858,-0.0888596599152322,0.0558468873907667,0.112475412393598
69,1,85751,-0.0678781452280158,0.0561610781327913,0.227612761944072
70,1,87445,-0.0668161791238564,0.0562838893641962,0.235975397040884
71,1,87467,-0.0693563828474887,0.0565710511821369,0.221014095150094
72,1,89070,-0.0746124613840023,0.0561964086161433,0.185132283479128
73,1,89616,-0.0773641880962938,0.0558819874398828,0.167104135750068
74,1,89679,-0.0671341598165749,0.0559265532403078,0.230789480630148
75,1,89880,-0.0787953354939773,0.0558976773896888,0.159527813415972
76,1,91472,-0.0612278844132702,0.0563767567552087,0.278198672896238
77,1,93789,-0.00724059158805801,0.0558877300751225,0.896991493819479
78,1,94351,-0.0232080148690037,0.056022532657362,0.678933736238277
79,1,99148,-0.00731332721638228,0.0558877032474045,0.895962548418678
80,1,101281,0.76273795146908,0.609893899283522,0.211905988490187
81,1,106011,-0.0397567404345068,0.0582084350733189,0.495050730877603
82,1,106800,0.00605153111548676,0.0559635197654778,0.913951232435179
83,1,107970,-0.0115768015108537,0.0557952417091973,0.835748990656657
84,1,109000,0.0158905331487826,0.0558905810339547,0.776335660797369
85,1,112549,-0.0252971771566278,0.0558174673311009,0.650674144488666
86,1,112742,-0.0487640803521667,0.0559911091354015,0.384386770836486
87,1,113050,-0.0761914450052561,0.0558098001746065,0.173060126437835
88,1,113135,-0.0818097693017077,0.0556443061746565,0.142390984322393
89,1,114076,-0.0359495130229176,0.0557816062348273,0.519689948232353
90,1,114628,-0.0244136757380838,0.0559405240210645,0.662797377079834
91,1,116283,0.0175874473850869,0.0562590458277555,0.754757428721341
92,1,126880,-2.77400519632211,1.04535152553927,0.00832250190271519
93,1,127853,0.0211195158046873,0.0561508201545586,0.707052714385462
94,1,128302,0.0325934241892764,0.0559194411637502,0.560357061360767
95,1,128704,0.0280981320803817,0.055982061717438,0.616041532579278
96,1,128911,0.0417080018093442,0.0559642217685961,0.456609330339403
97,1,130267,-0.0131598241433982,0.0559773011801714,0.814273525777591
98,1,130271,-0.00917385637378088,0.0560459991413446,0.870073264268149
99,1,130613,0.0227104453523747,0.0565589777779384,0.688268778426073
100,1,132012,0.0113829938722012,0.056448562207555,0.840304549647157
101,1,133231,-0.0145391879638531,0.0560458903980964,0.795465682035484
102,1,137074,-0.0294650877630819,0.055949541082182,0.598776579266332
103,1,137304,-0.0263544263702409,0.0559733976365308,0.638046934865124
104,1,139686,-0.00257733136944638,0.0560643838768833,0.963359422099218
105,1,149562,0.00105834112590747,0.0561924256890793,0.984983987110582
106,1,150447,-0.00818837676593909,0.0568140835478161,0.885483355654505
107,1,151446,-0.0323321469230908,0.11412761169415,0.777114324824527
108,1,154084,-0.0027296414248893,0.056991101056876,0.961826274211438
109,1,156633,0.0118702359400029,0.0577691738940734,0.8373179149548
110,1,157269,0.0136542841292556,0.0559522187566108,0.807345699454384
111,1,160054,0.00216585815860582,0.0564884569785314,0.969436992444191
112,1,166222,-0.00800284822542979,0.0560691526718736,0.886583475079675
113,1,166416,-0.00193610883677398,0.0559568433839218,0.972418228524867
114,1,167326,-0.00531779912382913,0.056274204152108,0.924767195873758
115,1,168836,-0.00117146059227347,0.0560081972149023,0.983324578378512
116,1,171200,-0.0123641587319684,0.0560882477368228,0.825655024381691
117,1,171431,-0.0337780308143285,0.0564136546581993,0.5497194355757
