SNP,Chr,Pos,Effect,SE,ADE17_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0901635117103731,0.0814447950148751,0.269025844784687
2,1,1035,0.085864842866656,0.082351886832887,0.297820308915715
3,1,1074,-0.0785694279301064,0.139320279681131,0.573147455144251
4,1,1470,-0.0562343636550774,0.138848832348019,0.685719726191732
5,1,1475,0.0353384033641867,0.102491669068243,0.730455380318856
6,1,1491,-0.0389744561368963,0.0896451061919553,0.663999467184105
7,1,21249,-0.295800771074962,0.51454582311816,0.565740410231935
8,1,27243,-0.0254721675212941,0.0702144425353121,0.716988774040479
9,1,27272,-0.0203952850655375,0.0691643538205362,0.768257789036119
10,1,27498,-0.293485168670759,0.631478703529277,0.642390861403812
11,1,27561,-0.0089841269470102,0.477209216797953,0.984990237582821
12,1,27816,0.00608641760177724,0.07058358841653,0.931332530812804
13,1,27822,-0.0104506340730882,0.0704924272780212,0.882228646991038
14,1,27823,0.00176703366421017,0.0719465976347778,0.980419523034517
15,1,27825,-0.0154437536057152,0.0704898292822146,0.826705049827027
16,1,27843,0.0346917294021853,0.0675109712105485,0.607665772414844
17,1,27848,0.0346917294021853,0.0675109712105485,0.607665772414844
18,1,28495,0.0387238675621168,0.0675058542110302,0.566578631188541
19,1,28975,0.0363462434471268,0.0670579643902585,0.588151978488075
20,1,29283,0.0848782066040756,0.150274896229132,0.572555222859445
21,1,29752,-0.222587804082669,0.156294551054543,0.155284720262673
22,1,29787,-0.204935816232349,0.423988759508606,0.6291454849414
23,1,30057,0.0994457821304782,0.137415946323553,0.4697387753429
24,1,30479,-0.572041866119071,0.401791562022717,0.155408531385597
25,1,30706,0.0412622293790955,0.0692481759283651,0.551650502303124
26,1,31435,0.0484813862687981,0.0668583431856846,0.468849054864772
27,1,35128,-0.00585934282721334,0.0922189174036493,0.949374605253434
28,1,35129,0.0890870248371576,0.092333934327573,0.335287894427612
29,1,36146,0.0252014529963343,0.0665495974007273,0.705148121148507
30,1,37255,0.107813531788004,0.134230622702609,0.422401795873438
31,1,37409,0.0430425362929476,0.0668837878597635,0.520290232560622
32,1,37478,0.0184473727928102,0.0669733439499341,0.783136682521735
33,1,39144,-0.0656773449208284,0.0665831928399887,0.324614803674058
34,1,41499,0.0133028019380002,0.0664861801738989,0.8415303251485
35,1,45359,-0.236514116739445,0.111227621441869,0.0341635602647283
36,1,45634,-0.0159911756082411,0.102814614021455,0.876489194987237
37,1,51248,0.0117939490798288,0.066770011546326,0.859896066061985
38,1,51462,0.0114516921557145,0.0668607287654287,0.864104253190114
39,1,52124,0.0197694494790876,0.0667646711570367,0.767322912012802
40,1,52667,0.0403903889541563,0.0666312790519642,0.544786420273937
41,1,55470,0.00180004599458747,0.0684801416287372,0.979044342612785
42,1,59265,0.0663268777921933,0.0665387356234852,0.319536619915539
43,1,60165,0.074324853493358,0.0664643436738493,0.264213592199528
44,1,62308,0.000937025878973393,0.0665087218787021,0.988767121444453
45,1,62869,0.017073485483688,0.0664941781052595,0.797508525281179
46,1,65431,-0.00312868234869363,0.0694528285038283,0.964094850268173
47,1,65451,0.0356555377528473,0.0684419363967672,0.60272100206806
48,1,65719,0.0120569102635796,0.0713968034145948,0.865994163555868
49,1,66841,0.0503483677195316,0.0664777382873901,0.449332364650761
50,1,66948,0.0346691509675242,0.0669146036984578,0.604705829148816
51,1,68621,0.0187902267662096,0.0667512076789219,0.778494604552064
52,1,69417,0.0378107685472857,0.0665515455423178,0.570299346476954
53,1,69820,0.127517984753792,0.26044884234654,0.62471502460325
54,1,69821,0.146937825935125,0.161463984020505,0.363425169023591
55,1,70906,-0.13934454752226,0.106698702615407,0.192415555730782
56,1,74327,-0.0970365575238145,0.0667485137406103,0.146900332427637
57,1,74572,-0.0909596244579987,0.0665940462742303,0.172845519479549
58,1,75211,-0.06688476790205,0.0665529345251386,0.315591976933755
59,1,76030,-0.0508275438040735,0.0665931496344513,0.445821210128071
60,1,80108,-0.127656169147047,0.066285000068737,0.054923709682002
61,1,81262,-0.147243434455095,0.0661444727352518,0.026639093038306
62,1,81999,-0.131471436355092,0.0664021072358566,0.0484878057712658
