SNP,Chr,Pos,Effect,SE,MID2_RSN1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.185457582794466,0.152222205441472,0.223910477967166
2,1,1035,0.129718323807894,0.154056074627785,0.400346746018034
3,1,1074,0.351970325096874,0.259931043274018,0.176573505892319
4,1,1470,0.311458400074518,0.259137072212935,0.230205631897725
5,1,1475,0.0685965249378233,0.191626745945237,0.72058011315604
6,1,1491,0.104806199784945,0.167562008511177,0.532062122898184
7,1,21249,-1.29755078802982,0.96001863126397,0.177372239057437
8,1,27243,0.0184419932377902,0.131301144921129,0.888380067999429
9,1,27272,0.013618089906988,0.129330882389596,0.916200342167374
10,1,27498,-1.03183993067811,1.17976292268469,0.382377355434443
11,1,27561,1.06345466859548,0.89044407600602,0.233163704613041
12,1,27816,-0.0127151300048579,0.131970192689934,0.923298468856844
13,1,27822,-0.0149357796671732,0.131801799226518,0.909841281283231
14,1,27823,-0.0493200926108353,0.134493463699527,0.714055087170023
15,1,27825,-0.0096586531171684,0.131803194007386,0.94162411698086
16,1,27843,-0.0644792110619741,0.126226205597512,0.60979452473267
17,1,27848,-0.0644792110619741,0.126226205597512,0.60979452473267
18,1,28495,-0.0592243648192886,0.12623554498858,0.639246621019634
19,1,28975,-0.0670471162321788,0.125380046038711,0.59315864852737
20,1,29283,-0.320235414257994,0.280579541412648,0.254503961974218
21,1,29752,0.0325653487996629,0.293057998877406,0.911582330120776
22,1,29787,2.43258269792794,0.782355479053705,0.00202769409689355
23,1,30057,-0.169445593865957,0.256959681607348,0.510052961225796
24,1,30479,1.05264043149812,0.751299633833267,0.162064857934023
25,1,30706,-0.156434167007637,0.129270945973122,0.227040148526042
26,1,31435,-0.10551559354355,0.124972370614304,0.399067259368945
27,1,35128,0.160185909186505,0.172212303894307,0.352921162767302
28,1,35129,-0.0853150941797245,0.17280511677655,0.621820162482796
29,1,36146,-0.166504199163219,0.124137503798799,0.180689132122077
30,1,37255,-0.242846082720282,0.250868233425478,0.333695911138357
31,1,37409,-0.139343894977033,0.124906344867446,0.265357817480856
32,1,37478,-0.12977600071706,0.125043268525771,0.300050856139108
33,1,39144,-0.0585253029833346,0.124623501286833,0.638918696294508
34,1,41499,-0.0673686553141999,0.124264917555696,0.588065935393537
35,1,45359,-0.0826886203903285,0.209244296554877,0.692950647084018
36,1,45634,-0.127279568253209,0.19212025711647,0.508083481567157
37,1,51248,-0.184508904131378,0.124458950234661,0.139102655952048
38,1,51462,-0.173666691076599,0.124672895584442,0.164502832025329
39,1,52124,-0.168986253394803,0.124521382573706,0.17562089795793
40,1,52667,-0.240438692403119,0.123987024428555,0.0532705251348007
41,1,55470,-0.121416473152088,0.127874648549936,0.343017973649543
42,1,59265,-0.0087463385532838,0.124581955629416,0.944069850865346
43,1,60165,-0.0202218307252258,0.124484029365509,0.871048240979424
44,1,62308,-0.101236941494084,0.124234976464856,0.415688840363988
45,1,62869,-0.0850545061231488,0.124253713880283,0.49409423552445
46,1,65431,-0.0686411033689087,0.129805320377656,0.59727625703891
47,1,65451,-0.0494685711344544,0.127988382910123,0.699353135699299
48,1,65719,-0.0254957704270407,0.13348950557184,0.848639650275286
49,1,66841,-0.0267438386132431,0.124386607739093,0.82988697907081
50,1,66948,-0.0552703701091943,0.125123600929875,0.658957833494476
51,1,68621,-0.181594721949107,0.124444343857406,0.145387096858709
52,1,69417,-0.14326348274723,0.124254936075873,0.249698636376191
53,1,69820,-0.679615499262103,0.485783137896354,0.162687990713711
54,1,69821,-0.284702526702895,0.301863956618964,0.346250007477606
55,1,70906,-0.021280168994056,0.199973320866967,0.915313508736239
56,1,74327,0.026085557573802,0.125165411500958,0.835030080805217
57,1,74572,0.02453166598861,0.124833032681429,0.844319537641215
58,1,75211,0.0577516957865561,0.124574372302465,0.643225726163075
59,1,76030,0.112133602806108,0.124469282628639,0.368259011385709
60,1,80108,0.0328675675314812,0.124570542678162,0.792051753878012
61,1,81262,-0.00940573474113554,0.124534720872272,0.939838194671535
62,1,81999,-0.0556127483476596,0.124804765380731,0.656160842346313
63,1,82431,-0.106639655522659,0.125302335202408,0.39531362148194
64,1,83284,0.00793455570345071,0.124517362830401,0.949227269160949
65,1,83613,0.0300583878484478,0.124494078663632,0.809350955711729
66,1,84112,-0.00179102502663395,0.124518042499476,0.988532022286691
67,1,84701,-0.0133562561183358,0.133335345116983,0.920265902845484
68,1,84858,0.0350193459385826,0.124855595609537,0.779274502066607
69,1,85751,-0.0122391141263149,0.125381061316731,0.922293149214136
70,1,87445,-0.00620315447541836,0.125647370170736,0.960652713358249
71,1,87467,-0.0567672643510529,0.126269432391539,0.653294638870299
72,1,89070,-0.00544943079603474,0.125514733738012,0.965393943690844
73,1,89616,-0.0179143730934511,0.124836219650021,0.885974817803466
74,1,89679,-0.00963110238895046,0.124854617373754,0.938557039565753
75,1,89880,-0.000936776249478632,0.124887295284835,0.994019382668515
76,1,91472,0.0052586284748824,0.125814005191296,0.96668428064111
77,1,93789,-0.0707976354756516,0.124461049450136,0.569830742240429
78,1,94351,-0.1058282624542,0.124718659119321,0.396714600493084
79,1,99148,-0.0781450430589888,0.124448594647482,0.530455610824437
80,1,101281,1.72780930099572,1.35871196430669,0.204333835777057
81,1,106011,0.0526883123349659,0.129740894763363,0.684912161510801
82,1,106800,-0.00284616477482445,0.124685947439408,0.98180143279774
83,1,107970,0.0385925409287146,0.124299668374779,0.756379324105124
84,1,109000,0.0810747348629554,0.124460944092075,0.515207611590378
85,1,112549,-0.0326939796642438,0.12438258039458,0.79281942415001
86,1,112742,-0.021013874669453,0.124874385387734,0.866459298472541
87,1,113050,-0.0353218837288133,0.124655135386516,0.777069423441148
88,1,113135,-0.0335608594483327,0.124338941607159,0.787383899711536
89,1,114076,0.0109671654966097,0.124350401717749,0.929771180225452
90,1,114628,0.0429771812399688,0.124645372467686,0.730453346549737
91,1,116283,0.0785304867464369,0.125290041108559,0.531202348395043
92,1,126880,-5.98100477358892,2.33046578954247,0.0106865835256377
93,1,127853,0.0857539434627481,0.125043063551328,0.493292354843684
94,1,128302,0.0649604610111715,0.124597744027569,0.602441924522198
95,1,128704,0.0218848284027873,0.124764344599926,0.860858593317901
96,1,128911,0.0656992619564403,0.124734585521279,0.598724081524703
97,1,130267,0.118923891183298,0.124563724499869,0.340370964664639
98,1,130271,0.112514468959495,0.124728793425367,0.36763320922245
99,1,130613,0.14417594971957,0.125805581888241,0.252562380342314
100,1,132012,-0.048854308766982,0.125744986549842,0.697866259608565
101,1,133231,-0.0877226898471706,0.124792080824,0.482549752577151
102,1,137074,-0.0389392879738889,0.124684566073205,0.754995120459028
103,1,137304,-0.104217944955728,0.124621746638999,0.403566419848278
104,1,139686,-0.0286666640348416,0.124899749585475,0.818599737442799
105,1,149562,-0.0781999097204093,0.125124822433552,0.532391113407257
106,1,150447,-0.0356224644641779,0.126568512846138,0.778531657743913
107,1,151446,0.0290891356050391,0.254294906236824,0.908992612009642
108,1,154084,-0.0641019108386381,0.126927941680136,0.613855714960843
109,1,156633,-0.0516018902865621,0.128685274567243,0.688667908877302
110,1,157269,-0.083390501920425,0.124590278546251,0.503730238561421
111,1,160054,-0.0522922073515149,0.12582299173677,0.677954245168779
112,1,166222,-0.0625527442585877,0.124878550570265,0.616747612151768
113,1,166416,-0.0661275743460297,0.124619619089157,0.596005160349828
114,1,167326,-0.0662623487060885,0.12532813695197,0.597338294527997
115,1,168836,-0.0655473815786556,0.124734811880349,0.599569822942473
116,1,171200,-0.0845172975497552,0.124889475283073,0.499016194712262
117,1,171431,-0.114299091385274,0.125603421197914,0.363443527441813
118,1,173339,-0.0985313138709773,0.124662481065188,0.429833803559169
119,1,173845,-0.0911719516302987,0.124574834915048,0.464736610150257
120,1,175121,-0.134082549525977,0.124217293421875,0.281137805778848
121,1,175281,-0.118528912658591,0.124367979703643,0.341216830438166
122,1,175315,-0.133959004277093,0.124284336308224,0.28183981131168
123,1,175523,-0.115896529368561,0.125041968026553,0.354631940669465
124,1,175541,-0.126601135329837,0.124500873486051,0.309911969973248
125,1,175653,-0.144617379297287,0.124840559387563,0.247477159347199
126,1,175805,-0.0747492322192806,0.132092116924028,0.571830031805804
127,1,175818,-0.151600581988087,0.128863603794296,0.240210933999511
128,1,175856,-0.11583803147299,0.126992928152266,0.362306338746517
129,1,175876,-0.104216887279293,0.125071086257795,0.405260852271415
130,1,175989,-0.0958002805373205,0.125447644947864,0.445575554426844
131,1,176001,-0.0978717955233935,0.126097883041729,0.438175814442096
132,1,176451,-0.0884299299185108,0.127635730497978,0.488871461193854
133,1,177692,-0.161847042130296,0.12419028425852,0.193349653248919
134,1,178191,-0.157443494374508,0.124330206745863,0.206228733258947
135,1,178224,-0.161847042130296,0.12419028425852,0.193349653248919
136,1,178960,-0.186949422469076,0.125087821111133,0.135926495253239
137,1,179139,-0.0830651523892705,0.248664244173233,0.73854364393315
138,1,179139,-0.315626895228419,0.500613926704183,0.528788749826056
139,1,180955,-0.0335781702202627,0.144094826686739,0.815874502744427
140,1,183802,-0.239487894692026,0.123850143039554,0.0539503213993503
141,1,183954,-0.216544557024023,0.124880053943431,0.083787514742491
142,1,184450,-0.14663753232689,0.124067493303831,0.238034035033874
143,1,184641,-0.149888192105451,0.127681344216827,0.241216871999127
144,1,184718,-0.192392000482133,0.124598977035913,0.123462573491316
145,1,185296,-0.155172890967958,0.124214413745825,0.212407152310318
146,1,185438,-0.13392285202469,0.124290334036884,0.281992669147021
147,1,185469,-0.138669995681137,0.124455572963291,0.265945945210655
148,1,185503,-0.121978396898765,0.124182179741548,0.326647640596557
149,1,185705,-0.153187675086533,0.125476955965486,0.222960259524954
150,1,185749,-0.127010300775051,0.125559727152463,0.312444743256242
151,1,185806,-0.179304631508736,0.125547277587709,0.154122999243163
152,1,185879,-0.143219310099869,0.126288036286162,0.257535281211002
153,1,185916,-0.0878307962109651,0.126373909094663,0.48750791154854
154,1,185941,-0.075568404238183,0.126947521763101,0.552042561823661
155,1,185954,-0.0826657809367537,0.127306140730509,0.516536789924449
156,1,186055,-0.12923697532588,0.124650214077527,0.30054013783439
157,1,186896,-0.168887902190535,0.126567765816145,0.182943584674095
158,1,187697,-0.506936964509134,0.257363052617593,0.0496502418704018
159,1,189392,-0.0275207769334367,0.260126138662969,0.915802864789832
160,1,189416,-0.00288217915308664,0.25162858626657,0.990867620305223
161,1,190132,0.104653446483574,0.124874050047206,0.402557352324427
162,1,190148,0.127572713959364,0.124851418028719,0.307577071943169
163,1,190165,0.107556043179443,0.125866607972112,0.393394243071524
164,1,190169,0.129463589134403,0.125650804718296,0.303553846652406
165,1,190933,0.0324293310828977,0.124807186328194,0.795142186581929
166,1,192149,0.178413747078823,0.125480802050633,0.155955332960009
167,1,192302,0.217346236009583,0.165752640730985,0.190619310807776
168,1,192303,0.175704534988208,0.149727948982123,0.241389773217285
169,1,192305,0.182722992381889,0.155593364082379,0.241041536812121
170,1,192315,-0.102889773673672,0.176766550158684,0.560893871373248
171,1,192795,0.191455290684786,0.124165379585201,0.123984650735342
172,1,194020,0.063785708671061,0.131179357013758,0.627093016534556
173,1,194187,0.0851004902040988,0.124603742285181,0.495074423813391
174,1,194867,-0.100804896948686,0.124502631895679,0.418680599154282
175,1,197325,-0.134476437947423,0.127458249182473,0.29211824315278
176,1,197392,-0.184183013445465,0.128927820913138,0.154010741791521
177,1,198857,-0.277194449613256,0.59736200666501,0.642911607363712
178,1,206666,-0.144684613863499,0.139940815163188,0.301891348121203
179,1,206675,0.00895301790691327,0.182465709853235,0.960893770007723
180,1,223051,-0.224157899356511,0.143921682040717,0.120248077231034
181,1,223059,-0.315851931690074,0.149014475830087,0.0347368020137569
182,2,7366,-0.376667920583674,0.179626864649423,0.036709387075981
183,2,8180,0.219924303238189,0.248568795271634,0.376887079118015
184,2,8187,0.1801875358282,0.25859576151193,0.48639137513923
185,2,8250,0.247646481884868,0.254604037631384,0.331381859069301
186,2,8253,0.25906940267684,0.254571834421474,0.309533116440476
187,2,8285,0.145318892889208,0.138003032916639,0.293055598825622
188,2,8302,0.143060428533704,0.129158118355668,0.268772379514632
189,2,8306,0.143060428533704,0.129158118355668,0.268772379514632
190,2,8314,0.155959170671966,0.12645601575359,0.218281616146289
191,2,8317,0.132506222593122,0.129426333013932,0.306632495389874
192,2,8328,0.108609337863096,0.128908903578185,0.400063046344414
193,2,8331,0.115320351969994,0.128649525143899,0.37065454196591
194,2,8498,0.0874621918464752,0.12645691560295,0.489620395448859
195,2,8651,0.0858579380843776,0.126578589428335,0.498027492178261
196,2,9418,-0.399880596399268,0.321428248623221,0.21429769871365
197,2,9812,0.103846858216791,0.127293703587662,0.415161718006367
198,2,9932,0.0604135922314812,0.126870729121053,0.634239111520443
199,2,10135,0.0640926799676637,0.126379413320129,0.612369789003756
200,2,11616,0.0905836008558096,0.126199193660297,0.473366008974412
201,2,12133,0.0923220358419669,0.126698067840562,0.466682071903605
202,2,12194,0.101618883154654,0.127168650872424,0.424776989103764
203,2,12359,0.0848674214152253,0.126831059550382,0.503845135215844
204,2,13061,0.0873624645678465,0.126816914423448,0.491347192239833
205,2,14298,0.0730858509945057,0.127243020385852,0.566076490912855
206,2,15222,0.0902038181389271,0.128454159161259,0.483001157830184
207,2,17986,0.130444848653182,0.126100268210129,0.301632408463205
208,2,19770,0.104321077972234,0.127043146577093,0.412116840662238
209,2,19836,0.0906158849489248,0.126723312714363,0.475039193720855
210,2,19851,0.0960229824817508,0.127083629521519,0.45039957621729
211,2,21595,0.0753056023966858,0.126597618509244,0.552330066619601
212,2,22385,0.084685058012111,0.126700753895345,0.504323795013229
213,2,23441,0.0682753565717686,0.127960677549844,0.593978228825156
214,2,24209,0.0786382479607319,0.126889188430103,0.535829090576527
215,2,24341,0.103375857638824,0.12713949470703,0.416714484953156
216,2,26815,0.124141052110545,0.126934144562785,0.328746190532455
217,2,28209,0.164152777804403,0.126848232307014,0.196481009217253
218,2,28695,0.103664878482338,0.132719936091895,0.435278985447198
219,2,35849,-1.11201355743692,1.36053378138927,0.414287602395736
220,2,35850,-1.81505949361233,1.66272787223587,0.275746638132311
221,2,41245,-0.013741194701703,0.126658939985771,0.913668863819001
222,2,43214,-0.0614152074948795,0.128673066496695,0.633446357450792
223,2,47104,-0.0142998975188927,0.125124020795517,0.909076221178793
