SNP,Chr,Pos,Effect,SE,ERV25_ORM2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.232410822599768,0.144143123015775,0.107776938282444
2,1,1035,0.140014872291878,0.14606565636712,0.338429007722463
3,1,1074,0.364380700787923,0.246399663707052,0.140080248450617
4,1,1470,0.46783875867126,0.245009587021971,0.0570117446084593
5,1,1475,0.352326040981481,0.180804661997052,0.0521285163198691
6,1,1491,0.189341603757568,0.158686565857035,0.233600289095347
7,1,21249,-0.365391047015643,0.912641093529301,0.689128677757776
8,1,27243,0.0573965999972241,0.124493885878542,0.64505418574562
9,1,27272,0.0542207675089958,0.122627230353646,0.658644722196354
10,1,27498,-0.200911761030378,1.1200646521731,0.857746059598302
11,1,27561,1.48534203011919,0.842513350861824,0.0787675069217466
12,1,27816,-0.0531016612682074,0.12513214807118,0.671558398915576
13,1,27822,-0.0346439427375279,0.124991383446566,0.781811314185083
14,1,27823,-0.0792755063321928,0.127510024325499,0.534527443125783
15,1,27825,-0.03844981173803,0.12498823094866,0.758547243990528
16,1,27843,-0.0266703355133781,0.119750562947871,0.823885558652776
17,1,27848,-0.0266703355133781,0.119750562947871,0.823885558652776
18,1,28495,-0.0326927800323539,0.11974827349401,0.785003224726941
19,1,28975,-0.0388087475012673,0.118942447744259,0.744404562606575
20,1,29283,-0.248789067504319,0.266267131035903,0.350757480007428
21,1,29752,-0.165039006282129,0.277806414605168,0.552839677763343
22,1,29787,1.80184672836401,0.74594963551233,0.016220612332694
23,1,30057,0.0287494232730072,0.243849490068613,0.906215351074059
24,1,30479,1.46090845180645,0.710278384908615,0.0404388467109883
25,1,30706,-0.103446299235626,0.122733017862676,0.399879530255223
26,1,31435,-0.0480839391729205,0.118617594004346,0.685451591117434
27,1,35128,0.163671515424643,0.163296451194981,0.316886807523678
28,1,35129,-0.00969554421517227,0.16394660380471,0.952875316039483
29,1,36146,-0.131735129314488,0.117824976770873,0.264302635297884
30,1,37255,-0.179946727249845,0.238050014455138,0.4502013924772
31,1,37409,-0.0671043385080506,0.118617846316459,0.571944407189985
32,1,37478,-0.0951240797817478,0.118665662084922,0.423315427485499
33,1,39144,-0.170683729016789,0.117882092418582,0.148527248567761
34,1,41499,-0.158311585477039,0.117602203906195,0.179114187522726
35,1,45359,-0.398907816848839,0.197355392030024,0.0440065028040829
36,1,45634,0.191268626788825,0.182038404856159,0.294112948603466
37,1,51248,-0.229354396301093,0.11777457833188,0.0522791893558026
38,1,51462,-0.203368924405634,0.118070967460316,0.0858676081422787
39,1,52124,-0.203294613864926,0.117910097413267,0.0855563575451438
40,1,52667,-0.17760171183883,0.117837230712158,0.132659345913052
41,1,55470,-0.164038563934232,0.121118636920755,0.176486978453102
42,1,59265,0.0244885101161673,0.118148942910526,0.835919978234335
43,1,60165,0.0290871516179444,0.118056694766589,0.805529044861245
44,1,62308,-0.0811634455677883,0.117857854610286,0.491492502417192
45,1,62869,-0.0667316853551301,0.117868683946131,0.571649647655976
46,1,65431,-0.0949771870889039,0.123054182202013,0.440730170428699
47,1,65451,-0.0974711186865033,0.121300805762277,0.422198343241085
48,1,65719,-0.0247120329150939,0.126603064117898,0.84535415182293
49,1,66841,-0.0179808352801841,0.117973878934218,0.878947729614751
50,1,66948,-0.0542886876120057,0.118666630208304,0.647600989334169
51,1,68621,-0.197673980259207,0.117911775244414,0.0945341147478571
52,1,69417,-0.0935682052906656,0.117961765972382,0.428189520964262
53,1,69820,0.173469389098011,0.461906893320658,0.707476623992991
54,1,69821,-0.0832111982786223,0.286618363066466,0.771741500362376
55,1,70906,0.0847704804501754,0.189606922863726,0.655087613088623
56,1,74327,0.00117063095261488,0.118715951619723,0.99213793998147
57,1,74572,0.0148848157688775,0.118397257678032,0.900025724328489
58,1,75211,0.0492353774939168,0.118155019168029,0.677150002646357
59,1,76030,0.0736047325439757,0.118119127526336,0.533595024669991
60,1,80108,0.0245081968936612,0.118148931346556,0.835789940871886
61,1,81262,0.0173574828555388,0.118107850231246,0.883245129550211
62,1,81999,0.00369934057984783,0.11839974451026,0.97509221073958
63,1,82431,-0.0568234768495385,0.118921930081557,0.633072870387218
64,1,83284,0.0920386159575347,0.117993079279914,0.435893547227076
65,1,83613,0.126055857253368,0.117890951330108,0.285683985708131
66,1,84112,0.102023077135327,0.117969817334323,0.387722952092788
67,1,84701,0.137196013849559,0.126247939883196,0.277902578355136
68,1,84858,0.152151596818057,0.118150819398422,0.19866809485014
69,1,85751,0.141837272446544,0.118674924010316,0.232821088520534
70,1,87445,0.107886708781361,0.119027742855402,0.365342615158869
71,1,87467,0.063369036627466,0.119742521912816,0.596991845590966
72,1,89070,0.0511852530115302,0.119009107119727,0.667388789180714
73,1,89616,0.0953862227700672,0.118291011456778,0.420572936819031
74,1,89679,0.0752517517665401,0.118347145695073,0.525282249676635
75,1,89880,0.0670739786182193,0.118391092290989,0.571382818332105
76,1,91472,0.0530894665574335,0.119290634399124,0.656561420642538
77,1,93789,0.00975604162633517,0.11809358405463,0.934206247352167
78,1,94351,-0.0438319457036075,0.118382544902624,0.711413192858455
79,1,99148,-0.0707671522945942,0.118034644438209,0.549193724243908
80,1,101281,1.12156923514501,1.29018981068232,0.385270677900138
81,1,106011,0.0485526163650329,0.123049726641138,0.6933932288617
82,1,106800,0.0385833434251645,0.11823618928564,0.744372373239609
83,1,107970,0.0485609034933302,0.117875344190293,0.680612714139353
84,1,109000,-0.00819552499362955,0.11811065787358,0.9447196478986
85,1,112549,-0.150439652455074,0.117705728144364,0.202054063201368
86,1,112742,-0.097887573701647,0.118322752658046,0.408629957431196
87,1,113050,-0.11812751490368,0.118070875260349,0.317763724695923
88,1,113135,-0.130098581900052,0.117733544025318,0.2699010871178
89,1,114076,-0.160709653566121,0.11762639752756,0.172723302520805
90,1,114628,-0.125589537893738,0.118046252661692,0.288100724262474
91,1,116283,-0.0145803277856039,0.118890437638236,0.902464601358854
92,1,126880,-2.43937272742777,2.22699074222116,0.274102551671183
93,1,127853,0.0261107410044245,0.118663467227545,0.825966989123778
94,1,128302,0.0396673859416653,0.118196914430858,0.737368693326534
95,1,128704,0.0420819351033148,0.118312245140368,0.72228865386496
96,1,128911,0.11043166379481,0.11820049318358,0.350801136706414
97,1,130267,0.153142333623935,0.11800928343028,0.195232882505801
98,1,130271,0.143036422195119,0.118185890506842,0.22698642420025
99,1,130613,0.163542702818427,0.119220224134759,0.171006315232776
100,1,132012,0.121568015935319,0.119108218459971,0.308118418039392
101,1,133231,0.0899264579239856,0.118340650313797,0.447824597139749
