SNP,Chr,Pos,Effect,SE,PLM2_HNM1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.109773040054008,0.170550920605027,0.5202281819086
2,1,1035,0.0874920363432648,0.172455014972582,0.612238327637848
3,1,1074,0.331571824127851,0.291008443765676,0.255313501988082
4,1,1470,-0.0279253177740921,0.290489374181399,0.923470306547833
5,1,1475,-0.0630081172086223,0.214388448689743,0.769009353983997
6,1,1491,0.023661248137314,0.187553798887026,0.899679371919541
7,1,21249,-2.16109566342369,1.07060167045581,0.0442866084402139
8,1,27243,0.145398566296764,0.146688708458021,0.322264475365178
9,1,27272,0.0187611765919031,0.144683261357492,0.896900837519573
10,1,27498,-0.0919887870543201,1.32123899807098,0.944533054200748
11,1,27561,1.17478391857819,0.99620355620542,0.239088485879396
12,1,27816,0.0320450219048113,0.147629160884886,0.828283627660114
13,1,27822,0.0277869757714965,0.147443952150128,0.850626019163356
14,1,27823,0.0296847081885928,0.150480255818441,0.84373255529123
15,1,27825,0.0473119802812075,0.147429865292504,0.748467150055836
16,1,27843,0.00821119134605804,0.141262692022855,0.953680273890757
17,1,27848,0.00821119134605804,0.141262692022855,0.953680273890757
18,1,28495,-0.0202926813111909,0.141261526396745,0.885856237094628
19,1,28975,-0.00680926633588624,0.140320907312463,0.96132418068042
20,1,29283,-0.146813226248031,0.314370147547986,0.640782605800493
21,1,29752,-0.151421698268885,0.327755123741263,0.644368474717185
22,1,29787,2.39225012456532,0.877952453801276,0.00675425599067028
23,1,30057,-0.133156434593589,0.287554400952837,0.643602983573197
24,1,30479,1.46088013870193,0.839229859051215,0.0826006650958793
25,1,30706,-0.0289299757460141,0.14490886172146,0.841875094250311
26,1,31435,-0.0195901975750015,0.13994571311984,0.88875226029982
27,1,35128,0.24481546751761,0.192451884389033,0.204179698795463
28,1,35129,0.0929294000337384,0.193323195139644,0.631031406534864
29,1,36146,-0.0720860013295771,0.139175082970784,0.604816274527456
30,1,37255,0.0163404568343495,0.281021039048093,0.953664646404647
31,1,37409,-0.0531854688221235,0.139952118465713,0.704154526746217
32,1,37478,-0.0528243143727501,0.140072863264543,0.706310846937409
33,1,39144,0.00459631399586339,0.139461545853352,0.97372704850646
34,1,41499,-0.0450665790642011,0.139054237929527,0.746059168717752
35,1,45359,-0.316440063230099,0.23353000871775,0.176274624327131
36,1,45634,-0.172995513032673,0.214864245372016,0.42128162914673
37,1,51248,-0.220570955310319,0.139172618052752,0.113890544440504
38,1,51462,-0.226045734502044,0.139337825604459,0.105634968480661
39,1,52124,-0.174763959438792,0.139356801756675,0.210644357157658
40,1,52667,-0.211142623350085,0.138989473495792,0.1296257156687
41,1,55470,-0.170280971311372,0.142950869954509,0.234381172821679
42,1,59265,-0.0557519110341578,0.139341118370755,0.689316792253261
43,1,60165,-0.0143264108375158,0.139265304106283,0.91812348491587
44,1,62308,-0.1046843267942,0.139002602861686,0.451885450580881
45,1,62869,-0.0971212094338901,0.139000670360796,0.485193118476767
46,1,65431,-0.0654872409271935,0.145230880630156,0.652325392008397
47,1,65451,-0.0510070907068652,0.14318711998056,0.721883526219991
48,1,65719,0.0186950936418893,0.149341151460533,0.900449298104541
49,1,66841,0.0455680810950819,0.139141174289727,0.743487427818874
50,1,66948,0.0168466609624031,0.140013495056947,0.904296772249762
51,1,68621,-0.25930815594381,0.138953317714779,0.0628490351376388
52,1,69417,-0.0868308677411674,0.13919068834662,0.533144306529917
53,1,69820,-0.0530903022385845,0.544950216702504,0.922446328377877
54,1,69821,-0.0221144283510508,0.338122992952949,0.947889758085789
55,1,70906,0.0652105995948187,0.223689873806459,0.770823077335738
56,1,74327,-0.0379181457927448,0.14001852937538,0.786696939262865
57,1,74572,-0.0309203701959367,0.139650563855521,0.82489934042989
58,1,75211,0.0256329644951483,0.139398996295641,0.854211616791428
59,1,76030,0.0963172683990927,0.13931138143506,0.48978045618827
60,1,80108,0.126688862703001,0.139209500277607,0.363412349143351
61,1,81262,0.15304924689072,0.13908167109696,0.271895891373348
62,1,81999,0.0842344548765591,0.139588280276535,0.546597356746625
63,1,82431,0.0732840995295114,0.140267153421217,0.601677204906833
64,1,83284,0.186092089926889,0.13894770523263,0.181336052251163
65,1,83613,0.192401982850601,0.138907965581199,0.166895336669518
66,1,84112,0.167657056487491,0.139014168148779,0.228608647009067
67,1,84701,0.155755208923365,0.148935869260927,0.296374915515766
68,1,84858,0.206170111850535,0.139261766016066,0.139645084421349
69,1,85751,0.0908832464997624,0.140184170511404,0.51720389181592
70,1,87445,0.0331392332362248,0.140553052028186,0.813742137888676
71,1,87467,0.0270155010762731,0.141292662152501,0.848476920592019
72,1,89070,0.0630689549762458,0.140375495703424,0.653499996164751
73,1,89616,0.0529080587265931,0.13963186768869,0.704981713969687
74,1,89679,0.0351588115435542,0.139665410236909,0.801391621479823
75,1,89880,0.0568557021012542,0.139680561280268,0.684224645269456
76,1,91472,0.0766809031054156,0.140691214032073,0.586077203863643
77,1,93789,0.00768502219023356,0.13929967773875,0.956035046403784
78,1,94351,-0.0514373715659954,0.139640056931692,0.71282796607197
79,1,99148,0.0142509087215199,0.139298213213628,0.918572647396593
80,1,101281,1.96225728316935,1.51990537646727,0.197534948298638
81,1,106011,0.053989309663476,0.145148581670917,0.710146618957543
82,1,106800,0.0265709999577485,0.139481008784041,0.849027592639932
83,1,107970,0.0981738263814061,0.138976729050223,0.480402428567702
84,1,109000,0.123917501901661,0.139163818019234,0.373834322038396
85,1,112549,-0.0643144958689609,0.139120203276492,0.644154995052257
86,1,112742,-0.0476172645063483,0.139681496437343,0.733382516933457
87,1,113050,-0.0764611477927121,0.139410077213327,0.583721319894033
