SNP,Chr,Pos,Effect,SE,MID2_TPO2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.241151544121475,0.19251334371186,0.211162869293912
2,1,1035,0.172285071220835,0.194835831887242,0.377159019542999
3,1,1074,0.298234708507712,0.329240875989749,0.36564619159836
4,1,1470,0.217095207279614,0.328232960217283,0.50878353209749
5,1,1475,0.220581608159598,0.242136239417289,0.362926825883068
6,1,1491,0.153599854857829,0.211898488482071,0.46900910290738
7,1,21249,-1.51509674918944,1.21473180428395,0.213125910539934
8,1,27243,-0.0502792055205032,0.166057701138518,0.762234699730442
9,1,27272,-0.00667636344392175,0.163584743278974,0.967468149561123
10,1,27498,-1.05001753893179,1.4927786372032,0.482271408990513
11,1,27561,1.91691401872528,1.12391885417474,0.0889692149280125
12,1,27816,0.0506934887813579,0.166901246122226,0.761509929750274
13,1,27822,0.0504798768618569,0.166689249059898,0.762191527420313
14,1,27823,0.0645524824744522,0.170110092999362,0.704563539303876
15,1,27825,0.0587526722311857,0.166681570105949,0.724685287093296
16,1,27843,-0.00190724218097103,0.159714614464102,0.99047898339452
17,1,27848,-0.00190724218097103,0.159714614464102,0.99047898339452
18,1,28495,-0.018800307541452,0.159714098230277,0.906362600003285
19,1,28975,-0.00896777795028114,0.158648896514542,0.954954812557953
20,1,29283,-0.501919012429337,0.354536704576324,0.157743877010437
21,1,29752,-0.109408928883906,0.370631509413439,0.768017724263729
22,1,29787,2.71796226695204,0.992524733220514,0.00648628091973464
23,1,30057,0.0224153777497014,0.325210194081345,0.94508769625436
24,1,30479,0.874844003755666,0.951772297293794,0.358632409029528
25,1,30706,-0.0922511771182561,0.163771962695449,0.573594759997032
26,1,31435,-0.0454784689144558,0.158210760407135,0.773932652564517
27,1,35128,0.367785598493822,0.21720706896941,0.091290339367083
28,1,35129,0.102204489504273,0.218578173980381,0.640367908030445
29,1,36146,-0.137612904029627,0.157242886291078,0.38208116429579
30,1,37255,-0.082126287260845,0.317698380214504,0.796168656364601
31,1,37409,-0.0770142299275512,0.158211399803618,0.626715964865298
32,1,37478,-0.0778041937489822,0.158346401921255,0.623481200354008
33,1,39144,-0.0745085085670056,0.157627842412947,0.636729176471292
34,1,41499,-0.120836794357205,0.157108770498461,0.442331481169395
35,1,45359,-0.428613677943869,0.263733777360004,0.10501761289208
