SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.127319203270124,0.181449254436012,0.483341472729164
2,1,1035,0.0621286549422346,0.183532386816361,0.735175605120302
3,1,1074,0.00328168090810266,0.310207103185696,0.991565312893459
4,1,1470,0.0235859185594798,0.309087502615046,0.939217112033757
5,1,1475,0.270371469969021,0.227686833045955,0.235840384174052
6,1,1491,0.10607276067327,0.199485296415859,0.595245928988389
7,1,21249,-0.548859114276091,1.1453229237396,0.632080435523384
8,1,27243,0.0291789682305481,0.156288805241105,0.852003867971453
9,1,27272,0.119675553417211,0.15381747213661,0.437068863308191
10,1,27498,-0.443497321994451,1.40563391997803,0.752557793635945
11,1,27561,1.59839181237966,1.05865187386108,0.131979567757509
12,1,27816,0.0222002269801107,0.157086165673725,0.887693692632818
13,1,27822,0.0273390783424048,0.156884205318514,0.861758842467196
14,1,27823,0.0485997301098367,0.16010167414662,0.761645456966992
15,1,27825,0.0455332327943957,0.156872234411238,0.771790219927842
16,1,27843,0.0359432711972317,0.150294631782373,0.811126461173094
17,1,27848,0.0359432711972317,0.150294631782373,0.811126461173094
18,1,28495,0.0651300863944783,0.150269261654172,0.664972554887533
19,1,28975,0.0480205360468675,0.149282631273834,0.74788907966116
20,1,29283,-0.258837047104874,0.334315169648155,0.439312644999127
21,1,29752,-0.220780991595984,0.348644885010045,0.526977411423059
22,1,29787,2.52520117565976,0.934312732115588,0.00720951170284212
23,1,30057,-0.0216745165601147,0.306053881046614,0.943581688175794
24,1,30479,1.71650263274666,0.892114483347576,0.055147837290466
25,1,30706,-0.0851428596677027,0.154127776425846,0.581012038388763
26,1,31435,0.043596624964864,0.148890850401683,0.769839964232983
27,1,35128,0.150701319832947,0.205084346356096,0.462933313901981
28,1,35129,-0.136814729789659,0.205637836461876,0.506281034588598
29,1,36146,-0.0827465518429035,0.148075612552279,0.576643777753218
30,1,37255,-0.181432686723168,0.298856983235012,0.544182353644187
31,1,37409,-0.0232166248144015,0.148936945534587,0.876214947553254
32,1,37478,-0.0386258624352365,0.149055931248824,0.795680816127064
33,1,39144,-0.0906100704062132,0.148311473656408,0.541629544656468
34,1,41499,-0.124379634592346,0.1478301087858,0.400710978188878
35,1,45359,-0.290861669032148,0.248644117136451,0.242874267938627
36,1,45634,-0.174244814233734,0.228641297570815,0.44651630178942
37,1,51248,-0.0868034043547129,0.148536292758506,0.559329967747084
38,1,51462,-0.061432273543681,0.148773714696505,0.679912814279966
39,1,52124,-0.0952577099620814,0.148521614338279,0.521696766512329
40,1,52667,-0.189571173576316,0.148026486014483,0.201154921341699
41,1,55470,-0.195796815221805,0.152051025046165,0.198692337663592
42,1,59265,-0.0259925091027802,0.148288659948734,0.860957619362843
43,1,60165,-0.0515896883024209,0.14815760881818,0.727891422181567
44,1,62308,0.0089978631493268,0.148019307540055,0.951562095936353
45,1,62869,-0.0114753218645743,0.148000231199269,0.938241211849459
46,1,65431,0.0708086738015916,0.154526858777242,0.64706995116637
47,1,65451,0.0934233549603786,0.152299945414453,0.539995782814748
48,1,65719,0.123513291201538,0.15876920192776,0.437124068687435
49,1,66841,0.123323726840135,0.147925686748232,0.405021127087571
50,1,66948,0.0654054737020707,0.148939296395993,0.66082745962689
51,1,68621,-0.0840490819942471,0.148509022540459,0.571785522546564
52,1,69417,-0.0806832880214705,0.148120813390896,0.58629507315817
53,1,69820,-0.451144056086106,0.57934739684668,0.436671790394217
54,1,69821,-0.394297523679288,0.359158613340724,0.273024055182853
55,1,70906,-0.128131694818542,0.237941052635759,0.59057003316748
56,1,74327,-0.0238615720585358,0.148992337857213,0.872852144071349
57,1,74572,0.0136920746483687,0.148599284193009,0.926638345210955
58,1,75211,-0.007126740165387,0.148329699618303,0.961706262542356
59,1,76030,0.0320182183631126,0.148320394812162,0.829212215307253
60,1,80108,-0.0820738020858407,0.148230759690812,0.580141959316108
61,1,81262,-0.0192762007490558,0.148235500034026,0.896610681927853
62,1,81999,-0.0404744520488894,0.148585455571951,0.785474907159981
63,1,82431,-0.112346829249004,0.149184719936311,0.451908609921088
64,1,83284,-0.00121037377515468,0.148218029345896,0.993489023648354
65,1,83613,0.0234562720028752,0.148196452079922,0.874328068092692
66,1,84112,0.0135570603112267,0.148216286927291,0.927172544903215
67,1,84701,0.100984164105545,0.158624751939037,0.524783043844401
68,1,84858,0.155906614480922,0.148404547041367,0.294183302966435
69,1,85751,0.0524069720991739,0.149221226629943,0.725645429201214
70,1,87445,-0.00567184728753772,0.149562488169085,0.969770570296398
71,1,87467,-0.0478798353564392,0.150324161544488,0.750286036912057
72,1,89070,0.00764853660246145,0.149404239198055,0.95920023000619
73,1,89616,0.0448261529268689,0.148581916940153,0.763063611170582
74,1,89679,0.0348511878187155,0.14860831253944,0.814719538714927
75,1,89880,0.019287910268877,0.148654000990399,0.896837838512613
76,1,91472,0.079169418974727,0.149701706135688,0.597243391670833
77,1,93789,0.0452811113378302,0.148198447811901,0.760132140225065
78,1,94351,0.0112901985270668,0.148606912006046,0.939483159401552
79,1,99148,0.0111873211542119,0.148216847299161,0.93987603122081
80,1,101281,1.1431945244713,1.61987829865421,0.480822362927046
81,1,106011,0.179006988163365,0.154176902922307,0.2464063712411
82,1,106800,0.0588546876585175,0.148384911075966,0.691876117427304
83,1,107970,0.0595672997352561,0.1479442953296,0.687461725673339
84,1,109000,0.0587271309227721,0.148206092639347,0.692157698391964
85,1,112549,0.0158589211237555,0.148068837282082,0.914766480709033
86,1,112742,0.0187721164099021,0.148644770930112,0.899575504382676
87,1,113050,0.0230904263176064,0.148392971051893,0.876434715461569
88,1,113135,0.000134144777188733,0.148020082105329,0.999277420633525
89,1,114076,0.0435725496851069,0.148001913435912,0.768621254505235
90,1,114628,0.093674027146402,0.148310767421082,0.528052908834158
91,1,116283,0.0969458536575856,0.149130662861562,0.516067738083938
92,1,126880,-6.59610087419939,2.77769382161694,0.018098666351067
93,1,127853,0.071661449425701,0.148893226571299,0.630605607574869
94,1,128302,0.0879645921071789,0.148296074522655,0.553448086138603
95,1,128704,0.0496323135319124,0.148494158453666,0.738398847233946
96,1,128911,0.135215469624826,0.148359638686375,0.362704853543958
97,1,130267,0.139485211796549,0.148277944555895,0.347501378454718
98,1,130271,0.132957021346691,0.148471340496753,0.371126724374051
99,1,130613,0.196320053590438,0.149664607241091,0.190462575257261
100,1,132012,-0.11151931881782,0.149592761060737,0.456474021582257
101,1,133231,-0.122790276930116,0.148504390084734,0.408882844978184
102,1,137074,-0.131027289428852,0.148272806073399,0.377464682518326
103,1,137304,-0.15531865570875,0.148258018409542,0.29552864828421
104,1,139686,-0.0952352085594021,0.148597023528578,0.522006227107811
105,1,149562,-0.0279879036745255,0.14901520320869,0.851126365655602
106,1,150447,-0.0105561409758496,0.150674598898378,0.944186216502861
107,1,151446,0.145891561184342,0.302601749044913,0.630016664059099
108,1,154084,-0.00772705329839013,0.151140596182244,0.959254882719793
109,1,156633,0.00374073242175646,0.153213149811434,0.980535205509035
110,1,157269,-0.0414051455522305,0.148381695738616,0.780373826217572
111,1,160054,-0.0294718910324184,0.149799749398689,0.844142722189801
112,1,166222,-0.00237168570615304,0.148699890357747,0.987283707445631
113,1,166416,-0.00632255803296994,0.148397678569846,0.966040095652442
114,1,167326,-0.063597209146497,0.149202946593229,0.670188155892877
115,1,168836,-0.0392414145558917,0.148519405917061,0.791766575588642
116,1,171200,-0.178540692669556,0.148452696611933,0.229907270720052
117,1,171431,-0.212588288604572,0.149256957781955,0.155239935920743
