SNP,Chr,Pos,Effect,SE,MID2_MAM33_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.2826326892876,0.198554491115555,0.155488540851878
2,1,1035,0.088586515695665,0.201246694617706,0.660069867431006
3,1,1074,0.148953995033045,0.340093681206894,0.661669161069282
4,1,1470,-0.161130104066442,0.338852506307631,0.634712681967129
5,1,1475,0.0737739887234419,0.250158251215104,0.768236550779615
6,1,1491,0.0456115193358957,0.218838007154759,0.835016604605078
7,1,21249,-1.89607546254551,1.25235775976256,0.130919484725114
8,1,27243,-0.0172572654793923,0.171398809618207,0.919857788878991
9,1,27272,-0.0370856216643248,0.168815673245459,0.826246462005261
10,1,27498,-0.492967775119686,1.54147071413156,0.749306463748294
11,1,27561,0.909158942002239,1.16369866279358,0.435169331769236
12,1,27816,0.00974178328986192,0.172271320671757,0.954936398340933
13,1,27822,0.012905636038024,0.172051778399346,0.940249096719747
14,1,27823,0.0044522839848653,0.175596913923993,0.979786021320504
15,1,27825,0.0235303923304525,0.1720485913399,0.891293751056952
16,1,27843,-0.020744899667961,0.164829002354763,0.899916693946455
17,1,27848,-0.020744899667961,0.164829002354763,0.899916693946455
18,1,28495,-0.0384001755942954,0.164822697907523,0.815912986362228
19,1,28975,-0.0191597721630863,0.163730363591002,0.906910536146791
20,1,29283,-0.259404445703879,0.366675236812666,0.479753577290918
21,1,29752,-0.0901294406949038,0.382525522669073,0.813866668159434
22,1,29787,2.62250369413774,1.02569937012699,0.0109818270693026
23,1,30057,0.0435388449728009,0.335625808968336,0.896858391254856
24,1,30479,0.75007074536808,0.982635984073132,0.445779351166099
25,1,30706,-0.0978829113808718,0.169015703591069,0.562867445819914
26,1,31435,-0.0387244207062389,0.163286723806577,0.812673367781002
27,1,35128,0.404948788068157,0.224041632731298,0.0715400038155745
28,1,35129,0.109429485460566,0.225577178623386,0.627900046425096
29,1,36146,-0.132382350222397,0.162304820164227,0.415255901559892
30,1,37255,-0.140131080818163,0.3278252203575,0.669307359210863
31,1,37409,-0.0416800057666225,0.163321009354161,0.798714965347815
32,1,37478,-0.0434486936497223,0.163460127834586,0.790543742942634
33,1,39144,0.0228283779035135,0.162725964345432,0.888513050865118
34,1,41499,-0.0305757375598244,0.162270962046058,0.850652591553497
35,1,45359,-0.428940838999568,0.272245908408981,0.116022078378482
36,1,45634,-0.379029615013385,0.250131533003995,0.130585983198703
37,1,51248,-0.188264630884674,0.162661512712662,0.24789103028457
38,1,51462,-0.190712795290941,0.162874851155318,0.242422287140858
39,1,52124,-0.208105127107355,0.162593018326061,0.201415782816139
40,1,52667,-0.308810259394291,0.161876375669897,0.0572422613720817
41,1,55470,-0.260557385514678,0.16656031795967,0.11863315199354
42,1,59265,-0.0407806652046901,0.162612108024171,0.802126305328915
43,1,60165,-0.0617942537704027,0.162470414963807,0.703920631210756
44,1,62308,-0.116375701450347,0.1622067626928,0.473569216976802
45,1,62869,-0.105702512092986,0.162207059562586,0.515049892981248
46,1,65431,-0.0580232807076548,0.169482843011372,0.732287578144388
47,1,65451,-0.0511288499092859,0.167085292641211,0.759781614525972
48,1,65719,-0.0179236882541792,0.174259492351805,0.91813541933154
49,1,66841,0.0225927345880802,0.162376635844943,0.889420570666463
50,1,66948,-0.00977930035267913,0.16337681121964,0.952303133673511
51,1,68621,-0.210473880315303,0.16254948708147,0.19622530338907
52,1,69417,-0.141783849130154,0.162328386483796,0.383017938039967
53,1,69820,-0.489964167999837,0.635346960979261,0.441118647600427
54,1,69821,-0.0876142985464368,0.394512543018647,0.824378153848126
55,1,70906,-0.100831218970443,0.260988045523848,0.69947452855831
56,1,74327,-0.098039684156095,0.163313792716451,0.548681661076839
57,1,74572,-0.0458048819087813,0.162943882628567,0.778792013285261
58,1,75211,-0.068306570886855,0.162624421191177,0.674721613986388
59,1,76030,0.00266999537070245,0.162664992242761,0.986913324214163
60,1,80108,0.0226600179766603,0.162622121171469,0.889259723149388
61,1,81262,0.0420028612436017,0.162549740240144,0.796248770906872
62,1,81999,-0.0595202700625897,0.162931324811206,0.715099588731088
63,1,82431,-0.168500568969185,0.163487736695504,0.303405074717135
64,1,83284,-0.00883631146172006,0.162541395110357,0.956676349928572
65,1,83613,0.00439331592847515,0.162523996195845,0.978449646811979
66,1,84112,-0.0550718092127341,0.162515643920335,0.73490853486938
67,1,84701,-0.0674053175316544,0.174017359478114,0.698731853049725
68,1,84858,0.0716979652763232,0.162956142760179,0.660218537831356
69,1,85751,-0.00195783923804028,0.163670761963842,0.99046264330818
70,1,87445,-0.0148557984918871,0.164014877876576,0.927880938554039
71,1,87467,-0.0598173666386189,0.164844676977792,0.716918365850611
72,1,89070,0.0074530701070884,0.163843035259534,0.963743195201681
73,1,89616,0.041164217611224,0.162947390936647,0.800706786631821
74,1,89679,0.0278440278247783,0.162976018103517,0.864441646881072
75,1,89880,0.048246693930161,0.16300382632808,0.767415550523417
76,1,91472,0.051397818786789,0.16421135904973,0.754467059693467
77,1,93789,-0.0355719244138137,0.162531048483063,0.82688377310816
78,1,94351,-0.0859917338301589,0.162905575784031,0.59792646371609
79,1,99148,-0.0410868261842946,0.162527364112136,0.800570347820916
80,1,101281,2.82179407712202,1.77132292385108,0.112045476301433
81,1,106011,0.00536634222205531,0.169399095590492,0.974746188984853
82,1,106800,-0.123395681402596,0.162628763402912,0.448504363906176
83,1,107970,-0.0481563510993833,0.162258879555708,0.766803563549647
84,1,109000,-0.00310705537173711,0.162565028687929,0.984762004509344
85,1,112549,-0.187512680977921,0.162074092940482,0.24807242509462
86,1,112742,-0.2086314572003,0.162635077401567,0.20039694972792
87,1,113050,-0.260536167789656,0.162147615958606,0.108995883506061
88,1,113135,-0.219749759607731,0.161903061795117,0.175555535270746
89,1,114076,-0.0609328312389065,0.162292582357017,0.70755095357511
90,1,114628,-0.0301426729654201,0.162727728449867,0.853152053471373
91,1,116283,0.0394501474734339,0.163627284176556,0.80961943937909
92,1,126880,-6.58173504996305,3.05031910818371,0.0316236983419721
93,1,127853,0.0480692944067817,0.163316036067944,0.768676480806186
94,1,128302,0.0509204349243165,0.162686102791559,0.754466974678089
95,1,128704,-0.0218805947526819,0.162866477073987,0.893204888859288
96,1,128911,0.0490837357751472,0.162867715529597,0.763308449104989
97,1,130267,0.0344598849856613,0.162801123599838,0.832487745124586
98,1,130271,0.0225467446700959,0.16300027325583,0.890063739887107
99,1,130613,0.0600278616674083,0.164496936559191,0.715391287282471
100,1,132012,-0.185615118265707,0.163881226018335,0.258142685118995
101,1,133231,-0.22411305895369,0.162576718585684,0.168919960698004
102,1,137074,-0.109686481618372,0.162677164718783,0.500588204077522
103,1,137304,-0.228044244359521,0.162385484415356,0.161097205707988
104,1,139686,-0.132110211498369,0.162900776356042,0.417920285583864
105,1,149562,-0.147927504635667,0.163234668906249,0.365434380856448
106,1,150447,-0.121963101541507,0.165109626057,0.460592459618484
107,1,151446,-0.0230079687789235,0.331952653167072,0.944781319401183
108,1,154084,-0.131046029548054,0.165600861309116,0.429278953242375
109,1,156633,-0.123822273478915,0.167890758950124,0.461298011691458
110,1,157269,-0.137332516448728,0.162575253432683,0.398832641703937
111,1,160054,-0.11454507738109,0.164172485297978,0.485816755206891
112,1,166222,-0.118818319794866,0.162947874492159,0.466375127701838
113,1,166416,-0.112699920346727,0.162628904175686,0.488772590510326
114,1,167326,-0.124417637142883,0.163530239240512,0.447270447891462
