SNP,Chr,Pos,Effect,SE,ERV25_EMP47_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.192298268876753,0.164163520352183,0.242235133226383
2,1,1035,0.226811084052691,0.165842905148928,0.172299217285824
3,1,1074,0.297729745718579,0.280557182941087,0.289320535454938
4,1,1470,-0.0909622014918048,0.279950555270727,0.745432293811752
5,1,1475,-0.0522424622537656,0.206645297955077,0.80056045588824
6,1,1491,0.115982799196268,0.180672740876737,0.521322532713822
7,1,21249,-1.13596355449331,1.03607738986655,0.273647665634355
8,1,27243,-0.0855157316520403,0.141509638576589,0.546025554653867
9,1,27272,0.025903962268731,0.139449749800194,0.852740922382329
10,1,27498,0.173123808180663,1.27345419622916,0.891939722573806
11,1,27561,1.44873524761555,0.958987244210435,0.131761318663367
12,1,27816,-0.0537400585055702,0.142273401989684,0.705862752897961
13,1,27822,-0.0492703513872114,0.142097094316674,0.72899534802425
14,1,27823,-0.0677626635377148,0.145003836184033,0.640561892656823
15,1,27825,-0.0412078406244272,0.142104365635893,0.771999557389366
16,1,27843,-0.0546510180689799,0.136125898938744,0.688314061741076
17,1,27848,-0.0546510180689799,0.136125898938744,0.688314061741076
18,1,28495,-0.0534581361761803,0.13612944592842,0.694777536538063
19,1,28975,-0.0478092650024597,0.13522509173775,0.723884803145674
20,1,29283,-0.334161445727212,0.302577598605288,0.270179402471335
21,1,29752,-0.250065208248062,0.315722491709093,0.428868600274651
22,1,29787,1.24103253686324,0.85251390374079,0.146355229752162
23,1,30057,0.0155818221452169,0.277242798029619,0.955212046300924
24,1,30479,1.05714838289669,0.810406783561066,0.192924463425895
25,1,30706,-0.104202072244682,0.139568423025864,0.455800753795028
26,1,31435,-0.0418388324267402,0.134872310398718,0.756583805495952
27,1,35128,0.324663285885814,0.185115027508386,0.0803246671304046
28,1,35129,0.11186439961887,0.1863007989787,0.548591365238943
29,1,36146,-0.172038728656367,0.133882375145317,0.199635106617776
30,1,37255,-0.138275045946235,0.270763971838461,0.609890995253959
31,1,37409,-0.0959513892120287,0.134824025265332,0.477133791594713
32,1,37478,-0.118431528538645,0.134889494605509,0.380546728950037
33,1,39144,-0.161171037242972,0.134146492643285,0.230380027220162
34,1,41499,-0.147484797376513,0.133817597560055,0.271154694569209
35,1,45359,-0.345007529987584,0.224924655930472,0.125954804645103
36,1,45634,-0.0740799163577313,0.207249889157434,0.720974179714293
37,1,51248,-0.272375209362505,0.133835333573506,0.0425822567020116
38,1,51462,-0.260254719674652,0.134087155841949,0.0530616319431501
39,1,52124,-0.21433582323313,0.134133964139704,0.110954690365454
40,1,52667,-0.271573356153454,0.133622949258178,0.0428628195087314
41,1,55470,-0.267503575031652,0.137324000571456,0.0522103785578367
42,1,59265,-0.0716867001398701,0.134280463175014,0.59377578788937
43,1,60165,-0.0380203930073919,0.134217893080133,0.777133123750165
44,1,62308,-0.115776994682791,0.133943847107646,0.387971837845456
45,1,62869,-0.151318855545181,0.133826550766483,0.258945320366068
46,1,65431,-0.08267851492361,0.139952210413103,0.555057617534219
47,1,65451,-0.0724391028950977,0.137982133431091,0.599920391654853
48,1,65719,-0.0626258010573681,0.143907357955201,0.66369673041535
49,1,66841,-0.0624308512840649,0.134090699813537,0.641798455557301
50,1,66948,-0.101978245952601,0.134845854470586,0.44999896103266
51,1,68621,-0.132431074067683,0.134404753675751,0.325144026380164
52,1,69417,-0.185936868261749,0.133867840495697,0.165721018065352
53,1,69820,-1.06628196276565,0.522183431715513,0.0418975260336067
54,1,69821,-0.55892003308398,0.324541931974759,0.0859126225176156
55,1,70906,-0.0694304526298275,0.215598205899811,0.747615804050253
56,1,74327,-0.157816847553666,0.134709524441767,0.242174157676582
57,1,74572,-0.150997797669572,0.134371688064633,0.261890250641578
58,1,75211,-0.130083264335246,0.134187930579292,0.333003868568821
59,1,76030,-0.112464765231713,0.134233030473914,0.402691819772786
60,1,80108,-0.177358486096812,0.13400257550516,0.186510619375257
61,1,81262,-0.141968771833811,0.134071109283897,0.290366389128094
62,1,81999,-0.217368147624077,0.134113724612129,0.105958824979775
63,1,82431,-0.236905524923416,0.134659973388082,0.0793950677652452
64,1,83284,-0.248606242508059,0.133611240239135,0.0636222895088947
65,1,83613,-0.159517115525483,0.1339813114001,0.234613695445152
66,1,84112,-0.150948478162518,0.134024254101547,0.260813239993431
67,1,84701,-0.154060763987452,0.143540315086511,0.283872983991141
68,1,84858,-0.0491173738794169,0.13461840029116,0.715431609046711
