SNP,Chr,Pos,Effect,SE,ERG11_ERG5_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0888964701660803,0.12435800201174,0.475178424967875
2,1,1035,0.175522612760429,0.125462095372524,0.162688280713082
3,1,1074,-0.111132654039296,0.212526784011764,0.601364039816037
4,1,1470,0.0396425209568241,0.211832936781233,0.851657990035374
5,1,1475,-0.0570989689855281,0.156333322537282,0.715152021389706
6,1,1491,0.0141911286235097,0.136775442113108,0.917422742394491
7,1,21249,-0.806857987667746,0.784058938376713,0.304147505238466
8,1,27243,0.0587552803453577,0.107076501797689,0.583542822505836
9,1,27272,0.0277375798127939,0.105503097800655,0.792775077341807
10,1,27498,1.75409619701957,0.958992255188294,0.0682275553758779
11,1,27561,0.0690273533981347,0.727906216867593,0.92450365626585
12,1,27816,0.00591630725445841,0.107665948217887,0.956208915504462
13,1,27822,-0.000850253145510987,0.107529559207714,0.993695533646244
14,1,27823,-0.00630451708899615,0.109743933207603,0.954221211835223
15,1,27825,-0.00496215746162787,0.107529244384059,0.96321914005361
16,1,27843,-0.016225947750294,0.103013321152622,0.874930540704901
17,1,27848,-0.016225947750294,0.103013321152622,0.874930540704901
18,1,28495,-0.000576390263580751,0.103018604667583,0.995539010629749
19,1,28975,0.0226690603079127,0.102322875445051,0.824796669675163
20,1,29283,0.0320145880760114,0.229320311914553,0.889050583720602
21,1,29752,-0.14002919072406,0.238972942865977,0.558275148835003
22,1,29787,-0.541539496721955,0.646306435578613,0.402654408010659
23,1,30057,0.0462347700007566,0.209749575811663,0.82566493350946
24,1,30479,-0.729444828992403,0.613405844641712,0.235171426498801
25,1,30706,0.0432630213419382,0.105656310508181,0.682443599034525
26,1,31435,0.0119790766723675,0.102056876487779,0.906628478042252
27,1,35128,0.0538194579869151,0.140638542352194,0.702187883046062
28,1,35129,0.0546603829869379,0.140997925672243,0.698495392568497
29,1,36146,0.0238772919073381,0.101524655714809,0.814199871430574
30,1,37255,0.185438891787557,0.204699018131978,0.36560139547
31,1,37409,0.102748198417482,0.101934990729643,0.314155587410943
32,1,37478,0.0966090579706353,0.102039860542455,0.344399743661226
33,1,39144,0.147746707622175,0.101398638858789,0.14598113490678
34,1,41499,0.16936376650645,0.101019617022447,0.0945171336075461
35,1,45359,0.0513964484476872,0.170723220093019,0.76355261798913
36,1,45634,-0.0399628465779498,0.156820092419968,0.799000915584333
37,1,51248,0.190136792906748,0.101348703396063,0.0614712807734799
38,1,51462,0.18816453280508,0.101497915056723,0.0645909371926314
39,1,52124,0.259970743261086,0.100908448391277,0.0103921020319194
40,1,52667,0.225032786264169,0.100981647575063,0.0264796708443255
41,1,55470,0.171266908664204,0.104058361016173,0.10067980891974
42,1,59265,0.123212303196281,0.101426384114473,0.225256093391057
43,1,60165,0.107314311364796,0.101400625748634,0.290633232248327
44,1,62308,-0.0910343189810925,0.101333899283913,0.369606009164715
45,1,62869,-0.0791256704636644,0.101349466983768,0.435489754420263
46,1,65431,-0.0501434365200485,0.105907142625837,0.636173382140478
47,1,65451,-0.0175173130028378,0.104434450990977,0.866887810805863
48,1,65719,-0.0663702482805179,0.108852813712146,0.542436459347526
49,1,66841,-0.0805222606336982,0.101394199849466,0.427641328300968
50,1,66948,-0.0789955270539699,0.102020957754187,0.439267640680533
51,1,68621,-0.160099268889411,0.10147379295482,0.115521016697108
52,1,69417,-0.108441784401457,0.101397227687576,0.28558650490109
53,1,69820,-0.334187727860072,0.397014471808782,0.40049666686672
54,1,69821,0.346338892895818,0.245889194041076,0.159858451535819
55,1,70906,-0.284209837489456,0.162443672652084,0.0810580430396753
56,1,74327,-0.058507301257866,0.10207225274916,0.566877647187363
57,1,74572,-0.0540418427764548,0.101807243231373,0.595873765905322
58,1,75211,-0.0360608424367259,0.101644088844608,0.722969567946283
59,1,76030,0.0220485298147727,0.101655434900935,0.828415669570881
60,1,80108,0.0552288283550919,0.101595654287524,0.587050205835877
61,1,81262,-0.0195968663091886,0.101594392905005,0.847153550443968
62,1,81999,0.0792502479458902,0.101760484134261,0.436624009521329
63,1,82431,0.157310440539732,0.101986876591202,0.123858363809831
64,1,83284,0.0997485224338214,0.10144652218005,0.326151878685821
65,1,83613,0.100329325013592,0.101433690097684,0.323285619863673
66,1,84112,0.112841778624094,0.101407650576029,0.266571245400882
67,1,84701,0.0567763986356404,0.108738286648557,0.601901693947415
68,1,84858,0.0737208309657871,0.101796461236371,0.469423644305794
69,1,85751,0.077169534968953,0.102208280376114,0.450739017338559
70,1,87445,0.0895320355613457,0.102396186673156,0.382511894456212
71,1,87467,0.0619170193803732,0.102990927981907,0.54809991803335
72,1,89070,0.0655827467193031,0.102339209343793,0.522044422639525
73,1,89616,-0.0166770070900986,0.101843999929889,0.870021264738882
74,1,89679,-0.00577418524961297,0.101860301549797,0.954826365057839
75,1,89880,0.00861168681431736,0.101885543362693,0.932688414030804
76,1,91472,0.0806393886396188,0.102553082132137,0.432208427503611
77,1,93789,0.0766454239868455,0.101503406202262,0.450691289802924
78,1,94351,0.0713835902777639,0.101781816167319,0.48355336358277
79,1,99148,0.099222173638868,0.101447984417049,0.328714656583839
80,1,101281,-0.594018779940876,1.11056153727101,0.593068582523705
81,1,106011,0.105487899905487,0.105722011328561,0.31906680307895
82,1,106800,0.117207812412569,0.101530906033122,0.249114970095115
83,1,107970,0.109420286124613,0.101253660565961,0.280588299052099
84,1,109000,0.143810601771081,0.10131101028855,0.156636829223354
85,1,112549,0.23907615877082,0.100683824711271,0.0181056173321321
86,1,112742,0.181418262140388,0.101421507136802,0.0745115899420104
87,1,113050,0.227050022058295,0.10098825004836,0.0251747460464991
88,1,113135,0.231154227466412,0.100700891464243,0.0222929421998289
89,1,114076,0.187116836512372,0.100959643503739,0.0646617611306252
90,1,114628,0.228099901894757,0.100979122477546,0.0245003717588313
91,1,116283,0.197669150366576,0.101729413400146,0.0528002606433657
92,1,126880,-0.662097218157425,1.91859170690746,0.730228165988399
93,1,127853,0.036478465081661,0.102063116590149,0.720997842847605
94,1,128302,0.0280094239293457,0.101678542893,0.783116078656584
95,1,128704,0.0318716615718541,0.10177655949079,0.754349164855995
96,1,128911,0.044839335828221,0.101773983284636,0.659788507380347
97,1,130267,0.140196703542974,0.101479733836899,0.167991625344422
98,1,130271,0.142832108494042,0.101590428643666,0.160615511360082
99,1,130613,0.184568938260805,0.102356156267125,0.0722089314011984
100,1,132012,0.0760196567289386,0.102528420405432,0.458913855735487
101,1,133231,0.0427985615171622,0.101854650838058,0.674600477535507
102,1,137074,0.065245576028757,0.101675939629803,0.521483642911372
103,1,137304,0.0704397175303354,0.101701506736215,0.489008249353604
104,1,139686,-0.0194631736329786,0.101899064034966,0.848631921895546
105,1,149562,0.000967551050497659,0.10213679484599,0.992447032122935
106,1,150447,0.00643280386081158,0.103269168098647,0.950365856048859
107,1,151446,-0.187412862528215,0.207224839184316,0.366403415345248
108,1,154084,0.020298106888113,0.103583151549096,0.844754589099977
109,1,156633,0.0385948334600907,0.10498887859361,0.713385272114205
110,1,157269,-0.00336987184101112,0.101708570550467,0.973587552706699
111,1,160054,-0.0499605836859296,0.102640604563125,0.626735726544363
112,1,166222,-0.0282109273825151,0.101904571680477,0.782067513440275
113,1,166416,-0.0272308675845495,0.101698401510669,0.789039662159447
114,1,167326,-0.0520461135424044,0.10224917547034,0.611061435342078
115,1,168836,-0.126238467751957,0.101579990279442,0.214785070407742
116,1,171200,-0.024164272869664,0.101946304420623,0.812771465444901
117,1,171431,-0.0274271174941715,0.102580537685164,0.78933924376772
118,1,173339,-0.100588486177005,0.101652221252794,0.323078969978569
119,1,173845,-0.0902462433755196,0.101595243898924,0.374988566491995
120,1,175121,-0.0837048863833536,0.101409252358133,0.409692542692011
121,1,175281,-0.0793030752244506,0.101505627435854,0.435168666826829
122,1,175315,-0.0848305816245962,0.101460954271688,0.403669348741164
123,1,175523,-0.0894770282952094,0.102025718493406,0.381080568453593
124,1,175541,-0.0822983058740205,0.10162561070581,0.418590012680193
125,1,175653,-0.0891008431737217,0.101931583178184,0.382645022206286
126,1,175805,-0.176919869737169,0.107401322137178,0.10039068739983
127,1,175818,-0.139041887262474,0.105076160494177,0.186609137553338
128,1,175856,-0.0756276961742615,0.103648296761488,0.466083814118621
129,1,175876,-0.0859397938327922,0.10203433244439,0.400210750743689
130,1,175989,-0.0873607921271618,0.102322628485435,0.393807086367131
131,1,176001,-0.105430570547715,0.102808912210989,0.305829395588928
132,1,176451,-0.0744524472075405,0.10412421282169,0.47506009687999
