SNP,Chr,Pos,Effect,SE,ALO1_UIP4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.12887739809128,0.187731322857494,0.492849070252716
2,1,1035,0.233715965313605,0.189503897174519,0.218282872885274
3,1,1074,0.210667013010202,0.320741532379528,0.511729519606713
4,1,1470,0.458115650871195,0.318850774246609,0.151668677019347
5,1,1475,0.335730556576133,0.235355344303425,0.154612590574654
6,1,1491,0.530898488742213,0.204525554586968,0.00983236009636777
7,1,21249,-0.0523971346403775,1.18532264358982,0.964766026593969
8,1,27243,-0.0960244194440254,0.161622152705046,0.552806346323067
9,1,27272,-0.00841142119835214,0.159273900672172,0.957912333872301
10,1,27498,-0.448217892152827,1.45426528757725,0.758104967372665
11,1,27561,0.725202081242468,1.09812416096815,0.509427358280327
12,1,27816,-0.113577221273694,0.162412034677206,0.484815535302155
13,1,27822,-0.124402639986958,0.162182830841508,0.443563395601479
14,1,27823,-0.12338967140867,0.165531107375667,0.456515815860946
15,1,27825,-0.110375781017555,0.162211589626023,0.496669884506817
16,1,27843,-0.10460250342216,0.155406343130544,0.501330245768324
17,1,27848,-0.10460250342216,0.155406343130544,0.501330245768324
18,1,28495,-0.105567299152134,0.155407014566106,0.497395752442333
19,1,28975,-0.0826730419064733,0.154406384051422,0.592693141856291
20,1,29283,-0.458403100748489,0.345312070909002,0.185199931454833
21,1,29752,-0.0039933262863725,0.360909547653154,0.991178142727401
22,1,29787,1.47000259145945,0.973442379274643,0.131910583054179
23,1,30057,-0.377809066391556,0.316003616195314,0.232661224509139
24,1,30479,2.18521766565466,0.920481747531552,0.0181312320317838
25,1,30706,-0.119821946881061,0.15940056050773,0.452730313143079
26,1,31435,-0.188292445281432,0.153733496846942,0.221468103449153
27,1,35128,0.463314037790643,0.210903831240931,0.0286841006673785
28,1,35129,0.0630381041244714,0.212857919075608,0.767288849585221
29,1,36146,-0.260585760839962,0.152636564649006,0.0886585815756195
30,1,37255,-0.392222170843812,0.308650876192437,0.204649724307591
31,1,37409,-0.159065040459948,0.153861346715288,0.301927737316063
32,1,37478,-0.163961652507344,0.153979462949322,0.287681553177135
33,1,39144,0.00380457119266049,0.153522652063316,0.980242992620188
34,1,41499,0.0649604220587619,0.153057901030251,0.67152004560921
35,1,45359,-0.0211900849619937,0.257740570572186,0.934522515487064
36,1,45634,-0.437880102705702,0.235594737257686,0.0639137414175624
37,1,51248,-0.180189894949783,0.153449187945462,0.24108077539914
38,1,51462,-0.180082942597632,0.153658433724174,0.241999811301901
39,1,52124,-0.10680482207842,0.153643472148599,0.487420413929673
40,1,52667,-0.0831799726810505,0.153438339313902,0.588086944560204
41,1,55470,-0.178437226725482,0.157393356499948,0.257688744798054
42,1,59265,-0.041912495020002,0.153408539488961,0.78485282505553
43,1,60165,-0.0401555479658311,0.153293921411102,0.793511745184421
44,1,62308,0.0543390015501992,0.153112900646366,0.722880196609147
45,1,62869,0.0397735525695429,0.153106345437996,0.795187008139939
46,1,65431,-0.103919220522615,0.159823926881695,0.515979089111106
47,1,65451,-0.079673842254549,0.157595034578556,0.613480662949872
48,1,65719,-0.0469031160059724,0.164382945989613,0.775559928855903
49,1,66841,-0.0703969345453196,0.153147316412374,0.646037442038858
50,1,66948,-0.0975670381840424,0.154045804564909,0.526906215909284
51,1,68621,-0.218999944088548,0.153273179179697,0.153939931403463
52,1,69417,-0.104053644557237,0.153208754305325,0.497479946906348
53,1,69820,-1.0346417414319,0.597369209891731,0.0841476300677716
54,1,69821,-0.310947180168513,0.371847878471462,0.403596007655333
55,1,70906,-0.294745560429591,0.245772546828891,0.231230637386335
56,1,74327,-0.144620025383965,0.153959402237456,0.348199166784675
57,1,74572,-0.116857316840095,0.153615437373239,0.447336111877426
58,1,75211,-0.177141259807743,0.153171143398995,0.248261868718156
59,1,76030,-0.0174099550274986,0.153458244927206,0.909737689692138
60,1,80108,-0.0611645038213321,0.153390215943167,0.690317771814934
61,1,81262,-0.0345364935543006,0.153355739720231,0.821950043471104
62,1,81999,0.0059406423575859,0.153740974159985,0.969198781488853
63,1,82431,0.0294132794789235,0.15446113666989,0.849085482786708
64,1,83284,0.0094025126463812,0.153344205651579,0.95114194136146
65,1,83613,0.0663601877521169,0.153287438482284,0.665342059223271
66,1,84112,0.00728221685504742,0.153344532421868,0.962150153420465
67,1,84701,-0.0848283816006522,0.164143807857627,0.605624242003921
68,1,84858,0.0343198879666604,0.153766959567385,0.823513493264151
69,1,85751,0.000413189669883768,0.154409874417615,0.997866432665312
70,1,87445,0.0212694545169348,0.154732146537018,0.890745712769072
71,1,87467,0.00183190610072095,0.155546308673084,0.990609992921
72,1,89070,0.0496234476125454,0.154550256674417,0.748337566028417
73,1,89616,0.00109692750977652,0.153741288215215,0.994311258426138
74,1,89679,0.0342993749340796,0.153749930217192,0.823598022854919
75,1,89880,0.0274516660734091,0.153792786936026,0.858434485908608
76,1,91472,0.0759638579439755,0.15488858791102,0.624125918360348
77,1,93789,0.0558874486023973,0.153316168990829,0.71568489914414
78,1,94351,0.000672128075707476,0.153748595007024,0.996514444665081
79,1,99148,0.0760642243061543,0.153291570478911,0.620057773205996
80,1,101281,0.24567866268955,1.6770420550445,0.883614079221751
