SNP,Chr,Pos,Effect,SE,SNA4_VAC8_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.149067607661078,0.0754701013862204,0.049025559149721
2,1,1035,0.117200975620417,0.0764621577539664,0.126221550042966
3,1,1074,0.147992847608054,0.129405452800112,0.25354921388445
4,1,1470,0.0328231483179824,0.12916627830896,0.799554314024791
5,1,1475,0.172161106646781,0.0949057583507774,0.0705232668704535
6,1,1491,0.0911293803852311,0.0832631742417479,0.27449337248232
7,1,21249,-0.6862149482228,0.477425801901279,0.151512112475607
8,1,27243,-0.020795055124852,0.065311671328438,0.750371931639103
9,1,27272,-0.0437412141478312,0.0642979405422442,0.496767090657029
10,1,27498,-0.814925895444445,0.585936608398953,0.165159444456037
11,1,27561,-0.279480120588249,0.443619657219008,0.529102548298556
12,1,27816,0.179013538525584,0.0649578693984602,0.00615793359880122
13,1,27822,0.181341062669897,0.0648552177293291,0.00545556121708348
14,1,27823,0.175577330937442,0.0662643648158353,0.00841989132788422
15,1,27825,0.178884468081771,0.0648745415795644,0.00612943554683223
16,1,27843,0.177610460096842,0.0621023973690402,0.00448892127313531
17,1,27848,0.177610460096842,0.0621023973690402,0.00448892127313531
18,1,28495,0.181399092230393,0.0620723965843482,0.003697492353748
19,1,28975,0.174787821440768,0.0617014872447426,0.0048791988519497
20,1,29283,-0.102269745417612,0.139733032142803,0.464718979645561
21,1,29752,-0.229736125392197,0.145278322519025,0.114693188021176
22,1,29787,-0.627113883795784,0.393082489272221,0.111523314945544
23,1,30057,0.280017810765706,0.127038841719981,0.0281557862315576
24,1,30479,-0.00539991766322556,0.374791539914137,0.988512784226593
25,1,30706,0.143086418106662,0.0639909119376183,0.0259733812602885
26,1,31435,0.147652182290181,0.0617353643481908,0.0172935634388443
27,1,35128,-0.0571119671269766,0.085722608770516,0.505691860027875
28,1,35129,-0.0102397564048133,0.0859944189719745,0.905283938055232
29,1,36146,0.0974885636612858,0.0616948337241085,0.114962648997567
30,1,37255,0.151114666129811,0.124707470005003,0.226417386605198
31,1,37409,0.114202868533967,0.0619499153389883,0.0660983477396298
32,1,37478,0.104458133560363,0.0620523398259662,0.0931841927791142
33,1,39144,0.063295622413472,0.0619250467234126,0.30741800779308
34,1,41499,0.0370961602545105,0.0618130713346609,0.548801620873208
35,1,45359,-0.0706471023170772,0.104049205825054,0.497596836192486
36,1,45634,-0.0381793685764307,0.0956131051408772,0.689905505587377
37,1,51248,0.109019446103131,0.0618361874455619,0.0787595598949735
38,1,51462,0.103468499953605,0.0619477509053394,0.0957554433705614
