SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.310601714053608,0.190313199555469,0.103559492875673
2,1,1035,0.340140416074863,0.192269279491947,0.0777433669430414
3,1,1074,0.320890810402405,0.325911516390958,0.325497462500205
4,1,1470,0.0985054537943881,0.325141194211788,0.762097214383493
5,1,1475,0.335067977052821,0.239356315020588,0.16243015935644
6,1,1491,0.4760601430579,0.208421393241674,0.022957492211643
7,1,21249,-0.623533099690375,1.20489144446133,0.605130272198437
8,1,27243,0.036437994300287,0.164422984502856,0.824744614009919
9,1,27272,-0.000847975648936128,0.161964983672603,0.995825612631806
10,1,27498,0.970774602620535,1.47812686102518,0.511763169733981
11,1,27561,-0.199911819484917,1.11731258394211,0.858101582521392
12,1,27816,0.0426989124410448,0.165254229713082,0.796261784402652
13,1,27822,0.0284001040621468,0.165052882658518,0.863483697831749
14,1,27823,0.0472195200287536,0.168440932094421,0.779386392073746
15,1,27825,0.0481506704465623,0.165039907328887,0.770647866594067
16,1,27843,0.0266307126705604,0.158126487986338,0.866354055877968
17,1,27848,0.0266307126705604,0.158126487986338,0.866354055877968
18,1,28495,0.0230788742036581,0.158130630072228,0.884045619763261
19,1,28975,0.019178758716349,0.157075039510846,0.902889823051688
20,1,29283,-0.340410928265552,0.351553907005625,0.33355569990832
21,1,29752,-0.0279063844901231,0.367003077833796,0.939431498568704
22,1,29787,2.12470892939766,0.986618083799538,0.0319539707226814
23,1,30057,0.0256067208624966,0.321988610195365,0.936658686939751
24,1,30479,1.06764316504318,0.941760212062561,0.257703273653578
25,1,30706,-0.0107186013511065,0.162221828250729,0.947356529658332
26,1,31435,-0.0270651332402091,0.156655558089057,0.862932476671455
27,1,35128,0.350240154561298,0.215121266198456,0.104394621270194
28,1,35129,-0.0339924580341737,0.21647283558935,0.875311966971267
29,1,36146,-0.167701952187296,0.155598559949257,0.281865219130234
30,1,37255,-0.22892176975615,0.31434563496186,0.466944222060752
31,1,37409,-0.0985536539816236,0.156609225909112,0.52956193751605
32,1,37478,-0.0709913586324389,0.156786227167957,0.650977560736981
33,1,39144,0.00737046176275705,0.156115594548999,0.962371307333052
34,1,41499,0.0730038939425563,0.155634559213353,0.639307373345058
35,1,45359,-0.216838220612498,0.261842601440178,0.408159636156707
36,1,45634,-0.00084085139365131,0.240743773407315,0.997215188604814
37,1,51248,-0.0451831087660585,0.156327219018404,0.77272880415918
38,1,51462,-0.058652286875792,0.156526594717008,0.708100182092906
39,1,52124,-0.0211206849734532,0.156341674027467,0.892615244519171
40,1,52667,0.00645853500630289,0.156094771840041,0.967019753544365
41,1,55470,-0.16193068685749,0.160111349679866,0.312535466085038
42,1,59265,-0.00881760092354619,0.156015698019149,0.954961614001498
43,1,60165,0.0055788068782539,0.155898224576678,0.971474077258966
44,1,62308,-0.0058665203334485,0.155726739949569,0.969970584984439
45,1,62869,-0.0173377077666526,0.155704759730163,0.911402180070152
46,1,65431,0.0474666344952731,0.162601336721544,0.770519026980351
47,1,65451,0.08243848680515,0.160255074907068,0.607279975331826
48,1,65719,0.0615843901799187,0.167146835795848,0.712762420314814
49,1,66841,0.0505045645194595,0.155757683721804,0.745940157629849
50,1,66948,0.0495163360414555,0.156714764323436,0.752216024520039
51,1,68621,-0.211684980459378,0.155905738178233,0.175402238316715
52,1,69417,-0.126203912443733,0.155753729979268,0.418325980307529
53,1,69820,-0.441293343550178,0.609583274356914,0.469590477167039
54,1,69821,0.0220866632205254,0.378501632338794,0.953500558943091
55,1,70906,-0.273075292256536,0.250010624809958,0.275466025684375
56,1,74327,-0.210547635433157,0.156354547666849,0.178971810912016
57,1,74572,-0.189812452436239,0.156011528820723,0.224547747972084
58,1,75211,-0.305451137852305,0.155204142400536,0.0498433984969312
59,1,76030,-0.100434415904608,0.155961718441366,0.520014114853089
60,1,80108,-0.0985773569954324,0.155928156431967,0.527667212992268
61,1,81262,-0.00701510108586012,0.155956975250135,0.964147885692466
62,1,81999,-0.107979425934331,0.156232620525437,0.489928549039924
63,1,82431,-0.126902539890599,0.156933071453918,0.419266234690338
64,1,83284,-0.10670665159513,0.1558318600152,0.493947857489079
65,1,83613,-0.0677076291473283,0.155876486594598,0.6642872143038
66,1,84112,-0.0698155068521083,0.155891040421741,0.654537542433518
67,1,84701,-0.164056123054996,0.1667511891624,0.325869101156906
68,1,84858,-0.0475923550502906,0.15635490095552,0.761012646967139
69,1,85751,-0.0765710921892135,0.156965263403431,0.62597884183545
70,1,87445,-0.0838180883342234,0.157286833491026,0.594438402756508
71,1,87467,-0.113102028952426,0.158059229653868,0.474731556341746
72,1,89070,-0.0174342721188487,0.157181123332915,0.91174412429754
73,1,89616,-0.0665071444990639,0.156298212749948,0.670721002732003
74,1,89679,-0.0360058469673833,0.156346345154767,0.817995620861946
75,1,89880,-0.029550132674538,0.156389798769649,0.850239188407217
76,1,91472,0.004053846739734,0.157558465674542,0.979487904933834
77,1,93789,-0.0569686476033618,0.155905838846037,0.715028558135593
78,1,94351,-0.0935927266292901,0.156266336756539,0.549603167259077
79,1,99148,-0.0237308461626258,0.155930205847725,0.879124895551219
80,1,101281,1.50675412089669,1.70353579550805,0.377035775438903
81,1,106011,-0.0233038779179924,0.162509125686415,0.886055768971272
82,1,106800,-0.0429878985535183,0.156128895866204,0.783219237594438
83,1,107970,-0.0456313241115212,0.155664110557184,0.769587654312472
84,1,109000,0.0219280255263566,0.155953055086702,0.888260948808424
85,1,112549,-0.0083073287305919,0.155780250186625,0.957501353066054
86,1,112742,-0.0599410123497995,0.156355254959015,0.70168049018227
87,1,113050,-5.05668635864542e-05,0.156124711000602,0.99974175801569
88,1,113135,-0.014035075576678,0.155725261292978,0.928237282136657
89,1,114076,0.189908631474715,0.155398671409423,0.222495157447272
90,1,114628,0.217017539924563,0.155693137822671,0.164230689006851
91,1,116283,0.240576153102102,0.156466280670378,0.125052295327091
92,1,126880,-4.83092322301246,2.93432532879497,0.100581910670394
93,1,127853,0.086673467780546,0.156629127059885,0.580362091064705
94,1,128302,0.161041264805588,0.155859641092303,0.302196399453024
95,1,128704,0.131397530874767,0.15609394085431,0.400478245307639
96,1,128911,0.202286623080735,0.155896480781117,0.195282375963225
97,1,130267,0.21582841933071,0.155770754217634,0.166758651688003
98,1,130271,0.21436313104604,0.155962363436656,0.170172631543888
99,1,130613,0.254767567114456,0.157256950111791,0.10610978241739
100,1,132012,0.0797647121096512,0.15744822865805,0.612745371151402
101,1,133231,-0.0325539580151373,0.156378201349703,0.835212754878976
102,1,137074,0.0633769135927874,0.156128949004906,0.685042382981442
103,1,137304,-0.0123938095139857,0.156218272281605,0.936809937708727
104,1,139686,0.0648784922938646,0.156386842632615,0.678497123770236
105,1,149562,-0.0811627990785709,0.156722295572489,0.604868819946707
106,1,150447,-0.047814779484984,0.158500454891382,0.763081531980251
107,1,151446,0.100002107471413,0.318417649456936,0.753661319540666
108,1,154084,-0.0351879635585633,0.158999601642748,0.824980190993514
109,1,156633,-0.0771883064979855,0.16113828083829,0.632221666557423
110,1,157269,-0.154554733269584,0.155907845755345,0.322207841444544
111,1,160054,-0.0824691881123727,0.157546888241068,0.60098397749833
112,1,166222,-0.128381757442702,0.156293014700627,0.411963130023898
113,1,166416,-0.0875142532488356,0.156055212127076,0.575296252953479
114,1,167326,-0.092478991191517,0.156934725015921,0.556048271679014
115,1,168836,-0.105837531238145,0.156166259236979,0.498391029782238
116,1,171200,-0.0812866582233429,0.156442033556581,0.603670819639893
117,1,171431,-0.141145926918281,0.157299606440985,0.370167059092202
118,1,173339,-0.0990773477453941,0.156165227315304,0.52620515073594
119,1,173845,-0.123031368440112,0.155987323755417,0.430801131576875
120,1,175121,-0.136304143556755,0.155646177278844,0.381771920751232
121,1,175281,-0.14023834145119,0.155768867748619,0.368575658777303
122,1,175315,-0.154545972041861,0.155681351616369,0.321532721018234
123,1,175523,-0.127345972689012,0.156635240665516,0.416760477680398
124,1,175541,-0.147808582095868,0.155943649662062,0.343862732190332
125,1,175653,-0.154834676300656,0.156419106020337,0.32291537906746
126,1,175805,-0.150375469881405,0.165301734486239,0.363599913362921
127,1,175818,-0.20389771256663,0.161328716006763,0.207112462488842
128,1,175856,-0.157803738410743,0.159000235698658,0.321645744220581
129,1,175876,-0.1342806709352,0.156618833328995,0.391820787919617
130,1,175989,-0.117218774790818,0.1571053138615,0.456093971957921
131,1,176001,-0.124546551851381,0.15790933659671,0.430803939444448
132,1,176451,-0.0689879682049585,0.159906076545348,0.666420510721985
133,1,177692,-0.141639096446221,0.155716128806137,0.363655126097916
134,1,178191,-0.140304784321842,0.155874522600517,0.368673413877362
135,1,178224,-0.141639096446221,0.155716128806137,0.363655126097916
136,1,178960,-0.134579069424353,0.156980309532332,0.391861282080425
137,1,179139,-0.117473340651383,0.311391340088583,0.7062122391427
138,1,179139,-0.460813574572894,0.62679737313705,0.462713480914209
139,1,180955,-0.147308206546682,0.180294974257233,0.414456637862582
140,1,183802,-0.177233938182231,0.1556325170382,0.255559812413671
141,1,183954,-0.160494735893397,0.15682078402555,0.306806493366876
142,1,184450,-0.113802016240392,0.155560292053066,0.464921236444603
143,1,184641,-0.0794313750967743,0.160152731550979,0.620222359182915
144,1,184718,-0.17160320039704,0.156296049493552,0.272980376220029
145,1,185296,-0.108475426567939,0.155791561221199,0.48670816685363
146,1,185438,-0.0901223735207221,0.155832060486485,0.563410035137235
147,1,185469,-0.0927458377137834,0.156052816034295,0.552676544781884
148,1,185503,-0.0855269589315877,0.155660505736831,0.583047196411699
149,1,185705,-0.104609129455293,0.157369054170331,0.506652348380564
150,1,185749,-0.137436792381954,0.157297520185608,0.38285505363872
151,1,185806,-0.172501596568282,0.157410246651575,0.27388155800657
152,1,185879,-0.142146149806945,0.158258961255058,0.369698047571465
153,1,185916,-0.0859699598763572,0.158301522034448,0.58741934103366
154,1,185941,-0.0832335626570162,0.158995805955294,0.60095807008591
155,1,185954,-0.0983032194822205,0.159436200730913,0.537917292879283
156,1,186055,-0.0991812690512555,0.156249143935605,0.525993794235576
157,1,186896,-0.159881163969792,0.158673386174806,0.31433107425543
158,1,187697,-0.640260394137877,0.322268140015696,0.0477248538813834
159,1,189392,-0.188568111005285,0.325609265024886,0.562874926851165
160,1,189416,-0.352601525061679,0.314557885197598,0.263074031074339
161,1,190132,0.112021832225981,0.156423015648595,0.474374228844372
162,1,190148,0.12908889663804,0.156433004984622,0.409813970968074
163,1,190165,0.11191916293553,0.157674560743427,0.478289851051374
164,1,190169,0.145894482442531,0.157398851675432,0.354606843918686
165,1,190933,0.0371297026686291,0.156299826571902,0.812364580062167
166,1,192149,0.117955897335875,0.157465174709584,0.454300645595779
167,1,192302,0.293431261505353,0.207491785069558,0.158189669807034
168,1,192303,0.264085847984938,0.187344749901361,0.15953082664272
