SNP,Chr,Pos,Effect,SE,PLM2_SNA3_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.102644057404544,0.104888052404088,0.328444971599754
2,1,1035,-0.0302388899389196,0.1061670571991,0.775946266938559
3,1,1074,-0.164162507444532,0.179222608587827,0.360308010631983
4,1,1470,-0.216721659614747,0.178416808076459,0.225295080577887
5,1,1475,-0.0422570564271085,0.131946234544039,0.748960983654425
6,1,1491,0.00114321603120859,0.115435973909013,0.9921039024834
7,1,21249,0.767175771021677,0.661454125397269,0.246901014190524
8,1,27243,-0.0590503424804882,0.0903531313070569,0.513826861025058
9,1,27272,-0.0829238306030488,0.0889406158307911,0.351792642132657
10,1,27498,1.40482365592051,0.809741245415022,0.0836305605985738
11,1,27561,-0.84565214465182,0.612687058057193,0.168387727259338
12,1,27816,0.0201717703776937,0.0908607657436819,0.824436436262984
13,1,27822,-0.000986938239623092,0.0907516048056389,0.991329192075682
14,1,27823,-0.00603932344787433,0.0926203501025666,0.948047574618919
15,1,27825,0.00162950734400685,0.0907515785651081,0.985684345124473
16,1,27843,0.00216069000632399,0.0869430263147408,0.980187222193684
17,1,27848,0.00216069000632399,0.0869430263147408,0.980187222193684
18,1,28495,0.0291146345748511,0.0869306996136156,0.737886054565302
19,1,28975,0.0361392457030175,0.0863419129755217,0.675792479982334
20,1,29283,-0.214339455103159,0.193208062947536,0.268025280575679
21,1,29752,-0.391409432387476,0.200705527946274,0.0519473622020149
22,1,29787,0.318383914000213,0.545741710724494,0.559998819413375
23,1,30057,0.0968329106600638,0.176959280327974,0.584584030738857
24,1,30479,-0.302847435132036,0.518480919730335,0.559522562559215
25,1,30706,0.0562042969950244,0.0891416423593036,0.528771855555955
26,1,31435,0.0489232239778989,0.0860951499902031,0.570229229331737
27,1,35128,0.162866104181918,0.118402289152068,0.169838868465966
28,1,35129,0.0449519020822948,0.118999153998846,0.705843526137677
29,1,36146,-0.014047960341378,0.0856871104078699,0.869868387741595
30,1,37255,0.0220687402314867,0.172956335963475,0.898540420763527
31,1,37409,0.0254060688389522,0.0861430756426262,0.76822169314277
32,1,37478,0.0244982868765106,0.086217890172024,0.776466708871112
33,1,39144,0.0281828702895732,0.0858211622081371,0.742810994746466
34,1,41499,0.0777506679083056,0.085496092190971,0.363756291338911
35,1,45359,-0.160364991081662,0.143850596509979,0.265693503421096
36,1,45634,0.202946486434811,0.131921982089032,0.124850946350475
37,1,51248,0.0044637627580033,0.0859601938306896,0.958615233731883
38,1,51462,0.00160981326718994,0.0860770426717245,0.985089395026321
39,1,52124,-0.00775606537385209,0.0859595309056363,0.928156202527352
40,1,52667,0.00794777614464195,0.0858217163093407,0.926267535111243
41,1,55470,-0.0058783707440534,0.0881577995596282,0.946874127488762
42,1,59265,-0.0285059372969217,0.0857660443141502,0.739808246693443
43,1,60165,-0.0444914169856756,0.0856819252778657,0.603903055757105
44,1,62308,-0.0988202258312218,0.0854586712513079,0.248319563445284
45,1,62869,-0.0831930635983636,0.0854950337775348,0.331182433295705
46,1,65431,-0.000721475001853156,0.0894107107652539,0.993566319315617
47,1,65451,0.00594063651434629,0.088142381941562,0.946302872083729
48,1,65719,0.049724803696872,0.0918786510739863,0.588710526354977
49,1,66841,-0.00772813832175678,0.0856489807178384,0.928155334152438
50,1,66948,-0.0177366846473753,0.0861704414920355,0.837040341356747
51,1,68621,-0.02469323638418,0.0859321105935661,0.774007213101001
52,1,69417,-0.0020910677668817,0.0857145701860462,0.980550755094112
53,1,69820,0.0870186624047671,0.335372025512418,0.795424609063893
54,1,69821,0.179327781162778,0.207886194427449,0.388929464359235
55,1,70906,-0.46852228362104,0.135413591177388,0.000606465941216116
56,1,74327,-0.00775722854577782,0.0861849061820816,0.928332849586722
57,1,74572,-0.0127448243434563,0.0859537641626382,0.882210131221823
58,1,75211,-0.0440168487625051,0.085767758846699,0.608125649985032
59,1,76030,0.0028337892355513,0.0857996173010797,0.973670930715624
60,1,80108,0.015978250526212,0.0857752473935863,0.852331850855378
61,1,81262,-0.038395851641549,0.085722678418785,0.654494537920479
62,1,81999,-0.0442968791972645,0.0859241004521819,0.60650194554511
63,1,82431,0.0185323719710537,0.0863577028289003,0.830203029689085
64,1,83284,-0.0190267595181527,0.085728902022597,0.824488143451171
65,1,83613,-0.00425379841748964,0.0857251367194557,0.960452183902849
66,1,84112,0.0399127840919797,0.0857085605622564,0.641731572148799
67,1,84701,-0.0127372073606307,0.0918046689923774,0.889732764321796
68,1,84858,0.0338863693592558,0.085957933746415,0.693656384715182
69,1,85751,-0.0151037391535349,0.0863264977232466,0.861210870490143
70,1,87445,0.00165133063910083,0.0865126921069086,0.984781906283084
71,1,87467,-0.00408410966517199,0.0869653632141201,0.962569683282724
72,1,89070,0.0183920183395604,0.0864157998794726,0.831581119521366
73,1,89616,-0.0306953241106951,0.0859409133467654,0.721179641454189
74,1,89679,0.00327796138370126,0.0859671486400958,0.969605271239052
75,1,89880,-0.00032835342580595,0.0859891060510846,0.996955404877939
76,1,91472,0.0245471882750096,0.0866175332570848,0.777038310645202
77,1,93789,0.0516178154290396,0.08569085316012,0.54731293307758
78,1,94351,0.0555368591373163,0.0859096842845876,0.518403942963251
79,1,99148,0.0649942453101564,0.0856650656226414,0.448537193359175
80,1,101281,-1.14169917486651,0.935688120184817,0.223214701468853
81,1,106011,0.0509997872551855,0.0893105915540381,0.568336891301413
82,1,106800,0.121676167494788,0.0856059148901455,0.15609717193047
83,1,107970,0.0952767924366825,0.0854458373828413,0.265585479280823
84,1,109000,0.162689308002317,0.0853086999215302,0.057323562419417
85,1,112549,0.203014824954176,0.0849656439983012,0.0174013644375191
86,1,112742,0.15266665042447,0.0855988558180789,0.0753619016265425
87,1,113050,0.205419032156733,0.0851398715651293,0.0163429036131581
88,1,113135,0.152097985147727,0.0852368100275612,0.0752147256880754
89,1,114076,0.161618093738809,0.0851871652826487,0.058615881452687
90,1,114628,0.154713069975688,0.0854410867525378,0.0710284538845511
91,1,116283,0.0913371113965821,0.0861773862633955,0.289926893411161
92,1,126880,2.50368055160061,1.61401328087548,0.12174637888511
93,1,127853,0.0375544111813414,0.0861304982182339,0.663090499099856
94,1,128302,-0.012840467620668,0.0858200376295798,0.881149198093247
95,1,128704,-0.0688792139532375,0.0858299299234275,0.422799056634919
96,1,128911,-0.0405655331445579,0.0858905641817117,0.637009330390461
97,1,130267,-0.0264182124800558,0.0858654585777276,0.758515012729352
98,1,130271,-0.0222984141621035,0.0859707037206297,0.795499238656053
99,1,130613,0.00169707707862493,0.0867823166006101,0.984408960985887
100,1,132012,-0.0213055637100058,0.0865907345913975,0.805787304621503
101,1,133231,-0.0665823833049091,0.0859106002458531,0.438847024970234
102,1,137074,-0.0863041233306313,0.0857384120469469,0.31481743036688
103,1,137304,-0.0861680963793325,0.08576868634523,0.315750287728295
104,1,139686,-0.114502501644821,0.0857878943269696,0.182829436642853
105,1,149562,-0.0876090093035301,0.0860740846802987,0.309454598782036
106,1,150447,-0.110256130090762,0.0869586676361542,0.205664235705174
107,1,151446,-0.344560684046146,0.174130779661262,0.0486214167855435
108,1,154084,-0.0904854669722177,0.0872929683658587,0.300644803762511
109,1,156633,-0.132805690673403,0.088341977955566,0.133652301559159
110,1,157269,-0.139389407901533,0.0855178057516216,0.104004846713619
111,1,160054,-0.0816638795963415,0.0865454738418337,0.346021987858909
112,1,166222,-0.0519649914314486,0.0859691528247424,0.545925563411682
113,1,166416,-0.065640752097799,0.0857678840883573,0.444586323585919
114,1,167326,-0.0814737061538265,0.086217812392091,0.345317818694664
115,1,168836,-0.0814842509764589,0.085808166072979,0.342960374540137
116,1,171200,-0.0592297934812677,0.0859885966081599,0.491395386719544
117,1,171431,-0.0365014227934651,0.0865617583396747,0.673514764219305
118,1,173339,-0.0739235484162659,0.0858200807251768,0.389614487639881
119,1,173845,-0.0837436514650372,0.0857232119117725,0.329283928450261
120,1,175121,-0.0651778119626794,0.0855985497348657,0.446905109608237
121,1,175281,-0.0735415049610637,0.0856522419772919,0.391140712001854
122,1,175315,-0.0773724349573437,0.0856156587512218,0.366761108691711
123,1,175523,-0.0895862676614887,0.0860683189677348,0.298646437719862
124,1,175541,-0.0756696061151293,0.0857539720853347,0.378159120073637
125,1,175653,-0.0744974281862888,0.0860288214342522,0.387100838307463
126,1,175805,-0.121217257803132,0.0907620873190086,0.182557065768836
127,1,175818,-0.113834392331027,0.0886939889835311,0.200175997492323
128,1,175856,-0.0646501765460457,0.0874742352683908,0.460351522224775
129,1,175876,-0.0731123622267418,0.0861124172022577,0.39643782567788
130,1,175989,-0.0858075176953502,0.0863255140292499,0.320903974612536
131,1,176001,-0.0813074163859629,0.0867888587127005,0.349480516153863
132,1,176451,-0.0724531873223176,0.0878566304256807,0.410112893219579
